year_iranian,year_western,area,sex,occupation,value,unit,source,country_iso3
1388,2009-2010,urban,Female,"Legislators, Senior Officials and Managers",56044,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,urban,Female,Professionals,691642,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,urban,Female,Technicians and Associate Professionals,177307,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,urban,Female,Clerical and Administrative Workers,260589,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,urban,Female,Service Workers and Shop and Market Sales Workers,292730,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,urban,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",85228,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,urban,Female,Crafts and Related Trades Workers,513362,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,urban,Female,"Machinery Operators, Assemblers and Drivers",26572,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,urban,Female,Laborers,83870,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,urban,Female,Other or Not Declared,5637,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Both,Total,6680628,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Both,"Legislators, Senior Officials and Managers",37346,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Both,Professionals,118664,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Both,Technicians and Associate Professionals,108091,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Both,Clerical and Administrative Workers,70975,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Both,Service Workers and Shop and Market Sales Workers,362108,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",3125374,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Both,Crafts and Related Trades Workers,913853,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Both,"Machinery Operators, Assemblers and Drivers",597304,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Both,Laborers,1292284,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Both,Other or Not Declared,54625,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Male,Total,5206995,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Male,"Legislators, Senior Officials and Managers",33025,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Male,Professionals,80625,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Male,Technicians and Associate Professionals,84219,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Male,Clerical and Administrative Workers,59437,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Male,Service Workers and Shop and Market Sales Workers,301141,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2208948,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Male,Crafts and Related Trades Workers,614472,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Male,"Machinery Operators, Assemblers and Drivers",594179,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Male,Laborers,1176776,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Male,Other or Not Declared,54168,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Female,Total,1473632,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Female,"Legislators, Senior Officials and Managers",4321,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Female,Professionals,38039,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Female,Technicians and Associate Professionals,23871,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Female,Clerical and Administrative Workers,11537,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Female,Service Workers and Shop and Market Sales Workers,60966,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",916426,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Female,Crafts and Related Trades Workers,299381,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Female,"Machinery Operators, Assemblers and Drivers",3124,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Female,Laborers,115507,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1388,2009-2010,rural,Female,Other or Not Declared,456,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Both,Total,20656693,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Both,"Legislators, Senior Officials and Managers",497978,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Both,Professionals,1725493,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Both,Technicians and Associate Professionals,1079858,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Both,Clerical and Administrative Workers,936988,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Both,Service Workers and Shop and Market Sales Workers,2808890,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",3298028,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Both,Crafts and Related Trades Workers,3863245,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Both,"Machinery Operators, Assemblers and Drivers",2572860,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Both,Laborers,3389901,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Both,Other or Not Declared,483448,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Male,Total,17199685,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Male,"Legislators, Senior Officials and Managers",425243,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Male,Professionals,955306,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Male,Technicians and Associate Professionals,861968,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Male,Clerical and Administrative Workers,687481,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Male,Service Workers and Shop and Market Sales Workers,2453215,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2481899,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Male,Crafts and Related Trades Workers,3180143,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Male,"Machinery Operators, Assemblers and Drivers",2538458,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Male,Laborers,3141325,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Male,Other or Not Declared,474642,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Female,Total,3457008,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Female,"Legislators, Senior Officials and Managers",72734,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Female,Professionals,770186,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Female,Technicians and Associate Professionals,217890,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Female,Clerical and Administrative Workers,249506,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Female,Service Workers and Shop and Market Sales Workers,355675,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",816129,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Female,Crafts and Related Trades Workers,683101,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Female,"Machinery Operators, Assemblers and Drivers",34401,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Female,Laborers,248576,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,total,Female,Other or Not Declared,8806,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Both,Total,14291431,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Both,"Legislators, Senior Officials and Managers",459826,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Both,Professionals,1606648,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Both,Technicians and Associate Professionals,975047,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Both,Clerical and Administrative Workers,873086,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Both,Service Workers and Shop and Market Sales Workers,2452136,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",531213,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Both,Crafts and Related Trades Workers,2995351,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Both,"Machinery Operators, Assemblers and Drivers",2006907,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Both,Laborers,1962044,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Both,Other or Not Declared,429169,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Male,Total,12155043,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Male,"Legislators, Senior Officials and Managers",390925,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Male,Professionals,870577,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Male,Technicians and Associate Professionals,777643,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Male,Clerical and Administrative Workers,636570,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Male,Service Workers and Shop and Market Sales Workers,2155335,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",485758,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Male,Crafts and Related Trades Workers,2572718,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Male,"Machinery Operators, Assemblers and Drivers",1977765,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Male,Laborers,1867153,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Male,Other or Not Declared,420594,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Female,Total,2136388,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Female,"Legislators, Senior Officials and Managers",68900,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Female,Professionals,736070,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Female,Technicians and Associate Professionals,197404,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Female,Clerical and Administrative Workers,236515,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Female,Service Workers and Shop and Market Sales Workers,296801,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",45455,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Female,Crafts and Related Trades Workers,422633,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Female,"Machinery Operators, Assemblers and Drivers",29141,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Female,Laborers,94890,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,urban,Female,Other or Not Declared,8575,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Both,Total,6365261,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Both,"Legislators, Senior Officials and Managers",38151,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Both,Professionals,118844,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Both,Technicians and Associate Professionals,104811,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Both,Clerical and Administrative Workers,63902,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Both,Service Workers and Shop and Market Sales Workers,356754,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2766814,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Both,Crafts and Related Trades Workers,867893,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Both,"Machinery Operators, Assemblers and Drivers",565952,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Both,Laborers,1427857,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Both,Other or Not Declared,54278,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Male,Total,5044641,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Male,"Legislators, Senior Officials and Managers",34318,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Male,Professionals,84729,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Male,Technicians and Associate Professionals,84324,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Male,Clerical and Administrative Workers,50911,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Male,Service Workers and Shop and Market Sales Workers,297880,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",1996140,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Male,Crafts and Related Trades Workers,607425,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Male,"Machinery Operators, Assemblers and Drivers",560692,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Male,Laborers,1274171,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Male,Other or Not Declared,54047,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Female,Total,1320620,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Female,"Legislators, Senior Officials and Managers",3833,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Female,Professionals,34115,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Female,Technicians and Associate Professionals,20486,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Female,Clerical and Administrative Workers,12991,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Female,Service Workers and Shop and Market Sales Workers,58874,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",770674,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Female,Crafts and Related Trades Workers,260468,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Female,"Machinery Operators, Assemblers and Drivers",5260,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Female,Laborers,153685,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1389,2010-2011,rural,Female,Other or Not Declared,231,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Both,Total,20510025,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Both,"Legislators, Senior Officials and Managers",523501,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
