table,province,area,year,metric,value,unit,source,country_iso3
Table 14 - Sex Ratio by Province,Ghom,total,2011,sex_ratio_males_per_100_females,104,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Kurdistan,total,2006,sex_ratio_males_per_100_females,103,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Kurdistan,total,2011,sex_ratio_males_per_100_females,101,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Kerman,total,2006,sex_ratio_males_per_100_females,104,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Kerman,total,2011,sex_ratio_males_per_100_females,102,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Kermanshah,total,2006,sex_ratio_males_per_100_females,104,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Kermanshah,total,2011,sex_ratio_males_per_100_females,102,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Kohgilooyeh and Booyerahmad,total,2006,sex_ratio_males_per_100_females,102,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Kohgilooyeh and Booyerahmad,total,2011,sex_ratio_males_per_100_females,100,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Golestan,total,2006,sex_ratio_males_per_100_females,99,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Golestan,total,2011,sex_ratio_males_per_100_females,100,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Gillan,total,2006,sex_ratio_males_per_100_females,99,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Gillan,total,2011,sex_ratio_males_per_100_females,99,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Lorestan,total,2006,sex_ratio_males_per_100_females,104,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Lorestan,total,2011,sex_ratio_males_per_100_females,102,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Mazandaran,total,2006,sex_ratio_males_per_100_females,101,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Mazandaran,total,2011,sex_ratio_males_per_100_females,101,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Markazi,total,2006,sex_ratio_males_per_100_females,102,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Markazi,total,2011,sex_ratio_males_per_100_females,102,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Hormozgan,total,2006,sex_ratio_males_per_100_females,107,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Hormozgan,total,2011,sex_ratio_males_per_100_females,104,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Hamedan,total,2006,sex_ratio_males_per_100_females,101,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Hamedan,total,2011,sex_ratio_males_per_100_females,101,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Yazd,total,2006,sex_ratio_males_per_100_females,109,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 14 - Sex Ratio by Province,Yazd,total,2011,sex_ratio_males_per_100_females,106,ratio,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Eastern Azerbaijan,total,2006,urbanization_rate,66.7,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Eastern Azerbaijan,total,2011,urbanization_rate,69.2,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Western Azerbaijan,total,2006,urbanization_rate,60.0,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Western Azerbaijan,total,2011,urbanization_rate,62.7,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Ardebil,total,2006,urbanization_rate,58.3,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Ardebil,total,2011,urbanization_rate,64.0,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Esfahan,total,2006,urbanization_rate,83.3,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Esfahan,total,2011,urbanization_rate,85.4,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Alborz,total,2006,urbanization_rate,88.7,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Alborz,total,2011,urbanization_rate,90.5,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Ilam,total,2006,urbanization_rate,60.7,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Ilam,total,2011,urbanization_rate,64.0,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Booshehr,total,2006,urbanization_rate,65.2,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Booshehr,total,2011,urbanization_rate,68.2,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Tehran,total,2006,urbanization_rate,91.8,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Tehran,total,2011,urbanization_rate,92.8,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Chaharmahal and Bakhtiari,total,2006,urbanization_rate,51.5,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Chaharmahal and Bakhtiari,total,2011,urbanization_rate,58.2,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,South Khorassan,total,2006,urbanization_rate,51.3,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,South Khorassan,total,2011,urbanization_rate,56.0,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Razavi Khorassan,total,2006,urbanization_rate,68.1,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Razavi Khorassan,total,2011,urbanization_rate,71.9,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,North Khorassan,total,2006,urbanization_rate,48.4,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,North Khorassan,total,2011,urbanization_rate,51.5,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Khoozestan,total,2006,urbanization_rate,67.2,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Khoozestan,total,2011,urbanization_rate,71.0,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Zanjan,total,2006,urbanization_rate,58.0,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Zanjan,total,2011,urbanization_rate,62.5,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Semnan,total,2006,urbanization_rate,74.7,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Semnan,total,2011,urbanization_rate,77.0,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Sistan and Baloochestan,total,2006,urbanization_rate,49.6,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Sistan and Baloochestan,total,2011,urbanization_rate,49.0,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Fars,total,2006,urbanization_rate,61.2,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Fars,total,2011,urbanization_rate,67.6,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Ghazvin,total,2006,urbanization_rate,68.1,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Ghazvin,total,2011,urbanization_rate,73.1,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Ghom,total,2006,urbanization_rate,93.9,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Ghom,total,2011,urbanization_rate,95.2,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Kurdistan,total,2006,urbanization_rate,59.4,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Kurdistan,total,2011,urbanization_rate,66.0,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Kerman,total,2006,urbanization_rate,58.5,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Kerman,total,2011,urbanization_rate,57.5,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Kermanshah,total,2006,urbanization_rate,66.8,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Kermanshah,total,2011,urbanization_rate,69.7,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Kohgilooyeh and Booyerahmad,total,2006,urbanization_rate,47.6,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Kohgilooyeh and Booyerahmad,total,2011,urbanization_rate,52.6,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Golestan,total,2006,urbanization_rate,49.2,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Golestan,total,2011,urbanization_rate,51.0,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Gillan,total,2006,urbanization_rate,53.9,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Gillan,total,2011,urbanization_rate,60.3,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Lorestan,total,2006,urbanization_rate,59.4,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Lorestan,total,2011,urbanization_rate,61.3,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Mazandaran,total,2006,urbanization_rate,53.2,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Mazandaran,total,2011,urbanization_rate,54.7,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Markazi,total,2006,urbanization_rate,69.0,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Markazi,total,2011,urbanization_rate,73.9,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Hormozgan,total,2006,urbanization_rate,47.1,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Hormozgan,total,2011,urbanization_rate,50.0,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Hamedan,total,2006,urbanization_rate,57.6,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Hamedan,total,2011,urbanization_rate,59.2,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Yazd,total,2006,urbanization_rate,79.7,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 15 - Urbanization Rate by Province,Yazd,total,2011,urbanization_rate,82.8,percent,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Eastern Azerbaijan,total,2006,average_household_size,4.0,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Eastern Azerbaijan,total,2011,average_household_size,3.4,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Western Azerbaijan,total,2006,average_household_size,4.4,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Western Azerbaijan,total,2011,average_household_size,3.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Ardebil,total,2006,average_household_size,4.4,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Ardebil,total,2011,average_household_size,3.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Esfahan,total,2006,average_household_size,3.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Esfahan,total,2011,average_household_size,3.4,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Alborz,total,2006,average_household_size,3.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Alborz,total,2011,average_household_size,3.4,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Ilam,total,2006,average_household_size,4.9,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Ilam,total,2011,average_household_size,4.1,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Booshehr,total,2006,average_household_size,4.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Booshehr,total,2011,average_household_size,4.2,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Tehran,total,2006,average_household_size,3.6,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Tehran,total,2011,average_household_size,3.3,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Chaharmahal and Bakhtiari,total,2006,average_household_size,4.4,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Chaharmahal and Bakhtiari,total,2011,average_household_size,3.8,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,South Khorassan,total,2006,average_household_size,4.0,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,South Khorassan,total,2011,average_household_size,3.6,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Razavi Khorassan,total,2006,average_household_size,3.9,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Razavi Khorassan,total,2011,average_household_size,3.5,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,North Khorassan,total,2006,average_household_size,4.1,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,North Khorassan,total,2011,average_household_size,3.6,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Khoozestan,total,2006,average_household_size,4.9,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Khoozestan,total,2011,average_household_size,4.1,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Zanjan,total,2006,average_household_size,4.1,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Zanjan,total,2011,average_household_size,3.5,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Semnan,total,2006,average_household_size,3.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Semnan,total,2011,average_household_size,3.4,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Sistan and Baloochestan,total,2006,average_household_size,5.1,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Sistan and Baloochestan,total,2011,average_household_size,4.3,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Fars,total,2006,average_household_size,4.2,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Fars,total,2011,average_household_size,3.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Ghazvin,total,2006,average_household_size,3.9,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Ghazvin,total,2011,average_household_size,3.4,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Ghom,total,2006,average_household_size,4.0,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Ghom,total,2011,average_household_size,3.6,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Kurdistan,total,2006,average_household_size,4.3,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Kurdistan,total,2011,average_household_size,3.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Kerman,total,2006,average_household_size,4.3,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Kerman,total,2011,average_household_size,3.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Kermanshah,total,2006,average_household_size,4.2,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Kermanshah,total,2011,average_household_size,3.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Kohgilooyeh and Booyerahmad,total,2006,average_household_size,5.0,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Kohgilooyeh and Booyerahmad,total,2011,average_household_size,4.2,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Golestan,total,2006,average_household_size,4.3,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Golestan,total,2011,average_household_size,3.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Gillan,total,2006,average_household_size,3.6,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Gillan,total,2011,average_household_size,3.2,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Lorestan,total,2006,average_household_size,4.5,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Lorestan,total,2011,average_household_size,3.8,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Mazandaran,total,2006,average_household_size,3.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Mazandaran,total,2011,average_household_size,3.3,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Markazi,total,2006,average_household_size,3.7,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Markazi,total,2011,average_household_size,3.3,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Hormozgan,total,2006,average_household_size,4.6,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Hormozgan,total,2011,average_household_size,4.0,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Hamedan,total,2006,average_household_size,4.0,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Hamedan,total,2011,average_household_size,3.5,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Yazd,total,2006,average_household_size,3.8,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
Table 18 - Average Household Size by Province,Yazd,total,2011,average_household_size,3.5,persons,"SCI, National Population and Housing Census 2011 (1390): Selected Findings (unofficial English translation)",IRN
