province,age_group,residence,sex,population,source,country_iso3
Mazandaran,35-39 Age Group,Urban,Male,66287,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,35-39 Age Group,Urban,Female,66170,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,35-39 Age Group,Rural,Both,107596,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,35-39 Age Group,Rural,Male,54585,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,35-39 Age Group,Rural,Female,53011,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,35-39 Age Group,Unsettled,Both,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,35-39 Age Group,Unsettled,Male,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,40-44 Age Group,Total,Both,228183,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,40-44 Age Group,Total,Male,114178,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,40-44 Age Group,Total,Female,114005,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,40-44 Age Group,Urban,Both,128847,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,40-44 Age Group,Urban,Male,64896,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,40-44 Age Group,Urban,Female,63951,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,40-44 Age Group,Rural,Both,99336,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,40-44 Age Group,Rural,Male,49282,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,40-44 Age Group,Rural,Female,50054,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,45-49 Age Group,Total,Both,200126,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,45-49 Age Group,Total,Male,99641,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,45-49 Age Group,Total,Female,100485,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,45-49 Age Group,Urban,Both,114705,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,45-49 Age Group,Urban,Male,57600,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,45-49 Age Group,Urban,Female,57105,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,45-49 Age Group,Rural,Both,85419,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,45-49 Age Group,Rural,Male,42039,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,45-49 Age Group,Rural,Female,43380,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,45-49 Age Group,Unsettled,Both,2,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,45-49 Age Group,Unsettled,Male,2,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,50-54 Age Group,Total,Both,171881,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,50-54 Age Group,Total,Male,84141,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,50-54 Age Group,Total,Female,87740,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,50-54 Age Group,Urban,Both,97226,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,50-54 Age Group,Urban,Male,48355,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,50-54 Age Group,Urban,Female,48871,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,50-54 Age Group,Rural,Both,74654,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,50-54 Age Group,Rural,Male,35785,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,50-54 Age Group,Rural,Female,38869,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,50-54 Age Group,Unsettled,Both,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,50-54 Age Group,Unsettled,Male,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,55-59 Age Group,Total,Both,129066,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,55-59 Age Group,Total,Male,62139,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,55-59 Age Group,Total,Female,66927,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,55-59 Age Group,Urban,Both,71202,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,55-59 Age Group,Urban,Male,35504,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,55-59 Age Group,Urban,Female,35698,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,55-59 Age Group,Rural,Both,57864,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,55-59 Age Group,Rural,Male,26635,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,55-59 Age Group,Rural,Female,31229,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,60-64 Age Group,Total,Both,95968,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,60-64 Age Group,Total,Male,46173,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,60-64 Age Group,Total,Female,49795,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,60-64 Age Group,Urban,Both,49900,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,60-64 Age Group,Urban,Male,25209,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,60-64 Age Group,Urban,Female,24691,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,60-64 Age Group,Rural,Both,46067,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,60-64 Age Group,Rural,Male,20963,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,60-64 Age Group,Rural,Female,25104,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,60-64 Age Group,Unsettled,Both,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,60-64 Age Group,Unsettled,Male,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,65-69 Age Group,Total,Both,65012,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,65-69 Age Group,Total,Male,31598,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,65-69 Age Group,Total,Female,33414,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,65-69 Age Group,Urban,Both,32372,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,65-69 Age Group,Urban,Male,16399,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,65-69 Age Group,Urban,Female,15973,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,65-69 Age Group,Rural,Both,32640,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,65-69 Age Group,Rural,Male,15199,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,65-69 Age Group,Rural,Female,17441,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,70-74 Age Group,Total,Both,53053,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,70-74 Age Group,Total,Male,26273,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,70-74 Age Group,Total,Female,26780,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,70-74 Age Group,Urban,Both,24584,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,70-74 Age Group,Urban,Male,12210,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,70-74 Age Group,Urban,Female,12374,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,70-74 Age Group,Rural,Both,28469,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,70-74 Age Group,Rural,Male,14063,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,70-74 Age Group,Rural,Female,14406,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,75-79 Age Group,Total,Both,46231,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,75-79 Age Group,Total,Male,23358,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,75-79 Age Group,Total,Female,22873,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,75-79 Age Group,Urban,Both,20316,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,75-79 Age Group,Urban,Male,9937,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,75-79 Age Group,Urban,Female,10379,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,75-79 Age Group,Rural,Both,25915,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,75-79 Age Group,Rural,Male,13421,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,75-79 Age Group,Rural,Female,12494,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,80-84 Age Group,Total,Both,25119,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,80-84 Age Group,Total,Male,12959,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,80-84 Age Group,Total,Female,12160,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,80-84 Age Group,Urban,Both,10710,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,80-84 Age Group,Urban,Male,5232,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,80-84 Age Group,Urban,Female,5478,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,80-84 Age Group,Rural,Both,14409,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,80-84 Age Group,Rural,Male,7727,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,80-84 Age Group,Rural,Female,6682,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,85-89 Age Group,Total,Both,12713,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,85-89 Age Group,Total,Male,6620,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,85-89 Age Group,Total,Female,6093,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,85-89 Age Group,Urban,Both,5282,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,85-89 Age Group,Urban,Male,2548,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,85-89 Age Group,Urban,Female,2734,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,85-89 Age Group,Rural,Both,7431,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,85-89 Age Group,Rural,Male,4072,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,85-89 Age Group,Rural,Female,3359,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,90-94 Age Group,Total,Both,2590,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,90-94 Age Group,Total,Male,1266,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,90-94 Age Group,Total,Female,1324,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,90-94 Age Group,Urban,Both,1199,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,90-94 Age Group,Urban,Male,505,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,90-94 Age Group,Urban,Female,694,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,90-94 Age Group,Rural,Both,1391,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,90-94 Age Group,Rural,Male,761,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,90-94 Age Group,Rural,Female,630,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,95-99 Age Group,Total,Both,740,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,95-99 Age Group,Total,Male,320,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,95-99 Age Group,Total,Female,420,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,95-99 Age Group,Urban,Both,418,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,95-99 Age Group,Urban,Male,158,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,95-99 Age Group,Urban,Female,260,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,95-99 Age Group,Rural,Both,322,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,95-99 Age Group,Rural,Male,162,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,95-99 Age Group,Rural,Female,160,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,100+ Age Group,Total,Both,262,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,100+ Age Group,Total,Male,104,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,100+ Age Group,Total,Female,158,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,100+ Age Group,Urban,Both,122,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,100+ Age Group,Urban,Male,47,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,100+ Age Group,Urban,Female,75,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,100+ Age Group,Rural,Both,140,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,100+ Age Group,Rural,Male,57,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,100+ Age Group,Rural,Female,83,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,Not Declared,Total,Both,738,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,Not Declared,Total,Male,427,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,Not Declared,Total,Female,311,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,Not Declared,Urban,Both,509,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,Not Declared,Urban,Male,288,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,Not Declared,Urban,Female,221,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,Not Declared,Rural,Both,229,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,Not Declared,Rural,Male,139,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Mazandaran,Not Declared,Rural,Female,90,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,All Age Groups,Total,Both,867727,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,All Age Groups,Total,Male,431587,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,All Age Groups,Total,Female,436140,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,All Age Groups,Urban,Both,446872,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,All Age Groups,Urban,Male,224742,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,All Age Groups,Urban,Female,222130,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,All Age Groups,Rural,Both,419068,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,All Age Groups,Rural,Male,205946,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,All Age Groups,Rural,Female,213122,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,All Age Groups,Unsettled,Both,1787,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,All Age Groups,Unsettled,Male,899,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,All Age Groups,Unsettled,Female,888,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,0-4 Age Group,Total,Both,84572,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,0-4 Age Group,Total,Male,43316,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,0-4 Age Group,Total,Female,41256,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,0-4 Age Group,Urban,Both,40605,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,0-4 Age Group,Urban,Male,20798,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,0-4 Age Group,Urban,Female,19807,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,0-4 Age Group,Rural,Both,43766,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,0-4 Age Group,Rural,Male,22413,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,0-4 Age Group,Rural,Female,21353,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,0-4 Age Group,Unsettled,Both,201,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,0-4 Age Group,Unsettled,Male,105,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,0-4 Age Group,Unsettled,Female,96,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,5-9 Age Group,Total,Both,72838,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,5-9 Age Group,Total,Male,37252,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,5-9 Age Group,Total,Female,35586,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,5-9 Age Group,Urban,Both,34264,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,5-9 Age Group,Urban,Male,17461,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,5-9 Age Group,Urban,Female,16803,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,5-9 Age Group,Rural,Both,38361,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,5-9 Age Group,Rural,Male,19671,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,5-9 Age Group,Rural,Female,18690,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,5-9 Age Group,Unsettled,Both,213,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,5-9 Age Group,Unsettled,Male,120,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,5-9 Age Group,Unsettled,Female,93,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,10-14 Age Group,Total,Both,76654,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,10-14 Age Group,Total,Male,38715,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,10-14 Age Group,Total,Female,37939,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,10-14 Age Group,Urban,Both,38035,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,10-14 Age Group,Urban,Male,19235,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,10-14 Age Group,Urban,Female,18800,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,10-14 Age Group,Rural,Both,38429,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,10-14 Age Group,Rural,Male,19384,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,10-14 Age Group,Rural,Female,19045,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,10-14 Age Group,Unsettled,Both,190,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,10-14 Age Group,Unsettled,Male,96,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,10-14 Age Group,Unsettled,Female,94,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,15-19 Age Group,Total,Both,89485,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,15-19 Age Group,Total,Male,44863,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,15-19 Age Group,Total,Female,44622,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,15-19 Age Group,Urban,Both,45204,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,15-19 Age Group,Urban,Male,22714,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,15-19 Age Group,Urban,Female,22490,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,15-19 Age Group,Rural,Both,44063,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,15-19 Age Group,Rural,Male,22052,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,15-19 Age Group,Rural,Female,22011,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,15-19 Age Group,Unsettled,Both,218,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,15-19 Age Group,Unsettled,Male,97,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,15-19 Age Group,Unsettled,Female,121,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,20-24 Age Group,Total,Both,97105,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,20-24 Age Group,Total,Male,48303,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,20-24 Age Group,Total,Female,48802,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,20-24 Age Group,Urban,Both,50668,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,20-24 Age Group,Urban,Male,24861,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,20-24 Age Group,Urban,Female,25807,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,20-24 Age Group,Rural,Both,46256,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,20-24 Age Group,Rural,Male,23344,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
