sector_table,indicator_label_fa_source,year_sh,month_fa,month_western,value
3-18-PMI – Basic Metal Industries,Total PMI index,1403,Mordad1403,August2024,41.6
3-18-PMI – Basic Metal Industries,Total PMI index,1403,Shahrivar1403,September2024,45.3
3-18-PMI – Basic Metal Industries,Total PMI index,1403,Mehr1403,October2024,51.0
3-18-PMI – Basic Metal Industries,Total PMI index,1403,Aban1403,November2024,43.6
3-18-PMI – Basic Metal Industries,Total PMI index,1403,Azar1403,December2024,45.1
3-18-PMI – Basic Metal Industries,Total PMI index,1403,Dey1403,January2025,50.6
3-18-PMI – Basic Metal Industries,Total PMI index,1403,Bahman1403,February2025,46.1
3-18-PMI – Basic Metal Industries,Total PMI index,1403,Esfand1403,March2025,50.2
3-18-PMI – Basic Metal Industries,Output,1403,Farvardin1403,April2024,22.1
3-18-PMI – Basic Metal Industries,Output,1403,Ordibehesht1403,May2024,70.7
3-18-PMI – Basic Metal Industries,Output,1403,Khordad1403,June2024,57.3
3-18-PMI – Basic Metal Industries,Output,1403,Tir1403,July2024,36.3
3-18-PMI – Basic Metal Industries,Output,1403,Mordad1403,August2024,40.7
3-18-PMI – Basic Metal Industries,Output,1403,Shahrivar1403,September2024,44.6
3-18-PMI – Basic Metal Industries,Output,1403,Mehr1403,October2024,57.1
3-18-PMI – Basic Metal Industries,Output,1403,Aban1403,November2024,43.8
3-18-PMI – Basic Metal Industries,Output,1403,Azar1403,December2024,39.8
3-18-PMI – Basic Metal Industries,Output,1403,Dey1403,January2025,49.0
3-18-PMI – Basic Metal Industries,Output,1403,Bahman1403,February2025,42.9
3-18-PMI – Basic Metal Industries,Output,1403,Esfand1403,March2025,46.7
3-18-PMI – Basic Metal Industries,New Orders,1403,Farvardin1403,April2024,26.7
3-18-PMI – Basic Metal Industries,New Orders,1403,Ordibehesht1403,May2024,62.2
3-18-PMI – Basic Metal Industries,New Orders,1403,Khordad1403,June2024,51.0
3-18-PMI – Basic Metal Industries,New Orders,1403,Tir1403,July2024,43.8
3-18-PMI – Basic Metal Industries,New Orders,1403,Mordad1403,August2024,37.2
3-18-PMI – Basic Metal Industries,New Orders,1403,Shahrivar1403,September2024,44.6
3-18-PMI – Basic Metal Industries,New Orders,1403,Mehr1403,October2024,47.6
3-18-PMI – Basic Metal Industries,New Orders,1403,Aban1403,November2024,38.5
3-18-PMI – Basic Metal Industries,New Orders,1403,Azar1403,December2024,42.0
3-18-PMI – Basic Metal Industries,New Orders,1403,Dey1403,January2025,53.1
3-18-PMI – Basic Metal Industries,New Orders,1403,Bahman1403,February2025,47.6
3-18-PMI – Basic Metal Industries,New Orders,1403,Esfand1403,March2025,48.9
3-18-PMI – Basic Metal Industries,Suppliers ‘Delivery Times,1403,Farvardin1403,April2024,29.1
3-18-PMI – Basic Metal Industries,Suppliers ‘Delivery Times,1403,Ordibehesht1403,May2024,67.1
3-18-PMI – Basic Metal Industries,Suppliers ‘Delivery Times,1403,Khordad1403,June2024,55.2
3-18-PMI – Basic Metal Industries,Suppliers ‘Delivery Times,1403,Tir1403,July2024,46.3
3-18-PMI – Basic Metal Industries,Suppliers ‘Delivery Times,1403,Mordad1403,August2024,47.7
3-18-PMI – Basic Metal Industries,Suppliers ‘Delivery Times,1403,Shahrivar1403,September2024,52.2
3-18-PMI – Basic Metal Industries,Suppliers ‘Delivery Times,1403,Mehr1403,October2024,56.0
3-18-PMI – Basic Metal Industries,Suppliers ‘Delivery Times,1403,Aban1403,November2024,49.0
3-18-PMI – Basic Metal Industries,Suppliers ‘Delivery Times,1403,Azar1403,December2024,50.0
3-18-PMI – Basic Metal Industries,Suppliers ‘Delivery Times,1403,Dey1403,January2025,52.1
3-18-PMI – Basic Metal Industries,Suppliers ‘Delivery Times,1403,Bahman1403,February2025,47.6
3-18-PMI – Basic Metal Industries,Suppliers ‘Delivery Times,1403,Esfand1403,March2025,56.7
3-18-PMI – Basic Metal Industries,Raw Materials Inventories,1403,Farvardin1403,April2024,36.0
3-18-PMI – Basic Metal Industries,Raw Materials Inventories,1403,Ordibehesht1403,May2024,46.3
3-18-PMI – Basic Metal Industries,Raw Materials Inventories,1403,Khordad1403,June2024,47.9
3-18-PMI – Basic Metal Industries,Raw Materials Inventories,1403,Tir1403,July2024,35.0
3-18-PMI – Basic Metal Industries,Raw Materials Inventories,1403,Mordad1403,August2024,43.0
3-18-PMI – Basic Metal Industries,Raw Materials Inventories,1403,Shahrivar1403,September2024,44.6
3-18-PMI – Basic Metal Industries,Raw Materials Inventories,1403,Mehr1403,October2024,50.0
3-18-PMI – Basic Metal Industries,Raw Materials Inventories,1403,Aban1403,November2024,41.7
3-18-PMI – Basic Metal Industries,Raw Materials Inventories,1403,Azar1403,December2024,47.7
3-18-PMI – Basic Metal Industries,Raw Materials Inventories,1403,Dey1403,January2025,47.9
3-18-PMI – Basic Metal Industries,Raw Materials Inventories,1403,Bahman1403,February2025,48.8
3-18-PMI – Basic Metal Industries,Raw Materials Inventories,1403,Esfand1403,March2025,57.8
3-18-PMI – Basic Metal Industries,Employment,1403,Farvardin1403,April2024,41.9
3-18-PMI – Basic Metal Industries,Employment,1403,Ordibehesht1403,May2024,63.4
3-18-PMI – Basic Metal Industries,Employment,1403,Khordad1403,June2024,54.2
3-18-PMI – Basic Metal Industries,Employment,1403,Tir1403,July2024,43.8
3-18-PMI – Basic Metal Industries,Employment,1403,Mordad1403,August2024,44.2
3-18-PMI – Basic Metal Industries,Employment,1403,Shahrivar1403,September2024,42.4
3-18-PMI – Basic Metal Industries,Employment,1403,Mehr1403,October2024,45.2
3-18-PMI – Basic Metal Industries,Employment,1403,Aban1403,November2024,47.9
3-18-PMI – Basic Metal Industries,Employment,1403,Azar1403,December2024,51.1
3-18-PMI – Basic Metal Industries,Employment,1403,Dey1403,January2025,49.0
3-18-PMI – Basic Metal Industries,Employment,1403,Bahman1403,February2025,45.2
3-18-PMI – Basic Metal Industries,Employment,1403,Esfand1403,March2025,47.8
3-18-PMI – Basic Metal Industries,Input price,1403,Farvardin1403,April2024,76.7
3-18-PMI – Basic Metal Industries,Input price,1403,Ordibehesht1403,May2024,78.0
3-18-PMI – Basic Metal Industries,Input price,1403,Khordad1403,June2024,62.5
3-18-PMI – Basic Metal Industries,Input price,1403,Tir1403,July2024,56.3
3-18-PMI – Basic Metal Industries,Input price,1403,Mordad1403,August2024,59.3
3-18-PMI – Basic Metal Industries,Input price,1403,Shahrivar1403,September2024,64.1
3-18-PMI – Basic Metal Industries,Input price,1403,Mehr1403,October2024,82.1
3-18-PMI – Basic Metal Industries,Input price,1403,Aban1403,November2024,78.1
3-18-PMI – Basic Metal Industries,Input price,1403,Azar1403,December2024,87.5
3-18-PMI – Basic Metal Industries,Input price,1403,Dey1403,January2025,92.7
3-18-PMI – Basic Metal Industries,Input price,1403,Bahman1403,February2025,90.5
3-18-PMI – Basic Metal Industries,Input price,1403,Esfand1403,March2025,85.6
3-18-PMI – Basic Metal Industries,Stocks of Finished Goods,1403,Farvardin1403,April2024,47.7
3-18-PMI – Basic Metal Industries,Stocks of Finished Goods,1403,Ordibehesht1403,May2024,51.2
3-18-PMI – Basic Metal Industries,Stocks of Finished Goods,1403,Khordad1403,June2024,51.0
3-18-PMI – Basic Metal Industries,Stocks of Finished Goods,1403,Tir1403,July2024,50.0
3-18-PMI – Basic Metal Industries,Stocks of Finished Goods,1403,Mordad1403,August2024,51.2
3-18-PMI – Basic Metal Industries,Stocks of Finished Goods,1403,Shahrivar1403,September2024,42.4
3-18-PMI – Basic Metal Industries,Stocks of Finished Goods,1403,Mehr1403,October2024,51.2
3-18-PMI – Basic Metal Industries,Stocks of Finished Goods,1403,Aban1403,November2024,50.0
3-18-PMI – Basic Metal Industries,Stocks of Finished Goods,1403,Azar1403,December2024,43.2
3-18-PMI – Basic Metal Industries,Stocks of Finished Goods,1403,Dey1403,January2025,42.7
3-18-PMI – Basic Metal Industries,Stocks of Finished Goods,1403,Bahman1403,February2025,44.0
3-18-PMI – Basic Metal Industries,Stocks of Finished Goods,1403,Esfand1403,March2025,38.9
3-18-PMI – Basic Metal Industries,Export of goods,1403,Farvardin1403,April2024,41.9
3-18-PMI – Basic Metal Industries,Export of goods,1403,Ordibehesht1403,May2024,54.9
3-18-PMI – Basic Metal Industries,Export of goods,1403,Khordad1403,June2024,45.8
3-18-PMI – Basic Metal Industries,Export of goods,1403,Tir1403,July2024,40.0
3-18-PMI – Basic Metal Industries,Export of goods,1403,Mordad1403,August2024,45.3
3-18-PMI – Basic Metal Industries,Export of goods,1403,Shahrivar1403,September2024,51.1
3-18-PMI – Basic Metal Industries,Export of goods,1403,Mehr1403,October2024,50.0
3-18-PMI – Basic Metal Industries,Export of goods,1403,Aban1403,November2024,42.7
3-18-PMI – Basic Metal Industries,Export of goods,1403,Azar1403,December2024,39.8
3-18-PMI – Basic Metal Industries,Export of goods,1403,Dey1403,January2025,44.8
3-18-PMI – Basic Metal Industries,Export of goods,1403,Bahman1403,February2025,47.6
3-18-PMI – Basic Metal Industries,Export of goods,1403,Esfand1403,March2025,50.0
3-18-PMI – Basic Metal Industries,Output Prices,1403,Farvardin1403,April2024,69.8
3-18-PMI – Basic Metal Industries,Output Prices,1403,Ordibehesht1403,May2024,61.0
3-18-PMI – Basic Metal Industries,Output Prices,1403,Khordad1403,June2024,49.0
3-18-PMI – Basic Metal Industries,Output Prices,1403,Tir1403,July2024,45.0
3-18-PMI – Basic Metal Industries,Output Prices,1403,Mordad1403,August2024,51.2
3-18-PMI – Basic Metal Industries,Output Prices,1403,Shahrivar1403,September2024,51.1
3-18-PMI – Basic Metal Industries,Output Prices,1403,Mehr1403,October2024,58.3
3-18-PMI – Basic Metal Industries,Output Prices,1403,Aban1403,November2024,64.6
3-18-PMI – Basic Metal Industries,Output Prices,1403,Azar1403,December2024,67.0
3-18-PMI – Basic Metal Industries,Output Prices,1403,Dey1403,January2025,75.0
3-18-PMI – Basic Metal Industries,Output Prices,1403,Bahman1403,February2025,72.6
3-18-PMI – Basic Metal Industries,Output Prices,1403,Esfand1403,March2025,75.6
3-18-PMI – Basic Metal Industries,Energy Consumption,1403,Farvardin1403,April2024,23.3
3-18-PMI – Basic Metal Industries,Energy Consumption,1403,Ordibehesht1403,May2024,65.9
3-18-PMI – Basic Metal Industries,Energy Consumption,1403,Khordad1403,June2024,56.3
3-18-PMI – Basic Metal Industries,Energy Consumption,1403,Tir1403,July2024,38.8
3-18-PMI – Basic Metal Industries,Energy Consumption,1403,Mordad1403,August2024,31.4
3-18-PMI – Basic Metal Industries,Energy Consumption,1403,Shahrivar1403,September2024,43.5
3-18-PMI – Basic Metal Industries,Energy Consumption,1403,Mehr1403,October2024,59.5
3-18-PMI – Basic Metal Industries,Energy Consumption,1403,Aban1403,November2024,54.2
3-18-PMI – Basic Metal Industries,Energy Consumption,1403,Azar1403,December2024,43.2
3-18-PMI – Basic Metal Industries,Energy Consumption,1403,Dey1403,January2025,55.2
3-18-PMI – Basic Metal Industries,Energy Consumption,1403,Bahman1403,February2025,41.7
3-18-PMI – Basic Metal Industries,Energy Consumption,1403,Esfand1403,March2025,47.8
3-18-PMI – Basic Metal Industries,Quantity of Purchases,1403,Farvardin1403,April2024,24.4
3-18-PMI – Basic Metal Industries,Quantity of Purchases,1403,Ordibehesht1403,May2024,61.0
3-18-PMI – Basic Metal Industries,Quantity of Purchases,1403,Khordad1403,June2024,54.2
3-18-PMI – Basic Metal Industries,Quantity of Purchases,1403,Tir1403,July2024,28.8
3-18-PMI – Basic Metal Industries,Quantity of Purchases,1403,Mordad1403,August2024,36.0
3-18-PMI – Basic Metal Industries,Quantity of Purchases,1403,Shahrivar1403,September2024,38.0
3-18-PMI – Basic Metal Industries,Quantity of Purchases,1403,Mehr1403,October2024,51.2
3-18-PMI – Basic Metal Industries,Quantity of Purchases,1403,Aban1403,November2024,43.8
3-18-PMI – Basic Metal Industries,Quantity of Purchases,1403,Azar1403,December2024,40.9
3-18-PMI – Basic Metal Industries,Quantity of Purchases,1403,Dey1403,January2025,47.9
3-18-PMI – Basic Metal Industries,Quantity of Purchases,1403,Bahman1403,February2025,48.8
3-18-PMI – Basic Metal Industries,Quantity of Purchases,1403,Esfand1403,March2025,66.7
3-18-PMI – Basic Metal Industries,Business expectations,1403,Farvardin1403,April2024,74.4
3-18-PMI – Basic Metal Industries,Business expectations,1403,Ordibehesht1403,May2024,58.5
3-18-PMI – Basic Metal Industries,Business expectations,1403,Khordad1403,June2024,56.3
3-18-PMI – Basic Metal Industries,Business expectations,1403,Tir1403,July2024,48.8
3-18-PMI – Basic Metal Industries,Business expectations,1403,Mordad1403,August2024,54.7
3-18-PMI – Basic Metal Industries,Business expectations,1403,Shahrivar1403,September2024,60.9
3-18-PMI – Basic Metal Industries,Business expectations,1403,Mehr1403,October2024,54.8
3-18-PMI – Basic Metal Industries,Business expectations,1403,Aban1403,November2024,44.8
3-18-PMI – Basic Metal Industries,Business expectations,1403,Azar1403,December2024,47.7
3-18-PMI – Basic Metal Industries,Business expectations,1403,Dey1403,January2025,55.2
3-18-PMI – Basic Metal Industries,Business expectations,1403,Bahman1403,February2025,48.8
3-18-PMI – Basic Metal Industries,Business expectations,1403,Esfand1403,March2025,31.1
3-19-PMI – Food Industries,Total PMI index,1403,Farvardin1403,April2024,36.0
3-19-PMI – Food Industries,Total PMI index,1403,Ordibehesht1403,May2024,69.9
3-19-PMI – Food Industries,Total PMI index,1403,Khordad1403,June2024,53.1
3-19-PMI – Food Industries,Total PMI index,1403,Tir1403,July2024,43.2
3-19-PMI – Food Industries,Total PMI index,1403,Mordad1403,August2024,53.9
3-19-PMI – Food Industries,Total PMI index,1403,Shahrivar1403,September2024,57.7
3-19-PMI – Food Industries,Total PMI index,1403,Mehr1403,October2024,63.3
3-19-PMI – Food Industries,Total PMI index,1403,Aban1403,November2024,53.6
3-19-PMI – Food Industries,Total PMI index,1403,Azar1403,December2024,45.0
3-19-PMI – Food Industries,Total PMI index,1403,Dey1403,January2025,46.5
3-19-PMI – Food Industries,Total PMI index,1403,Bahman1403,February2025,54.1
3-19-PMI – Food Industries,Total PMI index,1403,Esfand1403,March2025,54.8
3-19-PMI – Food Industries,Output,1403,Farvardin1403,April2024,25.8
3-19-PMI – Food Industries,Output,1403,Ordibehesht1403,May2024,75.7
3-19-PMI – Food Industries,Output,1403,Khordad1403,June2024,51.4
3-19-PMI – Food Industries,Output,1403,Tir1403,July2024,37.9
3-19-PMI – Food Industries,Output,1403,Mordad1403,August2024,52.7
3-19-PMI – Food Industries,Output,1403,Shahrivar1403,September2024,54.3
3-19-PMI – Food Industries,Output,1403,Mehr1403,October2024,67.1
3-19-PMI – Food Industries,Output,1403,Aban1403,November2024,52.9
3-19-PMI – Food Industries,Output,1403,Azar1403,December2024,38.2
3-19-PMI – Food Industries,Output,1403,Dey1403,January2025,43.9
3-19-PMI – Food Industries,Output,1403,Bahman1403,February2025,57.1
3-19-PMI – Food Industries,Output,1403,Esfand1403,March2025,51.8
3-19-PMI – Food Industries,New Orders,1403,Farvardin1403,April2024,31.8
3-19-PMI – Food Industries,New Orders,1403,Ordibehesht1403,May2024,74.3
3-19-PMI – Food Industries,New Orders,1403,Khordad1403,June2024,48.6
3-19-PMI – Food Industries,New Orders,1403,Tir1403,July2024,34.8
3-19-PMI – Food Industries,New Orders,1403,Mordad1403,August2024,51.4
3-19-PMI – Food Industries,New Orders,1403,Shahrivar1403,September2024,57.1
3-19-PMI – Food Industries,New Orders,1403,Mehr1403,October2024,61.4
3-19-PMI – Food Industries,New Orders,1403,Aban1403,November2024,55.7
3-19-PMI – Food Industries,New Orders,1403,Azar1403,December2024,44.7
3-19-PMI – Food Industries,New Orders,1403,Dey1403,January2025,45.5
3-19-PMI – Food Industries,New Orders,1403,Bahman1403,February2025,55.4
3-19-PMI – Food Industries,New Orders,1403,Esfand1403,March2025,58.9
3-19-PMI – Food Industries,Suppliers ‘Delivery Times,1403,Farvardin1403,April2024,45.5
3-19-PMI – Food Industries,Suppliers ‘Delivery Times,1403,Ordibehesht1403,May2024,70.0
3-19-PMI – Food Industries,Suppliers ‘Delivery Times,1403,Khordad1403,June2024,55.7
3-19-PMI – Food Industries,Suppliers ‘Delivery Times,1403,Tir1403,July2024,53.0
3-19-PMI – Food Industries,Suppliers ‘Delivery Times,1403,Mordad1403,August2024,58.1
3-19-PMI – Food Industries,Suppliers ‘Delivery Times,1403,Shahrivar1403,September2024,57.1
3-19-PMI – Food Industries,Suppliers ‘Delivery Times,1403,Mehr1403,October2024,64.3
3-19-PMI – Food Industries,Suppliers ‘Delivery Times,1403,Aban1403,November2024,61.4
3-19-PMI – Food Industries,Suppliers ‘Delivery Times,1403,Azar1403,December2024,51.3
3-19-PMI – Food Industries,Suppliers ‘Delivery Times,1403,Dey1403,January2025,56.1
3-19-PMI – Food Industries,Suppliers ‘Delivery Times,1403,Bahman1403,February2025,53.6
3-19-PMI – Food Industries,Suppliers ‘Delivery Times,1403,Esfand1403,March2025,58.9
3-19-PMI – Food Industries,Raw Materials Inventories,1403,Farvardin1403,April2024,40.9
3-19-PMI – Food Industries,Raw Materials Inventories,1403,Ordibehesht1403,May2024,58.6
3-19-PMI – Food Industries,Raw Materials Inventories,1403,Khordad1403,June2024,50.0
3-19-PMI – Food Industries,Raw Materials Inventories,1403,Tir1403,July2024,56.1
3-19-PMI – Food Industries,Raw Materials Inventories,1403,Mordad1403,August2024,63.5
3-19-PMI – Food Industries,Raw Materials Inventories,1403,Shahrivar1403,September2024,61.4
3-19-PMI – Food Industries,Raw Materials Inventories,1403,Mehr1403,October2024,55.7
3-19-PMI – Food Industries,Raw Materials Inventories,1403,Aban1403,November2024,47.1
3-19-PMI – Food Industries,Raw Materials Inventories,1403,Azar1403,December2024,51.3
3-19-PMI – Food Industries,Raw Materials Inventories,1403,Dey1403,January2025,43.9
3-19-PMI – Food Industries,Raw Materials Inventories,1403,Bahman1403,February2025,44.6
3-19-PMI – Food Industries,Raw Materials Inventories,1403,Esfand1403,March2025,46.4
3-19-PMI – Food Industries,Employment,1403,Farvardin1403,April2024,45.5
3-19-PMI – Food Industries,Employment,1403,Ordibehesht1403,May2024,61.4
3-19-PMI – Food Industries,Employment,1403,Khordad1403,June2024,61.4
3-19-PMI – Food Industries,Employment,1403,Tir1403,July2024,48.5
3-19-PMI – Food Industries,Employment,1403,Mordad1403,August2024,51.4
3-19-PMI – Food Industries,Employment,1403,Shahrivar1403,September2024,61.4
3-19-PMI – Food Industries,Employment,1403,Mehr1403,October2024,64.3
3-19-PMI – Food Industries,Employment,1403,Aban1403,November2024,48.6
3-19-PMI – Food Industries,Employment,1403,Azar1403,December2024,46.1
3-19-PMI – Food Industries,Employment,1403,Dey1403,January2025,45.5
3-19-PMI – Food Industries,Employment,1403,Bahman1403,February2025,53.6
3-19-PMI – Food Industries,Employment,1403,Esfand1403,March2025,53.6
3-19-PMI – Food Industries,Input price,1403,Farvardin1403,April2024,80.3
3-19-PMI – Food Industries,Input price,1403,Ordibehesht1403,May2024,80.0
3-19-PMI – Food Industries,Input price,1403,Khordad1403,June2024,74.3
3-19-PMI – Food Industries,Input price,1403,Tir1403,July2024,69.7
3-19-PMI – Food Industries,Input price,1403,Mordad1403,August2024,67.6
3-19-PMI – Food Industries,Input price,1403,Shahrivar1403,September2024,70.0
3-19-PMI – Food Industries,Input price,1403,Mehr1403,October2024,78.6
3-19-PMI – Food Industries,Input price,1403,Aban1403,November2024,82.9
3-19-PMI – Food Industries,Input price,1403,Azar1403,December2024,84.2
3-19-PMI – Food Industries,Input price,1403,Dey1403,January2025,84.8
3-19-PMI – Food Industries,Input price,1403,Bahman1403,February2025,87.5
3-19-PMI – Food Industries,Input price,1403,Esfand1403,March2025,80.4
3-19-PMI – Food Industries,Stocks of Finished Goods,1403,Farvardin1403,April2024,37.9
3-19-PMI – Food Industries,Stocks of Finished Goods,1403,Ordibehesht1403,May2024,52.9
3-19-PMI – Food Industries,Stocks of Finished Goods,1403,Khordad1403,June2024,51.4
3-19-PMI – Food Industries,Stocks of Finished Goods,1403,Tir1403,July2024,53.0
3-19-PMI – Food Industries,Stocks of Finished Goods,1403,Mordad1403,August2024,40.5
3-19-PMI – Food Industries,Stocks of Finished Goods,1403,Shahrivar1403,September2024,54.3
3-19-PMI – Food Industries,Stocks of Finished Goods,1403,Mehr1403,October2024,48.6
3-19-PMI – Food Industries,Stocks of Finished Goods,1403,Aban1403,November2024,52.9
3-19-PMI – Food Industries,Stocks of Finished Goods,1403,Azar1403,December2024,48.7
3-19-PMI – Food Industries,Stocks of Finished Goods,1403,Dey1403,January2025,57.6
3-19-PMI – Food Industries,Stocks of Finished Goods,1403,Bahman1403,February2025,42.9
3-19-PMI – Food Industries,Stocks of Finished Goods,1403,Esfand1403,March2025,37.5
3-19-PMI – Food Industries,Export of goods,1403,Farvardin1403,April2024,31.8
3-19-PMI – Food Industries,Export of goods,1403,Ordibehesht1403,May2024,57.1
3-19-PMI – Food Industries,Export of goods,1403,Khordad1403,June2024,48.6
3-19-PMI – Food Industries,Export of goods,1403,Tir1403,July2024,57.6
3-19-PMI – Food Industries,Export of goods,1403,Mordad1403,August2024,51.4
3-19-PMI – Food Industries,Export of goods,1403,Shahrivar1403,September2024,55.7
3-19-PMI – Food Industries,Export of goods,1403,Mehr1403,October2024,51.4
3-19-PMI – Food Industries,Export of goods,1403,Aban1403,November2024,47.1
3-19-PMI – Food Industries,Export of goods,1403,Azar1403,December2024,51.3
3-19-PMI – Food Industries,Export of goods,1403,Dey1403,January2025,53.0
3-19-PMI – Food Industries,Export of goods,1403,Bahman1403,February2025,46.4
3-19-PMI – Food Industries,Export of goods,1403,Esfand1403,March2025,57.1
3-19-PMI – Food Industries,Output Prices,1403,Farvardin1403,April2024,54.5
3-19-PMI – Food Industries,Output Prices,1403,Ordibehesht1403,May2024,65.7
3-19-PMI – Food Industries,Output Prices,1403,Khordad1403,June2024,55.7
3-19-PMI – Food Industries,Output Prices,1403,Tir1403,July2024,51.5
3-19-PMI – Food Industries,Output Prices,1403,Mordad1403,August2024,56.8
3-19-PMI – Food Industries,Output Prices,1403,Shahrivar1403,September2024,57.1
3-19-PMI – Food Industries,Output Prices,1403,Mehr1403,October2024,60.0
3-19-PMI – Food Industries,Output Prices,1403,Aban1403,November2024,57.1
3-19-PMI – Food Industries,Output Prices,1403,Azar1403,December2024,53.9
3-19-PMI – Food Industries,Output Prices,1403,Dey1403,January2025,65.2
3-19-PMI – Food Industries,Output Prices,1403,Bahman1403,February2025,67.9
3-19-PMI – Food Industries,Output Prices,1403,Esfand1403,March2025,64.3
3-19-PMI – Food Industries,Energy Consumption,1403,Farvardin1403,April2024,30.3
3-19-PMI – Food Industries,Energy Consumption,1403,Ordibehesht1403,May2024,70.0
3-19-PMI – Food Industries,Energy Consumption,1403,Khordad1403,June2024,45.7
3-19-PMI – Food Industries,Energy Consumption,1403,Tir1403,July2024,47.0
3-19-PMI – Food Industries,Energy Consumption,1403,Mordad1403,August2024,54.1
3-19-PMI – Food Industries,Energy Consumption,1403,Shahrivar1403,September2024,57.1
3-19-PMI – Food Industries,Energy Consumption,1403,Mehr1403,October2024,60.0
3-19-PMI – Food Industries,Energy Consumption,1403,Aban1403,November2024,60.0
3-19-PMI – Food Industries,Energy Consumption,1403,Azar1403,December2024,39.5
3-19-PMI – Food Industries,Energy Consumption,1403,Dey1403,January2025,56.1
3-19-PMI – Food Industries,Energy Consumption,1403,Bahman1403,February2025,58.9
3-19-PMI – Food Industries,Energy Consumption,1403,Esfand1403,March2025,51.8
3-19-PMI – Food Industries,Quantity of Purchases,1403,Farvardin1403,April2024,25.8
3-19-PMI – Food Industries,Quantity of Purchases,1403,Ordibehesht1403,May2024,77.1
3-19-PMI – Food Industries,Quantity of Purchases,1403,Khordad1403,June2024,47.1
3-19-PMI – Food Industries,Quantity of Purchases,1403,Tir1403,July2024,33.3
3-19-PMI – Food Industries,Quantity of Purchases,1403,Mordad1403,August2024,55.4
3-19-PMI – Food Industries,Quantity of Purchases,1403,Shahrivar1403,September2024,55.7
3-19-PMI – Food Industries,Quantity of Purchases,1403,Mehr1403,October2024,64.3
3-19-PMI – Food Industries,Quantity of Purchases,1403,Aban1403,November2024,54.3
3-19-PMI – Food Industries,Quantity of Purchases,1403,Azar1403,December2024,38.2
3-19-PMI – Food Industries,Quantity of Purchases,1403,Dey1403,January2025,43.9
3-19-PMI – Food Industries,Quantity of Purchases,1403,Bahman1403,February2025,55.4
3-19-PMI – Food Industries,Quantity of Purchases,1403,Esfand1403,March2025,58.9
3-19-PMI – Food Industries,Business expectations,1403,Farvardin1403,April2024,77.3
3-19-PMI – Food Industries,Business expectations,1403,Ordibehesht1403,May2024,67.1
3-19-PMI – Food Industries,Business expectations,1403,Khordad1403,June2024,62.9
3-19-PMI – Food Industries,Business expectations,1403,Tir1403,July2024,65.2
3-19-PMI – Food Industries,Business expectations,1403,Mordad1403,August2024,73.0
3-19-PMI – Food Industries,Business expectations,1403,Shahrivar1403,September2024,72.9
3-19-PMI – Food Industries,Business expectations,1403,Mehr1403,October2024,74.3
3-19-PMI – Food Industries,Business expectations,1403,Aban1403,November2024,74.3
3-19-PMI – Food Industries,Business expectations,1403,Azar1403,December2024,53.9
3-19-PMI – Food Industries,Business expectations,1403,Dey1403,January2025,65.2
3-19-PMI – Food Industries,Business expectations,1403,Bahman1403,February2025,57.1
3-19-PMI – Food Industries,Business expectations,1403,Esfand1403,March2025,37.5
3-20- PMI – Chemical Industries,Total PMI index,1403,Farvardin1403,April2024,33.8
3-20- PMI – Chemical Industries,Total PMI index,1403,Ordibehesht1403,May2024,62.0
3-20- PMI – Chemical Industries,Total PMI index,1403,Khordad1403,June2024,50.2
3-20- PMI – Chemical Industries,Total PMI index,1403,Tir1403,July2024,43.0
3-20- PMI – Chemical Industries,Total PMI index,1403,Mordad1403,August2024,49.5
3-20- PMI – Chemical Industries,Total PMI index,1403,Shahrivar1403,September2024,46.4
3-20- PMI – Chemical Industries,Total PMI index,1403,Mehr1403,October2024,56.9
3-20- PMI – Chemical Industries,Total PMI index,1403,Aban1403,November2024,48.1
3-20- PMI – Chemical Industries,Total PMI index,1403,Azar1403,December2024,42.1
3-20- PMI – Chemical Industries,Total PMI index,1403,Dey1403,January2025,52.1
3-20- PMI – Chemical Industries,Total PMI index,1403,Bahman1403,February2025,50.5
3-20- PMI – Chemical Industries,Total PMI index,1403,Esfand1403,March2025,55.2
3-20- PMI – Chemical Industries,Output,1403,Farvardin1403,April2024,18.2
3-20- PMI – Chemical Industries,Output,1403,Ordibehesht1403,May2024,72.7
3-20- PMI – Chemical Industries,Output,1403,Khordad1403,June2024,49.0
3-20- PMI – Chemical Industries,Output,1403,Tir1403,July2024,39.5
3-20- PMI – Chemical Industries,Output,1403,Mordad1403,August2024,47.9
3-20- PMI – Chemical Industries,Output,1403,Shahrivar1403,September2024,44.8
3-20- PMI – Chemical Industries,Output,1403,Mehr1403,October2024,61.7
3-20- PMI – Chemical Industries,Output,1403,Aban1403,November2024,52.1
3-20- PMI – Chemical Industries,Output,1403,Azar1403,December2024,40.2
3-20- PMI – Chemical Industries,Output,1403,Dey1403,January2025,56.1
3-20- PMI – Chemical Industries,Output,1403,Bahman1403,February2025,50.0
3-20- PMI – Chemical Industries,Output,1403,Esfand1403,March2025,54.3
3-20- PMI – Chemical Industries,New Orders,1403,Farvardin1403,April2024,26.1
3-20- PMI – Chemical Industries,New Orders,1403,Ordibehesht1403,May2024,64.8
3-20- PMI – Chemical Industries,New Orders,1403,Khordad1403,June2024,48.0
3-20- PMI – Chemical Industries,New Orders,1403,Tir1403,July2024,37.2
3-20- PMI – Chemical Industries,New Orders,1403,Mordad1403,August2024,52.1
