country_iso3,line_item,price_basis,solar_year,gregorian_year_approx,value_bln_rials,source,notes
IRN,Gross domestic product (at market prices),constant 1390 prices,1390,2011,6866811,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Gross domestic product (at market prices),constant 1390 prices,1393,2014,6581447,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Gross domestic product (at market prices),constant 1390 prices,1394,2015,6577726,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Gross domestic product (at market prices),constant 1390 prices,1395,2016,7509285,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Gross domestic product (at market prices),constant 1390 prices,1396,2017,7869763,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Gross domestic product (at market prices),constant 1390 prices,1397,2018,7482717,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,From changes in the terms of trade,constant 1390 prices,1390,2011,0,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,From changes in the terms of trade,constant 1390 prices,1393,2014,-3174,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,From changes in the terms of trade,constant 1390 prices,1394,2015,-2406,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,From changes in the terms of trade,constant 1390 prices,1395,2016,-3202,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,From changes in the terms of trade,constant 1390 prices,1396,2017,-3395,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,From changes in the terms of trade,constant 1390 prices,1397,2018,-2286,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Net income from abroad,constant 1390 prices,1390,2011,490,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Net income from abroad,constant 1390 prices,1393,2014,7161,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Net income from abroad,constant 1390 prices,1394,2015,5292,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Net income from abroad,constant 1390 prices,1395,2016,6657,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Net income from abroad,constant 1390 prices,1396,2017,4261,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Net income from abroad,constant 1390 prices,1397,2018,5038,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Gross national product = Gross national income,constant 1390 prices,1390,2011,6867302,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Gross national product = Gross national income,constant 1390 prices,1393,2014,6585434,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Gross national product = Gross national income,constant 1390 prices,1394,2015,6580612,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Gross national product = Gross national income,constant 1390 prices,1395,2016,7512740,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Gross national product = Gross national income,constant 1390 prices,1396,2017,7870629,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Gross national product = Gross national income,constant 1390 prices,1397,2018,7485469,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Less: consumption of fixed capital,constant 1390 prices,1390,2011,814187,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Less: consumption of fixed capital,constant 1390 prices,1393,2014,881522,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Less: consumption of fixed capital,constant 1390 prices,1394,2015,905564,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Less: consumption of fixed capital,constant 1390 prices,1395,2016,914837,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Less: consumption of fixed capital,constant 1390 prices,1396,2017,929362,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Less: consumption of fixed capital,constant 1390 prices,1397,2018,966243,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,National income,constant 1390 prices,1390,2011,6053115,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,National income,constant 1390 prices,1393,2014,5703912,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,National income,constant 1390 prices,1394,2015,5675048,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,National income,constant 1390 prices,1395,2016,6597904,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,National income,constant 1390 prices,1396,2017,6941268,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,National income,constant 1390 prices,1397,2018,6519226,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
