source_file,date,title,title_fa,description_fa,note
global.csv,1931-09-21,Britain abandons the gold standard,کناره‌گیری بریتانیا از استاندارد طلا,در بحبوحه هجوم به ذخایر طلای بانک انگلستان، بریتانیا قابلیت تبدیل پوند به طلا را معلق کرد (پوند 25 درصد در برابر دلار سقوط کرد)؛ بخش بزرگی از امپراتوری بریتانیا، اسکاندیناوی و دیگر شرکای تجاری ظرف چند هفته از این اقدام پیروی کردند که فروپاشی نهایی استاندارد طلای دوران بین دو جنگ را در حالی که رکود بزرگ در سراسر جهان عمیق‌تر می‌شد، رقم زد.,
global.csv,1956-10-29,Suez Crisis oil disruption,اختلال نفتی بحران سوئز,ملی شدن کانال سوئز توسط ناصر و مداخله متعاقب اسرائیل، بریتانیا و فرانسه کانال را بست (آبان 1335 تا فروردین 1336) و تقریباً دوسوم واردات نفت اروپای غربی را مختل کرد، سوخت را در لندن و پاریس جیره‌بندی کرد و نخستین تلاش پس از جنگ برای تنوع‌بخشی به منابع عرضه نفت را برانگیخت.,
global.csv,1982-08-12,Latin American debt crisis begins,آغاز بحران بدهی آمریکای لاتین,مکزیک اعلام کرد قادر به بازپرداخت بدهی خارجی 80 میلیارد دلاری خود نیست، که بحران بدهی حاکمیتی سراسر قاره (16 کشور آمریکای لاتین تا پایان سال و 47 کشور در حال توسعه تا سال 1983) را برانگیخت و دسترسی آرژانتین و دیگر بازارهای نوظهور به سرمایه را برای باقی‌مانده دهه شکل داد.,
global.csv,1989-11-09,Fall of the Berlin Wall,سقوط دیوار برلین,آلمان شرقی مرزهای خود را گشود و فروپاشی حکومت‌های کمونیستی در سراسر اروپای شرقی را برانگیخت و گذار از اقتصادهای برنامه‌ریزی متمرکز به اقتصاد بازار را در سراسر بلوک شرق رقم زد، همان گذاری که روسیه در مقیاسی بزرگ‌تر پس از 1991 از سر گذراند.,
global.csv,1994-12-20,"Mexican ""Tequila Crisis""",بحران «تکیلا» مکزیک,مکزیک پزو را کاهش ارزش داد و سپس شناور کرد، که ظرف چند ماه تقریباً نیمی از ارزش خود را از دست داد؛ سرایت متعاقب بازارهای نوظهور، هجوم بانکی و رکود سال 1995 در آرژانتین (نک: مدخل آرژانتین) و فرار سرمایه در سراسر آمریکای لاتین و آسیا را برانگیخت.,
global.csv,2003-03-20,Iraq War begins,آغاز جنگ عراق,حمله به رهبری آمریکا تقریباً 2 میلیون بشکه در روز از تولید نفت عراق را متوقف کرد؛ قیمت‌های جهانی نفت خام به سمت 40 دلار جهش کرد پیش از آنکه عربستان سعودی و دیگر اعضای اوپک تولید را برای جبران این کاهش افزایش دهند، و میانگین قیمت در کل سال 2003 به 30 دلار در هر بشکه رسید (19 درصد بالاتر از سال 2002).,
global.csv,2011-01-01,Arab Spring begins,آغاز بهار عربی,اعتراضاتی که از دی 1389 در تونس آغاز شد به سراسر خاورمیانه و شمال آفریقا گسترش یافت؛ اختلال تولید ناشی از آن (بیش از 2 میلیون بشکه در روز از دست‌رفته در لیبی، سوریه، یمن، تونس و سودان) نفت خام برنت را تا فروردین 1390 از 92 به 120 دلار در هر بشکه رساند که موقعیت مالی عربستان سعودی را بهبود بخشید و در عین حال عرضه نفت منطقه‌ای را بی‌ثبات کرد.,
global.csv,2015-07-14,Iran nuclear deal (JCPOA) signed,امضای برجام (توافق هسته‌ای ایران),ایران و کشورهای 1+5 برنامه جامع اقدام مشترک را در وین نهایی کردند که در ازای رفع تحریم‌های هسته‌ای سازمان ملل، اتحادیه اروپا و آمریکا، محدودیت‌هایی بر برنامه هسته‌ای اعمال می‌کرد؛ پس از آغاز اجرای تأییدشده توسط آژانس بین‌المللی انرژی اتمی در دی 1394، حدود 100 میلیارد دلار از دارایی‌های منجمد ایران آزاد شد.,
global.csv,2018-05-08,US withdraws from the JCPOA,خروج آمریکا از برجام,رئیس‌جمهور ترامپ خروج آمریکا از توافق هسته‌ای ایران را اعلام و بازگرداندن مرحله‌ای تمام تحریم‌های لغوشده در 2015-2016 را دستور داد، با «بازگشت کامل» مؤثر از 14 آبان 1397، که چارچوب رفع تحریم 2015 را وارونه کرد و بخش‌های نفت و بانکداری ایران را دوباره از نظام دلار جدا ساخت.,
global.csv,1999-01-01,Euro launched as accounting currency,راه‌اندازی یورو به‌عنوان پول حسابداری,11 عضو اتحادیه اروپا (از جمله اسپانیا و پرتغال؛ یونان در سال 2001 می‌پیوندد) نرخ‌های ارز خود را ثابت کردند و یورو را برای تراکنش‌های الکترونیکی و مالی پذیرفتند، با ورود اسکناس و سکه به گردش در سال 2002؛ بزرگ‌ترین آزمایش اتحاد پولی در دوران صلح در تاریخ.,
global.csv,2020-04-20,WTI oil futures trade negative,معامله منفی قراردادهای آتی نفت تگزاس,سقوط تقاضا ناشی از کووید-19 همراه با جنگ قیمتی عربستان سعودی و روسیه در اسفند 1398 و پر شدن تقریباً کامل ظرفیت ذخیره‌سازی در قطب کوشینگ اوکلاهاما، قرارداد آتی ماه مه نفت خام تگزاس آمریکا را به تسویه‌ای بی‌سابقه معادل منفی 37.63 دلار در هر بشکه رساند، برجسته‌ترین نقطه داده تک منفرد شوک تقاضای نفت دوران همه‌گیری.,
global.csv,1914-07-28,World War I begins — global gold standard and trade disruption,آغاز جنگ جهانی اول؛ اختلال استاندارد طلای جهانی و تجارت,اعلام جنگ اتریش-مجارستان به صربستان بسیج عمومی اروپا را برانگیخت؛ ظرف چند روز بورس‌های لندن و نیویورک تعطیل شدند (بورس نیویورک به مدت 4 ماه) و تقریباً تمام قدرت‌های متخاصم قابلیت تبدیل به طلا را برای تأمین مالی هزینه‌های جنگی معلق کردند که به استاندارد طلای بین‌المللی پیش از جنگ پایان داد و تأمین مالی تجارت جهانی و کشتیرانی را برای مدت جنگ مختل کرد، اختلالی که هر اقتصاد متخاصم و بی‌طرف در تاریخ این پایگاه داده ناگزیر از عبور از آن بود (نک: مدخل‌های امپراتوری روسیه و ایران).,
global.csv,1918-03-11,"1918-19 influenza pandemic (""Spanish flu"")",همه‌گیری آنفلوانزای 1918-1919 (آنفلوانزای اسپانیایی),مرگبارترین همه‌گیری تاریخ معاصر که نخستین بار در میان پرسنل نظامی آمریکا در کمپ فانستون کانزاس در 20 اسفند 1296 (11 مارس 1918) ثبت شد؛ طی سه موج تا سال 1919، برآورد می‌شود 50 میلیون نفر در سراسر جهان (برخی برآوردها تا 100 میلیون نفر) جان باختند و تقریباً یک‌سوم جمعیت جهان آلوده شدند، که عرضه نیروی کار، تولید صنعتی دوران جنگ و تجارت جهانی را همزمان با آخرین سال جنگ جهانی اول مختل کرد. ایران هم‌زمان با قحطی 1917-1919 خود، تلفات سنگینی متحمل شد (نک: مدخل جداگانه ایران).,
global.csv,1930-01-01,Great Depression becomes a global crisis,رکود بزرگ به بحرانی جهانی بدل می‌شود,سقوط بورس وال‌استریت در سال 1929 (نک: مدخل آمریکا) طی سال‌های 1930-1933 به فروپاشی اقتصادی جهانی تبدیل شد، در حالی که بانک‌های آمریکایی وام‌های خارجی را فراخواندند، قیمت کالاها و مواد خام سقوط کرد (که صادرکنندگان کشاورزی و معدنی سراسر جهان را متأثر ساخت) و تجارت جهانی تا سال 1933 برآورد می‌شود از نظر ارزش دوسوم منقبض شد؛ فشارهایی که بریتانیا را در سال 1931 از استاندارد طلا خارج کرد (نک: مدخل جداگانه جهانی)، دولت‌ها را از آرژانتین (کودتای 1930، نک: مدخل آرژانتین) تا آلمان بی‌ثبات کرد و درآمد صادرات کشاورزی در اقتصادهای در حال توسعه از جمله ایران را تحت فشار قرار داد، جایی که دولت آن در سال 1932 قِران نقره‌ای را تا حدی برای مهار بی‌ثباتی ارزی در بحبوحه رکود جهانی با ریال جایگزین کرد.,
global.csv,1972-01-01,1972-74 world food crisis,بحران غذایی جهانی 1972-1974,برداشت ضعیف در شوروی، جنوب آسیا و ساحل، همراه با خرید بزرگ و غافلگیرکننده گندم آمریکا توسط شوروی در سال 1972 («سرقت بزرگ غله») و از اواخر 1973، تأثیر شوک قیمت نفت بر هزینه‌های کود و حمل‌ونقل، قیمت جهانی غله را تا سال 1974 تقریباً سه برابر کرد؛ بحران قیمت و عرضه غذایی حاصل، کشورهای در حال توسعه واردکننده غذا را بیش از همه متأثر کرد و کنفرانس جهانی غذای 1974 را برانگیخت، در حالی که قیمت‌های کشاورزی تا توافق غله آمریکا و شوروی در سال 1975 به‌طور کامل عقب‌نشینی نکرد.,
united-states.csv,1929-10-29,Wall Street Crash (Black Tuesday),سقوط بورس وال‌استریت (سه‌شنبه سیاه),قیمت سهام در بورس اوراق بهادار نیویورک سقوط کرد و میلیاردها دلار از ارزش بازار را نابود کرد و آغازگر رکود بزرگ شد.,
united-states.csv,1933-03-09,Emergency Banking Act,قانون اضطراری بانکی,کنگره ظرف چند روز پس از مراسم تحلیف روزولت قانونی اضطراری برای تثبیت نظام بانکی پس از تعطیلی سراسری بانک‌ها تصویب کرد؛ نخستین اقدام برنامه نیو دیل.,
united-states.csv,1933-04-05,Executive Order 6102 — gold standard exit,فرمان اجرایی 6102؛ خروج از استاندارد طلا,روزولت دستور تحویل سکه، شمش و گواهی‌های طلای خصوصی به فدرال رزرو با نرخ 20.67 دلار در هر اونس را صادر کرد و آمریکا را از استاندارد طلای داخلی، بخشی از تلاش‌های تورم‌زایی مجدد نیو دیل، خارج ساخت.,
united-states.csv,1933-06-16,Glass-Steagall Act (Banking Act of 1933),قانون گلس-استیگال (قانون بانکداری 1933),بانکداری تجاری را از بانکداری سرمایه‌گذاری جدا و شرکت بیمه سپرده فدرال (اف‌دی‌آی‌سی) را برای بیمه سپرده‌های بانکی تأسیس کرد؛ رکنی اصلی از مقررات مالی نیو دیل.,
united-states.csv,1944-07-22,Bretton Woods Agreement signed,امضای توافق برتون وودز,44 کشور متفق در گردهمایی نیوهمپشایر بر نظام نرخ ثابت ارز مبتنی بر دلار آمریکا و طلا توافق کردند و صندوق بین‌المللی پول و بانک جهانی را تأسیس کردند که نقش دلار را به‌عنوان ارز ذخیره پس از جنگ تثبیت کرد.,
united-states.csv,1971-08-15,Nixon imposes domestic wage-price controls,نیکسون کنترل دستمزد و قیمت را در داخل کشور اعمال می‌کند,در کنار تعلیق قابلیت تبدیل دلار به طلا («شوک نیکسون» با اهمیت جهانی که به‌طور جداگانه در مدخل جهانی ثبت شده)، نیکسون قانون تثبیت اقتصادی را برای انجماد دستمزدها و قیمت‌های آمریکا به مدت 90 روز و مهار تورم داخلی به کار گرفت.,
united-states.csv,1981-06-01,Volcker disinflation — federal funds rate peaks near 20%,سیاست ضدتورمی ولکر؛ نرخ بهره وجوه فدرال به نزدیک 20 درصد می‌رسد,فدرال رزرو به ریاست پل ولکر نرخ بهره وجوه فدرال را به حدود 20 درصد و نرخ اصلی را به 21.5 درصد رساند و تورم دهه 1970 را با هزینه رکود 1981-1982، که در آن بیکاری از 10 درصد فراتر رفت، مهار کرد.,
united-states.csv,1981-08-13,Economic Recovery Tax Act (Reaganomics tax cuts),قانون مالیاتی بازیابی اقتصادی (کاهش مالیات‌های ریگانومیکس),ریگان بسته‌ای را امضا کرد که نرخ‌های مالیات بر درآمد فردی را طی سه سال حدود 25 درصد کاهش و استهلاک شتاب‌گرفته کسب‌وکارها را افزایش می‌داد؛ محور اصلی «ریگانومیکس».,
united-states.csv,1994-01-01,NAFTA takes effect,اجرای نفتا,موافقت‌نامه تجارت آزاد آمریکای شمالی میان آمریکا، کانادا و مکزیک بیشتر تعرفه‌ها را حذف کرد و تجارت تولیدی و زنجیره‌های تأمین آمریکا را بازتعریف کرد.,
united-states.csv,2000-03-10,Dot-com bubble peaks and bursts,حباب دات‌کام به اوج می‌رسد و می‌ترکد,شاخص ترکیبی نزدک در سطح 5048.62 واحد به اوج رسید پیش از سقوطی دوساله (78- درصد تا مهر 1381) که تریلیون‌ها دلار از ارزش بازار را نابود کرد و به رکود سال 2001 دامن زد.,
united-states.csv,2008-10-03,TARP enacted,تصویب طرح تارپ,قانون تثبیت اقتصادی اضطراری برنامه 700 میلیارد دلاری کمک به دارایی‌های مسئله‌دار (تارپ) را برای خرید دارایی‌های مشکل‌دار و افزایش سرمایه بانک‌ها در جریان بحران مالی جهانی تأسیس کرد (نک: مدخل جهانی برای فروپاشی لمان که این بحران را برانگیخت).,
united-states.csv,2008-11-25,Federal Reserve launches QE1,فدرال رزرو دور نخست تسهیل مقداری را آغاز می‌کند,فدرال رزرو خرید تا 600 میلیارد دلار اوراق بدهی نهادی و اوراق بهادار با پشتوانه رهنی را اعلام کرد؛ نخستین دور تسهیل مقداری؛ خریدها تا اسفند 1388 ادامه یافت و بعدها به حدود 1.75 تریلیون دلار افزایش یافت.,
united-states.csv,2010-07-21,Dodd-Frank Wall Street Reform Act,قانون اصلاح وال‌استریت داد-فرانک,اصلاحات مالی گسترده پس از بحران، اداره حمایت مالی مصرف‌کننده و قاعده ولکر را تأسیس کرد و الزامات جدید سرمایه بانکی و آزمون بحران را از طریق شورای نظارت بر ثبات مالی اعمال کرد.,
united-states.csv,2017-12-22,Tax Cuts and Jobs Act signed,امضای قانون کاهش مالیات و مشاغل,نرخ مالیات شرکتی را از 35 به 21 درصد کاهش و نرخ‌های مالیات بر درآمد فردی را پایین آورد؛ بزرگ‌ترین بازنگری مالیاتی آمریکا از سال 1986.,
united-states.csv,2020-03-27,CARES Act signed,امضای قانون کرز,بسته کمکی 2.2 تریلیون دلاری کووید-19 پرداخت‌های محرک مستقیم، بیمه بیکاری گسترده‌یافته و برنامه حفاظت از حقوق برای کسب‌وکارهای کوچک را فراهم کرد.,
united-states.csv,2022-06-01,Inflation surge peaks at 9.1%,اوج‌گیری تورم به 9.1 درصد,تورم شاخص قیمت مصرف‌کننده در خرداد 1401 به بالاترین سطح چهل سال اخیر یعنی 9.1 درصد نسبت به سال قبل رسید که ناشی از اختلال زنجیره تأمین دوران همه‌گیری، محرک مالی و قیمت انرژی پس از حمله روسیه به اوکراین بود.,
united-states.csv,2022-08-09,CHIPS and Science Act signed,امضای قانون چیپس و علوم,حدود 52 میلیارد دلار یارانه برای تولید و پژوهش داخلی نیمه‌هادی‌ها را مجاز می‌کند، با هدف کاهش وابستگی به زنجیره‌های تأمین تراشه آسیایی.,
united-states.csv,2022-08-16,Inflation Reduction Act signed,امضای قانون کاهش تورم,بسته اقلیمی، بهداشتی و مالیاتی که حدود 400 میلیارد دلار مشوق انرژی پاک را مجاز می‌کند و به مدیکر اجازه می‌دهد بر سر برخی قیمت‌های دارو مذاکره کند، بخشی از آن از محل مالیات حداقلی 15 درصدی شرکت‌ها تأمین می‌شود.,
united-states.csv,1913-12-23,Federal Reserve Act signed,امضای قانون فدرال رزرو,رئیس‌جمهور ویلسون قانون تأسیس نظام فدرال رزرو، بانک مرکزی آمریکا، را امضا کرد که به دهه‌ها بحث پس از بحران مالی 1907 پایان داد و نهادی را تأسیس کرد که بعدها سیاست پولی قرن بیستم را هدایت می‌کرد.,
united-states.csv,1930-06-17,Smoot-Hawley Tariff Act signed,امضای قانون تعرفه اسموت-هاولی,"هوور تعرفه‌ای حمایت‌گرایانه که عوارض بیش از 20,000 کالای وارداتی را افزایش می‌داد، امضا کرد، با وجود دادخواست بیش از 1000 اقتصاددان برای وتوی آن؛ شرکای تجاری با اقدامات تلافی‌جویانه پاسخ دادند و تجارت جهانی حدود 65 درصد کاهش یافت که رکود بزرگ را تشدید کرد.",
united-states.csv,1935-08-14,Social Security Act signed,امضای قانون تأمین اجتماعی,روزولت قانون نیو دیل را که مزایای سالمندی، بیمه بیکاری و کمک به افراد تحت تکفل و ناتوان را ایجاد می‌کرد، امضا کرد و نظام نوین بیمه اجتماعی آمریکا را تأسیس کرد.,
united-states.csv,1948-04-03,Marshall Plan (Economic Cooperation Act) signed,امضای طرح مارشال (قانون همکاری اقتصادی),ترومن قانونی را امضا کرد که حدود 13.3 میلیارد دلار کمک بازسازی پس از جنگ به اروپای غربی را تأمین مالی می‌کرد و نظم اقتصادی متمرکز بر دلار پس از جنگ را در کنار برتون وودز تثبیت کرد.,
united-states.csv,1965-07-30,Medicare and Medicaid created,تأسیس مدیکر و مدیکید,جانسون اصلاحیه‌های قانون تأمین اجتماعی 1965 را امضا کرد و بیمه سلامت فدرال برای سالمندان (مدیکر) و فقرا/ناتوانان (مدیکید) را تأسیس کرد؛ گسترشی بزرگ در دولت رفاه مالی آمریکا.,
united-states.csv,1975-12-22,Energy Policy and Conservation Act — Strategic Petroleum Reserve created,قانون سیاست انرژی و صرفه‌جویی؛ تأسیس ذخیره راهبردی نفت,در واکنش به تحریم نفتی 1973، کنگره ذخیره راهبردی نفت (تا یک میلیارد بشکه) و استانداردهای مصرف سوخت کافه را تأسیس کرد؛ هسته سیاست امنیت انرژی آمریکا پس از تحریم.,
united-states.csv,1979-10-06,"Volcker's ""Saturday Night Special"" — Fed shifts to reserve targeting",«عملیات ویژه شنبه‌شب» ولکر؛ فدرال رزرو به هدف‌گذاری ذخایر روی می‌آورد,پل ولکر، رئیس فدرال رزرو، اعلام کرد کمیته بازار آزاد فدرال به‌جای هدف‌گذاری مستقیم نرخ بهره وجوه فدرال، ذخایر بانکی را هدف قرار خواهد داد؛ آغازگر «آزمایش پول‌گرایانه‌ای» که نرخ بهره را به سمت 20 درصد سوق داد و تورم دهه 1970 را با هزینه رکود 1981-1982 مهار کرد.,
united-states.csv,1980-03-31,Depository Institutions Deregulation and Monetary Control Act signed,امضای قانون مقررات‌زدایی مؤسسات سپرده‌پذیر و کنترل پولی,"کارتر قانونی را امضا کرد که سقف نرخ بهره مقرره Q بر سپرده‌ها را به‌تدریج حذف، بیمه سپرده را به 100,000 دلار افزایش و الزامات ذخیره فدرال رزرو را به تمام مؤسسات سپرده‌پذیر تعمیم داد؛ آغازگر مقررات‌زدایی مالی دهه 1980.",
united-states.csv,1982-10-15,Garn-St Germain Depository Institutions Act signed,امضای قانون مؤسسات سپرده‌پذیر گارن-سنت جرمین,ریگان قانونی را امضا کرد که مقررات‌زدایی از انجمن‌های پس‌انداز و وام را بیشتر کرد، رهن‌های با نرخ متغیر و غیرمسکونی را مجاز ساخت و حساب‌های سپرده بازار پول را ایجاد کرد؛ بعدها با بحران پس‌انداز و وام اواخر دهه 1980 پیوند خورد.,
united-states.csv,1987-10-19,Black Monday stock market crash,سقوط بورس دوشنبه سیاه,شاخص میانگین صنعتی داوجونز در یک روز 22.6 درصد سقوط کرد؛ بزرگ‌ترین افت درصدی یک‌روزه در تاریخ؛ در پی فروش گسترده ناشی از معاملات برنامه‌ای؛ بازارهای جهانی برآورد می‌شود 1.71 تریلیون دلار از دست دادند، هرچند بازارهای آمریکا ظرف دو سال بهبود یافت.,
united-states.csv,1989-08-09,FIRREA creates Resolution Trust Corporation,قانون فایریا شرکت امانی حل‌وفصل را تأسیس می‌کند,قانون اصلاحات، بازیابی و اجرای مؤسسات مالی به بحران پس‌انداز و وام با تأسیس شرکت امانی حل‌وفصل برای تعطیلی و حل‌وفصل صدها مؤسسه پس‌انداز ورشکسته پاسخ داد.,
united-states.csv,1999-11-12,Gramm-Leach-Bliley Act repeals Glass-Steagall barriers,قانون گرم-لیچ-بلایلی موانع گلس-استیگال را لغو می‌کند,کلینتون قانونی را امضا کرد که جدایی 1933 گلس-استیگال میان بانکداری تجاری، بانکداری سرمایه‌گذاری و بیمه را حذف می‌کرد و ادغام بزرگ بانک‌های جامع دهه 2000 را ممکن ساخت.,
united-states.csv,2001-09-11,September 11 terrorist attacks,حملات تروریستی 11 سپتامبر,"حملات به مرکز تجارت جهانی و پنتاگون بازارهای سهام آمریکا را برای چهار روز معاملاتی تعطیل کرد (طولانی‌ترین تعطیلی از سال 1933)؛ بازارها با بازگشایی 11 درصد سقوط کردند و شهر نیویورک برآورد می‌شود در سال بعد حدود 430,000 شغل و بیش از 30 میلیارد دلار تولید را از دست داد.",
united-states.csv,2006-01-01,US housing bubble peaks,حباب مسکن آمریکا به اوج می‌رسد,قیمت مسکن بر اساس شاخص کیس-شیلر در اواسط 2006 به اوج رسید پیش از افتی دوساله؛ افزایش متعاقب نکول‌های وام‌های رهنی زیراستاندارد و ضبط اموال، محرک بی‌واسطه بحران مالی 2007-2008 شد.,
united-states.csv,2008-09-07,Fannie Mae and Freddie Mac placed into conservatorship,قرارگیری فنی‌می و فردی‌مک تحت قیمومت,آژانس فدرال تأمین مالی مسکن هر دو غول رهنی دولت‌حمایتی را تحت قیمومت قرار داد و خزانه‌داری از طریق توافق‌نامه‌های خرید سهام ممتاز ارشد پشتیبانی مالی ارائه کرد؛ یکی از بزرگ‌ترین مداخلات بخش مالی در طول بحران.,
united-states.csv,2011-08-05,S&P downgrades US credit rating,کاهش رتبه اعتباری آمریکا توسط استاندارد اند پورز,استاندارد اند پورز رتبه حاکمیتی آمریکا را از AAA به +AA کاهش داد، نخستین کاهش رتبه در تاریخ آمریکا، با استناد به «سیاست‌بازی لبه پرتگاه» در بن‌بست سقف بدهی که چند روز پیش از آن با قانون کنترل بودجه حل شده بود؛ بازارهای سهام جهانی ظرف چند روز 5 تا 7 درصد سقوط کردند.,
united-states.csv,2018-07-06,Section 301 tariffs on China take effect,اجرای تعرفه‌های بند 301 بر چین,نخستین بسته تعرفه‌های 25 درصدی بر 34 میلیارد دلار واردات چینی بر اساس بند 301 اجرایی شد و جنگ تجاری آمریکا و چین را آغاز کرد؛ بسته‌های بعدی و تلافی چین تا سال 2019 ادامه یافت.,
