chart_id,verdict,merge_into,proposed_title,proposed_category,reason
"faostat__Peas, dry__production",split,,"Peas, dry, area harvested (hectares) | Peas, dry, production (tonnes) | Peas, dry, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Peas, green__production",split,,"Peas, green, area harvested (hectares) | Peas, green, production (tonnes) | Peas, green, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Persimmons__production,split,,"Persimmons, area harvested (hectares) | Persimmons, production (tonnes) | Persimmons, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Pistachios, in shell__production",split,,"Pistachios, in shell, area harvested (hectares) | Pistachios, in shell, production (tonnes) | Pistachios, in shell, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Plums and sloes__production,split,,"Plums and sloes, area harvested (hectares) | Plums and sloes, production (tonnes) | Plums and sloes, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Pomelos and grapefruits__production,split,,"Pomelos and grapefruits, area harvested (hectares) | Pomelos and grapefruits, production (tonnes) | Pomelos and grapefruits, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Potatoes__production,split,,"Potatoes, area harvested (hectares) | Potatoes, production (tonnes) | Potatoes, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Poultry Birds__production,retitle,,"Poultry Birds, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Pulses, Total__production",split,,"Pulses, Total, area harvested (hectares) | Pulses, Total, production (tonnes) | Pulses, Total, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Pumpkins, squash and gourds__production",split,,"Pumpkins, squash and gourds, area harvested (hectares) | Pumpkins, squash and gourds, production (tonnes) | Pumpkins, squash and gourds, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Quinces__production,split,,"Quinces, area harvested (hectares) | Quinces, production (tonnes) | Quinces, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Rape or colza seed__production,split,,"Rape or colza seed, area harvested (hectares) | Rape or colza seed, production (tonnes) | Rape or colza seed, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Rapeseed or canola oil, crude__production",retitle,,"Rapeseed or canola oil, crude, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Raw cane or beet sugar (centrifugal only)__production,retitle,,"Raw cane or beet sugar (centrifugal only), production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Raw hides and skins of buffaloes__production,split,,"Raw hides and skins of buffaloes, animals slaughtered (head) | Raw hides and skins of buffaloes, production (tonnes) | Raw hides and skins of buffaloes, carcass weight per animal (kg)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Raw hides and skins of cattle__production,split,,"Raw hides and skins of cattle, animals slaughtered (head) | Raw hides and skins of cattle, production (tonnes) | Raw hides and skins of cattle, carcass weight per animal (kg)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Raw hides and skins of goats or kids__production,split,,"Raw hides and skins of goats or kids, animals slaughtered (head) | Raw hides and skins of goats or kids, production (tonnes) | Raw hides and skins of goats or kids, carcass weight per animal (kg)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Raw hides and skins of sheep or lambs__production,split,,"Raw hides and skins of sheep or lambs, animals slaughtered (head) | Raw hides and skins of sheep or lambs, production (tonnes) | Raw hides and skins of sheep or lambs, carcass weight per animal (kg)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Raw milk of buffalo__production,split,,"Raw milk of buffalo, milking animals (head) | Raw milk of buffalo, production (tonnes) | Raw milk of buffalo, milk yield per animal (kg)",,"Chart jams three distinct measures (milking-animal stock, milk production mass, yield per animal) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Raw milk of cattle__production,split,,"Raw milk of cattle, milking animals (head) | Raw milk of cattle, production (tonnes) | Raw milk of cattle, milk yield per animal (kg)",,"Chart jams three distinct measures (milking-animal stock, milk production mass, yield per animal) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Raw milk of goats__production,split,,"Raw milk of goats, milking animals (head) | Raw milk of goats, production (tonnes) | Raw milk of goats, milk yield per animal (kg)",,"Chart jams three distinct measures (milking-animal stock, milk production mass, yield per animal) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Raw milk of sheep__production,split,,"Raw milk of sheep, milking animals (head) | Raw milk of sheep, production (tonnes) | Raw milk of sheep, milk yield per animal (kg)",,"Chart jams three distinct measures (milking-animal stock, milk production mass, yield per animal) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Raw silk (not thrown)__production,retitle,,"Raw silk (not thrown), production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Rice__production,split,,"Rice, area harvested (hectares) | Rice, production (tonnes) | Rice, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Roots and Tubers, Total__production",split,,"Roots and Tubers, Total, area harvested (hectares) | Roots and Tubers, Total, production (tonnes) | Roots and Tubers, Total, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Rye__production,split,,"Rye, area harvested (hectares) | Rye, production (tonnes) | Rye, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Safflower seed__production,split,,"Safflower seed, area harvested (hectares) | Safflower seed, production (tonnes) | Safflower seed, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Seed cotton, unginned__production",split,,"Seed cotton, unginned, area harvested (hectares) | Seed cotton, unginned, production (tonnes) | Seed cotton, unginned, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Sesame seed__production,split,,"Sesame seed, area harvested (hectares) | Sesame seed, production (tonnes) | Sesame seed, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Sheep__production,retitle,,"Sheep, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Sheep and Goat Meat__production,split,,"Sheep and Goat Meat, animals slaughtered (head) | Sheep and Goat Meat, production (tonnes) | Sheep and Goat Meat, carcass weight per animal (kg)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Sheep and Goats__production,retitle,,"Sheep and Goats, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Sheep fat, unrendered__production",split,,"Sheep fat, unrendered, animals slaughtered (head) | Sheep fat, unrendered, production (tonnes)",,"Chart jams two distinct measures (animals slaughtered, production mass) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Shorn wool, greasy, including fleece-washed shorn wool__production",retitle,,"Shorn wool, greasy, including fleece-washed shorn wool, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Silk-worm cocoons suitable for reeling__production,retitle,,"Silk-worm cocoons suitable for reeling, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Skim Milk & Buttermilk, Dry__production",retitle,,"Skim Milk & Buttermilk, Dry, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Skim milk and whey powder__production,retitle,,"Skim milk and whey powder, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Skim milk of cows__production,retitle,,"Skim milk of cows, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Sour cherries__production,split,,"Sour cherries, area harvested (hectares) | Sour cherries, production (tonnes) | Sour cherries, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Soya bean oil__production,retitle,,"Soya bean oil, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Soya beans__production,split,,"Soya beans, area harvested (hectares) | Soya beans, production (tonnes) | Soya beans, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Spinach__production,split,,"Spinach, area harvested (hectares) | Spinach, production (tonnes) | Spinach, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Strawberries__production,split,,"Strawberries, area harvested (hectares) | Strawberries, production (tonnes) | Strawberries, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Sugar Crops Primary__production,split,,"Sugar Crops Primary, area harvested (hectares) | Sugar Crops Primary, production (tonnes) | Sugar Crops Primary, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Sugar beet__production,split,,"Sugar beet, area harvested (hectares) | Sugar beet, production (tonnes) | Sugar beet, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Sugar cane__production,split,,"Sugar cane, area harvested (hectares) | Sugar cane, production (tonnes) | Sugar cane, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Sunflower seed__production,split,,"Sunflower seed, area harvested (hectares) | Sunflower seed, production (tonnes) | Sunflower seed, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Sunflower-seed oil, crude__production",retitle,,"Sunflower-seed oil, crude, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Swine / pigs__production,retitle,,"Swine / pigs, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Tallow__production,retitle,,"Tallow, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Tangerines, mandarins, clementines__production",split,,"Tangerines, mandarins, clementines, area harvested (hectares) | Tangerines, mandarins, clementines, production (tonnes) | Tangerines, mandarins, clementines, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Tea leaves__production,split,,"Tea leaves, area harvested (hectares) | Tea leaves, production (tonnes) | Tea leaves, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Tomatoes__production,split,,"Tomatoes, area harvested (hectares) | Tomatoes, production (tonnes) | Tomatoes, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Treenuts, Total__production",split,,"Treenuts, Total, area harvested (hectares) | Treenuts, Total, production (tonnes) | Treenuts, Total, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Turkeys__production,retitle,,"Turkeys, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Unmanufactured tobacco__production,split,,"Unmanufactured tobacco, area harvested (hectares) | Unmanufactured tobacco, production (tonnes) | Unmanufactured tobacco, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Vegetables Primary__production,split,,"Vegetables Primary, area harvested (hectares) | Vegetables Primary, production (tonnes) | Vegetables Primary, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Walnuts, in shell__production",split,,"Walnuts, in shell, area harvested (hectares) | Walnuts, in shell, production (tonnes) | Walnuts, in shell, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Watermelons__production,split,,"Watermelons, area harvested (hectares) | Watermelons, production (tonnes) | Watermelons, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Wheat__production,split,,"Wheat, area harvested (hectares) | Wheat, production (tonnes) | Wheat, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Whey, dry__production",retitle,,"Whey, dry, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
