date,country,event_type,title,title_fa,description,description_fa,economic_domains,source_url,source_name
2003-12-26,IRN,catastrophe,Bam earthquake,زلزله بم,"M6.6 earthquake destroys much of the historic city of Bam in Kerman province, killing an estimated 31,000 people and leveling the UNESCO-listed Arg-e Bam citadel; NOAA's Significant Earthquake Database estimates $500 million in direct damage, while a subsequent World Bank post-disaster assessment put total reconstruction needs closer to $1.5 billion (see SOURCES.md Round 38 for the World Bank citation).","زلزله‌ای به بزرگی 6.6 ریشتر بخش بزرگی از شهر تاریخی بم در استان کرمان را ویران کرد و برآورد می‌شود 31,000 نفر کشته و ارگ بم، اثر ثبت‌شده یونسکو، با خاک یکسان شد؛ پایگاه داده زلزله‌های مهم نوآا خسارت مستقیم را 500 میلیون دلار برآورد می‌کند، در حالی که ارزیابی پسا-بحران بعدی بانک جهانی کل نیازهای بازسازی را نزدیک به 1.5 میلیارد دلار برآورد کرد (نک: SOURCES.md دور 38 برای استناد بانک جهانی).",fiscal;labor,https://www.ngdc.noaa.gov/hazel/view/hazards/earthquake/search,NOAA National Centers for Environmental Information (NCEI) — Significant Earthquake Database
2006-07-01,IRN,policy-enacted,Article 44 privatization policy issued,ابلاغ سیاست‌های خصوصی‌سازی اصل 44,"Supreme Leader Khamenei issues the 'General Policies of Article 44,' ordering transfer of up to 80% of shares in large state-owned enterprises (excluding core sectors such as upstream oil) to the private and cooperative sectors via public share offerings, reviving a stalled privatization program.",رهبر معظم انقلاب آیت‌الله خامنه‌ای «سیاست‌های کلی اصل 44» را ابلاغ کرد که فرمان انتقال تا 80 درصد سهام بنگاه‌های بزرگ دولتی (به‌جز بخش‌های اصلی مانند بالادستی نفت) به بخش‌های خصوصی و تعاونی از طریق عرضه عمومی سهام را می‌داد و برنامه متوقف‌شده خصوصی‌سازی را احیا کرد.,fiscal,https://irandataportal.syr.edu/the-general-policies-pertaining-to-principle-44-of-the-constitution-of-the-islamic-republic-of-iran/,Iran Data Portal (Syracuse University) -- General Policies of Article 44
2006-07-31,IRN,political-event,UNSC Resolution 1696 demands enrichment suspension,قطعنامه 1696 شورای امنیت خواستار تعلیق غنی‌سازی,"The Security Council adopts Resolution 1696 (14-1, Qatar opposed), invoking Chapter VII Article 40 to demand Iran suspend all uranium-enrichment-related and reprocessing activities by 31 August 2006 or face the prospect of economic and diplomatic sanctions under Article 41; Iran does not comply, and the Council follows through with its first actual sanctions resolution (1737) that December.",شورای امنیت قطعنامه 1696 (با رأی 14 موافق و 1 مخالف قطر) را با استناد به فصل هفتم ماده 40 منشور تصویب کرد که خواستار تعلیق تمام فعالیت‌های غنی‌سازی و بازفرآوری اورانیوم ایران تا 9 شهریور 1385 شد وگرنه با تحریم‌های اقتصادی و دیپلماتیک بر اساس ماده 41 روبه‌رو خواهد شد؛ ایران این خواسته را نپذیرفت و شورا در دی همان سال با نخستین قطعنامه واقعی تحریمی (1737) پیگیری کرد.,trade;fx,https://press.un.org/en/2006/sc8792.doc.htm,United Nations -- Security Council Press Release SC/8792 (Resolution 1696)
2006-12-01,IRN,policy-enacted,First Justice Shares distributed,توزیع نخستین سهام عدالت,"Under the Article 44 privatization framework, the government begins distributing subsidized 'Justice Shares' (Saham-e Edalat) in state-owned enterprises to low-income households, war veterans' families and Basij members; by December 2006 roughly 4.6 million Iranians have received shares worth about $2.5bn (around $550/person), with a decade-long restriction on trading them.",در چارچوب خصوصی‌سازی اصل 44، دولت توزیع «سهام عدالت» یارانه‌ای در بنگاه‌های دولتی را میان خانوارهای کم‌درآمد، خانواده‌های جانبازان جنگی و اعضای بسیج آغاز کرد؛ تا آذر 1385 حدود 4.6 میلیون ایرانی سهامی به ارزش تقریبی 2.5 میلیارد دلار (حدود 550 دلار به ازای هر نفر) دریافت کرده بودند، با محدودیت ده‌ساله بر معامله آن‌ها.,fiscal,https://en.wikipedia.org/wiki/Privatization_in_Iran,Wikipedia -- Privatization in Iran
2006-12-23,IRN,sanction-imposed,First UN Security Council sanctions,نخستین تحریم‌های شورای امنیت سازمان ملل,"UNSC Resolution 1737 imposes the first multilateral sanctions over Iran's nuclear program, targeting proliferation-sensitive trade and assets.",قطعنامه 1737 شورای امنیت نخستین تحریم‌های چندجانبه را به دلیل برنامه هسته‌ای ایران وضع کرد که تجارت و دارایی‌های حساس به اشاعه را هدف می‌گرفت.,trade;fx,https://en.wikipedia.org/wiki/International_sanctions_against_Iran,Wikipedia — International sanctions against Iran (cross-check chronology skeleton)
2007-01,IRN,policy-enacted,Mehr Housing Scheme launched,آغاز طرح مسکن مهر,"President Ahmadinejad launches the Maskan-e Mehr affordable-housing program, aiming to build millions of subsidized units on state land for low-income families; the Central Bank is directed to print money to fund the scheme, expanding the monetary base and contributing to a roughly nine-fold rise in housing prices and double-digit inflation through the following years.",محمود احمدی‌نژاد، رئیس‌جمهور وقت، طرح مسکن مهر را برای ساخت میلیون‌ها واحد مسکونی یارانه‌ای بر زمین‌های دولتی برای خانوارهای کم‌درآمد آغاز کرد؛ بانک مرکزی مأمور چاپ پول برای تأمین مالی این طرح شد که پایه پولی را افزایش داد و در سال‌های بعد به افزایش نزدیک به نه‌برابری قیمت مسکن و تورم دو رقمی دامن زد.,fiscal;inflation,https://en-humanities.tau.ac.il/iranian/publications/irans_pulse/2007-10,"Alliance Center for Iranian Studies, Tel Aviv University"
2007-03-24,IRN,sanction-imposed,UNSC Resolution 1747 expands arms embargo,قطعنامه 1747 شورای امنیت تحریم تسلیحاتی را گسترش می‌دهد,"Resolution 1747 bans Iran from exporting any arms or related materiel, calls on states and international financial institutions not to enter new grants, financial assistance or concessional loans with the Iranian government except for humanitarian or developmental purposes, and freezes the assets of 28 additional individuals and entities linked to Iran's nuclear and missile programs.",قطعنامه 1747 صادرات هرگونه سلاح یا مهمات مرتبط توسط ایران را ممنوع می‌کند، از کشورها و نهادهای مالی بین‌المللی می‌خواهد از انعقاد کمک‌های مالی، وام‌های ترجیحی یا اعطای جدید با دولت ایران به‌جز برای مقاصد بشردوستانه یا توسعه‌ای خودداری کنند و دارایی‌های 28 فرد و نهاد دیگر مرتبط با برنامه‌های هسته‌ای و موشکی ایران را مسدود می‌کند.,trade;banking,https://press.un.org/en/2007/sc8980.doc.htm,United Nations -- Security Council Press Release SC/8980 (Resolution 1747)
2008-03-03,IRN,sanction-imposed,UNSC Resolution 1803 tightens bank and cargo vigilance,قطعنامه 1803 شورای امنیت نظارت بر بانک‌ها و محموله‌ها را تشدید می‌کند,"Resolution 1803 (14-0, Indonesia abstaining) calls on states to inspect, where reasonable grounds exist, the cargo of aircraft and vessels owned or operated by Iran Air Cargo and the Islamic Republic of Iran Shipping Line, and to exercise vigilance over transactions with all Iranian banks -- naming Bank Melli and Bank Saderat specifically -- to prevent financial flows linked to proliferation-sensitive nuclear activities.",قطعنامه 1803 (با رأی 14 موافق و امتناع اندونزی) از کشورها می‌خواهد در صورت وجود دلایل موجه، محموله هواپیماها و کشتی‌های متعلق به یا تحت بهره‌برداری شرکت هواپیمایی باری ایران و خط کشتیرانی جمهوری اسلامی ایران را بازرسی کنند و هوشیاری بر تراکنش‌های تمام بانک‌های ایرانی، به‌ویژه بانک ملی و بانک صادرات، برای جلوگیری از جریان‌های مالی مرتبط با فعالیت‌های حساس به اشاعه هسته‌ای اعمال کنند.,banking;trade,https://press.un.org/en/2008/sc9268.doc.htm,United Nations -- Security Council Press Release SC/9268 (Resolution 1803)
2009-09-27,IRN,economic-event,Telecommunication Company of Iran privatized to IRGC-linked consortium,واگذاری شرکت مخابرات ایران به کنسرسیومی وابسته به سپاه,"A 50%-plus-one-share controlling stake in TCI is sold for $7.8bn to the Mobin Trust Consortium (Etemad-e Mobin) -- backed by the IRGC Cooperative Foundation, the Mostazafan Foundation and the Execution of Imam Khomeini's Order -- after the only private-sector competing bidder is disqualified on security grounds; the deal becomes the largest transaction in Tehran Stock Exchange history and a widely cited example of Article 44 'privatization' shifting state assets to parastatal/IRGC-linked entities rather than the private sector.",سهم کنترلی بیش از 50 درصد شرکت مخابرات ایران به ازای 7.8 میلیارد دلار به کنسرسیوم اعتماد مبین فروخته شد، که با پشتیبانی بنیاد تعاون سپاه، بنیاد مستضعفان و ستاد اجرایی فرمان امام پشتیبانی می‌شد، پس از آنکه تنها رقیب پیشنهاددهنده بخش خصوصی به دلایل امنیتی رد صلاحیت شد؛ این معامله به بزرگ‌ترین تراکنش تاریخ بورس تهران و نمونه‌ای پراستناد از خصوصی‌سازی اصل 44 تبدیل شد که دارایی‌های دولتی را به نهادهای شبه‌دولتی و وابسته به سپاه، نه بخش خصوصی، منتقل می‌کرد.,fiscal;institutional,https://www.aei.org/articles/is-the-tehran-stock-exchange-a-tool-of-the-revolutionary-guards/,"American Enterprise Institute (cross-checked against Wikipedia -- Telecommunication Company of Iran, citing AP/Reuters)"
2010-06-09,IRN,sanction-imposed,UNSC Resolution 1929,قطعنامه 1929 شورای امنیت,"Expanded UN sanctions targeting Iran's financial sector, arms trade, and Revolutionary Guard-linked entities.",گسترش تحریم‌های سازمان ملل با هدف قرار دادن بخش مالی، تجارت تسلیحاتی و نهادهای وابسته به سپاه پاسداران ایران.,banking;trade,https://iranprimer.usip.org/resource/timeline-us-sanctions,USIP Iran Primer — Timeline of U.S. Sanctions
2010-07-01,IRN,sanction-imposed,CISADA expands US sanctions on fuel and financial sectors,قانون سیسادا تحریم‌های آمریکا بر بخش سوخت و مالی را گسترش می‌دهد,"President Obama signs the Comprehensive Iran Sanctions, Accountability, and Divestment Act (passed 408-8 House, 99-0 Senate), which targets firms supplying Iran with gasoline or refined petroleum products or supporting its domestic refining capacity -- aimed at Iran's reliance on imported gasoline despite being a crude exporter -- and mandates sanctions on foreign banks that knowingly facilitate significant transactions with the IRGC or its affiliates.",رئیس‌جمهور اوباما قانون جامع تحریم، پاسخگویی و واگذاری سرمایه‌گذاری ایران (سیسادا) را که با آرای 408 به 8 در مجلس نمایندگان و 99 به صفر در سنا تصویب شده بود، امضا کرد؛ این قانون شرکت‌هایی که به ایران بنزین یا فرآورده‌های نفتی تصفیه‌شده می‌فروشند یا از ظرفیت پالایشی داخلی آن پشتیبانی می‌کنند را هدف می‌گیرد، با توجه به وابستگی ایران به واردات بنزین با وجود صادرکننده بودن نفت خام، و تحریم بانک‌های خارجی‌ای که آگاهانه تراکنش‌های چشمگیری با سپاه پاسداران انقلاب اسلامی یا وابستگان آن انجام می‌دهند را الزامی می‌کند.,oil;banking;fx,https://www.congress.gov/111/plaws/publ195/PLAW-111publ195.pdf,U.S. Congress -- Public Law 111-195 (CISADA)
2010-12-19,IRN,policy-enacted,Targeted Subsidies Reform Law implemented,اجرای قانون هدفمندسازی یارانه‌ها,"Energy prices raised 3-9x and bread prices doubled; ~90% of households enrolled in a monthly cash-transfer program (~$45/person), one of the largest unconditional cash-transfer schemes in the world, costing ~10% of GDP in 2010.",قیمت حامل‌های انرژی 3 تا 9 برابر و قیمت نان دو برابر شد؛ حدود 90 درصد خانوارها در برنامه ماهانه یارانه نقدی (حدود 45 دلار به ازای هر نفر) ثبت‌نام شدند، یکی از بزرگ‌ترین طرح‌های انتقال نقدی بدون شرط در جهان که در سال 2010 حدود 10 درصد تولید ناخالص داخلی هزینه در برداشت.,fiscal;food;fx,https://www.imf.org/external/pubs/ft/wp/2011/wp11167.pdf,IMF Working Paper — Iran: The Chronicles of the Subsidy Reform
2011-12-31,IRN,sanction-imposed,NDAA Section 1245 targets Central Bank of Iran,بند 1245 قانون بودجه دفاعی بانک مرکزی ایران را هدف قرار می‌دهد,"Section 1245 of the FY2012 National Defense Authorization Act requires blocking the US-jurisdiction property of Iranian financial institutions including the Central Bank of Iran (CBI), and threatens foreign banks that knowingly conduct significant CBI transactions with loss of direct access to the US financial system -- a major escalation targeting Iran's oil-revenue payment channels that helps trigger the rial's collapse the following year.",بند 1245 قانون بودجه دفاعی سال مالی 2012 آمریکا مسدودسازی دارایی‌های تحت صلاحیت آمریکا متعلق به مؤسسات مالی ایرانی از جمله بانک مرکزی ایران را الزامی می‌کند و بانک‌های خارجی‌ای که آگاهانه تراکنش‌های چشمگیر با بانک مرکزی ایران انجام دهند را با از دست دادن دسترسی مستقیم به نظام مالی آمریکا تهدید می‌کند؛ این تشدید بزرگ که کانال‌های پرداخت درآمد نفتی ایران را هدف گرفت، به سقوط ریال در سال بعد کمک کرد.,oil;banking;fx,https://2009-2017.state.gov/e/eb/tfs/spi/iran/fs/200286.htm,U.S. Department of State -- Section 1245 of the NDAA for Fiscal Year 2012
2012-01-23,IRN,sanction-imposed,EU decides Iranian oil embargo,تصمیم اتحادیه اروپا به تحریم نفتی ایران,"EU Council Decision 2012/35/CFSP bans imports of Iranian crude oil and petroleum products and freezes Central Bank of Iran assets, with a transition period allowing existing contracts to wind down through 1 July 2012.",تصمیم شورای اتحادیه اروپا 2012/35/سیاست خارجی و امنیت مشترک واردات نفت خام و فرآورده‌های نفتی ایران را ممنوع و دارایی‌های بانک مرکزی ایران را مسدود می‌کند، با دوره گذاری که به قراردادهای موجود اجازه می‌دهد تا 1 تیر 1391 به پایان برسند.,oil;fx;banking,https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:019:0022:0030:EN:PDF,EUR-Lex -- Council Decision 2012/35/CFSP
2012-03-01,IRN,sanction-imposed,SWIFT disconnection and oil-export sanctions,قطع دسترسی به سوئیفت و تحریم صادرات نفت,"Major Iranian banks cut off from SWIFT messaging; US NDAA sanctions target foreign purchasers of Iranian oil, triggering a sharp rial depreciation through 2012-13.",بانک‌های بزرگ ایرانی از شبکه پیام‌رسانی سوئیفت قطع شدند؛ تحریم‌های قانون بودجه دفاعی آمریکا خریداران خارجی نفت ایران را هدف گرفت و به کاهش شدید ارزش ریال در سال‌های 1391-1392 انجامید.,banking;fx;oil,https://iranprimer.usip.org/resource/timeline-us-sanctions,USIP Iran Primer — Timeline of U.S. Sanctions
2012-03-15,IRN,sanction-imposed,SWIFT disconnects sanctioned Iranian banks,سوئیفت بانک‌های تحریم‌شده ایرانی را قطع می‌کند,"Following the EU Council decision, SWIFT announces it will terminate financial-messaging services to roughly 30 EU-sanctioned Iranian banks effective 17 March 2012, cutting them off from the primary channel for international interbank payments.",در پی تصمیم شورای اتحادیه اروپا، سوئیفت اعلام کرد خدمات پیام‌رسانی مالی به حدود 30 بانک ایرانی تحریم‌شده اتحادیه اروپا را از 26 اسفند 1390 قطع خواهد کرد که آن‌ها را از کانال اصلی پرداخت‌های بین‌بانکی بین‌المللی محروم کرد.,banking;fx,https://www.swift.com/insights/press-releases/swift-instructed-to-disconnect-sanctioned-iranian-banks-following-eu-council-decision,SWIFT -- Press Release
2012-10-01,IRN,economic-event,Rial collapses amid sanctions squeeze,سقوط ریال در بحبوحه فشار تحریم‌ها,"Under the combined weight of NDAA Central Bank sanctions, the EU oil embargo and the SWIFT disconnection, Iran's free-market rial loses roughly a quarter to 40% of its value against the US dollar within a single week, falling to about 35,000-40,000 rials/dollar versus roughly 10,000/dollar two years earlier; Tehran's Grand Bazaar merchants strike in protest on 3 October 2012.","تحت فشار همزمان تحریم‌های بانک مرکزی قانون بودجه دفاعی، تحریم نفتی اتحادیه اروپا و قطع سوئیفت، ریال بازار آزاد ایران در یک هفته حدود یک‌چهارم تا 40 درصد از ارزش خود در برابر دلار آمریکا را از دست داد و به حدود 35,000 تا 40,000 ریال در برابر هر دلار رسید، در مقایسه با حدود 10,000 ریال دو سال پیش از آن؛ کاسبان بازار بزرگ تهران در 12 مهر 1391 در اعتراض دست به اعتصاب زدند.",fx;inflation,https://www.npr.org/sections/thetwo-way/2012/10/02/162165257/currency-in-crisis-collapse-of-irans-rial-continues,NPR -- Currency In Crisis: Collapse Of Iran's Rial Continues
2014-02-19,IRN,policy-enacted,Khamenei issues Resistance Economy general policies,ابلاغ سیاست‌های کلی اقتصاد مقاومتی توسط خامنه‌ای,"Supreme Leader Khamenei submits the 'General Policies of the Resistance Economy' (Eqtesad-e Moqavemati) to the Expediency Council under Article 110 of the constitution, directing the government to cut oil-revenue dependence, promote knowledge-based and domestic production, and build sanctions-resilience into economic planning; it becomes the dominant official framing for Iran's economic policy through the 2010s sanctions era.",رهبر معظم انقلاب آیت‌الله خامنه‌ای «سیاست‌های کلی اقتصاد مقاومتی» را بر اساس اصل 110 قانون اساسی به مجمع تشخیص مصلحت نظام ابلاغ کرد که دولت را ملزم به کاهش وابستگی به درآمد نفتی، ترویج تولید دانش‌بنیان و داخلی و ادغام تاب‌آوری در برابر تحریم در برنامه‌ریزی اقتصادی می‌کرد؛ این سند به چارچوب غالب رسمی سیاست اقتصادی ایران در دوران تحریم‌های دهه 2010 بدل شد.,fiscal;institutional,https://english.khamenei.ir/news/5396/Ayatollah-Khamenei-Announces-General-Policies-on-the-Economy,"Khamenei.ir (official Supreme Leader website; primary text of the policy directive, state-affiliated source used here only for the directive's own content, not a contested claim)"
2014-04-01,IRN,policy-enacted,Targeted Subsidies Reform phase two,مرحله دوم هدفمندسازی یارانه‌ها,"The Rouhani government launches the subsidy program's second phase: petrol prices rise 75% (from 4,000 to 7,000 rials per litre) and cash-transfer eligibility is means-tested for the first time, requiring households to file income and asset declarations; the 2015-16 budget subsequently mandates further targeting of cash payments.",دولت روحانی مرحله دوم برنامه یارانه‌ها را آغاز کرد: قیمت بنزین 75 درصد افزایش یافت (از 4000 به 7000 ریال در لیتر) و برای نخستین بار واجد شرایط بودن دریافت یارانه نقدی بر اساس آزمون درآمد تعیین شد که خانوارها را ملزم به اظهار درآمد و دارایی کرد؛ بودجه سال 1394 متعاقباً هدفمندسازی بیشتر پرداخت‌های نقدی را الزامی کرد.,fiscal;fx,https://erf.org.eg/publications/irans-subsidy-reform-from-promise-to-disappointment/,Economic Research Forum -- Iran's Subsidy Reform from Promise to Disappointment
2015-07-14,IRN,policy-enacted,JCPOA signed,امضای برجام,"Iran and the P5+1 sign the Joint Comprehensive Plan of Action, exchanging nuclear program limits for sanctions relief.",ایران و کشورهای 1+5 برنامه جامع اقدام مشترک را امضا کردند که در ازای محدودسازی برنامه هسته‌ای، تحریم‌ها را لغو می‌کرد.,fx;oil;banking,https://www.armscontrol.org/factsheets/joint-comprehensive-plan-action-jcpoa-glance,Arms Control Association — JCPOA at a Glance
2016-01-16,IRN,sanction-lifted,JCPOA Implementation Day,روز اجرای برجام,"IAEA certifies Iranian compliance; US, EU and UN lift nuclear-related sanctions on oil, banking, shipping and other sectors, unlocking roughly $56bn of previously frozen assets.",آژانس بین‌المللی انرژی اتمی پایبندی ایران را تأیید کرد؛ آمریکا، اتحادیه اروپا و سازمان ملل تحریم‌های هسته‌ای در حوزه نفت، بانکداری، کشتیرانی و دیگر بخش‌ها را لغو کردند و حدود 56 میلیارد دلار از دارایی‌های مسدودشده پیشین آزاد شد.,fx;oil;banking;trade,https://ofac.treasury.gov/recent-actions/20160116,OFAC — JCPOA Implementation Day actions
2016-12-11,IRN,economic-event,Boeing signs $16.6bn Iran Air jet deal,امضای قرارداد ۱۶.۶ میلیارد دلاری بوئینگ با ایران‌ایر,"Boeing and Iran Air agree to a deal for 80 aircraft (737 MAX, 777-300ER, 777-9) worth $16.6bn at list prices under a US government export license, following a parallel 100-aircraft Airbus order earlier in 2016; the deals collapse after the US withdraws from the JCPOA in 2018, with no Boeing jets ever delivered.",بوئینگ و ایران‌ایر توافقی برای خرید ۸۰ فروند هواپیما (۷۳۷ مکس، ۷۷۷-۳۰۰ ای‌آر و ۷۷۷-۹) به ارزش ۱۶.۶ میلیارد دلار بر اساس مجوز صادراتی دولت آمریکا امضا کردند، در پی سفارش موازی ۱۰۰ فروندی ایرباس در همان سال؛ این قراردادها پس از خروج آمریکا از برجام در ۲۰۱۸ لغو شدند و هیچ هواپیمای بوئینگی هرگز تحویل داده نشد.,trade;fx,https://www.npr.org/sections/thetwo-way/2016/12/11/505172167/boeing-and-iran-air-sign-jetliner-contract-worth-16-6-billion,NPR
2017-10,IRN,economic-event,"Unlicensed credit institutions collapse, sparking depositor protests",ورشکستگی مؤسسات اعتباری غیرمجاز و اعتراضات سپرده‌گذاران,"A wave of unregulated and quasi-regulated credit institutions (including Caspian and, months later, Ayandeh Bank) default on depositors after years of unsustainable interest promises and bad loans; recurring protests break out across dozens of cities through 2018-19, and the government later earmarks roughly $800m to address the fallout -- an early tremor of the banking-sector fragility that fed the December 2017 nationwide protests.",موجی از مؤسسات اعتباری غیرمجاز یا نیمه‌مجاز (از جمله کاسپین و ماه‌ها بعد بانک آینده) پس از سال‌ها وعده سودهای غیرقابل‌تداوم و وام‌های معوق، در پرداخت به سپرده‌گذاران درماندند؛ اعتراضات پیاپی در ده‌ها شهر طی ۱۳۹۶ تا ۱۳۹۸ رخ داد و دولت بعدها نزدیک به ۸۰۰ میلیون دلار برای مدیریت پیامدهای آن اختصاص داد، رویدادی که از پیش‌لرزه‌های شکنندگی نظام بانکی و از عوامل زمینه‌ساز اعتراضات سراسری دی‌ماه ۱۳۹۶ بود.,banking;fiscal,https://en.radiofarda.com/a/iran-budgets-huge-sum-to-deal-with-illegal-banks/29697188.html,Radio Farda (RFE/RL Persian Service)
2017-11-12,IRN,catastrophe,Kermanshah earthquake,زلزله کرمانشاه,"M7.3 earthquake on the Iran-Iraq border kills an estimated 630 people and destroys or damages over 15,500 houses in Kermanshah province, Iran's deadliest earthquake since Bam; NOAA's Significant Earthquake Database estimates $750 million in damage, while the Iranian government's own assessment put reconstruction costs closer to EUR 5 billion.","زلزله‌ای به بزرگی 7.3 ریشتر در مرز ایران و عراق برآورد می‌شود 630 نفر را کشت و بیش از 15,500 خانه را در استان کرمانشاه تخریب یا آسیب‌دیده کرد، مرگبارترین زلزله ایران از زمان بم؛ پایگاه داده زلزله‌های مهم نوآا خسارت را 750 میلیون دلار برآورد می‌کند، در حالی که ارزیابی خود دولت ایران هزینه بازسازی را نزدیک به 5 میلیارد یورو اعلام کرد.",fiscal;labor,https://www.ngdc.noaa.gov/hazel/view/hazards/earthquake/search,NOAA National Centers for Environmental Information (NCEI) — Significant Earthquake Database
2018-04-09,IRN,policy-enacted,"Rouhani unifies exchange rate, bans free-market trading",روحانی نرخ ارز را یکسان می‌کند و معامله بازار آزاد را ممنوع می‌سازد,"Facing rial depreciation ahead of the expected US JCPOA withdrawal, the government sets a single official rate of 42,000 rials/dollar and Vice President Jahangiri declares unauthorized currency trading equivalent to smuggling, subject to judiciary and security-force enforcement; the unified rate proves unsustainable and the black-market rate reaches roughly 70,000/dollar within a month.","در پیش‌بینی خروج مورد انتظار آمریکا از برجام و کاهش ارزش ریال، دولت نرخ رسمی واحد 42,000 ریال در برابر دلار را تعیین کرد و جهانگیری، معاون اول رئیس‌جمهور، معامله غیرمجاز ارز را معادل قاچاق اعلام کرد که مشمول پیگرد قضایی و انتظامی است؛ نرخ یکسان‌شده پایدار نماند و نرخ بازار سیاه ظرف یک ماه به حدود 70,000 ریال در برابر دلار رسید.",fx;inflation,https://www.bourseandbazaar.com/articles/2018/4/10/rouhani-government-unifies-irans-dollar-exchange-rates-in-decisive-move-to-stabilize-currency,Bourse & Bazaar Foundation
2018-04-23,IRN,institutional-change,NIMA secondary forex market launched,راه‌اندازی سامانه نیما در بازار ثانویه ارز,"The Central Bank launches the NIMA (Forex Management Integrated System) electronic platform, requiring exporters to sell foreign-currency earnings through registered exchange houses to importers of non-essential goods at a market-linked rate distinct from the official and open-market rates -- formalizing Iran's return to a multi-tier exchange-rate system just weeks after the failed April 2018 rate unification.",بانک مرکزی سامانه الکترونیکی نیما (سامانه یکپارچه مدیریت ارز) را راه‌اندازی کرد که صادرکنندگان را ملزم می‌کرد درآمد ارزی خود را از طریق صرافی‌های مجاز به واردکنندگان کالاهای غیرضروری با نرخی متفاوت از نرخ رسمی و بازار آزاد و متناسب با بازار بفروشند، اقدامی که تنها چند هفته پس از ناکامی یکسان‌سازی نرخ ارز در فروردین 1397، بازگشت ایران به نظام چندنرخی ارز را رسمیت بخشید.,fx,https://www.atlanticcouncil.org/blogs/iransource/irans-economy-and-the-burden-of-multiple-exchange-rates/,Atlantic Council -- Iran's Economy and the Burden of Multiple Exchange Rates
2018-05-08,IRN,sanction-imposed,US withdraws from JCPOA,خروج آمریکا از برجام,"President Trump announces US withdrawal from the JCPOA and reimposition of sanctions after 90/180-day wind-down periods (effective Aug 7 and Nov 5, 2018).",رئیس‌جمهور ترامپ خروج آمریکا از برجام و بازگرداندن تحریم‌ها پس از دوره‌های مهلت 90 و 180 روزه (مؤثر از 16 مرداد و 14 آبان 1397) را اعلام کرد.,fx;oil;banking,https://en.wikipedia.org/wiki/United_States_withdrawal_from_the_Joint_Comprehensive_Plan_of_Action,Wikipedia — US withdrawal from the JCPOA (cross-check against OFAC primary orders)
2018-08-07,IRN,sanction-imposed,First snapback sanctions take effect,اجرای نخستین دسته تحریم‌های بازگردانده‌شده,"Executive Order 13846 reimposes sanctions on Iran's automotive sector, precious-metals trade, and rial-denominated transactions.",فرمان اجرایی 13846 تحریم‌ها را بر بخش خودروسازی، تجارت فلزات گران‌بها و تراکنش‌های ریالی ایران بازمی‌گرداند.,fx;trade,https://ofac.treasury.gov/sanctions-programs-and-country-information/iran-sanctions/may-2018-guidance-on-reimposing-certain-sanctions-with-respect-to-iran,OFAC — May 2018 Guidance on Reimposing Sanctions
2018-11-05,IRN,sanction-imposed,Second snapback: oil and banking sanctions,دومین بازگشت تحریم‌ها: نفت و بانکداری,"Remaining JCPOA-lifted sanctions on oil exports, shipping, and the Central Bank of Iran come back into full effect, driving a sharp rial crash through late 2018.",باقی‌مانده تحریم‌های لغوشده در برجام بر صادرات نفت، کشتیرانی و بانک مرکزی ایران به‌طور کامل بازمی‌گردد و افت شدید ریال را در اواخر سال 2018 رقم می‌زند.,oil;banking;fx,https://ofac.treasury.gov/sanctions-programs-and-country-information/iran-sanctions/may-2018-guidance-on-reimposing-certain-sanctions-with-respect-to-iran,OFAC — Sanctions reimposition guidance
2019-04-08,IRN,sanction-imposed,US designates IRGC a Foreign Terrorist Organization,آمریکا سپاه پاسداران را سازمان تروریستی خارجی معرفی می‌کند,"The State Department designates the Islamic Revolutionary Guard Corps (IRGC) -- including its Quds Force and affiliated entities such as the Khatam al-Anbia construction/engineering conglomerate -- as a Foreign Terrorist Organization effective 15 April 2019, the first time the US has so designated part of another government's armed forces; the move raises legal exposure for any foreign firm found dealing with IRGC-linked companies, which control a large share of Iran's construction, telecom and energy-services sectors.",وزارت امور خارجه آمریکا سپاه پاسداران انقلاب اسلامی، شامل نیروی قدس و نهادهای وابسته مانند قرارگاه سازندگی خاتم‌الانبیا، را از 26 فروردین 1398 سازمان تروریستی خارجی معرفی کرد؛ این نخستین بار بود که آمریکا بخشی از نیروهای مسلح یک دولت دیگر را چنین نامگذاری می‌کرد؛ این اقدام مسئولیت حقوقی هر شرکت خارجی‌ای که با شرکت‌های وابسته به سپاه، که سهم بزرگی از بخش‌های ساختمان، مخابرات و خدمات انرژی ایران را کنترل می‌کنند، معامله داشته باشد را افزایش می‌دهد.,fiscal;institutional,https://trumpwhitehouse.archives.gov/briefings-statements/statement-president-designation-islamic-revolutionary-guard-corps-foreign-terrorist-organization/,"The White House (Trump Administration, archived) -- Statement on the IRGC FTO Designation"
