ردیف,ماه,سال,نام گمرک,نام کشور,شماره تعرفه,عنوان تعرفه,وزن - کیلو گرم,ارزش - ریال,ارزش - دلار
273,1,1401,اصفهان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,102000,63346160800,263535
274,1,1401,غرب تهران,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,63020165000,259023
275,3,1401,غرب تهران,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,98000,62555948000,254800
276,1,1401,منطقه ویژه اقتصادی شیراز,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,62287030000,260000
277,3,1401,منطقه ویژه اقتصادی نوشهر,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,96000,61890316800,249600
278,11,1401,منطقه ویژه اقتصادی نوشهر,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,67500,59390955000,193500
279,9,1401,مشهد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,80000,59382258000,208000
280,10,1401,قم,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,59166315000,195000
281,2,1401,منطقه ویژه اقتصادی نوشهر,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,90000,57967591500,234000
282,9,1401,همدان,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,57498220000,192687
283,12,1401,اصفهان,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,65000,56802369000,169000
284,9,1401,قم,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,55757390000,195000
285,2,1401,منطقه ویژه اقتصادی نوشهر,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,85000,55267459000,221000
286,10,1401,غرب تهران,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,69000,55063242000,179400
287,11,1401,غرب تهران,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,48000,54952747200,179040
288,1,1401,منطقه ویژه اقتصادی نوشهر,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,87500,54500706000,227500
289,9,1401,غرب تهران,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,54421250000,187727
290,8,1401,قم,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,53468220000,195000
291,8,1401,تبریز,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,53232985000,195000
292,6,1401,اراک,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,52219115000,195000
293,5,1401,قم,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,51249510000,195000
294,6,1401,منطقه ویژه اقتصادی نوشهر,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,72500,50320816000,188500
295,4,1401,منطقه ویژه اقتصادی نوشهر,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,50046230000,195000
296,3,1401,اصفهان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,76225,49636721030,198185
297,3,1401,منطقه ویژه اقتصادی نوشهر,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,48920040000,195000
298,2,1401,قم,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75100,48820422380,195220
299,3,1401,منطقه ویژه اقتصادی شیراز,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,48475830000,195000
300,3,1401,شهرکرد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,48127300000,195000
301,12,1401,اراک,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,48119565000,130000
302,12,1401,مشهد,قزاقستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,60000,47881080000,156000
303,6,1401,اصفهان,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,69000,47795568600,178334
304,5,1401,منطقه ویژه اقتصادی شیراز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,69000,47656713000,179400
305,7,1401,منطقه ویژه اقتصادی نوشهر,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,67500,47493810000,175500
306,10,1401,مشهد,قزاقستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,60000,47333052000,156000
307,1,1401,همدان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,47220030000,195000
308,1,1401,قم,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,46565220000,195000
309,12,1401,منطقه ویژه اقتصادی شیراز,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,47500,46551440000,123500
310,10,1401,مشهد,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,70000,46477710000,152000
311,12,1401,غرب تهران,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,46000,46150769600,119600
312,4,1401,منطقه ویژه اقتصادی شیراز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,69000,45837417600,179400
313,3,1401,منطقه ویژه اقتصادی شیراز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,69000,44489406000,179400
314,11,1401,منطقه ویژه اقتصادی شیراز,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,45700,43897128600,143020
315,12,1401,قم,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,44000,42345217200,114400
316,7,1401,مشهد,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,60150,42344167320,156374
317,11,1401,قم,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,52500,41895945000,136500
318,5,1401,منطقه ویژه اقتصادی نوشهر,قزاقستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,60000,41207088000,156000
319,12,1401,تمرچین پیرانشهر,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50925,40639066650,132405
320,1,1401,غرب تهران,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,64000,40154431200,166291
321,10,1401,قم,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,39900900000,130000
322,11,1401,اصفهان,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,39900900000,130000
323,12,1401,قم,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,39900900000,130000
324,10,1401,اینچه برون,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,39848250000,130000
325,10,1401,مشهد,ازبکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,39848250000,130000
326,12,1401,خرم آباد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,39848250000,129828
327,12,1401,اصفهان,لبنان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,37250,39383512350,96850
328,12,1401,منطقه ویژه اقتصادی نوشهر,ازبکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,40000,39149552000,101456
329,10,1401,باشماق,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,49010,38828996925,127425
330,9,1401,شهرکرد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,38477010000,130000
331,9,1401,غرب تهران,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,52000,38390812200,131134
332,10,1401,غرب تهران,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,48000,38076519000,124800
333,10,1401,غرب تهران,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,37633050000,122773
334,11,1401,تبریز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,46000,36708828000,119600
335,11,1401,شهرکرد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,35000,36601402500,119250
336,8,1401,مشهد,ازبکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,35654450000,130000
337,7,1401,اصفهان,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,35291555000,130000
338,7,1401,شهرکرد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,35202440000,129265
339,7,1401,همدان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,35141210000,130000
340,12,1401,غرب تهران,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,44000,35112792000,114400
341,7,1401,منطقه ویژه اقتصادی شیراز,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,35050080000,129663
342,6,1401,شهرکرد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,34841560000,130000
343,5,1401,اینچه برون,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,34674120000,130000
344,6,1401,مشهد,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,34590530000,129997
345,6,1401,تبریز,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,34546590000,130000
346,6,1401,مشهد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,49000,34035665300,127387
347,4,1401,شهرکرد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,34011380000,130000
348,9,1401,مشهد,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,45000,33962440200,114779
349,11,1401,منطقه ویژه اقتصادی نوشهر,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,42500,33915765000,110500
350,10,1401,منطقه ویژه اقتصادی نوشهر,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,42500,33893388750,110500
351,9,1401,منطقه ویژه اقتصادی نوشهر,عمان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,45000,33869745000,117000
352,1,1401,باشماق,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,97317,33292695598,138387
353,4,1401,قزوین,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,33215520000,130000
354,4,1401,منطقه ویژه اقتصادی شیراز,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,33215520000,130000
355,4,1401,اصفهان,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,49750,33112023100,129350
356,6,1401,غرب تهران,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,47500,33002149700,123500
357,4,1401,اینچه برون,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,32796660000,129040
358,3,1401,منطقه ویژه اقتصادی شیراز,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,32613360000,131820
359,2,1401,همدان,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,32452290000,129884
360,7,1401,غرب تهران,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,46000,32386244800,119600
361,2,1401,شهرکرد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,32359860000,129514
362,2,1401,تبریز,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,32262750000,129825
363,2,1401,قم,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,32209450000,130000
364,3,1401,خسروی,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,49810,32112494284,129506
365,3,1401,منطقه ویژه اقتصادی نوشهر,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50250,32079366800,130650
366,3,1401,سمنان,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,32051370000,130000
367,3,1401,مشهد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,31983835000,130000
368,3,1401,غرب تهران,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,31916300000,130000
369,3,1401,تبریز,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,31820620000,130000
370,1,1401,منطقه ویژه اقتصادی شیراز,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,31543980000,132096
371,1,1401,تبریز,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,31480020000,130000
372,1,1401,منطقه ویژه اقتصادی نوشهر,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,49000,31431745800,127400
373,4,1401,اصفهان,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,46000,31290469600,119600
374,4,1401,اصفهان,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,47000,31222588800,122200
375,1,1401,منطقه ویژه اقتصادی نوشهر,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,31043480000,130000
376,1,1401,منطقه ویژه اقتصادی شیراز,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,31043480000,129168
377,9,1401,منطقه ویژه اقتصادی نوشهر,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,42500,30852373500,108534
378,11,1401,تبریز,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,26000,30484287600,99320
379,4,1401,یزد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50400,30183297820,116070
380,3,1401,اصفهان,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,46000,29948557600,119600
381,9,1401,اصفهان,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,41000,29803014800,101776
382,2,1401,منطقه ویژه اقتصادی شیراز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,45100,29271965580,117260
383,7,1401,مشهد,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,41400,29129536800,107640
384,2,1401,اصفهان,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,44500,28882538100,115700
385,11,1401,اینچه برون,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,28621222500,93250
386,11,1401,بیله سوار,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,28621222500,93250
387,7,1401,مشهد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,40000,28195843000,103977
388,12,1401,قزوین,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,28169115000,65000
389,12,1401,مشهد,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,28169115000,65000
390,4,1401,منطقه ویژه اقتصادی نوشهر,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,42500,28086448000,110500
391,10,1401,مشهد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,35160,27943262880,91416
392,6,1401,مشهد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,40025,27861340780,103910
393,4,1401,قزوین,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,27449064000,108000
394,4,1401,مشهد,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,41000,27366885000,106600
395,2,1401,منطقه ویژه اقتصادی نوشهر,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,42500,27286870000,110500
396,2,1401,قزوین,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,26992476000,108000
397,3,1401,منطقه ویژه اقتصادی نوشهر,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,42500,26986641500,110584
398,1,1401,منطقه ویژه اقتصادی نوشهر,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,42500,26557017500,110500
399,5,1401,خرم آباد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,26414800000,100000
400,4,1401,قزوین,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,25757448000,101000
401,12,1401,غرب تهران,نیجریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,25081940000,65000
402,3,1401,خرم آباد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50000,25040600000,100000
403,11,1401,مشهد,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,21500,24614251350,80195
404,12,1401,قم,لبنان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,24000,24078662400,62400
405,4,1401,باشماق,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,62817,23462085244,90454
406,12,1401,تبریز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,23000,23075384800,59800
407,3,1401,شهرکرد,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,28080,22979736000,93600
