law_id,law_title_fa,law_title_en,law_summary_en,law_summary_fa,note
5db7951fec2e,قانون اصلاح قانون برنامه سوم توسعه اقتصا ... امي ايران و قانون بودجه سال 1379 كل كشور,Act Amending the Third Development Plan Act and the 2000-01 (1379) National Budget Act,"Passed in 2000, this law creates Iran's Oil Stabilization Fund, later renamed the National Development Fund, requiring any oil export revenue above the level budgeted for a given year to be deposited into a foreign-currency reserve account at the Central Bank, which the government may draw from only when actual oil revenue falls short of the budgeted amount.",این قانون که در سال ۱۳۷۹ تصویب شد، حساب ذخیره ارزی ایران را که بعدها به صندوق توسعه ملی تغییر نام یافت ایجاد می‌کند، مازاد درآمد ارزی صادرات نفت خام نسبت به رقم پیش‌بینی‌شده در بودجه هر سال را در این حساب نزد بانک مرکزی نگه می‌دارد و برداشت از آن را فقط در صورت کاهش درآمد نفتی نسبت به رقم مصوب مجاز می‌داند.,
17f9e848a44a,لايحه قانون ملي شدن موسسات بيمه و موسسات اعتباري,Act on the Nationalization of Insurance and Credit Institutions,"Passed in 1979 by the Revolutionary Council, this law nationalizes all insurance companies in Iran, revokes the operating licenses of foreign insurers' agencies, and places the nationalized insurers under a joint board and shareholder assembly composed of government ministers.",این لایحه قانونی که در سال ۱۳۵۸ به تصویب شورای انقلاب رسید، کلیه مؤسسات بیمه کشور را ملی اعلام می‌کند، پروانه فعالیت نمایندگی‌های بیمه‌های خارجی را لغو می‌کند و مؤسسات بیمه ملی‌شده را زیر نظر مجمع عمومی و هیئت‌مدیره مشترکی متشکل از وزرای دولت قرار می‌دهد.,
a01eb6397103,طرح قانوني دائر بطرز اجراي اصل ملي شدن صنعت نفت در سراسر كشور,Act on the Manner of Implementing the Nationalization of the Oil Industry,"Passed in 1951, this law implements the earlier decision to nationalize Iran's oil industry, creating a joint parliamentary committee to oversee the takeover of the Anglo-Iranian Oil Company's assets, examine mutual claims between Iran and the company, and draft the statute of the new National Iranian Oil Company.",این طرح قانونی که در سال ۱۳۳۰ تصویب شد، تصمیم پیشین ملی شدن صنعت نفت را اجرایی می‌کند، هیئت مختلطی از نمایندگان مجلسین برای نظارت بر خلع ید از شرکت نفت انگلیس و ایران تشکیل می‌دهد، به دعاوی متقابل دولت و شرکت رسیدگی می‌کند و اساسنامه شرکت ملی نفت را تدوین می‌کند.,
a5fe1c03d321,قانون برنامه عمراني چهارم كشور,Fourth National Development Plan Act,"Passed in 1968, this law approves Iran's Fourth Development Plan (1968-1973), allocating 480 billion rials over five years to accelerate economic growth through industrialization, improve income distribution and social services, reduce import dependence by boosting agricultural and industrial output, and diversify exports.",این قانون که در سال ۱۳۴۶ تصویب شد، برنامه عمرانی چهارم کشور (۱۳۴۷ تا ۱۳۵۱) را با اعتبار چهارصد و هشتاد میلیارد ریال طی پنج سال تصویب می‌کند، با هدف تسریع رشد اقتصادی از طریق صنعتی‌شدن، توزیع عادلانه‌تر درآمد، کاهش وابستگی به واردات با افزایش تولید کشاورزی و صنعتی و تنوع‌بخشی صادرات.,
77a3f27cfa5c,آيين نامه اجرايي ساماندهي توليد،فرآوري وبازرگاني چاي,"Executive Bylaw on Organizing Tea Production, Processing and Trade","Issued in 2006, this bylaw creates the Northern Tea Administration under the Ministry of Agriculture Jihad to modernize tea orchards, sets an annual guaranteed purchase price for green tea leaf, and subsidizes bank loan interest for tea growers to renovate their orchards.",این آیین‌نامه که در سال ۱۳۸۵ صادر شد، اداره کل چای شمال را زیر نظر وزارت جهاد کشاورزی برای نوسازی باغات چای تشکیل می‌دهد، قیمت تضمینی سالانه برگ سبز چای را تعیین می‌کند و یارانه سود تسهیلات بانکی بهزراعی باغات چای را برای چایکاران فراهم می‌کند.,
2a81fd112c0a,لايحه قانوني اصلاح قانون اصلاحات ارضي,Act Amending the Land Reform Act,"Issued in 1962, this cabinet resolution amends the Land Reform Act's implementing rules, adding provisions on how the Land Reform Council resolves disputed property transfers, on invalidating land-registration declarations filed after the reform law took effect, and on registering the transfer of villages and farmland to peasants.",این لایحه قانونی که در سال ۱۳۴۱ تصویب شد، مقررات اجرایی قانون اصلاحات ارضی را اصلاح می‌کند، نحوه رسیدگی شورای اصلاحات ارضی به انتقالات مورد اختلاف را مشخص می‌کند، اظهارنامه‌های ثبتی پس از تاریخ اجرای قانون اصلاحات ارضی را بلااثر اعلام می‌کند و ثبت انتقال دهات و اراضی زراعی به زارعین را تنظیم می‌کند.,
719fdafba72d,در اجراي تبصره 3 ماده 2 قانون اصلاحات ارضي,Cabinet Resolution Implementing Note 3 of Article 2 of the Land Reform Act,"Issued in 1962, this cabinet resolution sets the procedure for partitioning the government's share of jointly owned land subject to land reform, through agreement among co-owners or, failing that, a lottery and appeals process overseen by a commission of the district prosecutor and Land Reform Organization officials.",این تصویب‌نامه که در سال ۱۳۴۱ در اجرای تبصره ۳ ماده ۲ قانون اصلاحات ارضی صادر شد، رویه افراز سهمیه دولت در املاک مشاع مشمول اصلاحات ارضی را از طریق توافق مالکان مشاع یا در صورت عدم توافق، قرعه‌کشی و رسیدگی به اعتراضات توسط کمیسیونی از دادستان و سازمان اصلاحات ارضی تعیین می‌کند.,
384f398471a0,آيين نامه اجرايي ماده   8    قانون هدفمند كردن يارانه ها,Executive Bylaw of Article 8 of the Targeted Subsidies Act,"Issued in 2010, this bylaw sets up support packages, funded by grants, subsidized loan interest, and managed credit, that the Targeted Subsidies Organization channels to sectors including industry, agriculture, transportation, industrial bread production and non-oil exports to offset the impact of subsidy reform.",این آیین‌نامه که در سال ۱۳۸۹ برای اجرای ماده ۸ قانون هدفمند کردن یارانه‌ها صادر شد، بسته‌های حمایتی شامل کمک بلاعوض، یارانه سود تسهیلات و وجوه اداره شده را که سازمان هدفمندسازی یارانه‌ها به بخش‌هایی مانند صنعت، کشاورزی، حمل‌ونقل، نانوایی صنعتی و توسعه صادرات غیرنفتی اختصاص می‌دهد، تعیین می‌کند.,
2c7cce6163b0,آيين نامه شرايط عرضه سهام شركت هاي مشمول واگذاري در بورس يا بازار خارج از بورس,Bylaw on Conditions for Offering Shares of Privatizing Companies on Exchanges or Over-the-Counter Markets,"Issued in 2007, this bylaw requires state enterprises being privatized through the stock exchange to disclose, before the sale, any special pricing arrangements, input-supply obligations, or continuing subsidies and exemptions from government agencies that could affect the company's post-privatization profitability.",این آیین‌نامه که در سال ۱۳۸۶ صادر شد، شرکت‌های دولتی مشمول واگذاری در بورس را موظف می‌کند پیش از واگذاری، ضوابط خاص تأمین مواد اولیه یا فروش، و تداوم یا قطع یارانه‌ها و معافیت‌های دولتی که بر سودآوری آتی شرکت مؤثر است را افشا کنند.,
bfc8ad969556,دستورالعمل تبادل اطلاعات موديان مالياتي موضوع ماده  120  قانون برنامه پنجم توسعه,Directive on Exchanging Taxpayer Information Under Article 120 of the Fifth Development Plan Act,"Issued in 2012, this directive requires government agencies to feed taxpayers' income and expenditure data, covering transactions, foreign trade, contracts, bank transactions, and property and securities transfers, into a shared database with the Tax Affairs Organization to improve tax assessment and collection.",این دستورالعمل که در سال ۱۳۹۰ صادر شد، دستگاه‌های اجرایی را موظف می‌کند اطلاعات درآمدی و هزینه‌ای مؤدیان مالیاتی، شامل معاملات، تجارت خارجی، قراردادها، تراکنش‌های بانکی و نقل‌وانتقال املاک و اوراق بهادار را در پایگاه مشترک با سازمان امور مالیاتی برای بهبود تشخیص و وصول مالیات ثبت کنند.,
fc6cf1197aaf,اصلاح آيين نامه اجرايي گسترش بنگاههاي كوچك اقتصادي زودبازده وكارآفرين,"Amendment to the Executive Bylaw on the Expansion of Quick-Return, Entrepreneurial Small Enterprises","Issued in 2006, this cabinet decision amends the Quick-Return Small Enterprises bylaw, letting provincial employment task forces direct 20 percent of credit to cash-strapped small businesses, ties government interest subsidies to projects actually meeting their promised job-creation targets, and directs the designation of banks to disburse 18,000 billion rials in credit.",این مصوبه که در سال ۱۳۸۵ صادر شد، آیین‌نامه اجرایی طرح بنگاه‌های کوچک زودبازده را اصلاح می‌کند، به کارگروه اشتغال استان‌ها اجازه می‌دهد بیست درصد تسهیلات را به بنگاه‌های دچار مشکل نقدینگی اختصاص دهند، پرداخت یارانه دولت را منوط به تحقق اشتغال پیش‌بینی‌شده می‌کند و بانک‌های عامل معرفی‌شده برای هجده هزار میلیارد ریال تسهیلات را مشخص می‌کند.,
616995fe3f75,آيين نامه اجرايي اعطاي تسهيلات بانكي درسال 1387,Executive Bylaw on Granting Bank Facilities for 1387 (2008-09),"Issued in 2008, this bylaw allocates that year's directed bank credit, requiring banks to provide working capital loans for government purchases of staple agricultural and livestock products and inputs, and conditions further lending to indebted state agencies on repaying prior loan installments.",این آیین‌نامه که در سال ۱۳۸۷ صادر شد، تسهیلات تکلیفی بانکی همان سال را تخصیص می‌دهد، بانک‌ها را موظف به تأمین سرمایه در گردش برای خرید تضمینی محصولات اساسی کشاورزی و دامی و نهاده‌ها می‌کند و پرداخت تسهیلات جدید به دستگاه‌های بدهکار را منوط به بازپرداخت اقساط معوق قبلی می‌سازد.,
7e9ab51f8cc2,آيين نامه اجرايي مواد  5  و  6  قانون مبارزه با قاچاق كالا و ارز,Executive Bylaw of Articles 5 and 6 of the Anti-Smuggling of Goods and Currency Act,"Issued in 2016, this bylaw sets up the operational systems of Iran's Central Anti-Smuggling Headquarters, including the Comprehensive Trade System and Single Window customs platform, used to detect and document goods and currency smuggling cases.",این آیین‌نامه که در سال ۱۳۹۵ صادر شد، سامانه‌های عملیاتی ستاد مرکزی مبارزه با قاچاق کالا و ارز، از جمله سامانه جامع تجارت و سامانه پنجره واحد گمرکی، مورد استفاده برای کشف و مستندسازی پرونده‌های قاچاق کالا و ارز را برپا می‌کند.,
a7b3b9f612e4,آيين نامه اجرايي قانون تشويق و حمايت سرمايه گذاري خارجي,Executive Bylaw of the Foreign Investment Promotion and Protection Act,"Issued in 2002 to implement that year's Foreign Investment Promotion and Protection Act, this bylaw sets the procedure for foreign investors to obtain an investment license from Iran's Organization for Investment, Economic and Technical Assistance, and defines terms such as eligible enterprises and the non-governmental sector.",این آیین‌نامه که در سال ۱۳۸۱ برای اجرای قانون تشویق و حمایت سرمایه‌گذاری خارجی همان سال صادر شد، رویه دریافت مجوز سرمایه‌گذاری خارجی از سازمان سرمایه‌گذاری و کمک‌های اقتصادی و فنی ایران را تعیین می‌کند و اصطلاحاتی مانند بنگاه اقتصادی سرمایه‌پذیر و بخش غیردولتی را تعریف می‌کند.,
994e35985629,قانون تشكيل مركز توسعه صادرات ايران,Act on the Establishment of the Export Development Center of Iran,"Passed in 1966, this law creates the Export Development Center of Iran to promote and market Iranian exports, funded by a levy of up to 5 percent of the CIF value of duty-exempt imported industrial machinery, with proceeds used to pay export incentive awards and fund marketing for Iranian industrial exports.",این قانون که در سال ۱۳۴۵ تصویب شد، مرکز توسعه صادرات ایران را برای بازاریابی و تبلیغ کالاهای صادراتی تشکیل می‌دهد، با تأمین مالی از عوارضی تا سقف پنج درصد ارزش سیف ماشین‌آلات صنعتی وارداتی معاف از حقوق گمرکی، که برای پرداخت جایزه صادراتی و بازاریابی کالاهای صنعتی ایران مصرف می‌شود.,
6016e9d17a37,قانون تأسيس شركت سهامي خاص توسعه نيشكر و صنايع جانبي آن,Act on the Establishment of the Sugarcane Development and Related Industries Company,"Passed in 1990, this law authorizes the Ministry of Agriculture to establish a joint-stock company to develop sugarcane cultivation and related industries under the First Development Plan, funded from that plan's budget, and requires it to spin off each completed production unit into a separate publicly traded company within a year of startup.",این قانون که در سال ۱۳۶۹ تصویب شد، به وزارت کشاورزی اجازه می‌دهد برای اجرای بند (ه) تبصره ۲۹ قانون برنامه اول توسعه، شرکت توسعه نیشکر و صنایع جانبی آن را با سرمایه از محل همان بند تأسیس کند و آن را موظف می‌کند ظرف یک سال پس از بهره‌برداری هر واحد تولیدی، شرکت سهامی عام مجزایی برای اداره و عرضه سهام آن به عموم تشکیل دهد.,
b390a8a8fee5,قانون افزايش اعتبارات برنامه سوم,Act on Increasing the Third Development Plan's Budget,"Passed in 1964, this law raises the budget of Iran's Third Development Plan from 145 billion to 200 billion rials, reallocating the increase across sectors including agriculture and irrigation, industry and mining, power and fuel, and communications.",این قانون که در سال ۱۳۴۳ تصویب شد، اعتبارات برنامه عمرانی سوم کشور را از صد و چهل‌وپنج میلیارد ریال به دویست میلیارد ریال افزایش می‌دهد و آن را میان بخش‌هایی مانند کشاورزی و آبیاری، صنایع و معادن، برق و سوخت و ارتباطات بازتوزیع می‌کند.,
7803441017f8,قانون عدم الزام سپردن وثيقه ملكي به بانك ...  اشتغال بيشتر در طرحهاي توليدي و صادراتي,Act on Not Requiring Real Estate Collateral from Banks and State Institutions to Facilitate Investment and Job Creation in Production and Export Projects,"Passed in 2001, this law requires banks and state agencies to accept a wide range of alternative collateral, such as project liens, guarantees, securities, or export credit insurance, instead of demanding real estate as collateral for production and export project loans.",این قانون که در سال ۱۳۸۰ تصویب شد، بانک‌ها و دستگاه‌های دولتی را موظف می‌کند به‌جای الزام به وثیقه ملکی، طیف گسترده‌ای از وثایق جایگزین مانند رهن طرح، ضمانت‌نامه، اوراق بهادار یا بیمه‌نامه اعتبار صادراتی را برای وام طرح‌های تولیدی و صادراتی بپذیرند.,
fdff449d7e22,لايحه قانوني مالكيت و بهره برداري از ارا ... آبخورسد دز و الغاء قراردادهاي كشت و صنعت,Act on Ownership and Use of Land in the Dez Dam Irrigation Command Area and Termination of Agro-Industrial Contracts,"Passed in 1979, this law transfers all land in the Dez Dam irrigation command area to the Ministry of Agriculture and Rural Development, voids prior land concession contracts with domestic and foreign agro-industrial companies operating under dam-irrigated land schemes, and has gendarmerie forces evict occupants who refuse to vacate.",این لایحه قانونی که در سال ۱۳۵۸ تصویب شد، تمامی اراضی واقع در آبخور سد دز را به وزارت کشاورزی و عمران روستایی منتقل می‌کند، قراردادهای پیشین با شرکت‌های کشت و صنعت داخلی و خارجی زیر سدها را ملغی اعلام می‌کند و مأموران ژاندارمری را موظف به خلع ید از متصرفین می‌کند.,
37d1df01b1bb,قانون راجع به ساختمان و بهره برداري سد و تأسيسات لار و لتيان,Act on the Construction and Operation of the Lar and Latyan Dams and Facilities,"Passed in 1958, this law assigns Tehran's independent water organization to build and manage the Lar and Latyan dams supplying Tehran, authorizing it to raise financing from domestic or foreign lenders under government-approved contracts, with the Ministry of Finance and Bank Melli Iran guaranteeing repayment from water and electricity sale proceeds.",این قانون که در سال ۱۳۳۷ تصویب شد، مسئولیت ساخت و اداره سدهای لار و لتیان تأمین‌کننده آب تهران را به سازمان مستقل آب تهران واگذار می‌کند، به آن سازمان اجازه تأمین سرمایه از وام‌دهندگان داخلی یا خارجی طبق قراردادهای مصوب دولت را می‌دهد و وزارت دارایی و بانک ملی ایران بازپرداخت را از محل عواید فروش آب و برق تضمین می‌کنند.,
ee348aa6369a,ضوابط سياستي- نظارتي شبكه بانكي كشور درسال 1388,Policy and Supervisory Regulations for the Banking System for 1388 (2009-10),"Issued in 2009 by the Money and Credit Council, this annual regulation sets Iran's banking-sector interest rate framework for that year, capping the agency fee banks may charge on investment deposits at 3 percent and requiring participatory-contract loan rates to follow negotiated profit-sharing ratios rather than fixed interest.",این مصوبه که در سال ۱۳۸۸ توسط شورای پول و اعتبار صادر شد، چارچوب نرخ سود شبکه بانکی همان سال را تعیین می‌کند، حق‌الوکاله سپرده‌های سرمایه‌گذاری بانک‌ها را حداکثر سه درصد تعیین می‌کند و نرخ سود تسهیلات عقود مشارکتی را بر اساس نسبت توافقی سود و نه بهره ثابت تعیین می‌کند.,
8c3abd02eb14,آيين نامه اجرايي ماده  61  قانون اصلاح الگوي مصرف انرژي,Executive Bylaw of Article 61 of the Energy Consumption Pattern Reform Act,"Issued in 2016, this bylaw sets the formula for Iran's feed-in tariff paid to non-government renewable power plants, solar, wind, biomass and small hydro up to 10 megawatts, setting the base rate equal to conventional energy generation cost plus the value of avoided pollution and saved fuel.",این آیین‌نامه که در سال ۱۳۹۴ برای اجرای ماده ۶۱ قانون اصلاح الگوی مصرف انرژی صادر شد، فرمول نرخ خرید تضمینی برق نیروگاه‌های تجدیدپذیر غیردولتی، شامل خورشیدی، بادی، زیست‌توده و آبی کوچک تا ده مگاوات، را بر مبنای هزینه تولید انرژی متعارف به‌علاوه ارزش کاهش آلایندگی و صرفه‌جویی سوخت تعیین می‌کند.,
19134a80777a,قانون  سازمان  برق  ايران,Iran Electricity Organization Act,"Passed in 1967, this law directs the Ministry of Water and Power to plan and build Iran's electricity generation, transmission and distribution infrastructure, dividing the country into service areas served by newly established regional electricity companies, and requires anyone generating or distributing power for commercial, agricultural or industrial use to obtain a ministry license.",این قانون که در سال ۱۳۴۶ تصویب شد، وزارت آب و برق را موظف به برنامه‌ریزی و ساخت زیرساخت تولید، انتقال و توزیع برق کشور می‌کند، کشور را به مناطقی برای شرکت‌های برق منطقه‌ای تازه‌تأسیس تقسیم می‌کند و هر فردی که برای مصارف تجاری، کشاورزی یا صنعتی تولید یا توزیع برق می‌کند را ملزم به دریافت پروانه از وزارتخانه می‌سازد.,
2b2400dbbf17,رأي شماره هاي 915 الي 916 هيأت عمومي ديو ... رات و واردات برنج از 31  4  1395 به بعد,Rulings No. 915-916 of the Administrative Court of Justice Voiding a Customs Circular on Rice Import Duty Exemption After 21 July 2016,"Issued in 2018, this ruling of Iran's Administrative Court of Justice strikes down a customs circular clause that had denied rice importers the tariff exemption under Article 11 of the Export and Import Regulations bylaw for imports made after July 2016.",این آرا که در سال ۱۳۹۷ توسط هیأت عمومی دیوان عدالت اداری صادر شد، بخشی از بخشنامه گمرک که واردکنندگان برنج پس از تاریخ ۳۱ / ۴ / ۱۳۹۵ را از معافیت موضوع ماده ۱۱ آیین‌نامه اجرایی قانون مقررات صادرات و واردات محروم کرده بود را ابطال می‌کند.,
5a43dd99fae9,رأي شماره هاي 536 ـ 535 هيأت عمومي ديوان ...  ماليات سود تفاوت تسعير ارز حاصل صادرات,Rulings No. 535-536 of the Administrative Court of Justice on the Taxation of Foreign Exchange Revaluation Gains from Exports,"Issued in 2017, this ruling of Iran's Administrative Court of Justice strikes down a tax circular clause that had taxed the currency-revaluation gains agricultural exporters earned on repatriated export proceeds, on the grounds that Article 141 of the Direct Taxation Act exempts 100 percent of agricultural export income from tax.",این آرا که در سال ۱۳۹۶ توسط هیأت عمومی دیوان عدالت اداری صادر شد، بخشنامه سازمان امور مالیاتی که سود تفاوت تسعیر ارز حاصل از صادرات کشاورزی را مشمول مالیات کرده بود را باطل می‌کند، با این استدلال که ماده ۱۴۱ قانون مالیات‌های مستقیم صد درصد درآمد صادرات محصولات کشاورزی را از مالیات معاف کرده است.,
bc8c4cfe5ba3,قانون مربوط به موافقتنامه تفحص و اكتشاف  ... نفت ايران و شركت ايتاليايي آجيپ مينراريا,Act Ratifying the Oil Exploration Agreement Between the National Iranian Oil Company and Italy's AGIP Mineraria,"Passed in 1957, this law ratifies an agreement between the National Iranian Oil Company and the Italian firm AGIP Mineraria to jointly explore, develop and produce oil, an early experiment with the partnership contract model that let Iran retain greater control over its oil resources than the earlier concession system.",این قانون که در سال ۱۳۳۶ تصویب شد، موافقتنامه میان شرکت ملی نفت ایران و شرکت ایتالیایی آجیپ مینراریا برای تفحص، اکتشاف و بهره‌برداری مشترک از نفت را تصویب می‌کند، از نخستین تجربه‌های مدل قرارداد مشارکتی که به ایران کنترل بیشتری بر منابع نفتی نسبت به نظام امتیازی پیشین می‌داد.,
55cbb1a0ff9f,آيين  نامه بند  هـ  ماده  14  قانون برنا ... نگي موضوع برقراري نظام اقساطي فرو ش سهام,Bylaw on Clause (e) of Article 14 of the Third Development Plan Act Establishing an Installment Share-Sale System,"Issued in 2001, this bylaw sets the terms for privatizing state companies through installment share sales, requiring buyers to pay at least 40 percent in cash upfront, repay the balance with interest over up to three years, and keep the purchased shares pledged to the Privatization Organization until the debt is fully repaid.",این آیین‌نامه که در سال ۱۳۸۰ صادر شد، شرایط واگذاری شرکت‌های دولتی از طریق فروش اقساطی سهام را تعیین می‌کند، خریداران را موظف به پرداخت نقدی حداقل چهل درصد ثمن و بازپرداخت باقیمانده به‌همراه سود ظرف حداکثر سه سال می‌کند و سهام خریداری‌شده تا تسویه کامل بدهی نزد سازمان خصوصی‌سازی در وثیقه باقی می‌ماند.,
c4b231ffcafe,اتخاذ تصميماتي در خصوص تصويبنامه موضوع ج ... نامه اجرايي قانون مقررات صادرات و واردات,Cabinet Decision Extending Tariff Schedule Annexes of the Export and Import Regulations Bylaw for 1387 (2008-09),"Issued in 2008, this cabinet decision extends and revises the tariff schedule annexed to the Export and Import Regulations bylaw for the coming year, adjusting commercial profit rates and creating or removing tariff lines for goods including livestock, fish, dietary supplements and vegetable oils.",این تصویب‌نامه که در سال ۱۳۸۶ صادر شد، جداول تعرفه پیوست آیین‌نامه اجرایی قانون مقررات صادرات و واردات را برای سال بعد تمدید و اصلاح می‌کند و نرخ سود بازرگانی و ردیف‌های تعرفه کالاهایی از جمله دام، ماهی، مکمل‌های غذایی و روغن نباتی را تغییر می‌دهد.,
92430de613de,آيين نامه شماره 19345 ت24880هـ مورخ 27   ... ن خسارات و پيشگيري عوارض ناشي از خشكسالي,Executive Bylaw No. 19345/t24880h of the Act on Compensating Damages and Preventing the Effects of Drought,"Issued in 2001, this bylaw implements the drought relief law by requiring the Management and Planning Organization to earmark 5 percent of national development spending, excluding agriculture and water projects, for a dedicated drought budget line, and non-loss-making state companies and banks to contribute 0.7 percent of operating revenue to the same fund.",این آیین‌نامه که در سال ۱۳۸۰ صادر شد، قانون جبران خسارات و پیشگیری عوارض ناشی از خشکسالی را اجرایی می‌کند، سازمان مدیریت و برنامه‌ریزی را موظف می‌کند پنج درصد اعتبارات عمرانی ملی (به‌جز کشاورزی و آب) را در ردیف خشکسالی منظور کند و شرکت‌ها و بانک‌های دولتی غیرزیان‌ده هفت در هزار درآمد عملیاتی خود را به همین صندوق واریز کنند.,
b58c9b36365d,قانون  تسريع  در برقي  كردن  موتور چاههاي  كشاورزي,Act on Accelerating the Electrification of Agricultural Well Motors,"Passed in 1999, this law channels 180 billion rials from the National Iranian Oil Company, via the Agricultural Bank, to provide interest-free loans, repayable over six years, to farmers converting diesel well pumps to electric power, in order to cut fuel consumption, and directs the electricity ministry to supply power to at least 3,000 additional wells.",این قانون که در سال ۱۳۷۸ تصویب شد، صد و هشتاد میلیارد ریال از شرکت ملی نفت ایران را از طریق بانک کشاورزی صرف وام بدون سود شش‌ساله به کشاورزانی می‌کند که موتور چاه‌های دیزلی خود را برقی می‌کنند و وزارت نیرو را موظف به تأمین برق حداقل سه‌هزار حلقه چاه اضافی می‌کند.,
379a33c97c69,آيين نامه اجرايي ماده  52  قانون رفع موانع توليد رقابت پذير و ارتقاي نظام مالي كشور,Executive Bylaw of Article 52 of the Act on Removing Obstacles to Competitive Production and Improving the Country's Financial System,"Issued in 2015, this bylaw sets the documentation standards, including title deeds, court rulings and endowment consent, that industrial and mining enterprises need to convert low-grade dry farmland (grade 4 or worse) for factory construction or expansion, while excluding protected conservation areas.",این آیین‌نامه که در سال ۱۳۹۴ برای اجرای ماده ۵۲ قانون رفع موانع تولید رقابت‌پذیر صادر شد، مدارک لازم مانند سند مالکیت، حکم قطعی دادگاه یا رضایت متولی موقوفه را برای تبدیل اراضی دیم درجه چهار و پایین‌تر به کاربری صنعتی و معدنی تعیین می‌کند، به استثنای اراضی مناطق حفاظت‌شده.,
e5e6669d9ea1,ضوابط اعطاي تسهيلات به منظور تسهيل و تسر ... ن مسكن و تخصيص آنها به متقاضيان مسكن مهر,Regulations on Financing to Speed Completion and Allocation of Mehr Housing Builder Projects,"Issued in 2010, this regulation lets banks extend installment-sale or partnership financing to Mehr Housing developers to finish and hand over housing units to buyers, including a dedicated financing line for demolishing and rebuilding units in deteriorated urban areas.",این ضوابط که در سال ۱۳۸۸ صادر شد، به بانک‌ها اجازه می‌دهد تسهیلات فروش اقساطی یا مشارکت مدنی برای اتمام و تحویل واحدهای طرح مسکن مهر به سازندگان بدهند، از جمله خط اعتباری ویژه برای تخریب و نوسازی واحدها در بافت فرسوده شهری.,
fc429f18b0f6,بخشنامه سازمان توسعه تجارت ايران درخصوص  ...  تغييرات نرخ ارز مبناي محاسبه حقوق ورودي,Trade Promotion Organization of Iran Circular on Changes to the Exchange Rate Used to Calculate Import Customs Duties,"Issued in 2025, this circular communicates a cabinet decision changing the exchange rate basis used to calculate import customs duties, following that year's budget law.",این بخشنامه که در سال ۱۴۰۴ توسط سازمان توسعه تجارت ایران صادر شد، تصویب‌نامه هیئت دولت درباره تغییر نرخ ارز مبنای محاسبه حقوق ورودی واردات، بر اساس قانون بودجه همان سال، را ابلاغ می‌کند.,
c783764058ee,تعيين سود بازرگاني كالاهاي مشمول رديفهاي ... ات صادرات و واردات براي اجرا در سال 1389,Cabinet Resolution Setting Commercial Profit Rates for Tariff Lines for 1389 (2010-11),"Issued in 2010, this cabinet resolution sets that year's commercial profit (customs surcharge) rates for goods covered by the Export and Import Regulations tariff schedule, replacing the previous year's rate table.",این تصویب‌نامه که در سال ۱۳۸۹ صادر شد، سود بازرگانی کالاهای مشمول جداول تعرفه آیین‌نامه اجرایی قانون مقررات صادرات و واردات را برای اجرا در همان سال تعیین می‌کند و جایگزین جدول نرخ‌های سال قبل می‌شود.,
a7331a9af078,تعيين سود بازرگاني كالاهاي مشمول رديف ها ... يي قانون مقررات صادرات و واردات سال 1388,Cabinet Decision Setting Commercial Profit Rates for Tariff Lines for 1388 (2009-10),"Issued in 2010, this cabinet decision zeroes out commercial profit (customs surcharge) on imported computer networking equipment such as switches, routers, hubs and multiplexers, amending the prior year's tariff annex.",این تصویب‌نامه که در سال ۱۳۸۸ صادر شد، سود بازرگانی تجهیزات شبکه کامپیوتری وارداتی مانند سوئیچ، روتر، هاب و مالتی‌پلکسر را صفر تعیین می‌کند و پیوست تعرفه‌ای مصوبه سال قبل را اصلاح می‌کند.,
ed9cb307f316,دستورالعمل فعاليت بازارهاي خارج از بورس,Directive on the Operation of Over-the-Counter Markets,"Issued in 2007 under the Securities Market Act, this directive sets the licensing and operating rules for over-the-counter securities markets in Iran, defining participants such as brokers and market makers and the quote-driven trading mechanism used outside the formal stock exchange.",این دستورالعمل که در سال ۱۳۸۶ ذیل قانون بازار اوراق بهادار صادر شد، قواعد صدور مجوز و فعالیت بازارهای خارج از بورس در ایران را تعیین می‌کند و اشخاصی مانند کارگزاران و بازارگردانان و سازوکار معاملات مبتنی بر مظنه خارج از بورس رسمی را تعریف می‌کند.,
91d80df0b1e5,قانون نحوه انتشار اوراق مشاركت,Act on the Issuance of Participation Bonds,"Passed in 1997, this law lets the government, state companies, municipalities and private firms raise financing for profitable development and production projects by issuing participation bonds, an Islamic-finance instrument through which bondholders share in the project's profits rather than receiving fixed interest.",این قانون که در سال ۱۳۷۶ تصویب شد، به دولت، شرکت‌های دولتی، شهرداری‌ها و شرکت‌های خصوصی اجازه می‌دهد بخشی از منابع مالی طرح‌های عمرانی انتفاعی و تولیدی را از طریق انتشار اوراق مشارکت، ابزار مالی اسلامی که دارندگان آن در سود طرح شریک می‌شوند نه بهره ثابت دریافت می‌کنند، تأمین کنند.,
3d146d9ca44e,نحوه استفاده از ارز حاصل از صادرات كالا توسط صادركنندگان,Regulation on the Use of Export Foreign Exchange Earnings by Exporters,"Issued in 1996, this decision lets exporters use a portion, 30 or 50 percent depending on the good, of their foreign exchange export earnings to import goods under a Ministry of Commerce-approved list, as an incentive to boost exports.",این تصمیم که در سال ۱۳۷۵ صادر شد، به صادرکنندگان اجازه می‌دهد بخشی، سی یا پنجاه درصد بسته به نوع کالا، از ارز حاصل از صادرات خود را طبق فهرست مصوب وزارت بازرگانی صرف واردات کالا کنند تا انگیزه‌ای برای افزایش صادرات باشد.,
