law_id,law_date,law_title_fa,n_charts,source_path
8cad78dc2982,1979,لايحه قانوني اداره امور بانكها,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_اداره_امور_بانكها_7751791002754711917.txt
8c9844ccb399,2009,آیین‌نامه اجرایی نحوه طبقه‌بندی بنگاه‌ها، تایید صورتهای مالی و بازاریابی بنگاه‌های مشمول واگذاری با اصلاحات و الحاقات بعدی,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/495244802902718810_495244802902718810.txt
0246a28e5515,1970,قانون بودجه سال 1349 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1349_كل_كشور_1203543692382501304.txt
1230cd960f78,2007,قانون موافقتنامه تجارت ترجيحي بين كشورهاي عضو  دي  -هشت,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_تجارت_ترجيحي_بين_كشورهاي_عضو__دي__-هشت_15612471410045438725.txt
cdb4a87593ab,1971,قانون تاسيس شركت سهامي شيلات جنوب ايران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تاسيس_شركت_سهامي_شيلات_جنوب_ايران_9861745147118655234.txt
af1bd3d63708,1973,قانون  صندوق  ضمانت  صادرات  ايران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون__صندوق__ضمانت__صادرات__ايران_13819868193388495592.txt
54bc3643cc68,1973,قانون الغاي قرارداد نفت با كنسرسيوم مصوب ...  بين دولت شاهنشاهي ايران و شركتهاي خارجي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_الغاي_قرارداد_نفت_با_كنسرسيوم_مصوب_...__بين_دولت_شاهنشاهي_ايران_و_شركتهاي_خارجي_9538730022437180946.txt
53a5e8e30866,2006,قانون بودجه سال 1385 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1385_كل_كشور_8520229257304361610.txt
eb3e4a0e58f9,2025,دستورالعمل حقوق ورودي گوشي  تلفن همراه خ ... امه شماره1901562  1403 مورخ 28  12  1402,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/دستورالعمل_حقوق_ورودي_گوشي__تلفن_همراه_خ_..._امه_شماره1901562__1403_مورخ_28__12__1402_11938971201069855529.txt
ee854602ac89,1996,قانون حمل و نقل و عبور كالاهاي خارجي از قلمرو جمهوري اسلامي ايران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_حمل_و_نقل_و_عبور_كالاهاي_خارجي_از_قلمرو_جمهوري_اسلامي_ايران_2259920955264613687.txt
6b6b4c57946c,1973,بودجه سال 1352 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/بودجه_سال_1352_كل_كشور_10756657757736159574.txt
866b8e1f11b2,2008,قانون بودجه سال 1387 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1387_كل_كشور_2818836633449522459.txt
857f5c3efe3f,2005,آيين  نامه اجرايي شيوه  هاي قيمت  گذاري  ... فرهنگي جمهوري اسلامي ايران ـ مصوب 1383 ـ,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين__نامه_اجرايي_شيوه__هاي_قيمت__گذاري__..._فرهنگي_جمهوري_اسلامي_ايران_ـ_مصوب_1383_ـ_16616140740437628963.txt
76bad6fd14a4,2015,آيين نامه اجرايي ماده  17  قانون اصلاح الگوي مصرف انرژي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__17__قانون_اصلاح_الگوي_مصرف_انرژي_8980111746361944360.txt
8caf0604f9aa,2008,آيين نامه اجرايي قيمت گذاري سهام متعلق ب ... فيفها و چگونگي پرداخت قيمت توسط خريداران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قيمت_گذاري_سهام_متعلق_ب_..._فيفها_و_چگونگي_پرداخت_قيمت_توسط_خريداران_16944559596118583317.txt
0f641d07ebd0,2001,آيين نامه چگونگي قراردادهاي بيع متقابل غير نفتي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_چگونگي_قراردادهاي_بيع_متقابل_غير_نفتي_3800500464184805863.txt
17fe8945fdcf,1995,قانون حفاظت و بهره برداري از منابع آبزي جمهوري اسلامي ايران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_حفاظت_و_بهره_برداري_از_منابع_آبزي_جمهوري_اسلامي_ايران_5232863487203754909.txt
03e2f5f7e36a,1960,قانون اجازه تحصيل چهل و دو ميليون دلار و ... ن المللي ترميم و توسعه جهت ساختمان سد دز,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_تحصيل_چهل_و_دو_ميليون_دلار_و_..._ن_المللي_ترميم_و_توسعه_جهت_ساختمان_سد_دز_4502139951493605572.txt
8413eded7884,2015,آيين نامه نحوه تأسيس و اداره مؤسسات اعتباري غيردولتي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_نحوه_تأسيس_و_اداره_مؤسسات_اعتباري_غيردولتي_5938111970652424288.txt
c6906b6d08e6,2008,آيين نامه اجرايي قانون توسعه حمل ونقل عمومي و مديريت مصرف سوخت,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_توسعه_حمل_ونقل_عمومي_و_مديريت_مصرف_سوخت_6324981789941369820.txt
8100fb4e5e94,2015,آيين نامه اجرايي ماده  24  قانون رفع موانع توليد رقابت پذير و ارتقاي نظام مالي كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__24__قانون_رفع_موانع_توليد_رقابت_پذير_و_ارتقاي_نظام_مالي_كشور_1328208943483218156.txt
0a0e2b23ffbd,2015,آيين نامه اجرايي ماده  37  قانون رفع موانع توليد رقابت پذير و ارتقاي نظام مالي كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__37__قانون_رفع_موانع_توليد_رقابت_پذير_و_ارتقاي_نظام_مالي_كشور_3093077747714105053.txt
58e07deeafc3,1968,قانون تشكيل شركتهاي سهامي زراعي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تشكيل_شركتهاي_سهامي_زراعي_12990351941125739825.txt
767c4e5d0521,2015,آيين نامه اجرايي قانون احداث پروژه هاي ع ... كت بانك ها و ساير منابع مالي و پولي كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_احداث_پروژه_هاي_ع_..._كت_بانك_ها_و_ساير_منابع_مالي_و_پولي_كشور_16815862626278316525.txt
ae284bc426c6,2009,آيين نامه وصول مطالبات سررسيد گذشته، معوق و مشكوك الوصول موسسات اعتباري  ريالي و ارزي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_وصول_مطالبات_سررسيد_گذشته،_معوق_و_مشكوك_الوصول_موسسات_اعتباري__ريالي_و_ارزي__11052571780038283221.txt
d41f076add8d,2017,رأي شماره 487 هيأت عمومي ديوان عدالت ادا ... 5  12  1393 دبيرخانه كارگروه تنظيم بازار,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_487_هيأت_عمومي_ديوان_عدالت_ادا_..._5__12__1393_دبيرخانه_كارگروه_تنظيم_بازار_11184644162305128853.txt
51bf9137ad67,2004,قانون موافقتنامه تشويق و حمايت متقابل ا ...  جمهوري اسلامي ايران و دولت جمهوري اتريش,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/_قانون_موافقتنامه_تشويق_و_حمايت_متقابل_ا_...__جمهوري_اسلامي_ايران_و_دولت_جمهوري_اتريش_13292047186503059979.txt
12cbb7d83016,2006 (1385),اتخاذ تصميماتي در خصوص چگونگي پرداخت جوايز و مشوق هاي صادراتي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اتخاذ_تصميماتي_در_خصوص_چگونگي_پرداخت_جوايز_و_مشوق_هاي_صادراتي_15511360025029399939.txt
1fecd50f6a38,2015,آيين نامه اجرايي ماده  44  قانون رفع موانع توليد رقابت پذير و ارتقاي نظام مالي كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__44__قانون_رفع_موانع_توليد_رقابت_پذير_و_ارتقاي_نظام_مالي_كشور_7264741955171571745.txt
73e198764c3f,2021,آيين نامه اجرايي قانون تشكيل و اداره مناطق ويژه اقتصادي جمهوري  اسلامي ايران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_تشكيل_و_اداره_مناطق_ويژه_اقتصادي_جمهوري__اسلامي_ايران_16764667862866780665.txt
6629bc0f3846,2006,آیین‌نامه اجرایی ماده (۶) قانون الحاق موادی به قانون تنظیم بخشی از مقررات مالی دولت با اصلاحات و الحاقات بعدی,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/16067983237265474305_16067983237265474305.txt
4ad1c6956878,2025,بخشنامه سازمان توسعه تجارت ايران درخصوص  ...  تغييرات نرخ ارز مبناي محاسبه حقوق ورودي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/بخشنامه_سازمان_توسعه_تجارت_ايران_درخصوص__...__تغييرات_نرخ_ارز_مبناي_محاسبه_حقوق_ورودي_15557673107658444561.txt
c4f2fb92ff73,2021,رأی شماره ۲۵۵۲ هﯿات عمومﯽ دﯾوان عدالت اداری با موضوع ابطال بخشنامه شماره ۲۰۰ / ۹۷ / ۱۷۷ - ۱۳۹۷ / ۱۲ / ۲۸ سازمان امور مالﯿاتﯽ کشور مبنی بر شمول مالﯿات بر درآمد در موارد اعلام ارزش بازار ﯾا خالص ارزش فروش در دفاتر موضوع سهام شرکت‌های پذﯾرفته شده در بورس ﯾا بازارهای مجاز مشابه ابطال شد با اصلاحات و الح,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/3841609063777107963_3841609063777107963.txt
211705960a47,1983,قانون معافیت از پرداخت سهم بیمه کارفرمایانی که حداکثر پنج نفر کارگر دارند با اصلاحات و الحاقات بعدی,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/1278512740171709105_1278512740171709105.txt
79a4fae0dfba,1960,قانون مربوط باجازه ساختمان سدهاي درود زن و زرينه رود,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مربوط_باجازه_ساختمان_سدهاي_درود_زن_و_زرينه_رود_12818048081988354877.txt
e3549efc50f6,1980,لايحه قانوني راجع به معافيت ماشين آلات ت ... يشود از پرداخت حقوق گمركي و سود بازرگاني,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_معافيت_ماشين_آلات_ت_..._يشود_از_پرداخت_حقوق_گمركي_و_سود_بازرگاني_1839157019372024897.txt
d2f64b219a44,2008,ضوابط سياستي - نظارتي شبكه بانكي كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_سياستي_-_نظارتي_شبكه_بانكي_كشور_12208405519519593478.txt
47cd8a8b44ce,2009,آيين نامه اجرايي قانون جلوگيري از خرد شدن اراضي كشاورزي و ايجاد قطعات مناسب فني و اقتصادي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_جلوگيري_از_خرد_شدن_اراضي_كشاورزي_و_ايجاد_قطعات_مناسب_فني_و_اقتصادي_14600755021331626327.txt
dee5bf748e79,2018,آيين نامه اجرايي قانون حمايت صنعتي و جلوگيري از تعطيل كارخانه هاي كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_حمايت_صنعتي_و_جلوگيري_از_تعطيل_كارخانه_هاي_كشور_16505523975817843203.txt
f4c91f7db1b4,2012,ابطال بخشنامه شماره 319053 366 102 24 44 ... ن ارزش گمرك ايران، از تاريخ صدور بخشنامه,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/ابطال_بخشنامه_شماره_319053_366_102_24_44_..._ن_ارزش_گمرك_ايران،_از_تاريخ_صدور_بخشنامه_10852371713142038696.txt
30c80e699c85,2009,آيين نامه اجرايي ماده   29   قانون اصلاح ... سياستهاي كلي اصل چهل و چهارم قانون اساسي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده___29___قانون_اصلاح_..._سياستهاي_كلي_اصل_چهل_و_چهارم_قانون_اساسي_14652660520193012432.txt
717a3b452321,2007,تصویبنامه شماره ابلاغ ۱۲۱۹۵ / ت ۳۶۵۸۶ ه مورخ ۱ / ۲ / ۱۳۸۶ راجع به آیین‌نامه نحوه واگذاری سهام ترجیحی با اصلاحات و الحاقات بعدی,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/7997559361312883681_7997559361312883681.txt
43693958e100,1994,قانون نحوه واگذاري سهام دولتي و متعلق به دولت به ايثارگران و كارگران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_نحوه_واگذاري_سهام_دولتي_و_متعلق_به_دولت_به_ايثارگران_و_كارگران_6464261377553459847.txt
256f61ce5e5b,2001,رأي شماره 64 هيئت عمومي ديوان عدالت ادار ... بودجه در خصوص تقليل نرخ خريد رو غن نباتي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_64_هيئت_عمومي_ديوان_عدالت_ادار_..._بودجه_در_خصوص_تقليل_نرخ_خريد_رو_غن_نباتي_5194629589816592878.txt
70834a700034,1971,قانون اختيارات بانك اعتبارات صنعتي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اختيارات_بانك_اعتبارات_صنعتي_5006660304420791075.txt
073d4e009400,1980,قانون تسهيلات مالي براي كارآيي بيشتر واحدهاي صنعتي مشمول قانون حفاظت و توسعه صنايع ايران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تسهيلات_مالي_براي_كارآيي_بيشتر_واحدهاي_صنعتي_مشمول_قانون_حفاظت_و_توسعه_صنايع_ايران_750623437435890669.txt
760b8c8c1506,2009,آيين نامه اجرايي نحوه تأسيس و عمليات شعب بانك هاي خارجي درايران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_نحوه_تأسيس_و_عمليات_شعب_بانك_هاي_خارجي_درايران_3347199730618712529.txt
da7ef63ba032,1979,لایحه قانونی معافیت حقوق گمرکی روغن نباتی با اصلاحات و الحاقات بعدی,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/9702418045332073897_9702418045332073897.txt
0e5fd5497e15,1989,آئین نامه اجرائی بند ۱۱ تبصره ۲۹ قانون بودجه سال ۱۳۶۸ موضوع استفاده از تنخواه‌گردان صادراتی با اصلاحات و الحاقات بعدی,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/15713305624815123271_15713305624815123271.txt
833acc5a7a34,2015,آيين نامه اجرايي ماده  18  قانون رفع موانع توليد رقابت پذير و ارتقاي نظام مالي كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__18__قانون_رفع_موانع_توليد_رقابت_پذير_و_ارتقاي_نظام_مالي_كشور_15663873726320211564.txt
3b274ef82921,1998,اصلاح آيين  نامه اجرايي قانون مقررات صادرات و واردات,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين__نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_3764889682518310484.txt
1a1c7603ed1a,2005,اصلاح ماده  5  آيين  نامه بند   هـ  ماده ... هنگي موضوع برقراري نظام اقساطي فروش سهام,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_ماده__5__آيين__نامه_بند___هـ__ماده_..._هنگي_موضوع_برقراري_نظام_اقساطي_فروش_سهام_892014981953979201.txt
26ed2826a79d,1997,اصلاح ماده ۱۹ آیین‌نامه اجرایی قانون نحوه واگذاری سهام دولتی و متعلق به دولت به ایثارگران و کارگران با اصلاحات و الحاقات بعدی,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/13166824638899586903_13166824638899586903.txt
3a2f7fd09d9a,1964,قانون حمايت صنعتي و جلوگيري از تعطيل كارخانه هاي كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_حمايت_صنعتي_و_جلوگيري_از_تعطيل_كارخانه_هاي_كشور_1725507127341698858.txt
801d079ca2f3,1979,لايحه قانوني معافيت حقوق گمركي و سود باز ...  آلات و ادوات كشاورزي و لوازم يدكي مربوط,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_معافيت_حقوق_گمركي_و_سود_باز_...__آلات_و_ادوات_كشاورزي_و_لوازم_يدكي_مربوط_9220789595302097502.txt
61d779157dbf,2001,قانون معافيت صادرات كالا و خدمات از پرداخت  عوارض,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_معافيت_صادرات_كالا_و_خدمات_از_پرداخت__عوارض_12438043751783574414.txt
04b2508225bc,1997,آيين نامه نحوه اعطاي اعتبارات به طرحهاي صادرات خدمات فني و مهندسي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_نحوه_اعطاي_اعتبارات_به_طرحهاي_صادرات_خدمات_فني_و_مهندسي_10333685021663356842.txt
000d7df7d8bf,2013,دستورالعمل انتشار اوراق سفارش ساخت,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_انتشار_اوراق_سفارش_ساخت_12666302709320770270.txt
efcb22e679de,2009,آيين نامه نحوه هزينه اعتبارات طرح يارانه ... ي كاهش شدت انرژي  بهينه سازي مصرف انرژي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_نحوه_هزينه_اعتبارات_طرح_يارانه_..._ي_كاهش_شدت_انرژي__بهينه_سازي_مصرف_انرژي__15121158662877637064.txt
1783ee8f35c1,2007,دستورالعمل ثبت و عرضۀ عمومي اوراق بهادار,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_ثبت_و_عرضۀ_عمومي_اوراق_بهادار_16315973223294843402.txt
148911b00d9f,2012,رأي شماره 584 ـ 585 هيأت عمومي ديوان عدا ... نان و بازنشستگان دولت متناسب با نرخ تورم,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_584_ـ_585_هيأت_عمومي_ديوان_عدا_..._نان_و_بازنشستگان_دولت_متناسب_با_نرخ_تورم_2643162799126394943.txt
cc66f01e5fd7,2018,رأي شماره 313 هيأت عمومي ديوان عدالت ادا ... د 1 مصوبه 263 هيات تنظيم بازار برق ايران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_313_هيأت_عمومي_ديوان_عدالت_ادا_..._د_1_مصوبه_263_هيات_تنظيم_بازار_برق_ايران_17754061660247330398.txt
a67af2d12de5,2018,رأي شماره 1022 هيأت عمومي ديوان عدالت اد ...  ماليات بر ارزش افزوده بر روغن نباتي خام,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_1022_هيأت_عمومي_ديوان_عدالت_اد_...__ماليات_بر_ارزش_افزوده_بر_روغن_نباتي_خام_4895395082662327016.txt
661ca6e85178,1994,قانون تمديد مدت اجراي قانون اجازه تعيين  ... كالاهاي وارداتي توسط دولت مصوب 1372 7 27,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تمديد_مدت_اجراي_قانون_اجازه_تعيين__..._كالاهاي_وارداتي_توسط_دولت_مصوب_1372_7_27_2738372152182539588.txt
f6f864873707,2007,آيين نامه اجرايي قانون استقلال شركتهاي توزيع نيروي برق در استانها,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_استقلال_شركتهاي_توزيع_نيروي_برق_در_استانها_1487291067394208394.txt
ea01c7e6f7a5,1999,قانون جبران و پيشگيري عوارض ناشي از خشكسالي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_جبران_و_پيشگيري_عوارض_ناشي_از_خشكسالي_6740127402379963172.txt
489a2d0e45bc,2017,آيين نامه تشخيص قراردادهاي مهم نفتي و نحوه انعقاد آنها,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_تشخيص_قراردادهاي_مهم_نفتي_و_نحوه_انعقاد_آنها_1463708414825351500.txt
495bae5be0e6,2016,آيين نامه اجرايي تبصره  1  ماده  149  اصلاحي قانون ماليات  هاي مستقيم - مصوب 1394-,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_تبصره__1__ماده__149__اصلاحي_قانون_ماليات__هاي_مستقيم_-_مصوب_1394-_10262523120812039567.txt
89b088ec179b,1980,لايحه قانوني الحاق يك تبصره بعنوان تبصره 2 به لايحه قانوني معافيت حقوق گمركي روغن نباتي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_الحاق_يك_تبصره_بعنوان_تبصره_2_به_لايحه_قانوني_معافيت_حقوق_گمركي_روغن_نباتي_16528281618508078630.txt
3f28aac2ded1,1997,قانون  تامين  تسهيلات  اعتباري  جديد جهت ...  افزايش  ظرفيت  پالايشگاه  ولي عصر كنگان,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون__تامين__تسهيلات__اعتباري__جديد_جهت_...__افزايش__ظرفيت__پالايشگاه__ولي_عصر_كنگان_13778369447352584894.txt
a1ab1e7e2c70,1988,قانون منع خريد و فروش كوپنهاي كالاهاي اساسي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_منع_خريد_و_فروش_كوپنهاي_كالاهاي_اساسي_5479252760434019099.txt
3f925fefc261,1988,تصويب نامه راجع به الحاق دو بند به ماده  ... ئي قانون مقررات صادرات و واردات سال 1367,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويب_نامه_راجع_به_الحاق_دو_بند_به_ماده__..._ئي_قانون_مقررات_صادرات_و_واردات_سال_1367_7697182237009004252.txt
f732101ea4d0,2009,ضوابط كلي عرضه اوليه يا عمده سهام شركت هاي دولتي مشمول واگذاري در بورس,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_كلي_عرضه_اوليه_يا_عمده_سهام_شركت_هاي_دولتي_مشمول_واگذاري_در_بورس_9618389739857064362.txt
cae0d791531c,2009,اصلاح آيين نامه اجرايي ماده   7   قانون  ... سياستهاي كلي اصل چهل و چهارم قانون اساسي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_ماده___7___قانون__..._سياستهاي_كلي_اصل_چهل_و_چهارم_قانون_اساسي_13243113343506408936.txt
bb33b966b948,1999,آيين نامه  اجرايي  قانون  جبران  و پيشگيري  عوارض  ناشي  از خشكسالي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه__اجرايي__قانون__جبران__و_پيشگيري__عوارض__ناشي__از_خشكسالي_4158385769384899054.txt
b3d8e92e7adf,2007,قانون تعرفه گذاري خدمات پرستاري و تعديل كارانه هاي  پرستاري,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تعرفه_گذاري_خدمات_پرستاري_و_تعديل_كارانه_هاي__پرستاري_10303930257274843922.txt
ac20574bd672,1964,قانون مربوط به حق باربري كالاي صادراتي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مربوط_به_حق_باربري_كالاي_صادراتي_6523663531446809867.txt
bca17af28bd2,1988,آئيننامه اجرائي مرحله اول واگذاري سهام م ... ه كاركنان واحدهاي توليدي و كارمندان دولت,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئيننامه_اجرائي_مرحله_اول_واگذاري_سهام_م_..._ه_كاركنان_واحدهاي_توليدي_و_كارمندان_دولت_17186536966185889681.txt
84c51947b887,1986,اصلاح ماده 16 آيين نامه اجرايي قانون صادرات و واردات سال 1365,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_اصلاح_ماده_16_آيين_نامه_اجرايي_قانون_صادرات_و_واردات_سال_1365_654206419436756921.txt
166803562250,1990,قانون اصلاح قانون بودجه سال 1369 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_قانون_بودجه_سال_1369_كل_كشور_10724126351498848725.txt
1d1b45a01825,2001,قانون الحاق یک ماده به قانون نحوه انتشار اوراق مشارکت با اصلاحات و الحاقات بعدی,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/4372542169033758889_4372542169033758889.txt
360c547b51aa,2014,خروج شركتهاي توزيع نيروي برق از پيوست شم ... ياست هاي كلي اصل چهل و چهارم قانون اساسي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/خروج_شركتهاي_توزيع_نيروي_برق_از_پيوست_شم_..._ياست_هاي_كلي_اصل_چهل_و_چهارم_قانون_اساسي_7365015583555108810.txt
2fcde6f75dc2,2003,تصويب نامه راجع به جداول حقوق ورودي پيوس ... نامه اجرايي قانون مقررات صادرات و واردات,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويب_نامه_راجع_به_جداول_حقوق_ورودي_پيوس_..._نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_6555324846110327100.txt
7684eadf9c75,2008,اتخاذ تصميماتي در خصوص جداول پيوست آيين نامه اجرايي قانون مقررات صادرات و واردات,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اتخاذ_تصميماتي_در_خصوص_جداول_پيوست_آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_7072600592472289637.txt
e335e6cabaff,2006,قانون موافقتنامه تجارت ترجيحي بين دولت ج ... امي پاكستان و پروتكل اصلاحي برخي مواد آن,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_تجارت_ترجيحي_بين_دولت_ج_..._امي_پاكستان_و_پروتكل_اصلاحي_برخي_مواد_آن_6369881020926024337.txt
45c1aa11a634,1997,قانون اصلاح برخي از مواد قانون نحوه واگذ ... ي و متعلق به دولت به ايثارگران و كارگران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_برخي_از_مواد_قانون_نحوه_واگذ_..._ي_و_متعلق_به_دولت_به_ايثارگران_و_كارگران_9306068897028734970.txt
