chart_id	title	category	year_range
wdi__SE.SEC.TCAQ.LO.FE	Trained teachers in lower secondary education, female (% of female teachers)	Education	
wdi__SE.SEC.TCAQ.LO.MA	Trained teachers in lower secondary education, male (% of male teachers)	Education	
wdi__SE.PRE.TCAQ	Trained teachers in preprimary education (% of total teachers)	Education	
wdi__SE.PRM.TCAQ	Trained teachers in primary education (% of total teachers)	Education	
wdi__SE.PRM.TCAQ.FE	Trained teachers in primary education, female (% of female teachers)	Education	
wdi__SE.PRM.TCAQ.MA	Trained teachers in primary education, male (% of male teachers)	Education	
wdi__SE.SEC.TCAQ	Trained teachers in secondary education (% of total teachers)	Education	
wdi__SE.SEC.TCAQ.FE	Trained teachers in secondary education, female (% of female teachers)	Education	
wdi__SE.SEC.TCAQ.MA	Trained teachers in secondary education, male (% of male teachers)	Education	
wdi__SE.SEC.TCAQ.UP	Trained teachers in upper secondary education (% of total teachers)	Education	
wdi__SE.SEC.TCAQ.UP.FE	Trained teachers in upper secondary education, female (% of female teachers)	Education	
wdi__SE.SEC.TCAQ.UP.MA	Trained teachers in upper secondary education, male (% of male teachers)	Education	
wdi__EG.CFT.ACCS	Access to clean fuels and technologies for cooking (% of population)	Energy	
wdi__EG.CFT.ACCS.RU	Access to clean fuels and technologies for cooking, rural (% of rural population)	Energy	
wdi__EG.CFT.ACCS.UR	Access to clean fuels and technologies for cooking, urban (% of urban population)	Energy	
wdi__EG.ELC.ACCS	Access to electricity (% of population)	Energy	
wdi__EG.ELC.ACCS.RU	Access to electricity, rural (% of rural population)	Energy	
wdi__EG.ELC.ACCS.UR	Access to electricity, urban (% of urban population)	Energy	
wdi__EG.USE.COMM.CL	Alternative and nuclear energy (% of total energy use)	Energy	
wdi__EG.USE.CRNW	Combustible renewables and waste (% of total energy)	Energy	
pahlavi__domestic_oil_consumption_by_product_1964_69	Domestic Oil Consumption by Product, 1964-1969	Energy	1964-1969
pahlavi__electric_power_generation_by_use_1968_72	Electric Power Generation by End-Use (incl. Residential), 1968-1972	Energy	1968-1972
wdi__EG.USE.ELEC.KH	Electric power consumption (kWh per capita)	Energy	
wdi__EG.ELC.LOSS	Electric power transmission and distribution losses (% of output)	Energy	
wdi__EG.ELC.COAL	Electricity production from coal sources (% of total)	Energy	
wdi__EG.ELC.HYRO	Electricity production from hydroelectric sources (% of total)	Energy	
wdi__EG.ELC.NGAS	Electricity production from natural gas sources (% of total)	Energy	
wdi__EG.ELC.NUCL	Electricity production from nuclear sources (% of total)	Energy	
wdi__EG.ELC.PETR	Electricity production from oil sources (% of total)	Energy	
wdi__EG.ELC.FOSL	Electricity production from oil, gas and coal sources (% of total)	Energy	
wdi__EG.ELC.RNWX	Electricity production from renewable sources, excluding hydroelectric	Energy	
wdi__EG.IMP.CONS	Energy imports, net (% of energy use)	Energy	
wdi__EG.EGY.PRIM.PP	Energy intensity level of primary energy (MJ/$2021 PPP GDP)	Energy	
wdi__EG.USE.PCAP.KG	Energy use (kg of oil equivalent per capita)	Energy	
wdi__EG.USE.COMM.GD.PP	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)	Energy	
wdi__EG.USE.COMM.FO	Fossil fuel energy consumption (% of total)	Energy	
wdi__EG.GDP.PUSE.KO	GDP per unit of energy use (PPP $ per kg of oil equivalent)	Energy	
wdi__EG.GDP.PUSE.KO.PP	GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)	Energy	
iran_opec__heavy_crude_spot_price_2020_2024	Iran Heavy Crude Oil Spot Price, OPEC Reference Basket (2020-2024)	Energy	2020-2024
iran_energy__national_balance_1386_1394	Iran National Energy Balance Sheet (SH1386-1394)	Energy	1386-1394 (2007/08-2015/16)
iran_energy__npc_petrochemical_production_1375_1385	National Petrochemical Company Production by Category	Energy	1375-1385 (1996-2006, gap years)
iran_energy__natural_gas_consumption_1370_1385	Natural Gas Consumption: Flared, Delivered to NIGC, Injection	Energy	1370-1385 (1991-2006, gap years)
pahlavi__gas_production_consumption_1965_69	Natural Gas Production, Consumption & Flaring, 1965-1969	Energy	1965-1969
iran_opec__natural_gas_2020_2024	Natural Gas Reserves, Production, Exports, Imports & Demand (OPEC, 2020-2024)	Energy	2020-2024
iran_energy__oil_product_domestic_consumption_cbi_1996_2017	Oil Product Domestic Consumption	Energy	1996-2017
iran_energy__oil_products_imports_1370_1385	Oil Product Imports by Type (Motor Spirit, Kerosene, Gas Oil, Aviation Spirit)	Energy	1370-1385 (1991-2006, gap years)
iran_energy__oil_product_production_by_refinery_sci_2001_2017	Oil Product Production by Refinery	Energy	2001-2017
owid__oil_production_volume	Oil Production (physical volume)	Energy	
wdi__EG.ELC.RNEW	Renewable electricity output (% of total electricity output)	Energy	
wdi__EG.FEC.RNEW	Renewable energy consumption (% of total final energy consumption)	Energy	
iran_gasoline_consumption_1955_1972	National Gasoline Consumption	Energy / Transport	1955/56-1972 (continuous, unit changes mid-series)
wdi__EN.BIR.THRD	Bird species, threatened	Environment	
wdi__EN.GHG.CO2.ZG	Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990)	Environment	
wdi__EN.GHG.CO2.MT.CE	Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)	Environment	
wdi__EN.GHG.CO2.PC.CE	Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)	Environment	
wdi__EN.GHG.CO2.AG.MT.CE	Carbon dioxide (CO2) emissions from Agriculture	Environment	
wdi__EN.GHG.CO2.BU.MT.CE	Carbon dioxide (CO2) emissions from Building (Energy)	Environment	
wdi__EN.GHG.CO2.FE.MT.CE	Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy)	Environment	
wdi__EN.GHG.CO2.IC.MT.CE	Carbon dioxide (CO2) emissions from Industrial Combustion (Energy)	Environment	
wdi__EN.GHG.CO2.IP.MT.CE	Carbon dioxide (CO2) emissions from Industrial Processes	Environment	
wdi__EN.GHG.CO2.PI.MT.CE	Carbon dioxide (CO2) emissions from Power Industry (Energy)	Environment	
wdi__EN.GHG.CO2.TR.MT.CE	Carbon dioxide (CO2) emissions from Transport (Energy)	Environment	
wdi__EN.GHG.CO2.LU.DF.MT.CE	Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation	Environment	
wdi__EN.GHG.CO2.LU.FL.MT.CE	Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land	Environment	
wdi__EN.GHG.CO2.LU.MT.CE	Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires	Environment	
wdi__EN.GHG.CO2.RT.GDP.PP	Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)	Environment	
wdi__EN.GHG.CO2.RT.GDP	Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP)	Environment	
wdi__EN.CLC.MDAT	Droughts, floods, extreme temperatures (% of population, average 1990-2009)	Environment	
wdi__EN.GHG.FGAS.IP.MT.CE	F-gases emissions from Industrial Processes	Environment	
wdi__EN.FSH.THRD	Fish species, threatened	Environment	
wdi__EN.MAM.THRD	Mammal species, threatened	Environment	
wdi__EN.GHG.CH4.ZG	Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)	Environment	
wdi__EN.GHG.CH4.MT.CE	Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e)	Environment	
wdi__EN.GHG.CH4.AG.MT.CE	Methane (CH4) emissions from Agriculture	Environment	
wdi__EN.GHG.CH4.BU.MT.CE	Methane (CH4) emissions from Building (Energy)	Environment	
wdi__EN.GHG.CH4.FE.MT.CE	Methane (CH4) emissions from Fugitive Emissions (Energy)	Environment	
wdi__EN.GHG.CH4.IC.MT.CE	Methane (CH4) emissions from Industrial Combustion (Energy)	Environment	
wdi__EN.GHG.CH4.IP.MT.CE	Methane (CH4) emissions from Industrial Processes	Environment	
wdi__EN.GHG.CH4.PI.MT.CE	Methane (CH4) emissions from Power Industry (Energy)	Environment	
wdi__EN.GHG.CH4.TR.MT.CE	Methane (CH4) emissions from Transport (Energy)	Environment	
wdi__EN.GHG.CH4.WA.MT.CE	Methane (CH4) emissions from Waste	Environment	
wdi__EN.GHG.N2O.ZG	Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990)	Environment	
wdi__EN.GHG.N2O.MT.CE	Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e)	Environment	
wdi__EN.GHG.N2O.AG.MT.CE	Nitrous oxide (N2O) emissions from Agriculture	Environment	
wdi__EN.GHG.N2O.BU.MT.CE	Nitrous oxide (N2O) emissions from Building (Energy)	Environment	
wdi__EN.GHG.N2O.FE.MT.CE	Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy)	Environment	
wdi__EN.GHG.N2O.IC.MT.CE	Nitrous oxide (N2O) emissions from Industrial Combustion (Energy)	Environment	
wdi__EN.GHG.N2O.IP.MT.CE	Nitrous oxide (N2O) emissions from Industrial Processes	Environment	
wdi__EN.GHG.N2O.PI.MT.CE	Nitrous oxide (N2O) emissions from Power Industry (Energy)	Environment	
wdi__EN.GHG.N2O.TR.MT.CE	Nitrous oxide (N2O) emissions from Transport (Energy)	Environment	
wdi__EN.GHG.N2O.WA.MT.CE	Nitrous oxide (N2O) emissions from Waste	Environment	
wdi__EN.ATM.PM25.MC	PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)	Environment	
wdi__EN.ATM.PM25.MC.T1	PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)	Environment	
wdi__EN.ATM.PM25.MC.T2	PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)	Environment	
wdi__EN.ATM.PM25.MC.T3	PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)	Environment	
wdi__EN.HPT.THRD	Plant species (higher), threatened	Environment	
wdi__EN.POP	Population density (people per sq. km of land area)	Environment	
wdi__EN.URB	Population in largest city	Environment	
wdi__EN.URB.LCTY.UR	Population in the largest city (% of urban population)	Environment	
wdi__EN.URB.MCTY.TL	Population in urban agglomerations of more than 1 million (% of total population)	Environment	
wdi__EN.POP.EL5M	Population living in areas where elevation is below 5 meters (% of total population)	Environment	
wdi__EN.POP.SLUM.UR	Population living in slums (% of urban population)	Environment	
wdi__EN.POP.EL5M.RU	Rural population living in areas where elevation is below 5 meters (% of total population)	Environment	
wdi__EN.GHG.TOT.ZG	Total greenhouse gas emissions excluding LULUCF (% change from 1990)	Environment	
wdi__EN.GHG.ALL.MT.CE	Total greenhouse gas emissions excluding LULUCF (Mt CO2e)	Environment	
wdi__EN.GHG.ALL.PC.CE	Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita)	Environment	
wdi__EN.GHG.ALL.LU.MT.CE	Total greenhouse gas emissions including LULUCF	Environment	
wdi__EN.POP.EL5M.UR	Urban population living in areas where elevation is below 5 meters (% of total population)	Environment	
wdi__ER.H2O.FWAG	Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)	Environment (Land & Resources)	
wdi__ER.H2O.FWDM	Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)	Environment (Land & Resources)	
wdi__ER.H2O.FWIN	Annual freshwater withdrawals, industry (% of total freshwater withdrawal)	Environment (Land & Resources)	
wdi__ER.H2O.FWTL	Annual freshwater withdrawals, total (billion cubic meters)	Environment (Land & Resources)	
wdi__ER.FSH.AQUA	Aquaculture production	Environment (Land & Resources)	
wdi__ER.FSH.CAPT	Capture fisheries production	Environment (Land & Resources)	
wdi__ER.H2O.FWST	Level of water stress: freshwater withdrawal as a proportion of available freshwater resources	Environment (Land & Resources)	
wdi__ER.MRN.PTMR	Marine protected areas (% of territorial waters)	Environment (Land & Resources)	
wdi__ER.H2O.INTR	Renewable internal freshwater resources per capita (cubic meters)	Environment (Land & Resources)	
wdi__ER.PTD.TOTL	Terrestrial and marine protected areas (% of total territorial area)	Environment (Land & Resources)	
wdi__ER.LND.PTLD	Terrestrial protected areas (% of total land area)	Environment (Land & Resources)	
wdi__ER.FSH.PROD	Total fisheries production	Environment (Land & Resources)	
wdi__ER.GDP.FWTL.M3	Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)	Environment (Land & Resources)	
fx__official_vs_parallel_gap_irn	U.S. Dollar Exchange Rate	Exchange Rates	1937-2026
pahlavi__aioc_profits_taxes_royalties_1910_51	AIOC Net Profit, UK Tax Payments & Iran Royalty Payments, 1910-1951	External Debt	1910-1951
wdi__DT.TDS.DPPF.XP	Debt service (PPG and IMF only, % of exports of goods, services and primary income)	External Debt	
wdi__DT.TDS.DPPG	Debt service on external debt, public and publicly guaranteed (PPG)	External Debt	
wdi__DT.TDS.DECT	Debt service on external debt, total	External Debt	
proposed__external_debt_net_flows_by_creditor_type	External debt net flows, by creditor type	External Debt	1970-2024
wdi__DT.DOD.DECT.GN	External debt stocks (% of GNI)	External Debt	
wdi__DT.DOD.DLXF	External debt stocks, long-term	External Debt	
wdi__DT.DOD.DPNG	External debt stocks, private nonguaranteed (PNG)	External Debt	
wdi__DT.DOD.DPPG	External debt stocks, public and publicly guaranteed (PPG)	External Debt	
wdi__DT.DOD.DECT	External debt stocks, total	External Debt	
wdi__DT.DOD.MWBG	IBRD loans and IDA credits	External Debt	
wdi__DT.TDS.DIMF	IMF repurchases and charges	External Debt	
wdi__DT.TDS.MLAT	Multilateral debt service	External Debt	
wdi__DT.TDS.MLAT.PG	Multilateral debt service (% of public and publicly guaranteed debt service)	External Debt	
wdi__DT.ODA.ODAT.XP	Net ODA received (% of central government expense)	External Debt	
wdi__DT.ODA.ODAT.GI	Net ODA received (% of gross capital formation)	External Debt	
wdi__DT.ODA.ODAT.MP	Net ODA received (% of imports of goods, services and primary income)	External Debt	
wdi__DT.ODA.ODAT.PC	Net ODA received per capita	External Debt	
wdi__DT.ODA.ALLD	Net official development assistance and official aid received	External Debt	
wdi__DT.ODA.ODAT	Net official development assistance received	External Debt	
wdi__DT.DOD.MIBR	PPG, IBRD	External Debt	
wdi__DT.DOD.PVLX	Present value of external debt	External Debt	
wdi__DT.DOD.PVLX.EX	Present value of external debt (% of exports of goods, services and primary income)	External Debt	
wdi__DT.TDS.DPPG.GN	Public and publicly guaranteed debt service (% of GNI)	External Debt	
wdi__DT.TDS.DPPG.XP	Public and publicly guaranteed debt service (% of exports of goods, services and primary income)	External Debt	
wdi__DT.DOD.DSTC.XP	Short-term debt (% of exports of goods, services and primary income)	External Debt	
wdi__DT.DOD.DSTC	Short-term debt (% of total external debt)	External Debt	
wdi__DT.DOD.DSTC.IR	Short-term debt (% of total reserves)	External Debt	
wdi__DT.TDS.DECT.GN	Total debt service (% of GNI)	External Debt	
wdi__DT.TDS.DECT.EX	Total debt service (% of exports of goods, services and primary income)	External Debt	
wdi__DT.DOD.DIMF	Use of IMF credit	External Debt	
wdi__FS.AST.CGOV.GD	Claims on central government, etc.	Financial Sector	
wdi__FX.OWN.TOTL	Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+)	Financial Sector (Banking Access)	
wdi__FX.OWN.TOTL.FE	Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)	Financial Sector (Banking Access)	
wdi__FX.OWN.TOTL.MA	Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)	Financial Sector (Banking Access)	
wdi__FX.OWN.TOTL.OL	Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)	Financial Sector (Banking Access)	
wdi__FX.OWN.TOTL.PL	Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)	Financial Sector (Banking Access)	
wdi__FX.OWN.TOTL.YG	Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)	Financial Sector (Banking Access)	
wdi__FB.ATM.TOTL	Automated teller machines (ATMs)	Financial Sector (Banking Access)	
wdi__FB.CBK.BRCH	Commercial bank branches	Financial Sector (Banking Access)	
wdi__FR.INR	Real interest rate	Financial Sector (Interest Rates)	
wdi__FI.RES.TOTL	Total reserves in months of imports	Financial Sector (Interest Rates)	
wdi__FI.RES.XGLD	Total reserves minus gold	Financial Sector (Interest Rates)	
gfdd__gfdd_si_04	Bank Credit to Bank Deposits (World Bank GFDD)	Financial Sector (Monetary)	1961-2016
gfdd__gfdd_oi_02	Bank Deposits to GDP (World Bank GFDD)	Financial Sector (Monetary)	1961-2016
wdi__FM.LBL.BMNY	Broad money	Financial Sector (Monetary)	
wdi__FM.LBL.BMNY.GD	Broad money (% of GDP)	Financial Sector (Monetary)	
wdi__FM.LBL.BMNY.IR	Broad money to total reserves ratio	Financial Sector (Monetary)	
gfdd__gfdd_di_06	Central Bank Assets to GDP (World Bank GFDD)	Financial Sector (Monetary)	1960-2016
wdi__FM.AST.CGOV.ZG	Claims on central government (annual growth as % of broad money)	Financial Sector (Monetary)	
wdi__FM.AST.PRVT.ZG	Claims on private sector (annual growth as % of broad money)	Financial Sector (Monetary)	
pahlavi__monetary_survey_1963_70	Consolidated Banking-System Balance Sheet, Year-End Stock Levels (FY1963/64-1969/70)	Financial Sector (Monetary)	FY1963/64-1969/70
pahlavi__banking_statistics_private_sector_1957_59	Deposit Banks vs. National Bank Private-Sector Deposits/Advances, 1957-1959	Financial Sector (Monetary)	June 20 snapshots, 1957-1959
gfdd__gfdd_di_04	Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets (World Bank GFDD)	Financial Sector (Monetary)	1961-2016
gfdd__gfdd_oi_07	Liquid Liabilities (Broad Money) (World Bank GFDD)	Financial Sector (Monetary)	1960-2016
gfdd__gfdd_di_05	Liquid Liabilities to GDP (World Bank GFDD)	Financial Sector (Monetary)	1960-2016
wdi__FM.AST.PRVT.GD	Monetary Sector credit to private sector	Financial Sector (Monetary)	
pahlavi__money_quasi_money_changes_1965_71	Money & Quasi-Money Component Changes, Year-over-Year Flows (FY1964/65-1970/71)	Financial Sector (Monetary)	FY1964/65-1970/71 projection + 2 first-half-year figures
pahlavi__monetary_aggregates_movements_1963_73	Money & Quasi-Money Component Movements, Year-over-Year Flows (FY1963-1973)	Financial Sector (Monetary)	FY1963-1973
pahlavi__money_supply_changes_1957_59	Money Supply & Claims Composition, Semi-Annual Changes (1957-1959)	Financial Sector (Monetary)	June/Dec snapshots, 1957-1959
wdi__FM.AST.DOMS	Net domestic credit	Financial Sector (Monetary)	
wdi__FM.AST.NFRG	Net foreign assets	Financial Sector (Monetary)	
gfdd__gfdd_di_01	Private Credit by Deposit Money Banks to GDP (World Bank GFDD)	Financial Sector (Monetary)	1961-2016
pahlavi__bank_deposits_private_sector_1963_70	Private-Sector Bank Deposits by Type (Sight/Saving/Time), FY1963/64-1969/70	Financial Sector (Monetary)	FY1963/64-1969/70 (+ 2 rolling 12-month periods)
wdi__FD.AST.PRVT.GD	Domestic credit to private sector by banks (% of GDP)	Financial Sector (Private Credit)	
wdi__FI.RES.TOTL.DT	Total reserves (% of total external debt)	Financial Sector (Reserves)	
iran_provincial__bank_loan_deposit_ratio_1397_1401	Bank Loan-to-Deposit Ratio by Province	Financial Sector / Insurance	2019-2023
iran_insurance__bmi_own_financial_highlights_1386_1391	Bimeh Markazi Iran (Reinsurer) Own Financial Highlights	Financial Sector / Insurance	1386-1391 (2007-2013)
iran_provincial__insurance_claims_paid_share_1397_1401	Insurance Claims Paid Share by Province	Financial Sector / Insurance	2018-2022
iran_insurance__earned_premium_by_class_1383_1389	Insurance Earned Premium by Class	Financial Sector / Insurance	2004-2010
iran_insurance__incurred_loss_by_class_1383_1389	Insurance Incurred Loss by Class	Financial Sector / Insurance	2004-2010
iran_provincial__insurance_premium_written_share_1397_1401	Insurance Premium Written Share by Province	Financial Sector / Insurance	2018-2022
iran_provincial__insurance_premium_per_capita_1397_1401	Insurance Premium per Capita by Province	Financial Sector / Insurance	2018-2022
iran_insurance__companies_by_ownership_1385_1391	Iranian Insurance Companies by Ownership Type (State vs. Private) & Employment	Financial Sector / Insurance	1385-1391 (2006-2013)
iran_insurance__market_direct_premium_1379_1384	Iranian Insurance Market: Direct Premium Written & Growth Rate	Financial Sector / Insurance	1379-1384 (2000-2005)
iran_insurance__market_earned_premium_incurred_loss_1379_1391	Iranian Insurance Market: Earned Premium, Incurred Loss & Loss Ratio	Financial Sector / Insurance	1379-1391 (2000-2013)
iran_insurance__sales_network_1382_1391	Iranian Insurance Market: Sales Network (SH1382-1391)	Financial Sector / Insurance	1382-1391 (2003-2013)
specialty_goods__caviar_shilat_production_2013_2024	Official Caviar Production & Export (2013-2024)	Fisheries & Aquaculture	2013/14, 2020-2024 (sparse)
specialty_goods__caviar_sturgeon_aquaculture_2010_2018	Sturgeon Aquaculture Production, Whole-Fish Live Weight (2010-2018)	Fisheries & Aquaculture	2010-2018 (continuous)
faostat__Alcoholic Beverages__consumption	Alcoholic Beverages	Food Consumption	
faostat__Animal Products__consumption	Animal Products	Food Consumption	
faostat__Animal fats__consumption	Animal fats	Food Consumption	
faostat__Apples and products__consumption	Apples and products	Food Consumption	
faostat__Aquatic Animals, Others__consumption	Aquatic Animals, Others	Food Consumption	
faostat__Bananas__consumption	Bananas	Food Consumption	
faostat__Barley and products__consumption	Barley and products	Food Consumption	
faostat__Beans__consumption	Beans	Food Consumption	
faostat__Beer__consumption	Beer	Food Consumption	
faostat__Bovine Meat__consumption	Bovine Meat	Food Consumption	
faostat__Butter, Ghee__consumption	Butter, Ghee	Food Consumption	
faostat__Cephalopods__consumption	Cephalopods	Food Consumption	
faostat__Cereals - Excluding Beer__consumption	Cereals - Excluding Beer	Food Consumption	
faostat__Cereals, Other__consumption	Cereals, Other	Food Consumption	
faostat__Citrus, Other__consumption	Citrus, Other	Food Consumption	
faostat__Cloves__consumption	Cloves	Food Consumption	
faostat__Cocoa Beans and products__consumption	Cocoa Beans and products	Food Consumption	
faostat__Coconut Oil__consumption	Coconut Oil	Food Consumption	
faostat__Coconuts - Incl Copra__consumption	Coconuts - Incl Copra	Food Consumption	
faostat__Coffee and products__consumption	Coffee and products	Food Consumption	
faostat__Cottonseed Oil__consumption	Cottonseed Oil	Food Consumption	
faostat__Cream__consumption	Cream	Food Consumption	
faostat__Crustaceans__consumption	Crustaceans	Food Consumption	
faostat__Dates__consumption	Dates	Food Consumption	
faostat__Demersal Fish__consumption	Demersal Fish	Food Consumption	
faostat__Eggs__consumption	Eggs	Food Consumption	
faostat__Fats, Animals, Raw__consumption	Fats, Animals, Raw	Food Consumption	
faostat__Fish, Seafood__consumption	Fish, Seafood	Food Consumption	
faostat__Freshwater Fish__consumption	Freshwater Fish	Food Consumption	
faostat__Fruits - Excluding Wine__consumption	Fruits - Excluding Wine	Food Consumption	
faostat__Fruits, other__consumption	Fruits, other	Food Consumption	
faostat__Grand Total__consumption	Grand Total	Food Consumption	
faostat__Grapefruit and products__consumption	Grapefruit and products	Food Consumption	
faostat__Grapes and products (excl wine)__consumption	Grapes and products (excl wine)	Food Consumption	
faostat__Groundnut Oil__consumption	Groundnut Oil	Food Consumption	
faostat__Groundnuts__consumption	Groundnuts	Food Consumption	
faostat__Groundnuts (Shelled Eq)__consumption	Groundnuts (Shelled Eq)	Food Consumption	
faostat__Honey__consumption	Honey	Food Consumption	
faostat__Infant food__consumption	Infant food	Food Consumption	
faostat__Lemons, Limes and products__consumption	Lemons, Limes and products	Food Consumption	
faostat__Maize Germ Oil__consumption	Maize Germ Oil	Food Consumption	
faostat__Maize and products__consumption	Maize and products	Food Consumption	
faostat__Marine Fish, Other__consumption	Marine Fish, Other	Food Consumption	
faostat__Meat__consumption	Meat	Food Consumption	
faostat__Meat, Other__consumption	Meat, Other	Food Consumption	
faostat__Milk - Excluding Butter__consumption	Milk - Excluding Butter	Food Consumption	
faostat__Miscellaneous__consumption	Miscellaneous	Food Consumption	
faostat__Molluscs, Other__consumption	Molluscs, Other	Food Consumption	
faostat__Mutton & Goat Meat__consumption	Mutton & Goat Meat	Food Consumption	
faostat__Nuts and products__consumption	Nuts and products	Food Consumption	
faostat__Oats__consumption	Oats	Food Consumption	
faostat__Offals__consumption	Offals	Food Consumption	
faostat__Offals, Edible__consumption	Offals, Edible	Food Consumption	
faostat__Oilcrops__consumption	Oilcrops	Food Consumption	
faostat__Oilcrops Oil, Other__consumption	Oilcrops Oil, Other	Food Consumption	
faostat__Oilcrops, Other__consumption	Oilcrops, Other	Food Consumption	
faostat__Olive Oil__consumption	Olive Oil	Food Consumption	
faostat__Olives (including preserved)__consumption	Olives (including preserved)	Food Consumption	
faostat__Onions__consumption	Onions	Food Consumption	
faostat__Oranges, Mandarines__consumption	Oranges, Mandarines	Food Consumption	
faostat__Palm Oil__consumption	Palm Oil	Food Consumption	
faostat__Palmkernel Oil__consumption	Palmkernel Oil	Food Consumption	
faostat__Peas__consumption	Peas	Food Consumption	
faostat__Pelagic Fish__consumption	Pelagic Fish	Food Consumption	
faostat__Pepper__consumption	Pepper	Food Consumption	
faostat__Pigmeat__consumption	Pigmeat	Food Consumption	
faostat__Pimento__consumption	Pimento	Food Consumption	
faostat__Pineapples and products__consumption	Pineapples and products	Food Consumption	
faostat__Potatoes and products__consumption	Potatoes and products	Food Consumption	
faostat__Poultry Meat__consumption	Poultry Meat	Food Consumption	
faostat__Pulses__consumption	Pulses	Food Consumption	
faostat__Pulses, Other and products__consumption	Pulses, Other and products	Food Consumption	
faostat__Rape and Mustard Oil__consumption	Rape and Mustard Oil	Food Consumption	
faostat__Rape and Mustardseed__consumption	Rape and Mustardseed	Food Consumption	
faostat__Rice (Milled Equivalent)__consumption	Rice (Milled Equivalent)	Food Consumption	
faostat__Rice and products__consumption	Rice and products	Food Consumption	
faostat__Rye and products__consumption	Rye and products	Food Consumption	
faostat__Sesame seed__consumption	Sesame seed	Food Consumption	
faostat__Sesameseed Oil__consumption	Sesameseed Oil	Food Consumption	
faostat__Soyabean Oil__consumption	Soyabean Oil	Food Consumption	
faostat__Spices__consumption	Spices	Food Consumption	
faostat__Spices, Other__consumption	Spices, Other	Food Consumption	
faostat__Starchy Roots__consumption	Starchy Roots	Food Consumption	
faostat__Stimulants__consumption	Stimulants	Food Consumption	
faostat__Sugar & Sweeteners__consumption	Sugar & Sweeteners	Food Consumption	
faostat__Sugar (Raw Equivalent)__consumption	Sugar (Raw Equivalent)	Food Consumption	
faostat__Sugar Crops__consumption	Sugar Crops	Food Consumption	
faostat__Sugar cane__consumption	Sugar cane	Food Consumption	
faostat__Sunflowerseed Oil__consumption	Sunflowerseed Oil	Food Consumption	
faostat__Sweeteners, Other__consumption	Sweeteners, Other	Food Consumption	
faostat__Tea (including mate)__consumption	Tea (including mate)	Food Consumption	
faostat__Tomatoes and products__consumption	Tomatoes and products	Food Consumption	
faostat__Treenuts__consumption	Treenuts	Food Consumption	
faostat__Vegetable Oils__consumption	Vegetable Oils	Food Consumption	
faostat__Vegetables__consumption	Vegetables	Food Consumption	
faostat__Vegetables, other__consumption	Vegetables, other	Food Consumption	
faostat__Vegetal Products__consumption	Vegetal Products	Food Consumption	
faostat__Wheat and products__consumption	Wheat and products	Food Consumption	
wdi__SG.GEN.PARL	Proportion of seats held by women in national parliaments	Gender	
wdi__GD_WBL_OVL	WBL: Legal Framework Index	Gender / Legal Rights	
wdi__GOV_WGI_CC	Control of Corruption - Governance score	Governance (WGI)	
wdi__GOV_WGI_GE	Government Effectiveness - Governance score	Governance (WGI)	
wdi__GOV_WGI_PV	Political Stability - Governance score	Governance (WGI)	
wdi__GOV_WGI_RQ	Regulatory Quality - Governance score	Governance (WGI)	
wdi__GOV_WGI_RL	Rule of Law - Governance score	Governance (WGI)	
wdi__GOV_WGI_VA	Voice and Accountability - Governance score	Governance (WGI)	
wdi__GB.XPD.RSDV.GD	Research and development expenditure (% of GDP)	Government / Governance	
iranplanbudgetorg__annual_budget_law_totals	Annual Budget Law Totals	Government Finance	1992-2022
