score,matched,law_id,folder,title,jalali_date,gregorian_year,enacting_body,text_len,path,doc_type
7,بورس,704b1fde2396,Divan_edalat_edari_votes,رأي شماره 932 در خصوص تعارض در آراء صادر شده از شعب ديوان عدالت اداري,1398/05/15,2019,اطلاعات پایه,8341,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_932_در_خصوص_تعارض_در_آراء_صادر_شده_از_شعب_ديوان_عدالت_اداري_8413836347653640472.txt,court_ruling
7,تعرفه,d28cb82d8442,Divan_edalat_edari_votes,راي شماره 3334 ديوان عدالت اداري با موضو ... ره 30 سال 1397 شوراي اسلامي شهر اسلامشهر,1398/11/29,2020,اطلاعات پایه,21677,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/راي_شماره_3334_ديوان_عدالت_اداري_با_موضو_..._ره_30_سال_1397_شوراي_اسلامي_شهر_اسلامشهر_5678716544478368391.txt,court_ruling
7,دام,4b216c8986e9,Divan_edalat_edari_votes,عدم مخالفت مصوبه مورخ 24 11  62هيأ ت مدي ... ستخدامي شركت ملي صنايع مس ايران با قانون,1371/08/09,1992,اطلاعات پایه,1691,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/عدم_مخالفت_مصوبه_مورخ_24_11__62هيأ_ت_مدي_..._ستخدامي_شركت_ملي_صنايع_مس_ايران_با_قانون_1098904827941817045.txt,court_ruling
7,تعرفه,fc9a5eefa2a2,Divan_edalat_edari_votes,رأي شماره 869هيأت عمومي ديوان عدالت ادار ...  پاركينگ برخلاف قانون است و ابطال مي شود,1394/07/14,2015,اطلاعات پایه,6841,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_869هيأت_عمومي_ديوان_عدالت_ادار_...__پاركينگ_برخلاف_قانون_است_و_ابطال_مي_شود_9120251010604110545.txt,court_ruling
7,نفت,416a60e048d0,Divan_edalat_edari_votes,رأي شماره3261هيأت عمومي ديوان عدالت ادار ... شنامه شماره20 2 732- 1399 11 14 وزير نفت,1400/12/17,2022,اطلاعات پایه,6641,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره3261هيأت_عمومي_ديوان_عدالت_ادار_..._شنامه_شماره20_2_732-_1399_11_14_وزير_نفت_14345303543108657500.txt,court_ruling
7,دام,3d3c57666e8e,Divan_edalat_edari_votes,راي شماره 2671 هيات عمومي ديوان عدالت اد ... ي استخدام دانشگاه علوم انتظامي امين ناجا,1398/09/12,2019,اطلاعات پایه,4613,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/راي_شماره_2671_هيات_عمومي_ديوان_عدالت_اد_..._ي_استخدام_دانشگاه_علوم_انتظامي_امين_ناجا_7911124883148168537.txt,court_ruling
7,نرخ ارز,31b519faa594,Divan_edalat_edari_votes,رأي شماره 568 هيأت عمومي ديوان عدالت ادا ... 9444 ت33264هـ مورخ 13 4 1384 هيأت وزيران,1384/10/11,2006,اطلاعات پایه,5098,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_568_هيأت_عمومي_ديوان_عدالت_ادا_..._9444_ت33264هـ_مورخ_13_4_1384_هيأت_وزيران_10669325492950746696.txt,court_ruling
7,برنامه توسعه,b441a42df474,Divan_edalat_edari_votes,رأي شماره 2754 هيات عمومي ديوان عدالت اد ... مقرر زدايي و تسهيل صدور و مجوز كسب و كار,1398/09/19,2019,اطلاعات پایه,18801,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_2754_هيات_عمومي_ديوان_عدالت_اد_..._مقرر_زدايي_و_تسهيل_صدور_و_مجوز_كسب_و_كار_14978780064217281920.txt,court_ruling
7,تعرفه,8a606c1218a7,Divan_edalat_edari_votes,رأي شماره 440 هيأت عمومي ديوان عدالت ادا ... 1 24 شوراي اسلامي شهر رشت از تاريخ تصويب,1400/03/11,2021,اطلاعات پایه,12664,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_440_هيأت_عمومي_ديوان_عدالت_ادا_..._1_24_شوراي_اسلامي_شهر_رشت_از_تاريخ_تصويب_18397938580500298980.txt,court_ruling
7,دام|کار,49e8dd6268e5,general_laws,تصمیم متخذه کمیسیون مشترک برنامه مجلسین دائر به اصلاح تبصره ذیل بند ۲ شرایط استخدامی سه نفر کارشناسان خارجی با اصلاحات و الحاقات بعدی,1336/09/11,1957,کمیسیون مشترک مجلسین,1519,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/4203341589437791364_4203341589437791364.txt,other
7,اعتبار|کار,6f1e6685411e,general_laws,اعتبار سنوات آتی (موزه پاسارگاد) مربوط به طرح تکمیل و تجهیز موزه‌ها و طرح ساختمان و تجهیز چا یخانه وزارت فرهنگ و هنرو ساختمان کارگاه‌ها مربوط به طرح توسعه تکمیل کارگاه‌های هنری با اصلاحات و الحاقات بعدی,1353/12/29,1975,کمیسیون بودجه مجلس شورای ملی,2206,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/16813746847170239277_16813746847170239277.txt,other
7,دستمزد,58274f37c75e,general_laws,لايحه قانوني راجع به اجازه پرداخت دستمزد ... ات از جانب پيمانكاران قرارداد فسخ مي شود,1359/04/04,1980,شورای انقلاب جمهوری اسلامی ایران,1181,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_اجازه_پرداخت_دستمزد_..._ات_از_جانب_پيمانكاران_قرارداد_فسخ_مي_شود_12268202606785539579.txt,other
7,دام|صنعت,35c1b78a7b32,general_laws,قانون اجازه استخدام يگنفر يكنفر  معلم آه ...  اتباع دولت آلمان براي مدرسه صنعتي دولتي,1312/09/12,1933,مجلس شورای ملی,1721,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_استخدام_يگنفر_يكنفر__معلم_آه_...__اتباع_دولت_آلمان_براي_مدرسه_صنعتي_دولتي_17619170725266333461.txt,law
7,دام,642fde140033,general_laws,قانون اجازه استخدام دي لونگ زي تبعه دولت چين مستخدم بامبو سازي,1311/07/28,1932,مجلس شورای ملی,2022,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_استخدام_دي_لونگ_زي_تبعه_دولت_چين_مستخدم_بامبو_سازي_14708953799676890524.txt,law
7,دام,f8870fdb4b58,general_laws,قانون اجازه استخدام زتر هلم مهندس و متخصص پل سازي,1313/10/12,1935,مجلس شورای ملی,1868,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_استخدام_زتر_هلم_مهندس_و_متخصص_پل_سازي_17556034387362105577.txt,law
7,اعتبار|بودجه,953de1da7c52,general_laws,قانون افزايش اعتبار رديف 503082 قانون بودجه سال 1368 كل كشور,1368/08/02,1989,مجلس شورای اسلامی,1629,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_افزايش_اعتبار_رديف_503082_قانون_بودجه_سال_1368_كل_كشور_7630749735969172835.txt,law
7,برق,af86c45806fa,general_laws,قانون اصلاح رديف  6  بند  ب  تبصره  11   ... ل كشور مربوط به برقي كردن چاههاي كشاورزي,1384/09/15,2005,مجلس شورای اسلامی,1145,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_رديف__6__بند__ب__تبصره__11___..._ل_كشور_مربوط_به_برقي_كردن_چاههاي_كشاورزي_1869327331603308209.txt,law
7,دام,fa4e726b25a1,general_laws,قانون تشويق معلمان بازنشسته به ادامه همكاري با وزارت آموزش و پرورش,1368/11/29,1990,مجلس شورای اسلامی,2424,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/_قانون_تشويق_معلمان_بازنشسته_به_ادامه_همكاري_با_وزارت_آموزش_و_پرورش_5372905181213656699.txt,law
7,بورس,996b482cd795,general_laws,قانون موافقت نامه فرهنگي بين كشور شاهنشاهي ايران و كشور پادشاهي هلند,1339/03/02,1960,مجلس شورای ملی,4451,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقت_نامه_فرهنگي_بين_كشور_شاهنشاهي_ايران_و_كشور_پادشاهي_هلند_11454095422027538138.txt,law
7,بودجه,c469654cc42a,general_laws,قانون بودجه سال 1306 مملكتي و اجازه پردا ... بق تشخيص كميسيون بودجه در اسفند ماه 1306,1306/12/13,1928,مجلس شورای ملی,2058,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1306_مملكتي_و_اجازه_پردا_..._بق_تشخيص_كميسيون_بودجه_در_اسفند_ماه_1306_4749882466771436962.txt,law
7,برق,b90df3d17bb6,general_laws,قانون راجع به برقراري مستمري درباره ورثه قانوني مرحوم سيد جعفر طاهري و مرحوم حسن خلعت بري,1342/11/24,1964,مجلس شورای ملی,1923,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_به_برقراري_مستمري_درباره_ورثه_قانوني_مرحوم_سيد_جعفر_طاهري_و_مرحوم_حسن_خلعت_بري_4318482436040457743.txt,law
7,نفت,6da9baa057cb,general_laws,قانون اجازه پرداخت هزينه هاي لازم نظامي و دانشگاهي از محل مازاد درآمد نفت,1346/04/20,1967,مجلس شورای ملی,1530,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_پرداخت_هزينه_هاي_لازم_نظامي_و_دانشگاهي_از_محل_مازاد_درآمد_نفت_15313459766419892036.txt,law
7,صنعت,7bb9961671a3,general_laws,قانون پذيرفتن هنرجويان هنرستانهاي صنعتي كشور در اموزشگاههاي درجه داري ارتش شاهنشاهي,1350/03/10,1971,مجلس شورای ملی,1669,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_پذيرفتن_هنرجويان_هنرستانهاي_صنعتي_كشور_در_اموزشگاههاي_درجه_داري_ارتش_شاهنشاهي_15204119917742552289.txt,law
7,بودجه,fd3c78564219,general_laws,تغيير رديف هاي بودجه تفصيلي اداره كل ثبت احوال در سال 1339 و اصلاح مواد آن,1339/11/29,1961,هیات وزیران (دوره فترت),1481,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تغيير_رديف_هاي_بودجه_تفصيلي_اداره_كل_ثبت_احوال_در_سال_1339_و_اصلاح_مواد_آن_11115794586768319922.txt,other
7,بودجه,f54796389715,general_laws,قانون بودجه سال 1350 مجلس شوراي ملي,1349/11/04,1971,مجلس شورای ملی,1933,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1350_مجلس_شوراي_ملي_6908178077647832307.txt,law
7,دستمزد,22445b2fcb4a,general_laws,قانون پرداخت دستمزد كاركنان طرحهاي عمراني در مناطق جنگي,1359/09/09,1980,مجلس شورای اسلامی,1188,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_پرداخت_دستمزد_كاركنان_طرحهاي_عمراني_در_مناطق_جنگي_8681944723790208084.txt,law
7,وام,9389364a7ac8,general_laws,لايحه قانوني بخشودگي مانده بدهي وام مسكن در شهرستان طبس,1358/08/29,1979,شورای انقلاب جمهوری اسلامی ایران,794,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_بخشودگي_مانده_بدهي_وام_مسكن_در_شهرستان_طبس_1072407912321909178.txt,other
7,بودجه,8376e630759f,general_laws,قانون متمم  بودجه  سال 1350 مجلس شوراي  ملي,1350/08/23,1971,مجلس شورای ملی,1698,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_متمم__بودجه__سال_1350_مجلس_شوراي__ملي_16748445491073956514.txt,law
7,اصلاحات ارضی,0ba1708c53a1,general_laws,قانون راجع به تغيير سررسيد قسط اول بهاي  ... هات زلزله زده  شهريور 41 1341 فروخته شده,1343/03/04,1964,مجلس شورای ملی,1421,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_به_تغيير_سررسيد_قسط_اول_بهاي__..._هات_زلزله_زده__شهريور_41_1341_فروخته_شده_13236753020561470813.txt,law
7,اعتبار,cf83ddb7dd92,general_laws,لايحه قانوني اصلاح لايحه قانوني راجع به  ... نكها و مؤسسات اعتباري ملي شده تا 17 3 58,1359/04/25,1980,شورای انقلاب جمهوری اسلامی ایران,1124,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_اصلاح_لايحه_قانوني_راجع_به__..._نكها_و_مؤسسات_اعتباري_ملي_شده_تا_17_3_58_1285741935827172526.txt,other
7,حقوق گمرکی,a95613c6ae55,general_laws,قانون معافيت يك وسيله نقليه مهندس شورت  Schwert  از حقوق گمركي,1343/10/07,1964,مجلس شورای ملی,1300,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_معافيت_يك_وسيله_نقليه_مهندس_شورت__Schwert__از_حقوق_گمركي_11076901494069372680.txt,law
7,بودجه,1d11d9ef4a4a,general_laws,تصميم كميسيون بودجه در خصوص اجازه پرداخت ...  آثار هفت هزار ساله ايران در كشور آمريكا,1345/12/28,1967,کمیسیون مجلس شورای ملی,1189,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تصميم_كميسيون_بودجه_در_خصوص_اجازه_پرداخت_...__آثار_هفت_هزار_ساله_ايران_در_كشور_آمريكا_11518041273023781792.txt,other
7,ارز,edc621026e8c,general_laws,قانون تعيين ارزش تحصيلي فارغ التحصيلان مدرسه عالي سپهسالار,1349/04/16,1970,مجلس شورای ملی,1943,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تعيين_ارزش_تحصيلي_فارغ_التحصيلان_مدرسه_عالي_سپهسالار_5489201501653992501.txt,law
7,دام,c1dddc7bc08c,general_laws,قانون مربوط بمقررات تحصيلي و استخدامي بهداران,1334/03/13,1955,کمیسیون مشترک مجلسین,5738,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مربوط_بمقررات_تحصيلي_و_استخدامي_بهداران_1244073379195708691.txt,law
7,بودجه,98755f4f5269,general_laws,اضافه شدن مبلغ نود و پنج ميليون ريال به قسمت مخارج بودجه سال 1326 كل كشور,1326/05/02,1947,هیات وزیران (دوره فترت),1868,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اضافه_شدن_مبلغ_نود_و_پنج_ميليون_ريال_به_قسمت_مخارج_بودجه_سال_1326_كل_كشور_15818336915629701648.txt,other
7,بودجه|تجارت,806d5e1cf766,general_laws,بودجه تفصيلي سال 1316 وزارت تجارت,1316/08/30,1937,مجلس شورای ملی,819,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/بودجه_تفصيلي_سال_1316_وزارت_تجارت_9049138555830731396.txt,other
7,دام,0779b2365ee6,general_laws,قانون دريافت حق ثبت نام داوطلبان استخدام و تغيير گروه استخدامي,1350/12/28,1972,مجلس شورای ملی,1950,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_دريافت_حق_ثبت_نام_داوطلبان_استخدام_و_تغيير_گروه_استخدامي_10441381891750876528.txt,law
7,وام,2200ae5df918,general_laws,لايحه قانوني راجع به اجازه به بانك مركزي ... د اعطاي سه ميليارد ريال وام به بانك مسكن,1358/11/17,1980,شورای انقلاب جمهوری اسلامی ایران,916,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_اجازه_به_بانك_مركزي_..._د_اعطاي_سه_ميليارد_ريال_وام_به_بانك_مسكن_5288020560839508385.txt,other
7,سهام,59c0785c1427,general_laws,قانون راجع به تأسيس شركت سهامي آزمايشگاه فني و مكانيك خاك   وابسته به وزارت راه و ترابري,1362/01/28,1983,مجلس شورای اسلامی,2205,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_به_تأسيس_شركت_سهامي_آزمايشگاه_فني_و_مكانيك_خاك___وابسته_به_وزارت_راه_و_ترابري__8349147192845812126.txt,law
7,سهام,e37e9952df4b,general_laws,لايحه قانوني راجع به تبديل شركت سهامي خا ... شاه مزرعه به شركت سهامي مزرعه نمونه ارتش,1359/04/14,1980,شورای انقلاب جمهوری اسلامی ایران,1293,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_تبديل_شركت_سهامي_خا_..._شاه_مزرعه_به_شركت_سهامي_مزرعه_نمونه_ارتش_6100465970721881261.txt,other
7,برق,96fb19889c39,general_laws,برقراري مستمري براي ورثه مرحوم رفيعي,1342/06/20,1963,هیات وزیران (دوره فترت),1224,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/برقراري_مستمري_براي_ورثه_مرحوم_رفيعي_10755237501457901682.txt,other
7,عوارض,4c6b08703550,general_laws,لايحه قانوني راجع به ترخيص سي دستگاه وان ... ازپرداخت حقوق وعوارض گمركي وسود بازرگاني,1359/01/23,1980,شورای انقلاب جمهوری اسلامی ایران,729,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_ترخيص_سي_دستگاه_وان_..._ازپرداخت_حقوق_وعوارض_گمركي_وسود_بازرگاني_89918164376491194.txt,other
7,بودجه,cbff42f73142,general_laws,بودجه سال 1354 مجلس شوراي ملي,1353/11/22,1975,مجلس شورای ملی,2122,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/بودجه_سال_1354_مجلس_شوراي_ملي_259492207749842973.txt,other
7,سهام,8a9003d0425d,general_laws,واگذاري زمين از طرف وزارت جنگ به شركت سهامي باطري سازي نيرو,1342/06/20,1963,هیات وزیران (دوره فترت),1206,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/واگذاري_زمين_از_طرف_وزارت_جنگ_به_شركت_سهامي_باطري_سازي_نيرو_11202370805417263323.txt,other
7,بودجه|دام,492408284c6e,general_laws,لايحه قانوني راجع به اجازه استخدام حداكثر تا يكصد نفر در سازمان برنامه و بودجه,1359/04/25,1980,شورای انقلاب جمهوری اسلامی ایران,1181,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_اجازه_استخدام_حداكثر_تا_يكصد_نفر_در_سازمان_برنامه_و_بودجه_17805097711467719451.txt,other
7,اعتبار,19fb99a77e37,general_laws,تعهداعتبارسنوات آتي طرحهاي شماره 30706000و30703201و30703202 و30703202و30902201و11103201,1353/08/15,1974,کمیسیون بودجه مجلس شورای ملی,1939,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تعهداعتبارسنوات_آتي_طرحهاي_شماره_30706000و30703201و30703202_و30703202و30902201و11103201_11309042871664175445.txt,other
7,عوارض,23024dd04dd5,general_laws,اجازه ترخيص يازده صندوق كيف دستي كه توسط ... فيت از حقوق و عوارض گمركي و سود بازرگاني,1342/07/06,1963,هیات وزیران (دوره فترت),1031,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اجازه_ترخيص_يازده_صندوق_كيف_دستي_كه_توسط_..._فيت_از_حقوق_و_عوارض_گمركي_و_سود_بازرگاني_1820163619636380198.txt,other
7,بودجه,e0bd84326b6e,general_laws,قانون بودجه سالهاي 1334 و 1335 مجلس شوراي ملي,1334/10/21,1956,مجلس شورای ملی,16819,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سالهاي_1334_و_1335_مجلس_شوراي_ملي_3549746959773349650.txt,law
7,تعرفه,16c6efadc7ad,general_laws,قانون مربوط به انجام سفارشات آزمايشگاهي شركتهاي پيمانكاري و مؤسسات راهسازي و ساختماني,1343/03/20,1964,مجلس شورای ملی,1791,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مربوط_به_انجام_سفارشات_آزمايشگاهي_شركتهاي_پيمانكاري_و_مؤسسات_راهسازي_و_ساختماني_897716296362103395.txt,law
7,اعتبار|دام,4dcb405a29ec,general_laws,لايحه قانوني راجع به نحوه اقدام در مورد اعتبارات وزارت دفاع ملي و عمليات مالي مربوط,1358/11/10,1980,شورای انقلاب جمهوری اسلامی ایران,1657,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_نحوه_اقدام_در_مورد_اعتبارات_وزارت_دفاع_ملي_و_عمليات_مالي_مربوط_13031351585439660782.txt,other
7,برق,735e149aee01,general_laws,لايحه قانوني برقراري مستمري براي ورثه شهيد ساسان صميمي بهبهاني,1358/06/26,1979,شورای انقلاب جمهوری اسلامی ایران,867,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_برقراري_مستمري_براي_ورثه_شهيد_ساسان_صميمي_بهبهاني_1098587342950917030.txt,other
7,بودجه,d1537378776e,general_laws,قانون اصلاح بند ب تبصره 28 قانون بودجه سال 1369 كل كشور,1369/04/17,1990,مجلس شورای اسلامی,2890,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_بند_ب_تبصره_28_قانون_بودجه_سال_1369_كل_كشور_6376266986579130478.txt,law
7,دام,b1a9c817d22e,general_laws,لايحه قانوني اصلاح برخي از مواد لايحه قانوني استخدام كشورﻯ,1351/12/24,1973,کمیسیون مجلس سنا,27270,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_اصلاح_برخي_از_مواد_لايحه_قانوني_استخدام_كشورﻯ_12642074577807357375.txt,other
7,دام,2c7d4ce1e2b5,general_laws,قانون اجازه استخدام آقاي دكتر كخ تبعه آلمان استاد دانشگاه تهران,1318/06/08,1939,مجلس شورای ملی,2410,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_استخدام_آقاي_دكتر_كخ_تبعه_آلمان_استاد_دانشگاه_تهران_8325233525014643689.txt,law
7,برق,69d859d1d088,general_laws,لايحه قانوني راجع به برقراري مستمري در م ... ي كاركنان سابق سر جنگلداري كل استان فارس,1359/04/25,1980,شورای انقلاب جمهوری اسلامی ایران,1120,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_برقراري_مستمري_در_م_..._ي_كاركنان_سابق_سر_جنگلداري_كل_استان_فارس_11126421654760764098.txt,other
7,سهام,053f69b926a5,general_laws,قانون تشكيل شركت سهامي خدمات ماشينهاي محاسبات الكترونيكي,1351/03/25,1972,مجلس شورای ملی,1647,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تشكيل_شركت_سهامي_خدمات_ماشينهاي_محاسبات_الكترونيكي_5700468738989862721.txt,law
7,بودجه,3b1a16e154d3,general_laws,قانون اجازه پرداخت دو دوازدهم بودجه‌های مصوب ۱۳۰۵ برای مخارج مملکتی در دو ماهه تیر و مرداد ۱۳۰۶ با اصلاحات و الحاقات بعدی,1306/04/27,1927,برای مخارج مملکتی در دو ماهه تیر و مرداد ۱۳۰۶ با اصلاحات و ا,1601,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/11900141767196905446_11900141767196905446.txt,law
7,تعرفه,355a50e39edb,general_laws,قانون اجازه اجراي حداقل تعرفه گمركي نسبت بمال التجاره مملكت عراق,1308/02/10,1929,مجلس شورای ملی,1169,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_اجراي_حداقل_تعرفه_گمركي_نسبت_بمال_التجاره_مملكت_عراق_7957133452395265111.txt,law
7,بورس,cdd8cf54326f,general_laws,قانون اصلاح قانون انتشار اسناد خزانه و اوراق قرضه,1350/03/22,1971,مجلس شورای ملی,1295,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_قانون_انتشار_اسناد_خزانه_و_اوراق_قرضه_14543153368624564221.txt,law
7,اعتبار,375efca16f84,general_laws,صورت اضافه اعتبارات سال 1307 وزارت پست و تلگراف,1307/03/31,1928,کمیسیون مجلس,2014,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/صورت_اضافه_اعتبارات_سال_1307_وزارت_پست_و_تلگراف_12983928705059087442.txt,other
7,اعتبار,ed90704b75d0,general_laws,اجازه اعتبار مورد نياز سال هاي آينده طرح ساختمان سد ساوه,1356/11/15,1978,کمیسیون بودجه مجلس شورای ملی,1304,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اجازه_اعتبار_مورد_نياز_سال_هاي_آينده_طرح_ساختمان_سد_ساوه_2876149148716111310.txt,other
7,دام,727efc2d2ce8,general_laws,قانون اجازه استخدام آقاي آدالبرت اشتراكاتي تبعه آلمان براي چاپخانه مجلس,1317/06/20,1938,مجلس شورای ملی,2328,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_استخدام_آقاي_آدالبرت_اشتراكاتي_تبعه_آلمان_براي_چاپخانه_مجلس_4463270188897052265.txt,law
7,بورس,9a30c90f7358,general_laws,مرجع رسيدگي به صلاحيت اخلاقي و سياسي دان ... از بورسهاي تحصيلي در داخل و خارج از كشور,1364/03/28,1985,شورای عالی انقلاب فرهنگی,1439,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/مرجع_رسيدگي_به_صلاحيت_اخلاقي_و_سياسي_دان_..._از_بورسهاي_تحصيلي_در_داخل_و_خارج_از_كشور_580185577076461817.txt,other
7,اصلاحات ارضی,babcd501ce9c,general_laws,لايحه قانوني راجع به منظور نمودن وجوه حا ... زايش سرمايه به بانك  تعاون كشاورزي ايران,1358/10/08,1979,شورای انقلاب جمهوری اسلامی ایران,764,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_منظور_نمودن_وجوه_حا_..._زايش_سرمايه_به_بانك__تعاون_كشاورزي_ايران_8775659240319694411.txt,other
7,اعتبار|بودجه,ff968062f61b,general_laws,اجازه استفاده از محل اعتبار هزينه هاي پي ... 000  قانون بودجه اصلاحي سال 1352 كل كشور,1352/12/18,1974,کمیسیون بودجه مجلس شورای ملی,1769,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اجازه_استفاده_از_محل_اعتبار_هزينه_هاي_پي_..._000__قانون_بودجه_اصلاحي_سال_1352_كل_كشور_6047455378443215532.txt,law
7,سهام,0e4237a5b9ea,general_laws,قانون واگذاري 232 هكتار از اراضي منابع ملي شده شمال غرب تهران بشركت سهامي بيمه ايران,1350/03/24,1971,مجلس شورای ملی,1328,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/_قانون_واگذاري_232_هكتار_از_اراضي_منابع_ملي_شده_شمال_غرب_تهران_بشركت_سهامي_بيمه_ايران_9040100917194402684.txt,law
7,دام,77a6f885e672,general_laws,تصميم متخذه كميسيون مشترك برنامه مجلسين در مورد استخدام عده اي متخصص خارجي,1336/10/24,1958,کمیسیون مشترک مجلسین,1893,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تصميم_متخذه_كميسيون_مشترك_برنامه_مجلسين_در_مورد_استخدام_عده_اي_متخصص_خارجي_14000607131249161928.txt,other
7,بودجه,87b0679d66a3,general_laws,قانون تفريغ بودجه سال 1341 مجلس  شوراي ملي,1343/09/01,1964,مجلس شورای ملی,2338,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تفريغ_بودجه_سال_1341_مجلس__شوراي_ملي___10086149026678419258.txt,law
7,ملی شدن,2360c77206db,general_laws,لايحه قانوني اصلاح قانون ملي شدن بانكها مصوب 1358 3 17 شوراي انقلاب اسلامي,1358/03/17,1979,شورای انقلاب اسلامی,804,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_اصلاح_قانون_ملي_شدن_بانكها_مصوب_1358_3_17_شوراي_انقلاب_اسلامي_1754108365225966328.txt,law
