date_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,citation
"proposed, June 1976",1976,Government Finance,Proposed cash advance to Iran under SPR deal,at least 1 (Zarb sought authority up to 1.6),billion USD,Would obviate Iranian foreign borrowing at about 9% interest.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 178 (June 5 1976), PDF p.575"
implied,1976,External debt,"Iran's foreign borrowing interest rate, cited in SPR deal memo",about 9,percent,,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 178 (June 5 1976), PDF p.575"
"estimated saving, June 1976",1982,Government Finance,Estimated FEA savings from a fixed-price SPR deal with Iran,about 500,million USD,If the assumed 5% average annual OPEC price increase holds.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 178 (June 5 1976), PDF p.575"
"assumption, June 1976",1976,Oil production & trade,Assumed average annual OPEC price increase,at least 5,percent/year,,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 178 (June 5 1976), PDF p.575"
"cumulative, as of mid-1976",1976,Military expenditure,Total value of the Iran FMS program under management,over 10,billion USD,,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 179 (July 29 1976), PDF p.577"
"terms under negotiation, mid-1976",1976,Foreign investment,Iran's proposed equity stake in Ashland Oil under the F-16 barter deal,20,percent (non-voting debentures),"Ashland is affiliated with Litton, maker of the Spruance destroyers.",IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 179 (July 29 1976), PDF p.577"
"terms under negotiation, mid-1976",1976,Foreign investment,Iran's proposed equity stake in New England Petroleum Company,25,percent,"New England Petroleum is affiliated with General Dynamics, maker of the F-16.",IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 179 (July 29 1976), PDF p.577"
signed June 20 1976,1976,Foreign investment,Iran-Occidental Petroleum investment and offtake deal,125,"million USD investment (offtake: 50,000 barrels/day heavy crude over 5 years)","Letter of Intent signed June 20, 1976, plus a series of joint ventures.",IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 179 (July 29 1976), PDF p.577"
"2 years growth, by Aug 1976",1976,Trade,"US-Iran Joint Commission trade target, further growth",26,billion USD,Up from the $15 billion target set the prior year (per Kissinger's remarks).,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 182 (Aug 7 1976), PDF p.587"
as of Aug 1976,1976,Foreign investment,Foreign investment cap in Iranian petrochemical joint ventures,35,percent,Cited by Ansary as a limitation US firms had raised concerns about.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 182 (Aug 7 1976), PDF p.587"
as quoted by General Dynamics,1976,Military expenditure,F-16 package price quoted to Iran by General Dynamics (300 aircraft),2.14,billion USD,"Did not account for start-up costs, inflation, or support/infrastructure costs; General Dynamics later admitted erroneous spares-training assumptions.",IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 187 (Sept 3 1976), PDF p.605"
survey-team estimate,1976,Military expenditure,"F-16 package price, survey-team estimate (300 aircraft)",3.0 (specifically 3.006),billion USD,Price of hardware exclusive of margin for unanticipated expenses.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 187 (Sept 3 1976), PDF p.605"
pre-notification DOD estimate,1976,Military expenditure,"F-16 package price, pre-notification DOD estimate",3.4,billion USD,Added $400 million to the survey-team estimate for unanticipated variables.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 187 (Sept 3 1976), PDF p.605"
formal DOD notification to Congress,1976,Military expenditure,"F-16 package price, final formal DOD notification to Congress",3.866 (approx. 3.8),billion USD,$400 million more than the price ($3.4bn) at which the Shah had already balked; DOD revised the estimate upward by approximately $800 million from the survey-team figure.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 187 (Sept 3 1976), PDF p.605"
last four months (to Oct 1976),1976,Oil production & trade,"Iranian crude production, recent average",nearly 6,million barrels/day,,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 191 (Oct 30 1976), PDF p.613"
1976 (projected) vs 1975,1976,Government Finance,"OPEC countries' total oil export earnings, 1976 projection vs 1975","125 billion (1976 projected), about 20% more than 1975",billion USD,More than 400% more than OPEC earned in 1973 on a similar export volume.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 191 (Oct 30 1976), PDF p.613"
since mid-1973 vs past year,1976,Prices,Rise in dollar prices of industrialized-country exports to oil producers,30 percent (since mid-1973) / 4 percent (past year),percent,US analysis cited in Ford's letter to the Shah.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 191 (Oct 30 1976), PDF p.613"
first half of 1976 vs 1974,1976,Prices,"Wheat price, comparison",150/ton (first half 1976) vs 200/ton (1974),USD/ton,"Cited as evidence that grain prices, unlike oil, had fallen.",IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 191 (Oct 30 1976), PDF p.613"
1976 vs 1974,1976,Prices,"US inflation rate, comparison",about 6 percent (1976) vs 12 percent (1974),percent,,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 191 (Oct 30 1976), PDF p.613"
as of 1976,1976,Oil production & trade,US dependence on imported oil,45,percent,"Cited by the Shah, quoting a two-years-earlier US energy-independence pledge.",IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 192 (Nov 1 1976), PDF p.616"
1976 (expected),1976,Trade,"US oil imports, expected 1976 rise",nearly 20,percent,Cited by the Shah.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 192 (Nov 1 1976), PDF p.616"
1975-early 1976 vs prior,1976,Prices,"Erosion of Iran's purchasing power, per the Shah",40,percent,,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 192 (Nov 1 1976), PDF p.616"
1976 vs 1973,1976,Prices,Price increase on items Iran purchased from the US,400,percent,Per the Shah's letter.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 192 (Nov 1 1976), PDF p.616"
prior compromise (as of Dec 1976),1976,Foreign aid,OPEC compromise oil-price-related aid fund,600,million USD,"Of which OPEC ('the Arabs') gave 40 percent, per Zahedi.",IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 195 (Dec 7 1976), PDF p.623"
as of Dec 1976 (cumulative),1976,Foreign aid,OPEC agricultural fund contribution,about 400,million USD,Per Zahedi.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 195 (Dec 7 1976), PDF p.623"
as of Dec 1976,1976,Foreign aid,Share of Iran's GNP set aside bilaterally to help developing countries/neighbors,about 7,percent,"Per Zahedi, echoing the figure cited earlier in Document 100.",IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 195 (Dec 7 1976), PDF p.623"
proposals as of Dec 1976 (Doha meeting),1977,Oil production & trade,"OPEC 1977 price-increase proposals, range cited",Algeria 40% (high) to Saudi Arabia publicly 5% (low); most others 20-25%,percent,"Doha outcome (per editorial footnote): Saudi Arabia/UAE settled at 5%, rest of OPEC raised prices 10%.",IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 195 (Dec 7 1976), PDF p.623"
March 1 1973 settlement,1973,Oil production & trade,Iraq-IPC compensation for nationalized Kirkuk field and 1961 concession areas,approximately 300,million USD (paid in oil),,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 205 (March 3 1973), PDF p.644"
March 1 1973 settlement,1973,Government Finance,"IPC tax arrears owed to Iraq, offsetting the compensation",over 360,million USD,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 205 (March 3 1973), PDF p.644"
March 1 1973 settlement,1973,Foreign investment,IPC repayment of prior loans to the Iraqi government,approximately 70,million USD,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 205 (March 3 1973), PDF p.644"
as of 1973,1973,Macro / National Accounts,Oil share of Iraq's GNP,35,percent,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 208 (March 31 1973), PDF p.651"
as of 1973,1973,Trade,Oil share of Iraq's export earnings,90,percent,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 208 (March 31 1973), PDF p.651"
1971 vs 1975 (projected),1975,Government Finance,"Iraq oil revenue, 1971 vs 1975 projection",900 million (1971) -> 2 billion (1975 projected),million/billion USD,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 208 (March 31 1973), PDF p.651"
as of 1973,1973,Oil production & trade,Iraq's estimated share of world oil reserves,6,percent,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 208 (March 31 1973), PDF p.651"
1972 vs 1975 target,1975,Oil production & trade,Basra Petroleum Co. production target increase,34 MTA (1972) -> 80 MTA (1975 target),million tons/annum,Required new investment of about $150 million; Mobil and Exxon jointly hold 23.75% interest.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 208 (March 31 1973), PDF p.651"
required investment,1975,Oil production & trade,New investment required for BPC production increase,about 150,million USD,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 208 (March 31 1973), PDF p.651"
as of 1973,1973,Government Finance,Share of Iraq's development budget devoted to agriculture/irrigation,40,percent,Per FAO assessment.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 208 (March 31 1973), PDF p.652"
this year (1973),1973,Government Finance,"Iraq's investment budget, record level",one billion (record),billion USD,Two-thirds financed from oil revenues.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 211 (April 10 1973), PDF p.659"
this year (1973),1973,Trade,"Iraq imports, planned increase",30,percent,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 211 (April 10 1973), PDF p.659"
expected by 1975,1975,Government Finance,"Iraq oil revenue, expected to more than double",to 2,billion USD,Consistent with the projection in Document 208.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 211 (April 10 1973), PDF p.659"
as of Nov 1973,1974,Government Finance,Iraqi Kurds' projected minimum annual budget,180,million USD/year,Also needing massive food/materials support for a population of about 1.5 million.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 238 (Nov 4 1973), PDF p.713"
as of late 1973,1973,Trade,Brown and Root construction contract awarded by Iraq,122,million USD,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 239 (Nov 27 1973), PDF p.715"
as of late 1973,1973,Trade,Boeing commercial aircraft purchase contract with Iraq,about 60,million USD,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 239 (Nov 27 1973), PDF p.715"
"prior level vs new level, April 1974",1974,Foreign aid,"Shah's own financial assistance to the Kurds, increase",200 million tomans/year (about 30 million USD) -> 500 million tomans/year (about 75 million USD),tomans/USD,,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 248 (April 22 1974), PDF p.732"
FY1975,1975,Foreign aid,"CIA-proposed Kurd support authorization, FY1975",8.06,million USD,Approved by President Nixon.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 254 (June 24 1974), PDF p.744"
FY1973-1975 cumulative,1975,Foreign aid,"Total US assistance to Barzani/Kurds, FY1973-1975",almost 20,million USD,"Included over 1,250 tons of ordnance.",IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 264 (Nov 2 1974), PDF p.763"
"annual, as of late 1974",1974,Foreign aid,"Iranian assistance to the Kurds, annual level",over 74,million USD/year,Described as 'a very high level'.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 264 (Nov 2 1974), PDF p.763"
undated (mid-1970s),1975,Demographics & Population,Iraq population and ethnic composition,"11 million (25% Sunni Arab, 20% Kurd, 50% Shiah Arab per main text; footnote gives 70.9% Arab/18.3% Kurd/0.7% Assyrian/2.4% Turkmen/7.7% other ethnically, 50% Shiah/40% Sunni/8% Christian/2% other religiously)",count and percent,"Main-text and footnote breakdowns use different category schemes (sectarian-geographic vs. ethnic/religious); both preserved as printed, not reconciled. Footnote sourced to Factbook estimates; no recent census existed in Iraq at the time.",IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.897"
as of mid-1970s,1976,Labor & Employment,Shiah share of enlisted military personnel,80,percent,Despite Shiahs being underrepresented in government decision-making positions.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.897"
"Second Five-Year Plan, 1976-1980",1980,Government Finance,Iraq's Second Development Plan total planned investment,10 billion Iraqi dinars (approx. 34 billion USD),dinars / USD,Triple the amount invested during the 1970-1975 First Plan; 1975 oil revenues were treble the previous year's.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.921"
1960s,1970,Oil production & trade,"Iraq's share of Middle East oil production, decline",18 percent -> 8 percent,percent,As other producers expanded output while Iraqi exploration/production stagnated.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.923"
1966-73 vs 1973-74 vs 1974-75,1975,Government Finance,Oil share of total Iraqi government revenues,"58 percent (1966-1973, pre-nationalization) -> 74 percent (1973-1974) -> 89.9 percent (1974-1975)",percent,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.923"
1971 vs 1972 vs 1973,1973,Trade,Petroleum share of Iraq's total export revenues,25 percent (1971) -> 56 percent (1972) -> 85 percent (1973),percent,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.923"
1974 vs 1972 vs 1975 (estimate),1975,Government Finance,Iraq oil revenues,"6.6 billion (1974, five times the 1972 level); 1975 estimated at 8.2 billion",billion USD,Estimate per Economist Intelligence Unit / OER intelligence memorandum.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.923"
1972 (pre-nationalization) vs March 1973,1973,Oil production & trade,"Iraq crude oil production, before and after IPC nationalization","1.5 million b/d (1972) -> 2.0 million b/d (March 1973, of which 1.2 million from Kirkuk)",barrels/day,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.923"
1975,1975,Government Finance,"Iraq's gain in oil revenues, 1975 (only OPEC member to show a sizeable gain)",1.3,billion USD,Attributed to Iraq regaining lost markets by pricing below the official OPEC scale.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.924"
as of mid-1970s,1976,Oil production & trade,Iraq's estimated proved and probable crude oil reserves,35,billion barrels,"Comparator figures in the same source: Saudi Arabia 170 billion barrels, Kuwait 71 billion barrels, Iran 64 billion barrels.",IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.924"
as of mid-1970s,1976,Oil production & trade,Saudi Arabia's estimated proved and probable crude oil reserves (comparator),170,billion barrels,Comparator figure printed alongside Iraq's/Iran's in the same source.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.924"
as of mid-1970s,1976,Oil production & trade,Kuwait's estimated proved and probable crude oil reserves (comparator),71,billion barrels,Comparator figure printed alongside Iraq's/Iran's in the same source.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.924"
as of mid-1970s,1976,Oil production & trade,"Iran's estimated proved and probable crude oil reserves (comparator, per this CIA study)",64,billion barrels,"Slightly below the 65-billion-barrel figure in NIS 33 (1973); both preserved, different vintage estimates.",IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.924"
current capacity,1976,Oil production & trade,Iraq's current crude oil production capacity,"2.25 million b/d (current), 3 million b/d (achievable)",barrels/day,Does not include potential reserves beneath Baghdad itself.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.925"
1975 vs 1980 (OER projection),1980,Oil production & trade,Estimated crude oil productive capacity -- Iraq (OER projection),3.0 (1975) -> 6.0 (1980),million barrels/day,"Footnoted table citing OER ""International Oil Developments"" IOD 75-47, 28 Nov 1975.",IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.925"
1975 vs 1980 (OER projection),1980,Oil production & trade,"Estimated crude oil productive capacity -- Iran (OER projection, comparator)",6.8 (1975) -> 8.2 (1980),million barrels/day,Comparator figure from the same footnoted table.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.925"
1975 vs 1980 (OER projection),1980,Oil production & trade,"Estimated crude oil productive capacity -- Saudi Arabia (OER projection, comparator)",11.5 (1975) -> 16.0 (1980),million barrels/day,Comparator figure from the same footnoted table.,IRN,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.925"
as of mid-1970s,1976,Macro / National Accounts,Oil share of Iraq's GDP (this source's figure),80,percent,Higher than the 35%-of-GNP figure cited in Document 208 (1973) -- reflects the post-1973 oil price surge and nationalization; both preserved as printed for their respective dates.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.925"
1974,1974,Labor & Employment,Agriculture's share of Iraq's labor force,over 55,percent,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.925"
as of mid-1970s,1976,Land Use,Iraq's potentially cultivable vs actually cultivated land,12 million hectares potentially cultivable (one-fourth of total land area); only 7.5 million hectares actually cultivated,hectares,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.925"
1974-1975 vs 1973,1975,Macro / National Accounts,Iraq's average per capita income,"exceeds 900, more than double the 1973 level",USD,Population approximately 11 million.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.928"
recent (mid-1970s),1976,Labor & Employment,Iraq public-sector unskilled-labor wage increase,18,percent,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.928"
1974-1975 tax reform,1975,Government Finance,Iraq personal income tax exemption level increase,400 -> 600 Iraqi dinars,Iraqi dinars,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.928"
1974-1975 tax reform,1975,Government Finance,Iraq property tax exemption level increase,300 -> 400 Iraqi dinars,Iraqi dinars,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.928"
1974 (IMF estimate),1974,Labor & Employment,Iraq total labor force and unemployment rate,"3 million labor force; 7 percent (200,000) unemployment",count and percent,"IMF estimate; Iraqi Government figures reportedly agree, though seasonal agricultural variation may not be captured.",IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.928"
as of mid-1970s,1976,Demographics & Population,Iraq national illiteracy rate,65,percent,"Probably higher among women, per the source.",IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.930"
shortly before mid-1970s accord,1975,Demographics & Population,"Shiahs deported from Iraq to Iran, shortly before the Baghdad-Tehran accord","60,000",count,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.930"
as of mid-1970s,1976,Demographics & Population,Iraq population share under 19 years of age,59,percent,Of a population of 11 million.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.930"
1959-1967 vs 1969-1973,1973,Foreign aid,"Soviet economic aid to Iraq, two periods","188.1 million (1959-1967) vs 382.5 million (1969-1973, of which 330 million for oil exploration/development and 22.5 million for agriculture)",million USD,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.933"
1973 vs 30 June 1975,1975,Foreign exchange,"Iraq's foreign assets, growth","1,560 million (1973) -> 3,855 million (30 June 1975)",million USD,"About 60 percent held in Soviet, Hungarian, East German, Polish and Chinese banks; 40 percent in the West (including 5 percent in New York).",IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.933"
1974-1975,1975,Military expenditure,"Iraq arms orders by supplier, 1974-1975","total 1,468 million: 43% (636 million) Soviet, 31% (462 million) France, 9% (128 million) UK",million USD and percent,,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.934"
1965 vs 1975,1975,Trade,Value of American exports to Iraq,20 million (1965) -> 309.7 million (1975),million USD,See also Table 4 in the same source for the full 1972-1975 series.,IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.936"
1972,1972,Trade,American-Iraqi trade (Table 4) -- Value of US exports to Iraq,23.3,million USD,"Table 4, source: Dept of State Annual Economic Trends Report for Iraq, 18 March 1976.",IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.936"
1972,1972,Trade,American-Iraqi trade (Table 4) -- Value of US imports from Iraq,9,million USD,"Table 4, source: Dept of State Annual Economic Trends Report for Iraq, 18 March 1976.",IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.936"
1973,1973,Trade,American-Iraqi trade (Table 4) -- Value of US exports to Iraq,55.9,million USD,"Table 4, source: Dept of State Annual Economic Trends Report for Iraq, 18 March 1976.",IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.936"
1973,1973,Trade,American-Iraqi trade (Table 4) -- Value of US imports from Iraq,15.8,million USD,"Table 4, source: Dept of State Annual Economic Trends Report for Iraq, 18 March 1976.",IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.936"
1974,1974,Trade,American-Iraqi trade (Table 4) -- Value of US exports to Iraq,284.7,million USD,"Table 4, source: Dept of State Annual Economic Trends Report for Iraq, 18 March 1976.",IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.936"
1974,1974,Trade,American-Iraqi trade (Table 4) -- Value of US imports from Iraq,1,million USD,"Table 4, source: Dept of State Annual Economic Trends Report for Iraq, 18 March 1976.",IRQ,frus-iran-1973-76-oil-boom-era,"FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.936"
