country_iso3,section,item,period,year,quarter,value_million_escudos
PRT,Activo,Ouro,Jun 1970,1970,Jun,25500.0
PRT,Activo,Ouro,Set 1970,1970,Set,25710.0
PRT,Activo,Ouro,Dez 1970,1970,Dez,25927.0
PRT,Activo,Ouro,Mar 1971,1971,Mar,26260.0
PRT,Activo,Ouro,Jun 1971,1971,Jun,26719.0
PRT,Activo,Ouro,Set 1971,1971,Set,26915.0
PRT,Activo,Ouro,Dez 1971,1971,Dez,27245.0
PRT,Activo,Ouro,Mar 1972,1972,Mar,27393.0
PRT,Activo,Outras,Mar 1970,1970,Mar,14930.0
PRT,Activo,Outras,Jun 1970,1970,Jun,14361.0
PRT,Activo,Outras,Set 1970,1970,Set,15956.0
PRT,Activo,Outras,Dez 1970,1970,Dez,17380.0
PRT,Activo,Outras,Mar 1971,1971,Mar,17146.0
PRT,Activo,Outras,Jun 1971,1971,Jun,17889.0
PRT,Activo,Outras,Set 1971,1971,Set,22547.0
PRT,Activo,Outras,Dez 1971,1971,Dez,25825.0
PRT,Activo,Outras,Mar 1972,1972,Mar,26380.0
PRT,Activo,Responsabilidades para com o exterior,Mar 1970,1970,Mar,220.0
PRT,Activo,Responsabilidades para com o exterior,Jun 1970,1970,Jun,258.0
PRT,Activo,Responsabilidades para com o exterior,Set 1970,1970,Set,200.0
PRT,Activo,Responsabilidades para com o exterior,Dez 1970,1970,Dez,98.0
PRT,Activo,Responsabilidades para com o exterior,Mar 1971,1971,Mar,58.0
PRT,Activo,Responsabilidades para com o exterior,Jun 1971,1971,Jun,34.0
PRT,Activo,Responsabilidades para com o exterior,Set 1971,1971,Set,48.0
PRT,Activo,Responsabilidades para com o exterior,Dez 1971,1971,Dez,95.0
PRT,Activo,Responsabilidades para com o exterior,Mar 1972,1972,Mar,115.0
PRT,Activo,Crédito ao Sector Público Administrativo,Mar 1970,1970,Mar,3230.0
PRT,Activo,Crédito ao Sector Público Administrativo,Jun 1970,1970,Jun,3257.0
PRT,Activo,Crédito ao Sector Público Administrativo,Set 1970,1970,Set,3316.0
PRT,Activo,Crédito ao Sector Público Administrativo,Dez 1970,1970,Dez,3276.0
PRT,Activo,Crédito ao Sector Público Administrativo,Mar 1971,1971,Mar,3387.0
PRT,Activo,Crédito ao Sector Público Administrativo,Jun 1971,1971,Jun,3642.0
PRT,Activo,Crédito ao Sector Público Administrativo,Set 1971,1971,Set,3524.0
PRT,Activo,Crédito ao Sector Público Administrativo,Dez 1971,1971,Dez,3150.0
PRT,Activo,Crédito ao Sector Público Administrativo,Mar 1972,1972,Mar,3413.0
PRT,Activo,Crédito,Mar 1970,1970,Mar,1050.0
PRT,Activo,Crédito,Jun 1970,1970,Jun,1092.0
PRT,Activo,Crédito,Set 1970,1970,Set,1166.0
PRT,Activo,Crédito,Dez 1970,1970,Dez,1154.0
PRT,Activo,Crédito,Mar 1971,1971,Mar,1265.0
PRT,Activo,Crédito,Jun 1971,1971,Jun,1534.0
PRT,Activo,Crédito,Set 1971,1971,Set,1428.0
PRT,Activo,Crédito,Dez 1971,1971,Dez,1089.0
PRT,Activo,Crédito,Mar 1972,1972,Mar,857.0
PRT,Activo,Títulos de Dívida Pública,Mar 1970,1970,Mar,2180.0
PRT,Activo,Títulos de Dívida Pública,Jun 1970,1970,Jun,2165.0
PRT,Activo,Títulos de Dívida Pública,Set 1970,1970,Set,2150.0
PRT,Activo,Títulos de Dívida Pública,Dez 1970,1970,Dez,2122.0
PRT,Activo,Títulos de Dívida Pública,Mar 1971,1971,Mar,2122.0
PRT,Activo,Títulos de Dívida Pública,Jun 1971,1971,Jun,2108.0
PRT,Activo,Títulos de Dívida Pública,Set 1971,1971,Set,2096.0
PRT,Activo,Títulos de Dívida Pública,Dez 1971,1971,Dez,2061.0
PRT,Activo,Títulos de Dívida Pública,Mar 1972,1972,Mar,2556.0
PRT,Activo,Crédito a instituições financeiras,Mar 1970,1970,Mar,6836.0
PRT,Activo,Crédito a instituições financeiras,Jun 1970,1970,Jun,7551.0
PRT,Activo,Crédito a instituições financeiras,Set 1970,1970,Set,8847.0
PRT,Activo,Crédito a instituições financeiras,Dez 1970,1970,Dez,10162.0
PRT,Activo,Crédito a instituições financeiras,Mar 1971,1971,Mar,8347.0
PRT,Activo,Crédito a instituições financeiras,Jun 1971,1971,Jun,8348.0
PRT,Activo,Crédito a instituições financeiras,Set 1971,1971,Set,7976.0
PRT,Activo,Crédito a instituições financeiras,Dez 1971,1971,Dez,9784.0
PRT,Activo,Crédito a instituições financeiras,Mar 1972,1972,Mar,7034.0
PRT,Activo,Crédito a empresas e particulares,Mar 1970,1970,Mar,1020.0
PRT,Activo,Crédito a empresas e particulares,Jun 1970,1970,Jun,1115.0
PRT,Activo,Crédito a empresas e particulares,Set 1970,1970,Set,1144.0
PRT,Activo,Crédito a empresas e particulares,Dez 1970,1970,Dez,1292.0
PRT,Activo,Crédito a empresas e particulares,Mar 1971,1971,Mar,1343.0
PRT,Activo,Crédito a empresas e particulares,Jun 1971,1971,Jun,1394.0
PRT,Activo,Crédito a empresas e particulares,Set 1971,1971,Set,1377.0
PRT,Activo,Crédito a empresas e particulares,Dez 1971,1971,Dez,1345.0
PRT,Activo,Crédito a empresas e particulares,Mar 1972,1972,Mar,1509.0
PRT,Activo,Total,Mar 1970,1970,Mar,51153.0
PRT,Activo,Total,Jun 1970,1970,Jun,51526.0
PRT,Activo,Total,Set 1970,1970,Set,54773.0
PRT,Activo,Total,Dez 1970,1970,Dez,57939.0
PRT,Activo,Total,Mar 1971,1971,Mar,56425.0
PRT,Activo,Total,Jun 1971,1971,Jun,57958.0
PRT,Activo,Total,Set 1971,1971,Set,62291.0
PRT,Activo,Total,Dez 1971,1971,Dez,67254.0
PRT,Activo,Total,Mar 1972,1972,Mar,65614.0
PRT,Passivo,Base monetária,Mar 1970,1970,Mar,40771.0
PRT,Passivo,Base monetária,Jun 1970,1970,Jun,42718.0
PRT,Passivo,Base monetária,Set 1970,1970,Set,43416.0
PRT,Passivo,Base monetária,Dez 1970,1970,Dez,45685.0
PRT,Passivo,Base monetária,Mar 1971,1971,Mar,44245.0
PRT,Passivo,Base monetária,Jun 1971,1971,Jun,45580.0
PRT,Passivo,Base monetária,Set 1971,1971,Set,49921.0
PRT,Passivo,Base monetária,Dez 1971,1971,Dez,52173.0
PRT,Passivo,Base monetária,Mar 1972,1972,Mar,49682.0
PRT,Passivo,Notas e moedas,Mar 1970,1970,Mar,30796.0
PRT,Passivo,Notas e moedas,Jun 1970,1970,Jun,31479.0
PRT,Passivo,Notas e moedas,Set 1970,1970,Set,32411.0
PRT,Passivo,Notas e moedas,Dez 1970,1970,Dez,34482.0
PRT,Passivo,Notas e moedas,Mar 1971,1971,Mar,32622.0
PRT,Passivo,Notas e moedas,Jun 1971,1971,Jun,33556.0
PRT,Passivo,Notas e moedas,Set 1971,1971,Set,34971.0
PRT,Passivo,Notas e moedas,Dez 1971,1971,Dez,37201.0
PRT,Passivo,Notas e moedas,Mar 1972,1972,Mar,35509.0
PRT,Passivo,Depósitos de instituições financeiras,Mar 1970,1970,Mar,9975.0
PRT,Passivo,Depósitos de instituições financeiras,Jun 1970,1970,Jun,11239.0
PRT,Passivo,Depósitos de instituições financeiras,Set 1970,1970,Set,11005.0
PRT,Passivo,Depósitos de instituições financeiras,Dez 1970,1970,Dez,11203.0
PRT,Passivo,Depósitos de instituições financeiras,Mar 1971,1971,Mar,11623.0
PRT,Passivo,Depósitos de instituições financeiras,Jun 1971,1971,Jun,12024.0
PRT,Passivo,Depósitos de instituições financeiras,Set 1971,1971,Set,14950.0
PRT,Passivo,Depósitos de instituições financeiras,Dez 1971,1971,Dez,14972.0
PRT,Passivo,Depósitos de instituições financeiras,Mar 1972,1972,Mar,14173.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Mar 1970,1970,Mar,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Jun 1970,1970,Jun,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Set 1970,1970,Set,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Dez 1970,1970,Dez,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Mar 1971,1971,Mar,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Jun 1971,1971,Jun,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Set 1971,1971,Set,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Dez 1971,1971,Dez,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Mar 1972,1972,Mar,0.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Mar 1970,1970,Mar,4718.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Jun 1970,1970,Jun,2762.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Set 1970,1970,Set,5203.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Dez 1970,1970,Dez,5436.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Mar 1971,1971,Mar,5645.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Jun 1971,1971,Jun,5159.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Set 1971,1971,Set,5429.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Dez 1971,1971,Dez,6566.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Mar 1972,1972,Mar,7822.0
PRT,Passivo,Contrapartida de flutuações cambiais,Mar 1970,1970,Mar,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Jun 1970,1970,Jun,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Set 1970,1970,Set,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Dez 1970,1970,Dez,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Mar 1971,1971,Mar,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Jun 1971,1971,Jun,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Set 1971,1971,Set,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Dez 1971,1971,Dez,798.0
PRT,Passivo,Contrapartida de flutuações cambiais,Mar 1972,1972,Mar,802.0
PRT,Passivo,Recursos próprios e resultados,Mar 1970,1970,Mar,6071.0
PRT,Passivo,Recursos próprios e resultados,Jun 1970,1970,Jun,6426.0
PRT,Passivo,Recursos próprios e resultados,Set 1970,1970,Set,6756.0
PRT,Passivo,Recursos próprios e resultados,Dez 1970,1970,Dez,6491.0
PRT,Passivo,Recursos próprios e resultados,Mar 1971,1971,Mar,6844.0
PRT,Passivo,Recursos próprios e resultados,Jun 1971,1971,Jun,7181.0
PRT,Passivo,Recursos próprios e resultados,Set 1971,1971,Set,7541.0
PRT,Passivo,Recursos próprios e resultados,Dez 1971,1971,Dez,7301.0
PRT,Passivo,Recursos próprios e resultados,Mar 1972,1972,Mar,7702.0
PRT,Passivo,Outras responsabilidades (líquidas),Mar 1970,1970,Mar,-407.0
PRT,Passivo,Outras responsabilidades (líquidas),Jun 1970,1970,Jun,-380.0
PRT,Passivo,Outras responsabilidades (líquidas),Set 1970,1970,Set,-602.0
PRT,Passivo,Outras responsabilidades (líquidas),Dez 1970,1970,Dez,327.0
PRT,Passivo,Outras responsabilidades (líquidas),Mar 1971,1971,Mar,-309.0
PRT,Passivo,Outras responsabilidades (líquidas),Jun 1971,1971,Jun,38.0
PRT,Passivo,Outras responsabilidades (líquidas),Set 1971,1971,Set,-600.0
PRT,Passivo,Outras responsabilidades (líquidas),Dez 1971,1971,Dez,416.0
PRT,Passivo,Outras responsabilidades (líquidas),Mar 1972,1972,Mar,-394.0
PRT,Passivo,Total,Mar 1970,1970,Mar,51153.0
PRT,Passivo,Total,Jun 1970,1970,Jun,51526.0
PRT,Passivo,Total,Set 1970,1970,Set,54773.0
PRT,Passivo,Total,Dez 1970,1970,Dez,57939.0
PRT,Passivo,Total,Mar 1971,1971,Mar,56425.0
PRT,Passivo,Total,Jun 1971,1971,Jun,57958.0
PRT,Passivo,Total,Set 1971,1971,Set,62291.0
PRT,Passivo,Total,Dez 1971,1971,Dez,67254.0
PRT,Passivo,Total,Mar 1972,1972,Mar,65614.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Jun 1972,1972,Jun,54592.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Set 1972,1972,Set,60627.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Dez 1972,1972,Dez,62854.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Mar 1973,1973,Mar,66535.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Jun 1973,1973,Jun,66845.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Set 1973,1973,Set,70128.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Dez 1973,1973,Dez,72026.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Mar 1974,1974,Mar,67295.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Jun 1974,1974,Jun,64331.0
PRT,Activo,Disponibilidades sobre o exterior,Jun 1972,1972,Jun,54727.0
PRT,Activo,Disponibilidades sobre o exterior,Set 1972,1972,Set,60724.0
PRT,Activo,Disponibilidades sobre o exterior,Dez 1972,1972,Dez,62959.0
PRT,Activo,Disponibilidades sobre o exterior,Mar 1973,1973,Mar,66628.0
PRT,Activo,Disponibilidades sobre o exterior,Jun 1973,1973,Jun,66948.0
PRT,Activo,Disponibilidades sobre o exterior,Set 1973,1973,Set,70248.0
PRT,Activo,Disponibilidades sobre o exterior,Dez 1973,1973,Dez,72121.0
PRT,Activo,Disponibilidades sobre o exterior,Mar 1974,1974,Mar,67617.0
PRT,Activo,Disponibilidades sobre o exterior,Jun 1974,1974,Jun,64634.0
PRT,Activo,Ouro,Jun 1972,1972,Jun,27541.0
PRT,Activo,Ouro,Set 1972,1972,Set,27688.0
PRT,Activo,Ouro,Dez 1972,1972,Dez,27836.0
PRT,Activo,Ouro,Mar 1973,1973,Mar,28292.0
PRT,Activo,Ouro,Jun 1973,1973,Jun,28745.0
PRT,Activo,Ouro,Set 1973,1973,Set,29198.0
PRT,Activo,Ouro,Dez 1973,1973,Dez,29653.0
PRT,Activo,Ouro,Mar 1974,1974,Mar,29733.0
PRT,Activo,Ouro,Jun 1974,1974,Jun,29813.0
PRT,Activo,Outras,Jun 1972,1972,Jun,27186.0
PRT,Activo,Outras,Set 1972,1972,Set,33036.0
PRT,Activo,Outras,Dez 1972,1972,Dez,35123.0
PRT,Activo,Outras,Mar 1973,1973,Mar,38336.0
PRT,Activo,Outras,Jun 1973,1973,Jun,38203.0
PRT,Activo,Outras,Set 1973,1973,Set,41050.0
PRT,Activo,Outras,Dez 1973,1973,Dez,42468.0
PRT,Activo,Outras,Mar 1974,1974,Mar,37884.0
PRT,Activo,Outras,Jun 1974,1974,Jun,34821.0
PRT,Activo,Responsabilidades para com o exterior,Jun 1972,1972,Jun,135.0
PRT,Activo,Responsabilidades para com o exterior,Set 1972,1972,Set,97.0
PRT,Activo,Responsabilidades para com o exterior,Dez 1972,1972,Dez,105.0
PRT,Activo,Responsabilidades para com o exterior,Mar 1973,1973,Mar,93.0
PRT,Activo,Responsabilidades para com o exterior,Jun 1973,1973,Jun,103.0
PRT,Activo,Responsabilidades para com o exterior,Set 1973,1973,Set,120.0
PRT,Activo,Responsabilidades para com o exterior,Dez 1973,1973,Dez,95.0
PRT,Activo,Responsabilidades para com o exterior,Mar 1974,1974,Mar,322.0
PRT,Activo,Responsabilidades para com o exterior,Jun 1974,1974,Jun,303.0
PRT,Activo,Crédito ao Sector Público Administrativo,Jun 1972,1972,Jun,3420.0
PRT,Activo,Crédito ao Sector Público Administrativo,Set 1972,1972,Set,3452.0
PRT,Activo,Crédito ao Sector Público Administrativo,Dez 1972,1972,Dez,3435.0
PRT,Activo,Crédito ao Sector Público Administrativo,Mar 1973,1973,Mar,3461.0
PRT,Activo,Crédito ao Sector Público Administrativo,Jun 1973,1973,Jun,3476.0
PRT,Activo,Crédito ao Sector Público Administrativo,Set 1973,1973,Set,3505.0
PRT,Activo,Crédito ao Sector Público Administrativo,Dez 1973,1973,Dez,3737.0
PRT,Activo,Crédito ao Sector Público Administrativo,Mar 1974,1974,Mar,3945.0
PRT,Activo,Crédito ao Sector Público Administrativo,Jun 1974,1974,Jun,4435.0
PRT,Activo,Crédito,Jun 1972,1972,Jun,877.0
PRT,Activo,Crédito,Set 1972,1972,Set,921.0
PRT,Activo,Crédito,Dez 1972,1972,Dez,956.0
PRT,Activo,Crédito,Mar 1973,1973,Mar,987.0
PRT,Activo,Crédito,Jun 1973,1973,Jun,1015.0
PRT,Activo,Crédito,Set 1973,1973,Set,1054.0
PRT,Activo,Crédito,Dez 1973,1973,Dez,1065.0
PRT,Activo,Crédito,Mar 1974,1974,Mar,1109.0
PRT,Activo,Crédito,Jun 1974,1974,Jun,1163.0
PRT,Activo,Títulos de Dívida Pública,Jun 1972,1972,Jun,2543.0
PRT,Activo,Títulos de Dívida Pública,Set 1972,1972,Set,2531.0
PRT,Activo,Títulos de Dívida Pública,Dez 1972,1972,Dez,2479.0
PRT,Activo,Títulos de Dívida Pública,Mar 1973,1973,Mar,2474.0
PRT,Activo,Títulos de Dívida Pública,Jun 1973,1973,Jun,2461.0
PRT,Activo,Títulos de Dívida Pública,Set 1973,1973,Set,2451.0
PRT,Activo,Títulos de Dívida Pública,Dez 1973,1973,Dez,2672.0
PRT,Activo,Títulos de Dívida Pública,Mar 1974,1974,Mar,2836.0
PRT,Activo,Títulos de Dívida Pública,Jun 1974,1974,Jun,3272.0
PRT,Activo,Crédito a instituições financeiras,Jun 1972,1972,Jun,7880.0
PRT,Activo,Crédito a instituições financeiras,Set 1972,1972,Set,8347.0
PRT,Activo,Crédito a instituições financeiras,Dez 1972,1972,Dez,9991.0
PRT,Activo,Crédito a instituições financeiras,Mar 1973,1973,Mar,7650.0
PRT,Activo,Crédito a instituições financeiras,Jun 1973,1973,Jun,9243.0
PRT,Activo,Crédito a instituições financeiras,Set 1973,1973,Set,11994.0
PRT,Activo,Crédito a instituições financeiras,Dez 1973,1973,Dez,11920.0
PRT,Activo,Crédito a instituições financeiras,Mar 1974,1974,Mar,13221.0
PRT,Activo,Crédito a instituições financeiras,Jun 1974,1974,Jun,18061.0
PRT,Activo,Crédito a empresas e particulares,Jun 1972,1972,Jun,1604.0
PRT,Activo,Crédito a empresas e particulares,Set 1972,1972,Set,1622.0
PRT,Activo,Crédito a empresas e particulares,Dez 1972,1972,Dez,1714.0
PRT,Activo,Crédito a empresas e particulares,Mar 1973,1973,Mar,1749.0
PRT,Activo,Crédito a empresas e particulares,Jun 1973,1973,Jun,1767.0
PRT,Activo,Crédito a empresas e particulares,Set 1973,1973,Set,1750.0
PRT,Activo,Crédito a empresas e particulares,Dez 1973,1973,Dez,1936.0
PRT,Activo,Crédito a empresas e particulares,Mar 1974,1974,Mar,1953.0
PRT,Activo,Crédito a empresas e particulares,Jun 1974,1974,Jun,1909.0
PRT,Activo,Total,Jun 1972,1972,Jun,67496.0
PRT,Activo,Total,Set 1972,1972,Set,74048.0
PRT,Activo,Total,Dez 1972,1972,Dez,77994.0
PRT,Activo,Total,Mar 1973,1973,Mar,79395.0
PRT,Activo,Total,Jun 1973,1973,Jun,81331.0
PRT,Activo,Total,Set 1973,1973,Set,87377.0
PRT,Activo,Total,Dez 1973,1973,Dez,89619.0
PRT,Activo,Total,Mar 1974,1974,Mar,86414.0
PRT,Activo,Total,Jun 1974,1974,Jun,88736.0
PRT,Passivo,Base monetária,Jun 1972,1972,Jun,51593.0
PRT,Passivo,Base monetária,Set 1972,1972,Set,56416.0
PRT,Passivo,Base monetária,Dez 1972,1972,Dez,62239.0
PRT,Passivo,Base monetária,Mar 1973,1973,Mar,62530.0
PRT,Passivo,Base monetária,Jun 1973,1973,Jun,64729.0
PRT,Passivo,Base monetária,Set 1973,1973,Set,67777.0
PRT,Passivo,Base monetária,Dez 1973,1973,Dez,70201.0
PRT,Passivo,Base monetária,Mar 1974,1974,Mar,68353.0
PRT,Passivo,Base monetária,Jun 1974,1974,Jun,71669.0
PRT,Passivo,Notas e moedas,Jun 1972,1972,Jun,36700.0
PRT,Passivo,Notas e moedas,Set 1972,1972,Set,38661.0
PRT,Passivo,Notas e moedas,Dez 1972,1972,Dez,42407.0
PRT,Passivo,Notas e moedas,Mar 1973,1973,Mar,40384.0
PRT,Passivo,Notas e moedas,Jun 1973,1973,Jun,42442.0
PRT,Passivo,Notas e moedas,Set 1973,1973,Set,44951.0
PRT,Passivo,Notas e moedas,Dez 1973,1973,Dez,50438.0
PRT,Passivo,Notas e moedas,Mar 1974,1974,Mar,48441.0
PRT,Passivo,Notas e moedas,Jun 1974,1974,Jun,56201.0
PRT,Passivo,Depósitos de instituições financeiras,Jun 1972,1972,Jun,14893.0
PRT,Passivo,Depósitos de instituições financeiras,Set 1972,1972,Set,17755.0
PRT,Passivo,Depósitos de instituições financeiras,Dez 1972,1972,Dez,19832.0
PRT,Passivo,Depósitos de instituições financeiras,Mar 1973,1973,Mar,22146.0
PRT,Passivo,Depósitos de instituições financeiras,Jun 1973,1973,Jun,22287.0
PRT,Passivo,Depósitos de instituições financeiras,Set 1973,1973,Set,22826.0
PRT,Passivo,Depósitos de instituições financeiras,Dez 1973,1973,Dez,19763.0
PRT,Passivo,Depósitos de instituições financeiras,Mar 1974,1974,Mar,19912.0
PRT,Passivo,Depósitos de instituições financeiras,Jun 1974,1974,Jun,15468.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Jun 1972,1972,Jun,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Set 1972,1972,Set,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Dez 1972,1972,Dez,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Mar 1973,1973,Mar,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Jun 1973,1973,Jun,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Set 1973,1973,Set,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Dez 1973,1973,Dez,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Mar 1974,1974,Mar,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Jun 1974,1974,Jun,0.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Jun 1972,1972,Jun,7663.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Set 1972,1972,Set,9098.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Dez 1972,1972,Dez,6344.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Mar 1973,1973,Mar,6624.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Jun 1973,1973,Jun,5827.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Set 1973,1973,Set,6470.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Dez 1973,1973,Dez,7017.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Mar 1974,1974,Mar,5406.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Jun 1974,1974,Jun,3098.0
PRT,Passivo,Contrapartida de flutuações cambiais,Jun 1972,1972,Jun,802.0
PRT,Passivo,Contrapartida de flutuações cambiais,Set 1972,1972,Set,833.0
PRT,Passivo,Contrapartida de flutuações cambiais,Dez 1972,1972,Dez,815.0
PRT,Passivo,Contrapartida de flutuações cambiais,Mar 1973,1973,Mar,1965.0
PRT,Passivo,Contrapartida de flutuações cambiais,Jun 1973,1973,Jun,1965.0
PRT,Passivo,Contrapartida de flutuações cambiais,Set 1973,1973,Set,1990.0
PRT,Passivo,Contrapartida de flutuações cambiais,Dez 1973,1973,Dez,2010.0
PRT,Passivo,Contrapartida de flutuações cambiais,Mar 1974,1974,Mar,2051.0
PRT,Passivo,Contrapartida de flutuações cambiais,Jun 1974,1974,Jun,2039.0
PRT,Passivo,Recursos próprios e resultados,Jun 1972,1972,Jun,7938.0
PRT,Passivo,Recursos próprios e resultados,Set 1972,1972,Set,8246.0
PRT,Passivo,Recursos próprios e resultados,Dez 1972,1972,Dez,8186.0
PRT,Passivo,Recursos próprios e resultados,Mar 1973,1973,Mar,8728.0
PRT,Passivo,Recursos próprios e resultados,Jun 1973,1973,Jun,8682.0
PRT,Passivo,Recursos próprios e resultados,Set 1973,1973,Set,9772.0
PRT,Passivo,Recursos próprios e resultados,Dez 1973,1973,Dez,9812.0
PRT,Passivo,Recursos próprios e resultados,Mar 1974,1974,Mar,10835.0
PRT,Passivo,Recursos próprios e resultados,Jun 1974,1974,Jun,11899.0
PRT,Passivo,Outras responsabilidades (líquidas),Jun 1972,1972,Jun,-500.0
PRT,Passivo,Outras responsabilidades (líquidas),Set 1972,1972,Set,-545.0
PRT,Passivo,Outras responsabilidades (líquidas),Dez 1972,1972,Dez,410.0
PRT,Passivo,Outras responsabilidades (líquidas),Mar 1973,1973,Mar,-452.0
PRT,Passivo,Outras responsabilidades (líquidas),Jun 1973,1973,Jun,128.0
PRT,Passivo,Outras responsabilidades (líquidas),Set 1973,1973,Set,1368.0
PRT,Passivo,Outras responsabilidades (líquidas),Dez 1973,1973,Dez,579.0
PRT,Passivo,Outras responsabilidades (líquidas),Mar 1974,1974,Mar,-231.0
PRT,Passivo,Outras responsabilidades (líquidas),Jun 1974,1974,Jun,31.0
PRT,Passivo,Total,Jun 1972,1972,Jun,67496.0
PRT,Passivo,Total,Set 1972,1972,Set,74048.0
PRT,Passivo,Total,Dez 1972,1972,Dez,77994.0
PRT,Passivo,Total,Mar 1973,1973,Mar,79395.0
PRT,Passivo,Total,Jun 1973,1973,Jun,81331.0
PRT,Passivo,Total,Set 1973,1973,Set,87377.0
PRT,Passivo,Total,Dez 1973,1973,Dez,89619.0
PRT,Passivo,Total,Mar 1974,1974,Mar,86414.0
PRT,Passivo,Total,Jun 1974,1974,Jun,88736.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Set 1974,1974,Set,62657.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Dez 1974,1974,Dez,55738.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Mar 1975,1975,Mar,48399.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Jun 1975,1975,Jun,49589.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Set 1975,1975,Set,43960.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Dez 1975,1975,Dez,31607.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Mar 1976,1976,Mar,21387.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Jun 1976,1976,Jun,10426.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Set 1976,1976,Set,8203.0
PRT,Activo,Disponibilidades sobre o exterior,Set 1974,1974,Set,62743.0
PRT,Activo,Disponibilidades sobre o exterior,Dez 1974,1974,Dez,55822.0
PRT,Activo,Disponibilidades sobre o exterior,Mar 1975,1975,Mar,50486.0
PRT,Activo,Disponibilidades sobre o exterior,Jun 1975,1975,Jun,49641.0
PRT,Activo,Disponibilidades sobre o exterior,Set 1975,1975,Set,46582.0
PRT,Activo,Disponibilidades sobre o exterior,Dez 1975,1975,Dez,39884.0
PRT,Activo,Disponibilidades sobre o exterior,Mar 1976,1976,Mar,39929.0
PRT,Activo,Disponibilidades sobre o exterior,Jun 1976,1976,Jun,39167.0
PRT,Activo,Disponibilidades sobre o exterior,Set 1976,1976,Set,41115.0
PRT,Activo,Ouro,Set 1974,1974,Set,29893.0
PRT,Activo,Ouro,Dez 1974,1974,Dez,29973.0
PRT,Activo,Ouro,Mar 1975,1975,Mar,30257.0
PRT,Activo,Ouro,Jun 1975,1975,Jun,30521.0
