country_iso3,source_table,table_title,code,indicator,unit,year,value
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,K,Financial and insurance activities,SAR million,2024,194526
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,64,"Financial service activities, except insurance and pension funding",SAR million,2018,82005
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,64,"Financial service activities, except insurance and pension funding",SAR million,2019,86181
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,64,"Financial service activities, except insurance and pension funding",SAR million,2020,92419
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,64,"Financial service activities, except insurance and pension funding",SAR million,2021,93883
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,64,"Financial service activities, except insurance and pension funding",SAR million,2022,114088
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,64,"Financial service activities, except insurance and pension funding",SAR million,2023,130088
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,64,"Financial service activities, except insurance and pension funding",SAR million,2024,150064
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,65,"Insurance, reinsurance and pension funding, except compulsory social security",SAR million,2018,16216
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,65,"Insurance, reinsurance and pension funding, except compulsory social security",SAR million,2019,20755
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,65,"Insurance, reinsurance and pension funding, except compulsory social security",SAR million,2020,23588
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,65,"Insurance, reinsurance and pension funding, except compulsory social security",SAR million,2021,24922
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,65,"Insurance, reinsurance and pension funding, except compulsory social security",SAR million,2022,29791
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,65,"Insurance, reinsurance and pension funding, except compulsory social security",SAR million,2023,34965
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,65,"Insurance, reinsurance and pension funding, except compulsory social security",SAR million,2024,40831
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,66,Activities auxiliary to financial service and insurance activities,SAR million,2018,1393
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,66,Activities auxiliary to financial service and insurance activities,SAR million,2019,1669
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,66,Activities auxiliary to financial service and insurance activities,SAR million,2020,1779
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,66,Activities auxiliary to financial service and insurance activities,SAR million,2021,2063
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,66,Activities auxiliary to financial service and insurance activities,SAR million,2022,2600
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,66,Activities auxiliary to financial service and insurance activities,SAR million,2023,3069
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,66,Activities auxiliary to financial service and insurance activities,SAR million,2024,3631
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,L,Real estate activities,SAR million,2018,199747
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,L,Real estate activities,SAR million,2019,203914
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,L,Real estate activities,SAR million,2020,203416
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,L,Real estate activities,SAR million,2021,207549
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,L,Real estate activities,SAR million,2022,213107
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,L,Real estate activities,SAR million,2023,235731
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,L,Real estate activities,SAR million,2024,264126
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,68,Real estate activities,SAR million,2018,199747
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,68,Real estate activities,SAR million,2019,203914
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,68,Real estate activities,SAR million,2020,203416
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,68,Real estate activities,SAR million,2021,207549
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,68,Real estate activities,SAR million,2022,213107
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,68,Real estate activities,SAR million,2023,235731
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,68,Real estate activities,SAR million,2024,264126
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,M,"Professional, scientific and technical activities",SAR million,2018,25836
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,M,"Professional, scientific and technical activities",SAR million,2019,30014
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,M,"Professional, scientific and technical activities",SAR million,2020,29412
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,M,"Professional, scientific and technical activities",SAR million,2021,34570
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,M,"Professional, scientific and technical activities",SAR million,2022,42520
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,M,"Professional, scientific and technical activities",SAR million,2023,48669
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,M,"Professional, scientific and technical activities",SAR million,2024,52510
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,69,Legal and accounting activities,SAR million,2018,6504
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,69,Legal and accounting activities,SAR million,2019,7391
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,69,Legal and accounting activities,SAR million,2020,7034
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,69,Legal and accounting activities,SAR million,2021,7366
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,69,Legal and accounting activities,SAR million,2022,8645
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,69,Legal and accounting activities,SAR million,2023,9235
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,69,Legal and accounting activities,SAR million,2024,10000
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,70,Activities of head offices; management consultancy activities,SAR million,2018,1595
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,70,Activities of head offices; management consultancy activities,SAR million,2019,1613
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,70,Activities of head offices; management consultancy activities,SAR million,2020,1535
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,70,Activities of head offices; management consultancy activities,SAR million,2021,2313
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,70,Activities of head offices; management consultancy activities,SAR million,2022,3315
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,70,Activities of head offices; management consultancy activities,SAR million,2023,4026
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,70,Activities of head offices; management consultancy activities,SAR million,2024,4561
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,71,Architectural and engineering activities; technical testing and analysis,SAR million,2018,6903
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,71,Architectural and engineering activities; technical testing and analysis,SAR million,2019,8305
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,71,Architectural and engineering activities; technical testing and analysis,SAR million,2020,8263
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,71,Architectural and engineering activities; technical testing and analysis,SAR million,2021,10312
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,71,Architectural and engineering activities; technical testing and analysis,SAR million,2022,13046
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,71,Architectural and engineering activities; technical testing and analysis,SAR million,2023,15073
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,71,Architectural and engineering activities; technical testing and analysis,SAR million,2024,15977
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,72,Scientific research and development,SAR million,2018,2832
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,72,Scientific research and development,SAR million,2019,3188
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,72,Scientific research and development,SAR million,2020,3187
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,72,Scientific research and development,SAR million,2021,3513
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,72,Scientific research and development,SAR million,2022,3973
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,72,Scientific research and development,SAR million,2023,4401
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,72,Scientific research and development,SAR million,2024,4707
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,73,Advertising and market research,SAR million,2018,3705
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,73,Advertising and market research,SAR million,2019,4447
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,73,Advertising and market research,SAR million,2020,4363
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,73,Advertising and market research,SAR million,2021,5157
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,73,Advertising and market research,SAR million,2022,6542
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,73,Advertising and market research,SAR million,2023,7865
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,73,Advertising and market research,SAR million,2024,8983
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,74,"Other professional, scientific and technical activities",SAR million,2018,3995
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,74,"Other professional, scientific and technical activities",SAR million,2019,4731
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,74,"Other professional, scientific and technical activities",SAR million,2020,4683
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,74,"Other professional, scientific and technical activities",SAR million,2021,5499
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,74,"Other professional, scientific and technical activities",SAR million,2022,6520
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,74,"Other professional, scientific and technical activities",SAR million,2023,7507
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,74,"Other professional, scientific and technical activities",SAR million,2024,7704
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,75,Veterinary activities,SAR million,2018,302
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,75,Veterinary activities,SAR million,2019,340
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,75,Veterinary activities,SAR million,2020,347
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,75,Veterinary activities,SAR million,2021,409
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,75,Veterinary activities,SAR million,2022,479
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,75,Veterinary activities,SAR million,2023,562
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,75,Veterinary activities,SAR million,2024,579
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,N,Administrative and support service activities,SAR million,2018,35834
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,N,Administrative and support service activities,SAR million,2019,41168
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,N,Administrative and support service activities,SAR million,2020,33357
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,N,Administrative and support service activities,SAR million,2021,43682
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,N,Administrative and support service activities,SAR million,2022,52045
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,N,Administrative and support service activities,SAR million,2023,58527
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,N,Administrative and support service activities,SAR million,2024,62190
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,77,Rental and leasing activities,SAR million,2018,5941
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,77,Rental and leasing activities,SAR million,2019,6583
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,77,Rental and leasing activities,SAR million,2020,5588
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,77,Rental and leasing activities,SAR million,2021,8356
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,77,Rental and leasing activities,SAR million,2022,10168
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,77,Rental and leasing activities,SAR million,2023,11831
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,77,Rental and leasing activities,SAR million,2024,12283
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,78,Employment activities,SAR million,2018,5652
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,78,Employment activities,SAR million,2019,6795
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,78,Employment activities,SAR million,2020,3787
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,78,Employment activities,SAR million,2021,6855
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,78,Employment activities,SAR million,2022,7935
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,78,Employment activities,SAR million,2023,9186
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,78,Employment activities,SAR million,2024,9418
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,79,"Travel agency, tour operator, reservation service and related activities",SAR million,2018,4009
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,79,"Travel agency, tour operator, reservation service and related activities",SAR million,2019,4674
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,79,"Travel agency, tour operator, reservation service and related activities",SAR million,2020,1312
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,79,"Travel agency, tour operator, reservation service and related activities",SAR million,2021,2777
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,79,"Travel agency, tour operator, reservation service and related activities",SAR million,2022,5117
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,79,"Travel agency, tour operator, reservation service and related activities",SAR million,2023,6002
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,79,"Travel agency, tour operator, reservation service and related activities",SAR million,2024,6273
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,80,Security and investigation activities,SAR million,2018,5988
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,80,Security and investigation activities,SAR million,2019,6457
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,80,Security and investigation activities,SAR million,2020,6205
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,80,Security and investigation activities,SAR million,2021,6366
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,80,Security and investigation activities,SAR million,2022,6974
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,80,Security and investigation activities,SAR million,2023,7629
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,80,Security and investigation activities,SAR million,2024,8281
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,81,Services to buildings and landscape activities,SAR million,2018,10103
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,81,Services to buildings and landscape activities,SAR million,2019,11963
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,81,Services to buildings and landscape activities,SAR million,2020,11735
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,81,Services to buildings and landscape activities,SAR million,2021,14990
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,81,Services to buildings and landscape activities,SAR million,2022,16964
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,81,Services to buildings and landscape activities,SAR million,2023,18517
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,81,Services to buildings and landscape activities,SAR million,2024,20158
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,82,"Office administrative, office support and other business support activities",SAR million,2018,4141
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,82,"Office administrative, office support and other business support activities",SAR million,2019,4696
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,82,"Office administrative, office support and other business support activities",SAR million,2020,4730
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,82,"Office administrative, office support and other business support activities",SAR million,2021,4338
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,82,"Office administrative, office support and other business support activities",SAR million,2022,4887
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,82,"Office administrative, office support and other business support activities",SAR million,2023,5361
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,82,"Office administrative, office support and other business support activities",SAR million,2024,5777
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,O,Public administration and defence; compulsory social security,SAR million,2018,292544
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,O,Public administration and defence; compulsory social security,SAR million,2019,305951
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,O,Public administration and defence; compulsory social security,SAR million,2020,298970
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,O,Public administration and defence; compulsory social security,SAR million,2021,299218
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,O,Public administration and defence; compulsory social security,SAR million,2022,316926
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,O,Public administration and defence; compulsory social security,SAR million,2023,327811
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,O,Public administration and defence; compulsory social security,SAR million,2024,347797
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,84,Public administration and defence; compulsory social security,SAR million,2018,292544
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,84,Public administration and defence; compulsory social security,SAR million,2019,305951
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,84,Public administration and defence; compulsory social security,SAR million,2020,298970
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,84,Public administration and defence; compulsory social security,SAR million,2021,299218
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,84,Public administration and defence; compulsory social security,SAR million,2022,316926
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,84,Public administration and defence; compulsory social security,SAR million,2023,327811
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,84,Public administration and defence; compulsory social security,SAR million,2024,347797
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,P,Education,SAR million,2018,194501
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,P,Education,SAR million,2019,199354
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,P,Education,SAR million,2020,193837
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,P,Education,SAR million,2021,187275
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,P,Education,SAR million,2022,190272
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,P,Education,SAR million,2023,195543
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,P,Education,SAR million,2024,203983
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,85,Education,SAR million,2018,194501
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,85,Education,SAR million,2019,199354
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,85,Education,SAR million,2020,193837
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,85,Education,SAR million,2021,187275
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,85,Education,SAR million,2022,190272
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,85,Education,SAR million,2023,195543
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,85,Education,SAR million,2024,203983
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,Q,Human health and social work activities,SAR million,2018,111055
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,Q,Human health and social work activities,SAR million,2019,121837
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,Q,Human health and social work activities,SAR million,2020,127238
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,Q,Human health and social work activities,SAR million,2021,136386
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,Q,Human health and social work activities,SAR million,2022,148946
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,Q,Human health and social work activities,SAR million,2023,157544
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,Q,Human health and social work activities,SAR million,2024,165934
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,86,Human health activities,SAR million,2018,108118
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,86,Human health activities,SAR million,2019,118341
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,86,Human health activities,SAR million,2020,125003
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,86,Human health activities,SAR million,2021,132077
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,86,Human health activities,SAR million,2022,144249
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,86,Human health activities,SAR million,2023,152188
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,86,Human health activities,SAR million,2024,160137
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,87,Residential care activities,SAR million,2018,565
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,87,Residential care activities,SAR million,2019,612
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,87,Residential care activities,SAR million,2020,500
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,87,Residential care activities,SAR million,2021,610
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,87,Residential care activities,SAR million,2022,681
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,87,Residential care activities,SAR million,2023,782
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,87,Residential care activities,SAR million,2024,836
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,88,Social work activities without accommodation,SAR million,2018,2372
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,88,Social work activities without accommodation,SAR million,2019,2884
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,88,Social work activities without accommodation,SAR million,2020,1735
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,88,Social work activities without accommodation,SAR million,2021,3699
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,88,Social work activities without accommodation,SAR million,2022,4016
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,88,Social work activities without accommodation,SAR million,2023,4574
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,88,Social work activities without accommodation,SAR million,2024,4961
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,R,"Arts, entertainment and recreation",SAR million,2018,6455
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,R,"Arts, entertainment and recreation",SAR million,2019,6904
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,R,"Arts, entertainment and recreation",SAR million,2020,5832
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,R,"Arts, entertainment and recreation",SAR million,2021,7961
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,R,"Arts, entertainment and recreation",SAR million,2022,11100
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,R,"Arts, entertainment and recreation",SAR million,2023,13866
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,R,"Arts, entertainment and recreation",SAR million,2024,15367
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,90,"Creative, arts and entertainment activities",SAR million,2018,812
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,90,"Creative, arts and entertainment activities",SAR million,2019,921
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,90,"Creative, arts and entertainment activities",SAR million,2020,602
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,90,"Creative, arts and entertainment activities",SAR million,2021,952
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,90,"Creative, arts and entertainment activities",SAR million,2022,2309
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,90,"Creative, arts and entertainment activities",SAR million,2023,2626
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,90,"Creative, arts and entertainment activities",SAR million,2024,3149
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,91,"Libraries, archives, museums and other cultural activities",SAR million,2018,1015
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,91,"Libraries, archives, museums and other cultural activities",SAR million,2019,959
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,91,"Libraries, archives, museums and other cultural activities",SAR million,2020,1078
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,91,"Libraries, archives, museums and other cultural activities",SAR million,2021,1422
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,91,"Libraries, archives, museums and other cultural activities",SAR million,2022,2150
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,91,"Libraries, archives, museums and other cultural activities",SAR million,2023,2688
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,91,"Libraries, archives, museums and other cultural activities",SAR million,2024,2634
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,93,Sports activities and amusement and recreation activities,SAR million,2018,4629
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,93,Sports activities and amusement and recreation activities,SAR million,2019,5023
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,93,Sports activities and amusement and recreation activities,SAR million,2020,4151
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,93,Sports activities and amusement and recreation activities,SAR million,2021,5587
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,93,Sports activities and amusement and recreation activities,SAR million,2022,6641
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,93,Sports activities and amusement and recreation activities,SAR million,2023,8552
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,93,Sports activities and amusement and recreation activities,SAR million,2024,9584
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,S,Other service activities,SAR million,2018,17682
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,S,Other service activities,SAR million,2019,18015
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,S,Other service activities,SAR million,2020,17262
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,S,Other service activities,SAR million,2021,22261
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,S,Other service activities,SAR million,2022,26132
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,S,Other service activities,SAR million,2023,29568
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,S,Other service activities,SAR million,2024,31596
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,94,Activities of membership organizations,SAR million,2018,7454
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,94,Activities of membership organizations,SAR million,2019,7512
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,94,Activities of membership organizations,SAR million,2020,7624
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,94,Activities of membership organizations,SAR million,2021,8536
