fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1971,1971,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — industrial,2035,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1972,1972,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — industrial,2501,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — agricultural,48,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — agricultural,91,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — agricultural,120,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1972,1972,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — agricultural,150,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — street_lighting,173,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — street_lighting,256,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — street_lighting,311,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1972,1972,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — street_lighting,432,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — domestic,642,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — domestic,808,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — domestic,983,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1972,1972,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — domestic,1206,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — public_commercial_other,427,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — public_commercial_other,890,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — public_commercial_other,1069,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1972,1972,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — public_commercial_other,1267,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,TOTAL OF INDUSTRIAL PLANTS — total,2418,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated","Includes NIOC, industries and equivalent mechanical power; data refer to power generated",IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,TOTAL OF INDUSTRIAL PLANTS — total,2675,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,TOTAL OF INDUSTRIAL PLANTS — total,2725,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,GRAND TOTAL — total,4344,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,GRAND TOTAL — total,6146,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,GRAND TOTAL — total,7244,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
