"ref_area","source","indicator","sex","time","obs_value","obs_status","note_indicator","note_source"
"GUY","BA:1214","EAR_EMTA_SEX_NB","SEX_M","2021",93809.732,,"T30:84","R1:3513"
"GUY","BA:1214","EAR_EMTA_SEX_NB","SEX_F","2021",80197.189,,"T30:84","R1:3513"
"GUY","BA:1214","EAR_EMTA_SEX_NB","SEX_T","2020",83561.373,,"T30:84","R1:3513"
"GUY","BA:1214","EAR_EMTA_SEX_NB","SEX_M","2020",87901.117,,"T30:84","R1:3513"
"GUY","BA:1214","EAR_EMTA_SEX_NB","SEX_F","2020",77537.534,,"T30:84","R1:3513"
"GUY","BA:1214","EAR_EMTA_SEX_NB","SEX_T","2019",81920.778,,"T30:84","R1:3513"
"GUY","BA:1214","EAR_EMTA_SEX_NB","SEX_M","2019",86895.073,,"T30:84","R1:3513"
"GUY","BA:1214","EAR_EMTA_SEX_NB","SEX_F","2019",74792.309,,"T30:84","R1:3513"
"GUY","BA:1214","EAR_EMTA_SEX_NB","SEX_T","2018",76799.898,"B","T30:84_I11:264","R1:3513"
"GUY","BA:1214","EAR_EMTA_SEX_NB","SEX_M","2018",82370.549,"B","T30:84_I11:264","R1:3513"
"GUY","BA:1214","EAR_EMTA_SEX_NB","SEX_F","2018",68557.788,"B","T30:84_I11:264","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2025",11248.067,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2025",10842,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2025",12113.104,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2024",10674.584,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2024",10201.524,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2024",11600.911,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2023",9542.655,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2023",9109.702,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2023",10473.549,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2022",9217.472,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2022",9205.795,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2022",9241.316,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2021",8413.258,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2021",8265.133,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2021",8685.526,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2020",8296.334,"B","T30:87_I11:264","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2020",7711.371,"B","T30:87_I11:264","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2020",9356.567,"B","T30:87_I11:264","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2019",7338.608,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2019",7067.458,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2019",7864.666,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2018",6650.171,"B","T30:87_I11:264","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2018",6318.571,"B","T30:87_I11:264","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2018",7315.927,"B","T30:87_I11:264","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2017",6875.838,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2017",6713.916,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2017",7198,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2016",7024.417,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2016",6707.003,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2016",7623.526,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2015",6660.392,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2015",6373.994,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2015",7201.77,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2014",6678.121,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2014",6286.042,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2014",7406.9,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2013",6045.341,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2013",5666.894,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2013",6777.286,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2012",6945.277,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2012",6638.761,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2012",7529.376,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2011",7385.085,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2011",7054.622,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2011",8018.433,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2010",6255.095,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2010",5980.78,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2010",6787.823,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2009",5860.792,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2009",5616.147,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2009",6371.893,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2008",5696.523,"B","T30:87_I11:264","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2008",5596.2,"B","T30:87_I11:264","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2008",5887.751,"B","T30:87_I11:264","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2007",5035.409,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2007",4891.539,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2007",5321.134,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2006",4561.445,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2006",4493.369,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2006",4692.716,,"T30:87","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_T","2005",4243.588,"B","T30:87_I11:264","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_M","2005",4135.539,"B","T30:87_I11:264","R1:3513"
"HND","BX:504","EAR_EMTA_SEX_NB","SEX_F","2005",4451.138,"B","T30:87_I11:264","R1:3513"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2024",2283.342,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2024",2501.869,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2024",2049.942,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2023",1430.873,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2023",1605.844,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2023",1245.609,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2022",1682.082,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2022",1868.198,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2022",1486.15,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2021",1619.726,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2021",1767.796,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2021",1449.113,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2020",1517.3,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2020",1698.153,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2020",1310.614,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2019",1433.857,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2019",1567.021,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2019",1286.094,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2018",1346.86,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2018",1472.057,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2018",1205.601,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2017",1339.385,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2017",1453.964,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2017",1211.001,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2016",1269.084,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2016",1363.839,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2016",1162.759,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2015",1291.229,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2015",1375.662,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2015",1193.667,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2014",1173.669,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2014",1253.462,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2014",1079.133,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2013",1190.134,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2013",1261.463,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2013",1109.55,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2012",1239.342,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2012",1319.585,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2012",1147.991,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2011",1248.726,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2011",1336.908,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2011",1153.481,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_T","2010",1262.145,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_M","2010",1350.473,,"T30:386","R1:3513_T2:85"
"HRV","BB:5862","EAR_EMTA_SEX_NB","SEX_F","2010",1165.939,,"T30:386","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2024",1105.324,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2024",1175.844,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2024",1026.567,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2023",1045.717,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2023",1139.164,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2023",942.742,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2022",987.405,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2022",1071.28,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2022",891.799,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2021",829.992,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2021",899.209,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2021",749.279,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2020",967.429,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2020",1036.499,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2020",889.642,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2019",901.438,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2019",977.466,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2019",818.168,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2018",847.867,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2018",935.181,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2018",752.638,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2017",837.408,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2017",893.318,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2017",774.36,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2016",779.873,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2016",841.486,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2016",709.892,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2015",753.44,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2015",796.299,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2015",704.708,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2014",782.144,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2014",844.109,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2014",713.274,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2013",760.44,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2013",819.942,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2013",694.844,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2012",774.353,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2012",824.028,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2012",719.728,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2011",760.199,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2011",813.923,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2011",702.568,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2010",720.388,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2010",764.583,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2010",672.845,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2009",798.765,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2009",851.18,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2009",740.5,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2008",743.632,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2008",792.506,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2008",688.211,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2007",633.315,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2007",666.16,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2007",597.694,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2006",506.616,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2006",546.532,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2006",463.492,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_T","2005",459.119,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_M","2005",503.244,,"T30:389","R1:3513_T2:85"
"HUN","BB:3062","EAR_EMTA_SEX_NB","SEX_F","2005",414.874,,"T30:389","R1:3513_T2:85"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2023",2776803.875,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2023",3007410.446,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2023",2307995.085,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2022",2690034.686,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2022",2895368.449,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2022",2269099.996,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2021",2511508.115,"B","T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2021",2679556.797,"B","T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2021",2177332.312,"B","T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2020",2561509.932,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2020",2752550.31,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2020",2186555.669,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2019",2589312.729,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2019",2796506.274,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2019",2181905.693,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2018",2465848.915,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2018",2658234.116,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2018",2083532.238,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2017",2433700.752,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2017",2620257.918,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2017",2061855.943,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2016",2125593.661,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2016",2271850.423,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2016",1830763.079,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2015",1818033.31,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2015",1923907.864,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2015",1597587.138,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2014",1703837.072,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2014",1833700.772,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2014",1432955.804,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2013",1575305.674,"B","T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2013",1688280.351,"B","T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2013",1341639.695,"B","T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2012",1416851.816,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2012",1514927.804,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2012",1214266.183,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2011",1331778.138,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2011",1428567.257,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2011",1130844.123,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2010",1373249.226,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2010",1492223.425,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2010",1154074.91,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2009",1305004.134,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2009",1422047.951,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2009",1082934.459,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2008",1139076.349,"B","T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2008",1235559.88,"B","T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2008",950420.206,"B","T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2007",1075350.928,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2007",1163855.841,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2007",892041.457,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2006",995447.946,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2006",1080356.21,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2006",824098.171,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2005",850790.049,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2005",929171.431,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2005",684004.726,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2004",840021.08,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2004",912644.785,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2004",676516.438,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_T","2003",786859.657,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_M","2003",852098.624,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_NB","SEX_F","2003",642182.877,,"T30:122","R1:3513"
