area,source_table,metric,iranian_solar_year,gregorian_start_year,value_thousand_rials
rural,21.11_food_by_item,flour_macaroni_and_similar,1380,2001,280
rural,21.11_food_by_item,flour_macaroni_and_similar,1385,2006,515
rural,21.11_food_by_item,flour_macaroni_and_similar,1390,2011,1305
rural,21.11_food_by_item,flour_macaroni_and_similar,1395,2016,1871
rural,21.11_food_by_item,flour_macaroni_and_similar,1396,2017,1891
rural,21.11_food_by_item,flour_macaroni_and_similar,1397,2018,2034
rural,21.11_food_by_item,flour_macaroni_and_similar,1398,2019,2657
rural,21.11_food_by_item,flour_macaroni_and_similar,1399,2020,3495
rural,21.11_food_by_item,cereals,1380,2001,1108
rural,21.11_food_by_item,cereals,1385,2006,1874
rural,21.11_food_by_item,cereals,1390,2011,3513
rural,21.11_food_by_item,cereals,1395,2016,6760
rural,21.11_food_by_item,cereals,1396,2017,8204
rural,21.11_food_by_item,cereals,1397,2018,9832
rural,21.11_food_by_item,cereals,1398,2019,11500
rural,21.11_food_by_item,cereals,1399,2020,19884
rural,21.11_food_by_item,breads,1380,2001,314
rural,21.11_food_by_item,breads,1385,2006,642
rural,21.11_food_by_item,breads,1390,2011,3739
rural,21.11_food_by_item,breads,1395,2016,6081
rural,21.11_food_by_item,breads,1396,2017,6113
rural,21.11_food_by_item,breads,1397,2018,6428
rural,21.11_food_by_item,breads,1398,2019,7528
rural,21.11_food_by_item,breads,1399,2020,9045
rural,21.11_food_by_item,biscuits_cake_bakery_products,1380,2001,25
rural,21.11_food_by_item,biscuits_cake_bakery_products,1385,2006,93
rural,21.11_food_by_item,biscuits_cake_bakery_products,1390,2011,229
rural,21.11_food_by_item,biscuits_cake_bakery_products,1395,2016,500
rural,21.11_food_by_item,biscuits_cake_bakery_products,1396,2017,557
rural,21.11_food_by_item,biscuits_cake_bakery_products,1397,2018,734
rural,21.11_food_by_item,biscuits_cake_bakery_products,1398,2019,977
rural,21.11_food_by_item,biscuits_cake_bakery_products,1399,2020,1119
rural,21.11_food_by_item,meats_total,1380,2001,1573
rural,21.11_food_by_item,meats_total,1385,2006,3892
rural,21.11_food_by_item,meats_total,1390,2011,7481
rural,21.11_food_by_item,meats_total,1395,2016,12233
rural,21.11_food_by_item,meats_total,1396,2017,13859
rural,21.11_food_by_item,meats_total,1397,2018,16910
rural,21.11_food_by_item,meats_total,1398,2019,22397
rural,21.11_food_by_item,meats_total,1399,2020,28244
rural,21.11_food_by_item,meats_livestock,1380,2001,909
rural,21.11_food_by_item,meats_livestock,1385,2006,2125
rural,21.11_food_by_item,meats_livestock,1390,2011,3920
rural,21.11_food_by_item,meats_livestock,1395,2016,6103
rural,21.11_food_by_item,meats_livestock,1396,2017,7100
rural,21.11_food_by_item,meats_livestock,1397,2018,8524
rural,21.11_food_by_item,meats_livestock,1398,2019,11493
rural,21.11_food_by_item,meats_livestock,1399,2020,13968
rural,21.11_food_by_item,meats_poultry,1380,2001,544
rural,21.11_food_by_item,meats_poultry,1385,2006,1322
rural,21.11_food_by_item,meats_poultry,1390,2011,2847
rural,21.11_food_by_item,meats_poultry,1395,2016,4902
rural,21.11_food_by_item,meats_poultry,1396,2017,5445
rural,21.11_food_by_item,meats_poultry,1397,2018,6936
rural,21.11_food_by_item,meats_poultry,1398,2019,8934
rural,21.11_food_by_item,meats_poultry,1399,2020,11948
rural,21.11_food_by_item,fish_and_shrimp,1380,2001,120
rural,21.11_food_by_item,fish_and_shrimp,1385,2006,445
rural,21.11_food_by_item,fish_and_shrimp,1390,2011,714
rural,21.11_food_by_item,fish_and_shrimp,1395,2016,1228
rural,21.11_food_by_item,fish_and_shrimp,1396,2017,1314
rural,21.11_food_by_item,fish_and_shrimp,1397,2018,1450
rural,21.11_food_by_item,fish_and_shrimp,1398,2019,1969
rural,21.11_food_by_item,fish_and_shrimp,1399,2020,2328
rural,21.11_food_by_item,milk_milk_products_eggs_total,1380,2001,818
rural,21.11_food_by_item,milk_milk_products_eggs_total,1385,2006,1604
rural,21.11_food_by_item,milk_milk_products_eggs_total,1390,2011,3156
rural,21.11_food_by_item,milk_milk_products_eggs_total,1395,2016,6191
rural,21.11_food_by_item,milk_milk_products_eggs_total,1396,2017,6752
rural,21.11_food_by_item,milk_milk_products_eggs_total,1397,2018,7957
rural,21.11_food_by_item,milk_milk_products_eggs_total,1398,2019,10085
rural,21.11_food_by_item,milk_milk_products_eggs_total,1399,2020,13704
rural,21.11_food_by_item,milks,1380,2001,341
rural,21.11_food_by_item,milks,1385,2006,654
rural,21.11_food_by_item,milks,1390,2011,1077
rural,21.11_food_by_item,milks,1395,2016,2222
rural,21.11_food_by_item,milks,1396,2017,2235
rural,21.11_food_by_item,milks,1397,2018,2549
rural,21.11_food_by_item,milks,1398,2019,3280
rural,21.11_food_by_item,milks,1399,2020,4108
rural,21.11_food_by_item,milk_products,1380,2001,308
rural,21.11_food_by_item,milk_products,1385,2006,630
rural,21.11_food_by_item,milk_products,1390,2011,1239
rural,21.11_food_by_item,milk_products,1395,2016,2782
rural,21.11_food_by_item,milk_products,1396,2017,3071
rural,21.11_food_by_item,milk_products,1397,2018,3520
rural,21.11_food_by_item,milk_products,1398,2019,4729
rural,21.11_food_by_item,milk_products,1399,2020,6169
rural,21.11_food_by_item,eggs,1380,2001,170
rural,21.11_food_by_item,eggs,1385,2006,320
rural,21.11_food_by_item,eggs,1390,2011,839
rural,21.11_food_by_item,eggs,1395,2016,1188
rural,21.11_food_by_item,eggs,1396,2017,1446
rural,21.11_food_by_item,eggs,1397,2018,1888
rural,21.11_food_by_item,eggs,1398,2019,2075
rural,21.11_food_by_item,eggs,1399,2020,3427
rural,21.11_food_by_item,oil_and_fats_total,1380,2001,357
rural,21.11_food_by_item,oil_and_fats_total,1385,2006,634
rural,21.11_food_by_item,oil_and_fats_total,1390,2011,1546
rural,21.11_food_by_item,oil_and_fats_total,1395,2016,2546
rural,21.11_food_by_item,oil_and_fats_total,1396,2017,2677
rural,21.11_food_by_item,oil_and_fats_total,1397,2018,3325
rural,21.11_food_by_item,oil_and_fats_total,1398,2019,4304
rural,21.11_food_by_item,oil_and_fats_total,1399,2020,5768
rural,21.11_food_by_item,animal_oils_fats,1380,2001,18
rural,21.11_food_by_item,animal_oils_fats,1385,2006,44
rural,21.11_food_by_item,animal_oils_fats,1390,2011,67
rural,21.11_food_by_item,animal_oils_fats,1395,2016,190
rural,21.11_food_by_item,animal_oils_fats,1396,2017,205
rural,21.11_food_by_item,animal_oils_fats,1397,2018,186
rural,21.11_food_by_item,animal_oils_fats,1398,2019,252
rural,21.11_food_by_item,animal_oils_fats,1399,2020,350
rural,21.11_food_by_item,vegetable_oils,1380,2001,339
rural,21.11_food_by_item,vegetable_oils,1385,2006,590
rural,21.11_food_by_item,vegetable_oils,1390,2011,1479
rural,21.11_food_by_item,vegetable_oils,1395,2016,2356
rural,21.11_food_by_item,vegetable_oils,1396,2017,2472
rural,21.11_food_by_item,vegetable_oils,1397,2018,3138
rural,21.11_food_by_item,vegetable_oils,1398,2019,4052
rural,21.11_food_by_item,vegetable_oils,1399,2020,5418
rural,21.11_food_by_item,fruits_and_vegetables_total,1380,2001,972
rural,21.11_food_by_item,fruits_and_vegetables_total,1385,2006,2579
rural,21.11_food_by_item,fruits_and_vegetables_total,1390,2011,4778
rural,21.11_food_by_item,fruits_and_vegetables_total,1395,2016,9237
rural,21.11_food_by_item,fruits_and_vegetables_total,1396,2017,10494
rural,21.11_food_by_item,fruits_and_vegetables_total,1397,2018,13453
rural,21.11_food_by_item,fruits_and_vegetables_total,1398,2019,18404
rural,21.11_food_by_item,fruits_and_vegetables_total,1399,2020,23198
rural,21.11_food_by_item,fruits,1380,2001,368
rural,21.11_food_by_item,fruits,1385,2006,1109
rural,21.11_food_by_item,fruits,1390,2011,2194
rural,21.11_food_by_item,fruits,1395,2016,4140
rural,21.11_food_by_item,fruits,1396,2017,4365
rural,21.11_food_by_item,fruits,1397,2018,5529
rural,21.11_food_by_item,fruits,1398,2019,6834
rural,21.11_food_by_item,fruits,1399,2020,10017
rural,21.11_food_by_item,vegetables,1380,2001,593
rural,21.11_food_by_item,vegetables,1385,2006,1440
rural,21.11_food_by_item,vegetables,1390,2011,2555
rural,21.11_food_by_item,vegetables,1395,2016,5057
rural,21.11_food_by_item,vegetables,1396,2017,6080
rural,21.11_food_by_item,vegetables,1397,2018,7859
rural,21.11_food_by_item,vegetables,1398,2019,11495
rural,21.11_food_by_item,vegetables,1399,2020,13097
rural,21.11_food_by_item,prepared_fruits_vegetables_home,1380,2001,11
rural,21.11_food_by_item,prepared_fruits_vegetables_home,1385,2006,31
rural,21.11_food_by_item,prepared_fruits_vegetables_home,1390,2011,30
rural,21.11_food_by_item,prepared_fruits_vegetables_home,1395,2016,40
rural,21.11_food_by_item,prepared_fruits_vegetables_home,1396,2017,49
rural,21.11_food_by_item,prepared_fruits_vegetables_home,1397,2018,65
rural,21.11_food_by_item,prepared_fruits_vegetables_home,1398,2019,75
rural,21.11_food_by_item,prepared_fruits_vegetables_home,1399,2020,84
rural,21.11_food_by_item,nuts_dried_fruits_pulses_total,1380,2001,307
rural,21.11_food_by_item,nuts_dried_fruits_pulses_total,1385,2006,796
rural,21.11_food_by_item,nuts_dried_fruits_pulses_total,1390,2011,1553
rural,21.11_food_by_item,nuts_dried_fruits_pulses_total,1395,2016,3398
rural,21.11_food_by_item,nuts_dried_fruits_pulses_total,1396,2017,3778
rural,21.11_food_by_item,nuts_dried_fruits_pulses_total,1397,2018,3986
rural,21.11_food_by_item,nuts_dried_fruits_pulses_total,1398,2019,4622
rural,21.11_food_by_item,nuts_dried_fruits_pulses_total,1399,2020,7490
rural,21.11_food_by_item,nuts_and_dried_fruits,1380,2001,103
rural,21.11_food_by_item,nuts_and_dried_fruits,1385,2006,410
rural,21.11_food_by_item,nuts_and_dried_fruits,1390,2011,825
rural,21.11_food_by_item,nuts_and_dried_fruits,1395,2016,1686
rural,21.11_food_by_item,nuts_and_dried_fruits,1396,2017,1793
rural,21.11_food_by_item,nuts_and_dried_fruits,1397,2018,1918
rural,21.11_food_by_item,nuts_and_dried_fruits,1398,2019,2198
rural,21.11_food_by_item,nuts_and_dried_fruits,1399,2020,3320
rural,21.11_food_by_item,pulses,1380,2001,204
rural,21.11_food_by_item,pulses,1385,2006,385
rural,21.11_food_by_item,pulses,1390,2011,728
rural,21.11_food_by_item,pulses,1395,2016,1712
rural,21.11_food_by_item,pulses,1396,2017,1985
rural,21.11_food_by_item,pulses,1397,2018,2067
rural,21.11_food_by_item,pulses,1398,2019,2424
rural,21.11_food_by_item,pulses,1399,2020,4170
rural,21.11_food_by_item,sugar_confectionary_tea_coffee_cocoa_total,1380,2001,680
rural,21.11_food_by_item,sugar_confectionary_tea_coffee_cocoa_total,1385,2006,1238
rural,21.11_food_by_item,sugar_confectionary_tea_coffee_cocoa_total,1390,2011,2783
rural,21.11_food_by_item,sugar_confectionary_tea_coffee_cocoa_total,1395,2016,5029
rural,21.11_food_by_item,sugar_confectionary_tea_coffee_cocoa_total,1396,2017,5370
rural,21.11_food_by_item,sugar_confectionary_tea_coffee_cocoa_total,1397,2018,6488
rural,21.11_food_by_item,sugar_confectionary_tea_coffee_cocoa_total,1398,2019,9094
rural,21.11_food_by_item,sugar_confectionary_tea_coffee_cocoa_total,1399,2020,12285
rural,21.11_food_by_item,sugar,1380,2001,243
rural,21.11_food_by_item,sugar,1385,2006,419
rural,21.11_food_by_item,sugar,1390,2011,1196
rural,21.11_food_by_item,sugar,1395,2016,1761
rural,21.11_food_by_item,sugar,1396,2017,1828
rural,21.11_food_by_item,sugar,1397,2018,2042
rural,21.11_food_by_item,sugar,1398,2019,3137
rural,21.11_food_by_item,sugar,1399,2020,4165
rural,21.11_food_by_item,confectionary_honey_jam,1380,2001,149
rural,21.11_food_by_item,confectionary_honey_jam,1385,2006,423
rural,21.11_food_by_item,confectionary_honey_jam,1390,2011,832
rural,21.11_food_by_item,confectionary_honey_jam,1395,2016,1611
rural,21.11_food_by_item,confectionary_honey_jam,1396,2017,1811
rural,21.11_food_by_item,confectionary_honey_jam,1397,2018,2259
rural,21.11_food_by_item,confectionary_honey_jam,1398,2019,2462
rural,21.11_food_by_item,confectionary_honey_jam,1399,2020,3251
rural,21.11_food_by_item,tea_coffee_cocoa,1380,2001,288
rural,21.11_food_by_item,tea_coffee_cocoa,1385,2006,397
rural,21.11_food_by_item,tea_coffee_cocoa,1390,2011,755
rural,21.11_food_by_item,tea_coffee_cocoa,1395,2016,1657
rural,21.11_food_by_item,tea_coffee_cocoa,1396,2017,1731
rural,21.11_food_by_item,tea_coffee_cocoa,1397,2018,2187
rural,21.11_food_by_item,tea_coffee_cocoa,1398,2019,3495
rural,21.11_food_by_item,tea_coffee_cocoa,1399,2020,4870
rural,21.11_food_by_item,spices_seasonings_pickles_total,1380,2001,208
rural,21.11_food_by_item,spices_seasonings_pickles_total,1385,2006,470
rural,21.11_food_by_item,spices_seasonings_pickles_total,1390,2011,947
rural,21.11_food_by_item,spices_seasonings_pickles_total,1395,2016,2037
rural,21.11_food_by_item,spices_seasonings_pickles_total,1396,2017,2248
rural,21.11_food_by_item,spices_seasonings_pickles_total,1397,2018,3214
rural,21.11_food_by_item,spices_seasonings_pickles_total,1398,2019,4019
rural,21.11_food_by_item,spices_seasonings_pickles_total,1399,2020,4545
rural,21.11_food_by_item,spices,1380,2001,81
rural,21.11_food_by_item,spices,1385,2006,148
rural,21.11_food_by_item,spices,1390,2011,281
rural,21.11_food_by_item,spices,1395,2016,695
rural,21.11_food_by_item,spices,1396,2017,762
rural,21.11_food_by_item,spices,1397,2018,869
rural,21.11_food_by_item,spices,1398,2019,1114
rural,21.11_food_by_item,spices,1399,2020,1511
rural,21.11_food_by_item,seasonings_and_pickles,1380,2001,126
rural,21.11_food_by_item,seasonings_and_pickles,1385,2006,322
rural,21.11_food_by_item,seasonings_and_pickles,1390,2011,666
rural,21.11_food_by_item,seasonings_and_pickles,1395,2016,1342
rural,21.11_food_by_item,seasonings_and_pickles,1396,2017,1486
rural,21.11_food_by_item,seasonings_and_pickles,1397,2018,2346
rural,21.11_food_by_item,seasonings_and_pickles,1398,2019,2905
rural,21.11_food_by_item,seasonings_and_pickles,1399,2020,3034
rural,21.11_food_by_item,beverages_prepared_foods_tobacco_total,1380,2001,427
rural,21.11_food_by_item,beverages_prepared_foods_tobacco_total,1385,2006,1177
rural,21.11_food_by_item,beverages_prepared_foods_tobacco_total,1390,2011,1911
rural,21.11_food_by_item,beverages_prepared_foods_tobacco_total,1395,2016,3883
rural,21.11_food_by_item,beverages_prepared_foods_tobacco_total,1396,2017,4562
rural,21.11_food_by_item,beverages_prepared_foods_tobacco_total,1397,2018,5886
rural,21.11_food_by_item,beverages_prepared_foods_tobacco_total,1398,2019,7077
rural,21.11_food_by_item,beverages_prepared_foods_tobacco_total,1399,2020,7666
rural,21.11_food_by_item,beverages,1380,2001,70
rural,21.11_food_by_item,beverages,1385,2006,255
rural,21.11_food_by_item,beverages,1390,2011,602
rural,21.11_food_by_item,beverages,1395,2016,1273
rural,21.11_food_by_item,beverages,1396,2017,1428
rural,21.11_food_by_item,beverages,1397,2018,1625
rural,21.11_food_by_item,beverages,1398,2019,2061
rural,21.11_food_by_item,beverages,1399,2020,2645
rural,21.11_food_by_item,prepared_foods,1380,2001,145
rural,21.11_food_by_item,prepared_foods,1385,2006,514
rural,21.11_food_by_item,prepared_foods,1390,2011,638
rural,21.11_food_by_item,prepared_foods,1395,2016,1038
rural,21.11_food_by_item,prepared_foods,1396,2017,1404
rural,21.11_food_by_item,prepared_foods,1397,2018,1376
rural,21.11_food_by_item,prepared_foods,1398,2019,1696
rural,21.11_food_by_item,prepared_foods,1399,2020,1367
rural,21.11_food_by_item,tobacco,1380,2001,211
rural,21.11_food_by_item,tobacco,1385,2006,408
rural,21.11_food_by_item,tobacco,1390,2011,671
rural,21.11_food_by_item,tobacco,1395,2016,1572
rural,21.11_food_by_item,tobacco,1396,2017,1730
rural,21.11_food_by_item,tobacco,1397,2018,2885
rural,21.11_food_by_item,tobacco,1398,2019,3320
rural,21.11_food_by_item,tobacco,1399,2020,3654
