country_iso3,country_name,indicator_id,indicator_label,year,date,value,unit,source_dataset,source_file
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1895,1895-01-01,6996.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1895,1895-01-01,39221.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1896,1896-01-01,7211.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1896,1896-01-01,39599.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1897,1897-01-01,7229.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1897,1897-01-01,39987.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1898,1898-01-01,7500.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1898,1898-01-01,40381.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1899,1899-01-01,7729.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1899,1899-01-01,40773.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1900,1900-01-01,7594.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1900,1900-01-01,41155.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1901,1901-01-01,7516.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1901,1901-01-01,41538.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1902,1902-01-01,7635.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1902,1902-01-01,41893.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1903,1903-01-01,7482.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1903,1903-01-01,42246.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1904,1904-01-01,7455.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1904,1904-01-01,42611.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1905,1905-01-01,7603.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1905,1905-01-01,42981.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1906,1906-01-01,7782.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1906,1906-01-01,43361.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1907,1907-01-01,7855.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1907,1907-01-01,43737.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1908,1908-01-01,7461.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1908,1908-01-01,44124.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1909,1909-01-01,7557.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1909,1909-01-01,44520.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1910,1910-01-01,7718.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1910,1910-01-01,44916.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1911,1911-01-01,7874.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1911,1911-01-01,45268.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1912,1912-01-01,7954.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1912,1912-01-01,45426.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1913,1913-01-01,8212.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1913,1913-01-01,45649.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1914,1914-01-01,8131.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1914,1914-01-01,46049.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1915,1915-01-01,8639.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1915,1915-01-01,46340.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1916,1916-01-01,8702.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1916,1916-01-01,46514.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1917,1917-01-01,8665.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1917,1917-01-01,46614.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1918,1918-01-01,8630.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1918,1918-01-01,46575.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1919,1919-01-01,7605.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1919,1919-01-01,46534.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1920,1920-01-01,7017.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1920,1920-01-01,46821.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1921,1921-01-01,6792.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1921,1921-01-01,44072.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1922,1922-01-01,7391.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1922,1922-01-01,44372.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1923,1923-01-01,7587.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1923,1923-01-01,44596.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1924,1924-01-01,7844.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1924,1924-01-01,44915.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1925,1925-01-01,8199.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1925,1925-01-01,45059.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1926,1926-01-01,7868.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1926,1926-01-01,45232.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1927,1927-01-01,8472.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1927,1927-01-01,45389.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1928,1928-01-01,8539.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1928,1928-01-01,45578.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1929,1929-01-01,8772.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1929,1929-01-01,45672.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1930,1930-01-01,8673.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1930,1930-01-01,45866.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1931,1931-01-01,8190.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1931,1931-01-01,46074.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1932,1932-01-01,8206.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1932,1932-01-01,46335.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1933,1933-01-01,8411.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1933,1933-01-01,46520.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1934,1934-01-01,8939.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1934,1934-01-01,46666.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1935,1935-01-01,9244.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1935,1935-01-01,46868.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1936,1936-01-01,9620.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1936,1936-01-01,47081.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1937,1937-01-01,9911.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1937,1937-01-01,47289.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1938,1938-01-01,9988.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1938,1938-01-01,47494.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1939,1939-01-01,9982.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1939,1939-01-01,47991.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1940,1940-01-01,10928.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1940,1940-01-01,48226.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1941,1941-01-01,11926.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1941,1941-01-01,48216.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1942,1942-01-01,12176.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1942,1942-01-01,48400.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1943,1943-01-01,12344.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1943,1943-01-01,48789.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1944,1944-01-01,11803.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1944,1944-01-01,49016.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1945,1945-01-01,11247.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1945,1945-01-01,49182.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1946,1946-01-01,10751.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1946,1946-01-01,49217.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1947,1947-01-01,10527.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1947,1947-01-01,49519.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1948,1948-01-01,10753.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1948,1948-01-01,50014.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1949,1949-01-01,11088.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1949,1949-01-01,50312.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1950,1950-01-01,11061.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1950,1950-01-01,50127.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1951,1951-01-01,11354.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1951,1951-01-01,50290.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1952,1952-01-01,11303.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1952,1952-01-01,50430.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1953,1953-01-01,11709.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1953,1953-01-01,50593.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1954,1954-01-01,12145.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1954,1954-01-01,50765.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1955,1955-01-01,12541.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1955,1955-01-01,50946.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1956,1956-01-01,12639.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1956,1956-01-01,51184.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1957,1957-01-01,12779.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1957,1957-01-01,51430.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1958,1958-01-01,12698.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1958,1958-01-01,51652.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1959,1959-01-01,13134.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1959,1959-01-01,51956.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1960,1960-01-01,13780.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1960,1960-01-01,52372.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1961,1961-01-01,14118.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1961,1961-01-01,52807.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1962,1962-01-01,14131.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1962,1962-01-01,53292.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1963,1963-01-01,14583.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1963,1963-01-01,53625.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1964,1964-01-01,15251.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1964,1964-01-01,53991.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1965,1965-01-01,15545.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1965,1965-01-01,54350.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1966,1966-01-01,15757.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1966,1966-01-01,54643.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1967,1967-01-01,16018.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1967,1967-01-01,54959.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1968,1968-01-01,16593.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1968,1968-01-01,55214.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1969,1969-01-01,16820.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1969,1969-01-01,55461.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1970,1970-01-01,17162.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1970,1970-01-01,55632.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1971,1971-01-01,17440.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1971,1971-01-01,55907.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1972,1972-01-01,18002.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1972,1972-01-01,56079.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1973,1973-01-01,19168.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1973,1973-01-01,56210.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1974,1974-01-01,18903.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1974,1974-01-01,56224.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1975,1975-01-01,18884.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1975,1975-01-01,56215.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1976,1976-01-01,19311.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1976,1976-01-01,56206.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1977,1977-01-01,19740.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1977,1977-01-01,56179.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1978,1978-01-01,20448.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1978,1978-01-01,56167.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1979,1979-01-01,20988.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1979,1979-01-01,56228.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1980,1980-01-01,20612.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1980,1980-01-01,56314.0,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1981,1981-01-01,20319.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1981,1981-01-01,56382.597,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1982,1982-01-01,20650.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1982,1982-01-01,56339.704,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1983,1983-01-01,21366.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1983,1983-01-01,56382.623,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1984,1984-01-01,21869.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1984,1984-01-01,56462.228,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1985,1985-01-01,22579.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1985,1985-01-01,56620.24,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1986,1986-01-01,23498.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1986,1986-01-01,56796.26,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1987,1987-01-01,24536.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1987,1987-01-01,56981.62,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1988,1988-01-01,25679.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1988,1988-01-01,57159.603,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1989,1989-01-01,26164.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1989,1989-01-01,57324.472,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1990,1990-01-01,26189.0,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1990,1990-01-01,57493.307,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1991,1991-01-01,25792.012779108438,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1991,1991-01-01,57695.2,thousands,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1992,1992-01-01,25790.184687995672,2011 international $,maddison-project,mpd2023_web.xlsx
GBR,United Kingdom,maddison.pop,Population (thousands),1992,1992-01-01,57841.85,thousands,maddison-project,mpd2023_web.xlsx
