correlation_id,chart_id,chart_title,event_date,event_title,event_source_file,relationship_type,confidence,direction,lag_description,justification,caveats
evm_001288,wdi__TX.VAL.TRAN.ZS,Transport services (% of commercial service exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001289,wdi__TX.VAL.MRCH.AL,Merchandise exports to economies in the Arab World (% of total merchandise exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001290,wdi__TX.VAL.MANF.ZS,Manufactures exports (% of merchandise exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001291,wdi__TX.VAL.AGRI.ZS,Agricultural raw materials exports (% of merchandise exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001292,wdi__TX.UVI.MRCH.XD,Export unit value index,1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001293,wdi__TX.VAL.MRCH.XD,Export value index,1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001294,wdi__TX.VAL.INSF.ZS,Insurance and financial services (% of commercial service exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001295,wdi__TX.VAL.TECH.MF,High-technology exports (% of manufactured exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001296,wdi__TX.VAL.ICTG.ZS,ICT goods exports (% of total goods exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001297,wdi__TX.VAL.MRCH.OR,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001298,wdi__TX.VAL.MRCH.R1,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001299,wdi__TX.QTY.MRCH.XD,Export volume index,1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001300,wdi__TX.VAL.TECH,High-technology exports,1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001301,wdi__TX.VAL.MRCH.R3,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001302,wdi__TX.VAL.MRCH.WR,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001303,wdi__TX.VAL.MRCH.R6,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001304,wdi__TX.VAL.FOOD.ZS,Food exports (% of merchandise exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001305,wdi__TX.VAL.MRCH.CD,Merchandise exports,1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001306,wdi__TX.VAL.MRCH.WL,Merchandise exports by the reporting economy,1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001307,wdi__TX.VAL.MRCH.RS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001308,wdi__TX.VAL.MMTL.ZS,Ores and metals exports (% of merchandise exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001309,wdi__TX.VAL.FUEL.ZS,Fuel exports (% of merchandise exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001310,wdi__TX.VAL.OTHR.ZS,"Computer, communications and other services (% of commercial service exports)",1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001311,wdi__TX.VAL.MRCH.HI,Merchandise exports to high-income economies (% of total merchandise exports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001312,wdi__TX.VAL.SERV.CD,Commercial service exports,1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001313,pahlavi__exports_by_commodity_value_1956_59,"Merchandise Exports by Commodity (Value, USD), 1956/57-1958/59",1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001314,specialty_goods__carpet_export_value_1960_2024,"Iran Handwoven Carpet Export Value, 1960-2024",1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001315,wdi__TM.VAL.MMTL.ZS,Ores and metals imports (% of merchandise imports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001316,wdi__TM.QTY.MRCH.XD,Import volume index,1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001317,wdi__TM.TAX.MANF.SM.AR,"Tariff rate, applied, simple mean, manufactured products",1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001318,wdi__TM.VAL.MRCH.XD,Import value index,1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001319,wdi__TM.VAL.MRCH.R6,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001320,wdi__TM.VAL.MRCH.WL,Merchandise imports by the reporting economy,1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001321,wdi__TM.VAL.MRCH.HI,Merchandise imports from high-income economies (% of total merchandise imports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001322,wdi__TM.VAL.MRCH.WR,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001323,wdi__TM.VAL.MRCH.R3,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001324,wdi__TM.VAL.ICTG.ZS,ICT goods imports,1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001325,wdi__TM.VAL.MRCH.R4,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001326,wdi__TM.TAX.MRCH.WM.FN,"Tariff rate, most favored nation, weighted mean, all products",1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001327,wdi__TM.TAX.TCOM.WM.FN,"Tariff rate, most favored nation, weighted mean, primary products",1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001328,wdi__TM.VAL.FUEL.ZS,Fuel imports (% of merchandise imports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001329,wdi__TM.VAL.MRCH.R5,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001330,wdi__TM.TAX.MRCH.SM.FN,"Tariff rate, most favored nation, simple mean, all products",1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001331,wdi__TM.TAX.TCOM.SM.FN,"Tariff rate, most favored nation, simple mean, primary products",1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
evm_001332,wdi__TM.TAX.TCOM.SM.AR,"Tariff rate, applied, simple mean, primary products",1980-09-22,"Iraq invades Iran, opening the Iran-Iraq War",timeline/iraq.csv,contributing,3,ambiguous,gradual over 8 years (1980-1988),"The eight-year war forced Iran into massive war financing (central-bank money creation, budget deficits), curtailed oil exports from the front-line Kharg terminal, disrupted trade routes, and drove military spending sharply higher, touching essentially every macro, fiscal, trade and price series for Iran across the 1980s.","The war coincided with the post-1979 Revolution's own economic disruption, nationalizations, capital flight, and separately imposed US/Western sanctions; disentangling the war's specific contribution from these simultaneous shocks is not possible from the aggregate data alone."
