chart_id,title,category,primary_source,alt_sources,n_unit_variants_merged,underlying_codes,status
wdi__SP.POP.1564.TO,Population ages 15-64 (% of total population),Demographics & Population,wdi,,1,SP.POP.1564.TO.ZS,new
wdi__DT.NFL.DPNG,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",External Debt,wdi,,1,DT.NFL.DPNG.CD,new
wdi__SP.POP.4044.FE,"Population ages 40-44, female (% of female population)",Demographics & Population,wdi,,1,SP.POP.4044.FE.5Y,new
wdi__SL.TLF.ADVN.FE,"Labor force with advanced education, female (% of female working-age population with advanced education)",Labor & Employment,wdi,,1,SL.TLF.ADVN.FE.ZS,new
wdi__TX.VAL.FOOD.ZS,Food exports (% of merchandise exports),Trade (Exports),wdi,,1,TX.VAL.FOOD.ZS.UN,new
wdi__DT.ODA.ODAT.GN,Net ODA received (% of GNI),External Debt,wdi,,1,DT.ODA.ODAT.GN.ZS,new
wdi__SP.POP.0014.FE,"Population ages 0-14, female",Demographics & Population,wdi,,2,SP.POP.0014.FE.IN|SP.POP.0014.FE.ZS,new
wdi__DT.NFL.WHOL,"Net official flows from UN agencies, WHO (current US$)",External Debt,wdi,,1,DT.NFL.WHOL.CD,new
wdi__per_sa_allsa.adq_pop_tot,Adequacy of social safety net programs (% of total welfare of beneficiary households),Other (per),wdi,,1,per_sa_allsa.adq_pop_tot,new
wdi__MS.MIL.TOTL.TF,Armed forces personnel (% of total labor force),Military Expenditure,wdi,,1,MS.MIL.TOTL.TF.ZS,new
wdi__EG.ELC.ACCS,Access to electricity (% of population),Energy,wdi,,1,EG.ELC.ACCS.ZS,new
wdi__TX.VAL.MRCH.CD,Merchandise exports (current US$),Trade (Exports),wdi,,1,TX.VAL.MRCH.CD.WT,new
wdi__DT.DOD.PVLX.GN,Present value of external debt (% of GNI),External Debt,wdi,,1,DT.DOD.PVLX.GN.ZS,new
wdi__SH.STA.POIS.P5,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",Health,wdi,,2,SH.STA.POIS.P5.FE|SH.STA.POIS.P5.MA,new
wdi__ER.H2O.FWAG,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Environment (Land & Resources),wdi,,1,ER.H2O.FWAG.ZS,new
wdi__GC.TAX.YPKG,"Taxes on income, profits and capital gains (current LCU)",Government Finance,wdi,,2,GC.TAX.YPKG.ZS|GC.TAX.YPKG.CN,new
wdi__SH.STA.MALN.FE,"Prevalence of underweight, weight for age, female (% of children under 5)",Health,wdi,,1,SH.STA.MALN.FE.ZS,new
wdi__SH.MED.NUMW,"Nurses and midwives (per 1,000 people)",Health,wdi,,1,SH.MED.NUMW.P3,new
wdi__SE.TER.ENRL.TC,"Pupil-teacher ratio, tertiary",Education,wdi,,1,SE.TER.ENRL.TC.ZS,new
wdi__SL.TLF.TOTL.FE,"Labor force, female (% of total labor force)",Labor & Employment,wdi,,1,SL.TLF.TOTL.FE.ZS,new
wdi__SL.EMP.VULN.MA,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.EMP.VULN.MA.ZS,new
wdi__AG.LND.TOTL.RU,Rural land area (sq. km),Agriculture & Rural Development,wdi,,1,AG.LND.TOTL.RU.K2,new
wdi__TM.VAL.MRCH.CD,Merchandise imports (current US$),Trade (Imports),wdi,,1,TM.VAL.MRCH.CD.WT,new
wdi__SL.EMP.WORK,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.EMP.WORK.ZS,new
wdi__TX.VAL.MRCH.WL,Merchandise exports by the reporting economy (current US$),Trade (Exports),wdi,,1,TX.VAL.MRCH.WL.CD,new
wdi__IE.PPN.TRAN,Public private partnerships investment in transport (current US$),Infrastructure (Energy),wdi,,1,IE.PPN.TRAN.CD,new
wdi__EG.ELC.NUCL,Electricity production from nuclear sources (% of total),Energy,wdi,,1,EG.ELC.NUCL.ZS,new
wdi__EN.GHG.N2O.BU.MT.CE,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),Environment,wdi,,1,EN.GHG.N2O.BU.MT.CE.AR5,new
wdi__MS.MIL.TOTL,"Armed forces personnel, total",Military Expenditure,wdi,,1,MS.MIL.TOTL.P1,new
wdi__NY.ADJ.DCO2,Adjusted savings: carbon dioxide damage (current US$),Macro / National Accounts,wdi,,1,NY.ADJ.DCO2.CD,new
wdi__SH.STA.STNT.ME.MA,"Prevalence of stunting, height for age, male (modeled estimate, % of children under 5)",Health,wdi,,1,SH.STA.STNT.ME.MA.ZS,new
wdi__DT.NFL.MIBR,"Net financial flows, IBRD (NFL, current US$)",External Debt,wdi,,1,DT.NFL.MIBR.CD,new
wdi__SM.POP.TOTL,International migrant stock (% of population),Migration,wdi,,1,SM.POP.TOTL.ZS,new
wdi__DT.TDS.DPPG.XP,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",External Debt,wdi,,1,DT.TDS.DPPG.XP.ZS,new
wdi__TM.VAL.INSF.ZS,Insurance and financial services (% of commercial service imports),Trade (Imports),wdi,,1,TM.VAL.INSF.ZS.WT,new
wdi__SE.SEC.ENRL.VO.FE,"Secondary education, vocational pupils (% female)",Education,wdi,,1,SE.SEC.ENRL.VO.FE.ZS,new
wdi__SH.ANM.CHLD,Prevalence of anemia among children (% of children ages 6-59 months),Health,wdi,,1,SH.ANM.CHLD.ZS,new
wdi__SE.XPD.SECO,Expenditure on secondary education (% of government expenditure on education),Education,wdi,,1,SE.XPD.SECO.ZS,new
wdi__TX.VAL.MRCH.RS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Trade (Exports),wdi,,1,TX.VAL.MRCH.RS.ZS,new
wdi__IS.RRS.TOTL,Rail lines (total route-km),Infrastructure (Transport),wdi,,1,IS.RRS.TOTL.KM,new
wdi__SL.TLF.ACTI.MA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.TLF.ACTI.MA.ZS,new
wdi__SI.DST.04TH,Income share held by fourth 20%,Poverty & Inequality,wdi,,1,SI.DST.04TH.20,new
wdi__NY.GNS.ICTR.GN,Gross savings (% of GNI),Macro / National Accounts,wdi,,1,NY.GNS.ICTR.GN.ZS,new
wdi__LP.LPI.CUST,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),Logistics Performance,wdi,,1,LP.LPI.CUST.XQ,new
wdi__TM.VAL.MRCH.R1,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Trade (Imports),wdi,,1,TM.VAL.MRCH.R1.ZS,new
wdi__IS.RRS.PASG,"Railways, passengers carried (million passenger-km)",Infrastructure (Transport),wdi,,1,IS.RRS.PASG.KM,new
wdi__SP.POP.3539.MA,"Population ages 35-39, male (% of male population)",Demographics & Population,wdi,,1,SP.POP.3539.MA.5Y,new
wdi__DC.DAC.DNKL,"Net bilateral aid flows from DAC donors, Denmark (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.DNKL.CD,new
wdi__TM.UVI.MRCH.XD,Import unit value index (2015 = 100),Trade (Imports),wdi,,1,TM.UVI.MRCH.XD.WD,new
wdi__EN.GHG.CH4.MT.CE,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),Environment,wdi,,1,EN.GHG.CH4.MT.CE.AR5,new
wdi__DT.NFL.UNFP,"Net official flows from UN agencies, UNFPA (current US$)",External Debt,wdi,,1,DT.NFL.UNFP.CD,new
wdi__DT.DOD.PVLX,Present value of external debt (current US$),External Debt,wdi,,1,DT.DOD.PVLX.CD,new
wdi__SH.XPD.GHED.PC,Domestic general government health expenditure per capita (current US$),Health,wdi,,1,SH.XPD.GHED.PC.CD,new
wdi__EG.ELC.RNEW,Renewable electricity output (% of total electricity output),Energy,wdi,,1,EG.ELC.RNEW.ZS,new
wdi__SL.TLF.ADVN,Labor force with advanced education (% of total working-age population with advanced education),Labor & Employment,wdi,,1,SL.TLF.ADVN.ZS,new
wdi__NY.EXP.CAPM,Exports as a capacity to import (constant LCU),Macro / National Accounts,wdi,,1,NY.EXP.CAPM.KN,new
wdi__GC.AST.TOTL.GD,Net acquisition of financial assets (% of GDP),Government Finance,wdi,,1,GC.AST.TOTL.GD.ZS,new
wdi__SP.DYN.IMRT,"Mortality rate, infant (per 1,000 live births)",Demographics & Population,wdi,,1,SP.DYN.IMRT.IN,new
wdi__EN.POP.EL5M.UR,Urban population living in areas where elevation is below 5 meters (% of total population),Environment,wdi,,1,EN.POP.EL5M.UR.ZS,new
wdi__DC.DAC.CANL,"Net bilateral aid flows from DAC donors, Canada (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.CANL.CD,new
wdi__SE.SEC.CUAT.PO.MA,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",Education,wdi,,1,SE.SEC.CUAT.PO.MA.ZS,new
wdi__EN.GHG.CO2.LU.DF.MT.CE,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),Environment,wdi,,1,EN.GHG.CO2.LU.DF.MT.CE.AR5,new
wdi__EN.GHG.CO2.LU.OS.MT.CE,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),Environment,wdi,,1,EN.GHG.CO2.LU.OS.MT.CE.AR5,new
wdi__PA.NUS.GDP,Price level index (GDP),Purchasing Power Parity,wdi,,1,PA.NUS.GDP.PLI,new
wdi__SE.SEC.PRIV,"School enrollment, secondary, private (% of total secondary)",Education,wdi,,1,SE.SEC.PRIV.ZS,new
wdi__SL.TLF.INTM.FE,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",Labor & Employment,wdi,,1,SL.TLF.INTM.FE.ZS,new
wdi__SH.DYN.NCOM.MA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",Health,wdi,,1,SH.DYN.NCOM.MA.ZS,new
wdi__TM.VAL.SERV.CD,Commercial service imports (current US$),Trade (Imports),wdi,,1,TM.VAL.SERV.CD.WT,new
wdi__SP.POP.6064.MA,"Population ages 60-64, male (% of male population)",Demographics & Population,wdi,,1,SP.POP.6064.MA.5Y,new
wdi__SH.DTH.INJR,"Cause of death, by injury (% of total)",Health,wdi,,1,SH.DTH.INJR.ZS,new
wdi__SE.PRM.CUAT,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Education,wdi,,1,SE.PRM.CUAT.ZS,new
wdi__BN.TRF.CURR,"Net secondary income (BoP, current US$)",Balance of Payments (Net),wdi,,1,BN.TRF.CURR.CD,new
wdi__SE.TER.CUAT.MS.FE,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",Education,wdi,,1,SE.TER.CUAT.MS.FE.ZS,new
wdi__TM.TAX.MRCH.WM.AR,"Tariff rate, applied, weighted mean, all products (%)",Trade (Imports),wdi,,1,TM.TAX.MRCH.WM.AR.ZS,new
wdi__NV.MNF.CHEM.ZS,Chemicals (% of value added in manufacturing),Industry / Value Added by Sector,wdi,,1,NV.MNF.CHEM.ZS.UN,new
wdi__TM.TAX.MANF.WM.AR,"Tariff rate, applied, weighted mean, manufactured products (%)",Trade (Imports),wdi,,1,TM.TAX.MANF.WM.AR.ZS,new
wdi__ER.GDP.FWTL.M3,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",Environment (Land & Resources),wdi,,1,ER.GDP.FWTL.M3.KD,new
wdi__SP.DYN.TO65.MA,"Survival to age 65, male (% of cohort)",Demographics & Population,wdi,,1,SP.DYN.TO65.MA.ZS,new
wdi__DC.DAC.ITAL,"Net bilateral aid flows from DAC donors, Italy (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.ITAL.CD,new
wdi__DT.NFL.UNAI,"Net official flows from UN agencies, UNAIDS (current US$)",External Debt,wdi,,1,DT.NFL.UNAI.CD,new
wdi__SL.EMP.TOTL.SP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.EMP.TOTL.SP.ZS,new
wdi__TM.VAL.OTHR.ZS,"Computer, communications and other services (% of commercial service imports)",Trade (Imports),wdi,,1,TM.VAL.OTHR.ZS.WT,new
wdi__SP.POP.0509.FE,"Population ages 05-09, female (% of female population)",Demographics & Population,wdi,,1,SP.POP.0509.FE.5Y,new
wdi__GC.NFN.TOTL.GD,Net investment in nonfinancial assets (% of GDP),Government Finance,wdi,,1,GC.NFN.TOTL.GD.ZS,new
wdi__SL.TLF.CACT.FM,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Labor & Employment,wdi,,1,SL.TLF.CACT.FM.ZS,new
wdi__NY.ADJ.DNGY,Adjusted savings: energy depletion (current US$),Macro / National Accounts,wdi,,1,NY.ADJ.DNGY.CD,new
wdi__SE.PRM.ENRL.FE,"Primary education, pupils (% female)",Education,wdi,,1,SE.PRM.ENRL.FE.ZS,new
wdi__NY.TTF.GNFS,Terms of trade adjustment (constant LCU),Macro / National Accounts,wdi,,1,NY.TTF.GNFS.KN,new
wdi__TM.VAL.MRCH.RS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Trade (Imports),wdi,,1,TM.VAL.MRCH.RS.ZS,new
wdi__GC.XPN.TOTL.GD,Expense (% of GDP),Government Finance,wdi,,1,GC.XPN.TOTL.GD.ZS,new
wdi__EN.URB.LCTY.UR,Population in the largest city (% of urban population),Environment,wdi,,1,EN.URB.LCTY.UR.ZS,new
wdi__IE.PPI.TRAN,Investment in transport with private participation (current US$),Infrastructure (Energy),wdi,,1,IE.PPI.TRAN.CD,new
wdi__DC.DAC.GRCL,"Net bilateral aid flows from DAC donors, Greece (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.GRCL.CD,new
wdi__SE.PRM.OENR.FE,"Over-age students, primary, female (% of female enrollment)",Education,wdi,,1,SE.PRM.OENR.FE.ZS,new
wdi__SL.TLF.PART.MA,"Part time employment, male (% of total male employment)",Labor & Employment,wdi,,1,SL.TLF.PART.MA.ZS,new
wdi__BX.GSR.TRVL,"Travel services (% of service exports, BoP)",Balance of Payments (Receipts),wdi,,1,BX.GSR.TRVL.ZS,new
wdi__DT.NFL.UNCR,"Net official flows from UN agencies, UNHCR (current US$)",External Debt,wdi,,1,DT.NFL.UNCR.CD,new
wdi__TM.VAL.TRVL.ZS,Travel services (% of commercial service imports),Trade (Imports),wdi,,1,TM.VAL.TRVL.ZS.WT,new
wdi__TX.VAL.MMTL.ZS,Ores and metals exports (% of merchandise exports),Trade (Exports),wdi,,1,TX.VAL.MMTL.ZS.UN,new
wdi__SE.PRM.OENR,"Over-age students, primary (% of enrollment)",Education,wdi,,1,SE.PRM.OENR.ZS,new
wdi__SL.TLF.ACTI.FE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.TLF.ACTI.FE.ZS,new
wdi__SP.RUR,Rural population,Demographics & Population,wdi,,1,SP.RUR.TOTL,new
wdi__NV.MNF.OTHR.ZS,Other manufacturing (% of value added in manufacturing),Industry / Value Added by Sector,wdi,,1,NV.MNF.OTHR.ZS.UN,new
wdi__DC.DAC.USAL,"Net bilateral aid flows from DAC donors, United States (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.USAL.CD,new
wdi__DT.DOD.MWBG,"IBRD loans and IDA credits (DOD, current US$)",External Debt,wdi,,1,DT.DOD.MWBG.CD,new
wdi__SH.STA.MMRT,"Maternal mortality ratio (national estimate, per 100,000 live births)",Health,wdi,,1,SH.STA.MMRT.NE,new
wdi__SE.SEC.TCAQ.LO.FE,"Trained teachers in lower secondary education, female (% of female teachers)",Education,wdi,,1,SE.SEC.TCAQ.LO.FE.ZS,new
wdi__NY.GDP.MKTP.CN,GDP: linked series (current LCU),Macro / National Accounts,wdi,,1,NY.GDP.MKTP.CN.AD,new
wdi__GC.TAX.INTT,Taxes on international trade (current LCU),Government Finance,wdi,,1,GC.TAX.INTT.CN,new
wdi__BX.PEF.TOTL.CD,"Portfolio equity, net inflows (BoP, current US$)",Balance of Payments (Receipts),wdi,,1,BX.PEF.TOTL.CD.WD,new
wdi__DT.NFL.WFPG,"Net official flows from UN agencies, WFP (current US$)",External Debt,wdi,,1,DT.NFL.WFPG.CD,new
wdi__SL.EMP.TOTL.SP.MA.NE,"Employment to population ratio, 15+, male (%) (national estimate)",Labor & Employment,wdi,,1,SL.EMP.TOTL.SP.MA.NE.ZS,new
wdi__SH.ALC.PCAP.MA,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",Health,wdi,,1,SH.ALC.PCAP.MA.LI,new
wdi__SE.PRM.UNER.FE,"Children out of school, female (% of female primary school age)",Education,wdi,,1,SE.PRM.UNER.FE.ZS,new
wdi__SH.ANM.NPRG,Prevalence of anemia among non-pregnant women (% of women ages 15-49),Health,wdi,,1,SH.ANM.NPRG.ZS,new
wdi__SP.DYN.CONU,"Contraceptive prevalence, any method (% of married women ages 15-49)",Demographics & Population,wdi,,1,SP.DYN.CONU.ZS,new
wdi__SE.PRM.NINT.MA,"Net intake rate in grade 1, male (% of official school-age population)",Education,wdi,,1,SE.PRM.NINT.MA.ZS,new
wdi__SL.UEM.INTM.FE,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",Labor & Employment,wdi,,1,SL.UEM.INTM.FE.ZS,new
wdi__SH.STA.AIRP.MA,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",Health,wdi,,1,SH.STA.AIRP.MA.P5,new
wdi__SE.SEC.CUAT.LO.MA,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",Education,wdi,,1,SE.SEC.CUAT.LO.MA.ZS,new
wdi__SH.XPD.CHEX.PP,"Current health expenditure per capita, PPP (current international $)",Health,wdi,,1,SH.XPD.CHEX.PP.CD,new
wdi__SP.DYN.TFRT,"Fertility rate, total (births per woman)",Demographics & Population,wdi,,1,SP.DYN.TFRT.IN,new
wdi__SI.DST.10TH,Income share held by highest 10%,Poverty & Inequality,wdi,,1,SI.DST.10TH.10,new
wdi__ER.LND.PTLD,Terrestrial protected areas (% of total land area),Environment (Land & Resources),wdi,,1,ER.LND.PTLD.ZS,new
wdi__SE.SEC.ENRL.FE,"Secondary education, pupils (% female)",Education,wdi,,1,SE.SEC.ENRL.FE.ZS,new
wdi__TX.VAL.FUEL.ZS,Fuel exports (% of merchandise exports),Trade (Exports),wdi,,1,TX.VAL.FUEL.ZS.UN,new
wdi__SE.ENR.PRSC.FM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",Education,wdi,,1,SE.ENR.PRSC.FM.ZS,new
wdi__SP.POP.65UP,"Population ages 65 and above, total",Demographics & Population,wdi,,1,SP.POP.65UP.TO,new
wdi__SE.PRM.ENRL.TC,"Pupil-teacher ratio, primary",Education,wdi,,1,SE.PRM.ENRL.TC.ZS,new
wdi__SM.POP.OPIP,Other people in need of international protection by country or territory of asylum,Migration,wdi,,1,SM.POP.OPIP.EA,new
wdi__EN.GHG.CO2.AG.MT.CE,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),Environment,wdi,,1,EN.GHG.CO2.AG.MT.CE.AR5,new
wdi__SN.ITK.MSFI,Prevalence of moderate or severe food insecurity in the population (%),Nutrition,wdi,,1,SN.ITK.MSFI.ZS,new
wdi__DT.NFL.UNIDO,"Net official flows from UN agencies, UNIDO (current US$)",External Debt,wdi,,1,DT.NFL.UNIDO.CD,new
wdi__SE.TER,"School enrollment, tertiary (% gross)",Education,wdi,,1,SE.TER.ENRR,new
wdi__SL.FAM.WORK.MA,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.FAM.WORK.MA.ZS,new
wdi__NY.GDP.DEFL.KD,"Inflation, GDP deflator (annual %)",Macro / National Accounts,wdi,,1,NY.GDP.DEFL.KD.ZG,new
wdi__SE.TER.CUAT.ST.MA,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",Education,wdi,,1,SE.TER.CUAT.ST.MA.ZS,new
wdi__SH.STA.WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Health,wdi,,1,SH.STA.WASH.P5,new
wdi__SE.SEC.TCAQ.LO,Trained teachers in lower secondary education (% of total teachers),Education,wdi,,1,SE.SEC.TCAQ.LO.ZS,new
wdi__FX.OWN.TOTL.MA,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Exchange Rates,wdi,,1,FX.OWN.TOTL.MA.ZS,new
wdi__SL.TLF.CACT.FE,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.TLF.CACT.FE.ZS,new
wdi__SL.EMP.MPYR,"Employers, total (% of total employment) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.EMP.MPYR.ZS,new
wdi__SP.DYN.CONM,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",Demographics & Population,wdi,,1,SP.DYN.CONM.ZS,new
wdi__SH.H2O.BASW.RU,"People using at least basic drinking water services, rural (% of rural population)",Health,wdi,,1,SH.H2O.BASW.RU.ZS,new
wdi__TX.VAL.OTHR.ZS,"Computer, communications and other services (% of commercial service exports)",Trade (Exports),wdi,,1,TX.VAL.OTHR.ZS.WT,new
wdi__SE.PRM.ENRR,"School enrollment, primary, male (% gross)",Education,wdi,,2,SE.PRM.ENRR.FE|SE.PRM.ENRR.MA,new
wdi__EN.GHG.CH4.ZG,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),Environment,wdi,,1,EN.GHG.CH4.ZG.AR5,new
wdi__NY.ADJ.DFOR,Adjusted savings: net forest depletion (current US$),Macro / National Accounts,wdi,,1,NY.ADJ.DFOR.CD,new
wdi__IT.NET.USER.FE,"Individuals using the Internet, female (% of female population)",Infrastructure & Technology,wdi,,1,IT.NET.USER.FE.ZS,new
wdi__SH.H2O.SMDW,People using safely managed drinking water services (% of population),Health,wdi,,1,SH.H2O.SMDW.ZS,new
wdi__SE.SEC.TCAQ.UP.FE,"Trained teachers in upper secondary education, female (% of female teachers)",Education,wdi,,1,SE.SEC.TCAQ.UP.FE.ZS,new
wdi__SI.DST.03RD,Income share held by third 20%,Poverty & Inequality,wdi,,1,SI.DST.03RD.20,new
wdi__NY.ADJ.AEDU.GN,Adjusted savings: education expenditure (% of GNI),Macro / National Accounts,wdi,,1,NY.ADJ.AEDU.GN.ZS,new
wdi__SH.STA.ODFC.UR,"People practicing open defecation, urban (% of urban population)",Health,wdi,,1,SH.STA.ODFC.UR.ZS,new
wdi__SL.EMP.TOTL.SP.NE,"Employment to population ratio, 15+, total (%) (national estimate)",Labor & Employment,wdi,,1,SL.EMP.TOTL.SP.NE.ZS,new
wdi__DC.DAC.FINL,"Net bilateral aid flows from DAC donors, Finland (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.FINL.CD,new
wdi__SP.POP.0014,"Population ages 0-14, total",Demographics & Population,wdi,,1,SP.POP.0014.TO,new
wdi__NE.CON.PRVT.CN,Households and NPISHs final consumption expenditure: linked series (current LCU),Macro / Expenditure & Trade Aggregates,wdi,,1,NE.CON.PRVT.CN.AD,new
wdi__SH.SVR.WAST.MA,"Prevalence of severe wasting, weight for height, male (% of children under 5)",Health,wdi,,1,SH.SVR.WAST.MA.ZS,new
wdi__TX.VAL.MRCH.HI,Merchandise exports to high-income economies (% of total merchandise exports),Trade (Exports),wdi,,1,TX.VAL.MRCH.HI.ZS,new
wdi__SE.XPD.SECO.PC,"Government expenditure per student, secondary (% of GDP per capita)",Education,wdi,,1,SE.XPD.SECO.PC.ZS,new
wdi__BN.RES.INCL,"Reserves and related items (BoP, current US$)",Balance of Payments (Net),wdi,,1,BN.RES.INCL.CD,new
wdi__SE.SEC.CUAT.UP.FE,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",Education,wdi,,1,SE.SEC.CUAT.UP.FE.ZS,new
wdi__GC.TAX.OTHR,Other taxes (current LCU),Government Finance,wdi,,1,GC.TAX.OTHR.CN,new
wdi__NY.GDP.DEFL.KD.ZG,"Inflation, GDP deflator: linked series (annual %)",Macro / National Accounts,wdi,,1,NY.GDP.DEFL.KD.ZG.AD,new
wdi__SL.IND.EMPL.MA,"Employment in industry, male (% of male employment) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.IND.EMPL.MA.ZS,new
wdi__SL.EMP.SELF,"Self-employed, total (% of total employment) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.EMP.SELF.ZS,new
wdi__SL.EMP.1524.SP.FE,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.EMP.1524.SP.FE.ZS,new
wdi__SH.STA.STNT.ME.FE,"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",Health,wdi,,1,SH.STA.STNT.ME.FE.ZS,new
wdi__IT.MLT.MAIN,Fixed telephone subscriptions (per 100 people),Infrastructure & Technology,wdi,,1,IT.MLT.MAIN.P2,new
wdi__SH.STA.WAST,"Prevalence of wasting, weight for height (% of children under 5)",Health,wdi,,1,SH.STA.WAST.ZS,new
wdi__LP.LPI.ITRN,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),Logistics Performance,wdi,,1,LP.LPI.ITRN.XQ,new
wdi__SH.STA.ARIC,ARI treatment (% of children under 5 taken to a health provider),Health,wdi,,1,SH.STA.ARIC.ZS,new
wdi__BX.GRT.EXTA.CD,"Grants, excluding technical cooperation (BoP, current US$)",Balance of Payments (Receipts),wdi,,1,BX.GRT.EXTA.CD.WD,new
wdi__SE.PRM.CUAT.MA,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",Education,wdi,,1,SE.PRM.CUAT.MA.ZS,new
wdi__IE.PPN.ENGY,Public private partnerships investment in energy (current US$),Infrastructure (Energy),wdi,,1,IE.PPN.ENGY.CD,new
wdi__SH.STA.OWGH.ME.FE,"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)",Health,wdi,,1,SH.STA.OWGH.ME.FE.ZS,new
wdi__TM.VAL.AGRI.ZS,Agricultural raw materials imports (% of merchandise imports),Trade (Imports),wdi,,1,TM.VAL.AGRI.ZS.UN,new
wdi__CM.MKT.TRAD,"Stocks traded, total value (current US$)",Capital Markets,wdi,,1,CM.MKT.TRAD.CD,new
wdi__NY.GDP.DEFL,GDP deflator (base year varies by country),Macro / National Accounts,wdi,,1,NY.GDP.DEFL.ZS,new
wdi__DC.DAC.DEUL,"Net bilateral aid flows from DAC donors, Germany (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.DEUL.CD,new
wdi__DT.NFL.IAEA,"Net official flows from UN agencies, IAEA (current US$)",External Debt,wdi,,1,DT.NFL.IAEA.CD,new
wdi__TM.TAX.MANF.SM.FN,"Tariff rate, most favored nation, simple mean, manufactured products (%)",Trade (Imports),wdi,,1,TM.TAX.MANF.SM.FN.ZS,new
wdi__SI.SPR.PC40,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Poverty & Inequality,wdi,,1,SI.SPR.PC40.ZG,new
wdi__BX.TRF.CURR,"Secondary income receipts (BoP, current US$)",Balance of Payments (Receipts),wdi,,1,BX.TRF.CURR.CD,new
wdi__SE.SEC.TCHR.FE,"Secondary education, teachers (% female)",Education,wdi,,1,SE.SEC.TCHR.FE.ZS,new
wdi__SE.TER.CUAT.ST,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Education,wdi,,1,SE.TER.CUAT.ST.ZS,new
wdi__SL.UEM.NEET.MA,"Share of youth not in education, employment or training, male (% of male youth population)",Labor & Employment,wdi,,1,SL.UEM.NEET.MA.ZS,new
wdi__SE.SEC.TCAQ.MA,"Trained teachers in secondary education, male (% of male teachers)",Education,wdi,,1,SE.SEC.TCAQ.MA.ZS,new
