chart_id,title,title_fa,category,category_fa,primary_source,alt_sources,n_unit_variants_merged,underlying_codes,status,extends_chart_id,merged_into,time_range,notes,citations_json
"faostat__Chick peas, dry__production__production","Chick peas, dry, production (t)",تولید نخود، خشک (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,"faostat__Chick peas, dry__production",1961-2024,"Split from faostat__Chick peas, dry__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Chick peas, dry__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Chick peas, dry__production__yield","Chick peas, dry, yield (kg/ha)",عملکرد نخود، خشک (کیلوگرم بر هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Yield,merged,,"faostat__Chick peas, dry__production",1961-2024,"Split from faostat__Chick peas, dry__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Chick peas, dry__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Chickens__production,Chickens,تولید، سطح زیر کشت و عملکرد مرغ,Agriculture Production,تولید کشاورزی,faostat-qcl,,,Chickens,new,,,,,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",تولید، سطح زیر کشت و عملکرد فلفل تند و فلفل، خشک (گونه‌های Capsicum و Pimenta)، خام,Agriculture Production,تولید کشاورزی,faostat-qcl,,,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",new,,,,"2026-07-14 quality audit: split into 3 measure charts (faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production__area_harvested, faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production__production, faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production__yield) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production__area_harvested","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw, area harvested (ha)",سطح زیر کشت فلفل تند و فلفل، خشک (گونه‌های Capsicum و Pimenta)، خام (هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Area harvested,merged,,"faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production",1961-2024,"Split from faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production__production","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw, production (t)",تولید فلفل تند و فلفل، خشک (گونه‌های Capsicum و Pimenta)، خام (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,"faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production",1961-2024,"Split from faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production__yield","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw, yield (kg/ha)",عملکرد فلفل تند و فلفل، خشک (گونه‌های Capsicum و Pimenta)، خام (کیلوگرم بر هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Yield,merged,,"faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production",1961-2024,"Split from faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",تولید، سطح زیر کشت و عملکرد فلفل تند و فلفل، سبز (گونه‌های Capsicum و Pimenta),Agriculture Production,تولید کشاورزی,faostat-qcl,,,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",new,,,,"2026-07-14 quality audit: split into 3 measure charts (faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production__area_harvested, faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production__production, faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production__yield) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production__area_harvested","Chillies and peppers, green (Capsicum spp. and Pimenta spp.), area harvested (ha)",سطح زیر کشت فلفل تند و فلفل، سبز (گونه‌های Capsicum و Pimenta) (هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Area harvested,merged,,"faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production",1961-2024,"Split from faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production__production","Chillies and peppers, green (Capsicum spp. and Pimenta spp.), production (t)",تولید فلفل تند و فلفل، سبز (گونه‌های Capsicum و Pimenta) (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,"faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production",1961-2024,"Split from faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production__yield","Chillies and peppers, green (Capsicum spp. and Pimenta spp.), yield (kg/ha)",عملکرد فلفل تند و فلفل، سبز (گونه‌های Capsicum و Pimenta) (کیلوگرم بر هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Yield,merged,,"faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production",1961-2024,"Split from faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Citrus Fruit, Total__production","Citrus Fruit, Total",تولید، سطح زیر کشت و عملکرد مرکبات، جمع کل,Agriculture Production,تولید کشاورزی,faostat-qcl,pahlavi-era-primary-extraction (1950-1958),,"Citrus Fruit, Total",new,,,,"Bridges 1950-1958 WB table (Oranges&Tangerines combined, Other Citrus separate) with FAOSTAT's 1961-2024 series via one 1961 anchor row per FAOSTAT category. Honest caveat preserved from source README: WB's 1958 combined total (110,000t) is noticeably higher than FAOSTAT's 1961 Citrus Fruit Total (78,900t) three years later -- could be real decline, definitional difference, or revision; not resolved, present as two clearly-labeled distinct segments, never force-spliced into one line. For full 1961-2024 FAOSTAT detail, join against agriculture_qcl_production.csv directly. || 2026-07-14 quality audit: split into 3 measure charts (faostat__Citrus Fruit, Total__production__area_harvested, faostat__Citrus Fruit, Total__production__production, faostat__Citrus Fruit, Total__production__yield) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Citrus Fruit, Total__production__area_harvested","Citrus Fruit, Total, area harvested (ha)",سطح زیر کشت مرکبات، جمع کل (هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,pahlavi-era-primary-extraction (1950-1958),1,qcl:Area harvested,merged,,"faostat__Citrus Fruit, Total__production",1961-2024,"Split from faostat__Citrus Fruit, Total__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Citrus Fruit, Total__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Citrus Fruit, Total__production__production","Citrus Fruit, Total, production (t)",تولید مرکبات، جمع کل (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,pahlavi-era-primary-extraction (1950-1958),1,qcl:Production,merged,,"faostat__Citrus Fruit, Total__production",1961-2024,"Split from faostat__Citrus Fruit, Total__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Citrus Fruit, Total__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Citrus Fruit, Total__production__yield","Citrus Fruit, Total, yield (kg/ha)",عملکرد مرکبات، جمع کل (کیلوگرم بر هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,pahlavi-era-primary-extraction (1950-1958),1,qcl:Yield,merged,,"faostat__Citrus Fruit, Total__production",1961-2024,"Split from faostat__Citrus Fruit, Total__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Citrus Fruit, Total__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Cotton lint, ginned__production","Cotton lint, ginned",تولید الیاف پنبه حلاجی‌شده (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,pahlavi-era-primary-extraction (1950-1958),,"Cotton lint, ginned",new,,,,"JUDGMENT CALL: WB 'Cotton' magnitude (70k t in 1958) and growth trend match FAOSTAT's Cotton lint (115.6k t in 1961) far better than Seed cotton (376k t in 1961, would require an implausible 5x jump in 3 years) -- classified as lint, not seed cotton, on that basis.","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Cotton seed__production,Cotton seed,تولید پنبه‌دانه (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,pahlavi-era-primary-extraction (1950-1958),,Cotton seed,new,,,,Exact name match.,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Cottonseed oil__production,Cottonseed oil,تولید روغن پنبه‌دانه (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,,Cottonseed oil,new,,,,,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Cream, fresh__production","Cream, fresh",تولید خامه، تازه (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,,"Cream, fresh",new,,,,,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Cucumbers and gherkins__production,Cucumbers and gherkins,تولید، سطح زیر کشت و عملکرد خیار و خیارترشی,Agriculture Production,تولید کشاورزی,faostat-qcl,,,Cucumbers and gherkins,new,,,,"2026-07-14 quality audit: split into 3 measure charts (faostat__Cucumbers and gherkins__production__area_harvested, faostat__Cucumbers and gherkins__production__production, faostat__Cucumbers and gherkins__production__yield) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Cucumbers and gherkins__production__area_harvested,"Cucumbers and gherkins, area harvested (ha)",سطح زیر کشت خیار و خیارترشی (هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Area harvested,merged,,faostat__Cucumbers and gherkins__production,1961-2024,Split from faostat__Cucumbers and gherkins__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Cucumbers and gherkins__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Cucumbers and gherkins__production__production,"Cucumbers and gherkins, production (t)",تولید خیار و خیارترشی (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,faostat__Cucumbers and gherkins__production,1961-2024,Split from faostat__Cucumbers and gherkins__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Cucumbers and gherkins__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Cucumbers and gherkins__production__yield,"Cucumbers and gherkins, yield (kg/ha)",عملکرد خیار و خیارترشی (کیلوگرم بر هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Yield,merged,,faostat__Cucumbers and gherkins__production,1961-2024,Split from faostat__Cucumbers and gherkins__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Cucumbers and gherkins__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Dates__production,Dates,تولید، سطح زیر کشت و عملکرد خرما,Agriculture Production,تولید کشاورزی,faostat-qcl,pahlavi-era-primary-extraction (1950-1958),,Dates,new,,,,"CAVEAT: unexplained jump from 125,000t (1958) to FAOSTAT's 300,000t (1961), more than double in 3 years -- could be genuine surge, definitional change, or revision; not reconciled, flag the gap rather than smoothing it (same treatment as the citrus bridge's own honest gap). || 2026-07-14 quality audit: split into 3 measure charts (faostat__Dates__production__area_harvested, faostat__Dates__production__production, faostat__Dates__production__yield) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Dates__production__area_harvested,"Dates, area harvested (ha)",سطح زیر کشت خرما (هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,pahlavi-era-primary-extraction (1950-1958),1,qcl:Area harvested,merged,,faostat__Dates__production,1961-2024,Split from faostat__Dates__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Dates__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Dates__production__production,"Dates, production (t)",تولید خرما (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,pahlavi-era-primary-extraction (1950-1958),1,qcl:Production,merged,,faostat__Dates__production,1961-2024,Split from faostat__Dates__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Dates__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Dates__production__yield,"Dates, yield (kg/ha)",عملکرد خرما (کیلوگرم بر هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,pahlavi-era-primary-extraction (1950-1958),1,qcl:Yield,merged,,faostat__Dates__production,1961-2024,Split from faostat__Dates__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Dates__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Ducks__production,Ducks,تولید، سطح زیر کشت و عملکرد اردک,Agriculture Production,تولید کشاورزی,faostat-qcl,,,Ducks,new,,,,,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of buffalo, fresh, chilled or frozen__production","Edible offal of buffalo, fresh, chilled or frozen",تولید، سطح زیر کشت و عملکرد احشای خوراکی گاومیش، تازه، سردکرده یا منجمد,Agriculture Production,تولید کشاورزی,faostat-qcl,,,"Edible offal of buffalo, fresh, chilled or frozen",new,,,,"2026-07-14 quality audit: split into 2 measure charts (faostat__Edible offal of buffalo, fresh, chilled or frozen__production__producing_animals_slaughtered, faostat__Edible offal of buffalo, fresh, chilled or frozen__production__production) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of buffalo, fresh, chilled or frozen__production__producing_animals_slaughtered","Edible offal of buffalo, fresh, chilled or frozen, producing animals/slaughtered (An)",دام‌های کشتارشده احشای خوراکی گاومیش، تازه، سردکرده یا منجمد (رأس),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Producing Animals/Slaughtered,merged,,"faostat__Edible offal of buffalo, fresh, chilled or frozen__production",1961-2024,"Split from faostat__Edible offal of buffalo, fresh, chilled or frozen__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Edible offal of buffalo, fresh, chilled or frozen__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of buffalo, fresh, chilled or frozen__production__production","Edible offal of buffalo, fresh, chilled or frozen, production (t)",تولید احشای خوراکی گاومیش، تازه، سردکرده یا منجمد (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,"faostat__Edible offal of buffalo, fresh, chilled or frozen__production",1961-2024,"Split from faostat__Edible offal of buffalo, fresh, chilled or frozen__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Edible offal of buffalo, fresh, chilled or frozen__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of cattle, fresh, chilled or frozen__production","Edible offal of cattle, fresh, chilled or frozen",تولید، سطح زیر کشت و عملکرد احشای خوراکی گاو، تازه، سردکرده یا منجمد,Agriculture Production,تولید کشاورزی,faostat-qcl,,,"Edible offal of cattle, fresh, chilled or frozen",new,,,,"2026-07-14 quality audit: split into 2 measure charts (faostat__Edible offal of cattle, fresh, chilled or frozen__production__producing_animals_slaughtered, faostat__Edible offal of cattle, fresh, chilled or frozen__production__production) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of cattle, fresh, chilled or frozen__production__producing_animals_slaughtered","Edible offal of cattle, fresh, chilled or frozen, producing animals/slaughtered (An)",دام‌های کشتارشده احشای خوراکی گاو، تازه، سردکرده یا منجمد (رأس),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Producing Animals/Slaughtered,merged,,"faostat__Edible offal of cattle, fresh, chilled or frozen__production",1961-2024,"Split from faostat__Edible offal of cattle, fresh, chilled or frozen__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Edible offal of cattle, fresh, chilled or frozen__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of cattle, fresh, chilled or frozen__production__production","Edible offal of cattle, fresh, chilled or frozen, production (t)",تولید احشای خوراکی گاو، تازه، سردکرده یا منجمد (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,"faostat__Edible offal of cattle, fresh, chilled or frozen__production",1961-2024,"Split from faostat__Edible offal of cattle, fresh, chilled or frozen__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Edible offal of cattle, fresh, chilled or frozen__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of goat, fresh, chilled or frozen__production","Edible offal of goat, fresh, chilled or frozen",تولید، سطح زیر کشت و عملکرد احشای خوراکی بز، تازه، سردکرده یا منجمد,Agriculture Production,تولید کشاورزی,faostat-qcl,,,"Edible offal of goat, fresh, chilled or frozen",new,,,,"2026-07-14 quality audit: split into 2 measure charts (faostat__Edible offal of goat, fresh, chilled or frozen__production__producing_animals_slaughtered, faostat__Edible offal of goat, fresh, chilled or frozen__production__production) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of goat, fresh, chilled or frozen__production__producing_animals_slaughtered","Edible offal of goat, fresh, chilled or frozen, producing animals/slaughtered (An)",دام‌های کشتارشده احشای خوراکی بز، تازه، سردکرده یا منجمد (رأس),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Producing Animals/Slaughtered,merged,,"faostat__Edible offal of goat, fresh, chilled or frozen__production",1961-2024,"Split from faostat__Edible offal of goat, fresh, chilled or frozen__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Edible offal of goat, fresh, chilled or frozen__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of goat, fresh, chilled or frozen__production__production","Edible offal of goat, fresh, chilled or frozen, production (t)",تولید احشای خوراکی بز، تازه، سردکرده یا منجمد (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,"faostat__Edible offal of goat, fresh, chilled or frozen__production",1961-2024,"Split from faostat__Edible offal of goat, fresh, chilled or frozen__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Edible offal of goat, fresh, chilled or frozen__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of pigs, fresh, chilled or frozen__production","Edible offal of pigs, fresh, chilled or frozen",تولید، سطح زیر کشت و عملکرد احشای خوراکی خوک، تازه، سردکرده یا منجمد,Agriculture Production,تولید کشاورزی,faostat-qcl,,,"Edible offal of pigs, fresh, chilled or frozen",new,,,,"2026-07-14 quality audit: split into 2 measure charts (faostat__Edible offal of pigs, fresh, chilled or frozen__production__producing_animals_slaughtered, faostat__Edible offal of pigs, fresh, chilled or frozen__production__production) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of pigs, fresh, chilled or frozen__production__producing_animals_slaughtered","Edible offal of pigs, fresh, chilled or frozen, producing animals/slaughtered (An)",دام‌های کشتارشده احشای خوراکی خوک، تازه، سردکرده یا منجمد (رأس),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Producing Animals/Slaughtered,merged,,"faostat__Edible offal of pigs, fresh, chilled or frozen__production",1961-2024,"Split from faostat__Edible offal of pigs, fresh, chilled or frozen__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Edible offal of pigs, fresh, chilled or frozen__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of pigs, fresh, chilled or frozen__production__production","Edible offal of pigs, fresh, chilled or frozen, production (t)",تولید احشای خوراکی خوک، تازه، سردکرده یا منجمد (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,"faostat__Edible offal of pigs, fresh, chilled or frozen__production",1961-2024,"Split from faostat__Edible offal of pigs, fresh, chilled or frozen__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Edible offal of pigs, fresh, chilled or frozen__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
