law_id,importance,domains,why,year,title_fa,path
9f2266ef9dea,minor,budget_fiscal,Implementing bylaw for 1383 budget note clauses.,2004,آيين نامه اجرايي بندهاي  ب ، پ ، ت ، ث ، ...   تبصره  3  قانون بودجه سال 1383 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بندهاي__ب_،_پ_،_ت_،_ث_،_...___تبصره__3__قانون_بودجه_سال_1383_كل_كشور_244242780055651192.txt
cec4938bad28,minor,budget_fiscal,Implementing bylaw for 1387 budget clause.,,آيين نامه اجرايي بند   7   ماده واحده قانون بودجه سال 1387 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند___7___ماده_واحده_قانون_بودجه_سال_1387_كل_كشور_9565807177213703318.txt
4cc88ec316c4,minor,budget_fiscal,Implementing bylaw for 1379 budget note clause.,2000,آيين نامه اجرايي جزﺀ  2  بند  ب  تبصره  29  قانون بودجه سال 1379 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_جزﺀ__2__بند__ب__تبصره__29__قانون_بودجه_سال_1379_كل_كشور_285988558205271519.txt
3b5772ac4b6c,moderate,customs_trade,Decree setting total customs duty rates under import/export regulations bylaw.,2015,تصويب نامه درخصوص تعيين مجموع حقوق گمركي ... نامه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويب_نامه_درخصوص_تعيين_مجموع_حقوق_گمركي_..._نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_16529170100189702763.txt
ae284bc426c6,moderate,banking_money,"Bylaw on collection of overdue/doubtful loans by credit institutions, affects money supply/credit quality.",2009,آيين نامه وصول مطالبات سررسيد گذشته، معوق و مشكوك الوصول موسسات اعتباري  ريالي و ارزي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_وصول_مطالبات_سررسيد_گذشته،_معوق_و_مشكوك_الوصول_موسسات_اعتباري__ريالي_و_ارزي__11052571780038283221.txt
035186b6fb06,moderate,housing|welfare,Bylaw supporting housing provision for low-income groups in small cities.,2006,آيين نامه حمايت از تأمين مسكن گروههاي كم درآمد در شهرهاي كوچك,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_حمايت_از_تأمين_مسكن_گروههاي_كم_درآمد_در_شهرهاي_كوچك_11461463984701960307.txt
f9cc0eb92958,moderate,customs_trade|fx,"Bylaw on enforcement penalties for smuggling of goods and currency, affects trade/FX flows.",2000,آيين نامه اجرايي قانون نحوه اعمال تعزيرات حكومتي راجع به قاچاق كالا و ارز,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_آيين_نامه_اجرايي_قانون_نحوه_اعمال_تعزيرات_حكومتي_راجع_به_قاچاق_كالا_و_ارز_13477680732453420343.txt
d74c15f9a149,minor,budget_fiscal,Implementing bylaw for 1384 budget note clause.,2005,آيين نامه اجرايي بند  ث  تبصره  11  قانون بودجه سال 1384 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__ث__تبصره__11__قانون_بودجه_سال_1384_كل_كشور_10758016648142240134.txt
4264ee7ee6ee,minor,budget_fiscal,Implementing bylaw for 1398 budget note clause.,2019,آيين نامه اجرايي بند  الف  تبصره  18  ماده واحده قانون بودجه سال 1398 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__الف__تبصره__18__ماده_واحده_قانون_بودجه_سال_1398_كل_كشور_16027454587912137028.txt
d41f076add8d,moderate,prices,"Court ruling concerning the Market Regulation Working Group, a price-control body.",2017,رأي شماره 487 هيأت عمومي ديوان عدالت ادا ... 5  12  1393 دبيرخانه كارگروه تنظيم بازار,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_487_هيأت_عمومي_ديوان_عدالت_ادا_..._5__12__1393_دبيرخانه_كارگروه_تنظيم_بازار_11184644162305128853.txt
ae6c12f1477e,moderate,energy,Court ruling on duties at LPG/fuel sales stations.,2017,رأي شماره هاي 1265 الي 1267 هيأت عمومي د ... جايگاههاي فروش گاز مايع و جايگاههاي سوخت,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_هاي_1265_الي_1267_هيأت_عمومي_د_..._جايگاههاي_فروش_گاز_مايع_و_جايگاههاي_سوخت_3500124766118326718.txt
681d545272b1,moderate,taxation|banking_money,Court ruling on bank income taxation across 1387-1392.,2017,رأي شماره 190 هيأت عمومي ديوان عدالت ادا ... آمد بانكها در فواصل سالهاي 1387 الي 1392,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_190_هيأت_عمومي_ديوان_عدالت_ادا_..._آمد_بانكها_در_فواصل_سالهاي_1387_الي_1392_10606363451671330511.txt
aafb9adbc651,moderate,banking_money,"Court ruling concerning credit institutions, qarz-al-hasaneh and credit cooperatives.",2022,رأي شماره 498 هيأت عمومي ديوان عدالت ادا ... عتباري، قرض  الحسنه و تعاوني  هاي اعتبار,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_498_هيأت_عمومي_ديوان_عدالت_ادا_..._عتباري،_قرض__الحسنه_و_تعاوني__هاي_اعتبار_6878271504977990343.txt
3c210bf189f6,moderate,oil_gas,Court ruling involving the Ministry of Petroleum.,2020,رأي شماره 3074 هيأت عمومي ديوان عدالت اد ...  127432-20  2 مورخ 19  3  1394 وزارت نفت,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_3074_هيأت_عمومي_ديوان_عدالت_اد_...__127432-20__2_مورخ_19__3__1394_وزارت_نفت_15850603423360765133.txt
224daf5a1e4c,moderate,customs_trade,Court ruling annulling parts of the import/export regulations implementing bylaw.,2015,رأي شماره 784 هيأت عمومي ديوان عدالت ادا ... نامه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_784_هيأت_عمومي_ديوان_عدالت_ادا_..._نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_12443553087612971558.txt
9742216820e2,moderate,customs_trade,Court ruling annulling parts of the import/export regulations implementing bylaw.,2006,رأي شماره 91 هيأت عمومي ديوان عدالت ادار ... نامه اجرائي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_91_هيأت_عمومي_ديوان_عدالت_ادار_..._نامه_اجرائي_قانون_مقررات_صادرات_و_واردات_9837622297667268734.txt
e5dea0018c4e,moderate,industry|housing,"Court ruling on land-use conversion of property to industrial use, affects industrial land supply.",2016,رأي شماره هاي 394 الي 399 هيأت عمومي ديو ... بري عرصه املاك با هر نوع كاربري به صنعتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_هاي_394_الي_399_هيأت_عمومي_ديو_..._بري_عرصه_املاك_با_هر_نوع_كاربري_به_صنعتي_17804497538979135156.txt
87a44345346a,moderate,agriculture,Charter law for Shahid Beheshti Agro-Industry joint-stock company.,1991,قانون اساسنامه شركت سهامي كشت و صنعت شهيد بهشتي  سهامي خاص,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اساسنامه_شركت_سهامي_كشت_و_صنعت_شهيد_بهشتي__سهامي_خاص__10283436374854691529.txt
42fca96f1d0d,moderate,customs_trade,"Ratifies OIC Trade Preferential System agreement, affects tariff preferences among member states.",1992,قانون تصویب موافقتنامه نظام ترجیحات تجاری میان کشورهای اسلامی با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/1461141600259589302_1461141600259589302.txt
ed23dd733694,minor,budget_fiscal,Amendment implementing 1351 budget note clause.,1972,اصلاحيه مربوط به اجراي مفاد تبصره 18 قانون بودجه سال 1351 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اصلاحيه_مربوط_به_اجراي_مفاد_تبصره_18_قانون_بودجه_سال_1351_كل_كشور_16308326463248743326.txt
9bd480acf548,moderate,budget_fiscal,Annual national budget law (1359).,1980,قانون بودجه سال 1359,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1359_4915315226842331528.txt
e33978dbf0cf,moderate,fx|budget_fiscal,"Sets Iran's quota/membership dues and contributions to international financial institutions, affects FX reserves/budget outflows.",1972,صورت جزء سهميه، حق عضويت و كمك دولت ايرا ... ي بين المللي و تعهدات در سال 1351  1972,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/صورت_جزء_سهميه،_حق_عضويت_و_كمك_دولت_ايرا_..._ي_بين_المللي_و_تعهدات_در_سال_1351__1972__10797109188331277538.txt
17fe8945fdcf,moderate,agriculture,"Law on conservation/exploitation of aquatic resources, governs fisheries output.",1995,قانون حفاظت و بهره برداري از منابع آبزي جمهوري اسلامي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_حفاظت_و_بهره_برداري_از_منابع_آبزي_جمهوري_اسلامي_ايران_5232863487203754909.txt
f769a32c1125,major,agriculture|banking_money,"Establishes Agricultural Development Bank of Iran, a major farm-credit institution.",1967,قانون تاسيس صندوق توسعه كشاورزي ايران  قانون تأسيس بانك توسعه كشاورزي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تاسيس_صندوق_توسعه_كشاورزي_ايران__قانون_تأسيس_بانك_توسعه_كشاورزي_ايران__5925163310189568345.txt
f52be8ca1776,moderate,industry|budget_fiscal,"Law supporting urban/suburban rail transit systems, an infrastructure investment instrument.",2006,قانون حمايت از سامانه هاي حمل و نقل ريلي شهري و حومه,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_حمايت_از_سامانه_هاي_حمل_و_نقل_ريلي_شهري_و_حومه_4902213801861115122.txt
70690d2a4005,moderate,privatization|customs_trade,Nationalizes shares of the National Public/Customs Warehouses Company.,1980,لايحه قانوني ملي كردن سهام شركت سهامي ان ... ه شركت ملي انبارهاي عمومي و گمركي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_ملي_كردن_سهام_شركت_سهامي_ان_..._ه_شركت_ملي_انبارهاي_عمومي_و_گمركي_ايران__8648766059133550680.txt
6f060ebdd195,moderate,agriculture,"Amends law on protection/exploitation of forests and rangelands, affects agricultural/land output regulation.",1970,قانون اصلاح بعضي از مواد قانون حفاظت و بهره برداري از جنگلها و مراتع كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_بعضي_از_مواد_قانون_حفاظت_و_بهره_برداري_از_جنگلها_و_مراتع_كشور_12020038249746908858.txt
4a6e6df329e6,major,budget_fiscal,"Public Accounting Law, foundational fiscal management statute (duplicate filing).",1987,قانون محاسبات عمومي كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_محاسبات_عمومي_كشور_1743801659624223197.txt
b8e6cb09684d,moderate,budget_fiscal,Annual national budget law (1312).,1933,قانون بودجه سال 1312 مملكتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1312_مملكتي_6082983330313530785.txt
58da4b9a97a7,moderate,budget_fiscal,Changes fund allocations within the 4th development plan's chapters/clauses.,1971,قانون تغيير اعتبارات فصول و بندهاي قانون برنامه عمراني چهارم كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/_قانون_تغيير_اعتبارات_فصول_و_بندهاي_قانون_برنامه_عمراني_چهارم_كشور_5837437713356417478.txt
4dc36ec9ff1c,major,banking_money|privatization,"قانون ملي شدن بانكها - nationalization of banks, major banking sector restructuring",1979,قانون ملي شدن بانكها,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_ملي_شدن_بانكها_13677686794044195456.txt
0e04de2f35e2,moderate,privatization|agriculture,Sale of state factory shares to fund land reform - links industry and agrarian reform financing,1963,قانون فروش سهام كارخانجات دولتي بعنوان پشتوانه اصلاحات ارضي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_فروش_سهام_كارخانجات_دولتي_بعنوان_پشتوانه_اصلاحات_ارضي_5302123907114836831.txt
2a81fd112c0a,major,agriculture,Land reform law amendment - core land reform policy affecting agricultural output/ownership,1962,لايحه قانوني اصلاح قانون اصلاحات ارضي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_اصلاح_قانون_اصلاحات_ارضي_13230381841954128255.txt
d8e658e394ab,moderate,oil_gas,"Law increasing crude oil export volume, directly affects oil output/exports",1997,قانون افزايش ميزان صدور نفت خام موضوع تبصره 26 قانون بودجه سال 1372 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_افزايش_ميزان_صدور_نفت_خام_موضوع_تبصره_26_قانون_بودجه_سال_1372_كل_كشور_13310705893971217579.txt
c777c3779705,moderate,oil_gas,Authorizes NIOC exploitation of Caspian oil/gas fields - affects energy output,2000,قانون  اجازه  به  شركت  ملي  نفت  ايران  ... اري  از ميدان هاي  نفت  و گاز درياي  خزر,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون__اجازه__به__شركت__ملي__نفت__ايران__..._اري__از_ميدان_هاي__نفت__و_گاز_درياي__خزر_2356626291589169460.txt
92ddbe3aaf0e,moderate,oil_gas,Amendment to oil/gas sale contract terms with Amoco - affects oil trade revenue,1965,قانون اجازه مبادله قرارداد الحاقي به قرارداد فروش نفت گاز مصوب هفتم آبان ماه 1333,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_مبادله_قرارداد_الحاقي_به_قرارداد_فروش_نفت_گاز_مصوب_هفتم_آبان_ماه_1333_15386404963802073174.txt
7ca674596dd6,minor,oil_gas,Supplementary petroleum contract with foreign company,1973,قانون قرارداد الحاقي بقرارداد بين شركت م ... روليوم كورپوريشن   شركت نفت اموكو ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_قرارداد_الحاقي_بقرارداد_بين_شركت_م_..._روليوم_كورپوريشن___شركت_نفت_اموكو_ايران__15441119429695311912.txt
c965a814d040,minor,oil_gas,Penalties for sabotage of oil industry facilities - protects oil production continuity,1957,قانون راجع بمجازات اخلالگران در صنايع نفت ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_بمجازات_اخلالگران_در_صنايع_نفت_ايران_15743881490817209362.txt
5c19b5355032,moderate,mining,Land grant for Sarcheshmeh copper mine company - enables major mining production,1974,قانون اجازه واگذاري هفتصد هكتار اراضي منابع ملي شده بشركت سهامي معادن مس سرچشمه كرمان,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_واگذاري_هفتصد_هكتار_اراضي_منابع_ملي_شده_بشركت_سهامي_معادن_مس_سرچشمه_كرمان_18018660046418863076.txt
92ddbe3aaf0e,moderate,oil_gas,duplicate entry removed,1965,قانون اجازه مبادله قرارداد الحاقي به قرارداد فروش نفت گاز مصوب هفتم آبان ماه 1333,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_مبادله_قرارداد_الحاقي_به_قرارداد_فروش_نفت_گاز_مصوب_هفتم_آبان_ماه_1333_15386404963802073174.txt
11429348210c,minor,banking_money|budget_fiscal,Sets ceiling on central bank participation bond issuance - monetary instrument,2006,قانون تعيين سقف انتشار اوراق مشاركت توسط بانك مركزي جمهوري اسلامي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تعيين_سقف_انتشار_اوراق_مشاركت_توسط_بانك_مركزي_جمهوري_اسلامي_ايران_4166782502946294201.txt
4667b6fdd6e7,minor,banking_money|budget_fiscal,Authorizes central bank to issue participation bonds - monetary financing instrument,2007,قانون انتشار اوراق مشاركت توسط بانك مركزي جمهوري اسلامي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_انتشار_اوراق_مشاركت_توسط_بانك_مركزي_جمهوري_اسلامي_ايران_897265275670440898.txt
a05aac5db90c,minor,banking_money|budget_fiscal,Duplicate/related law on central bank participation bond issuance,2007,قانون انتشار  اوراق مشاركت تو سط بانك مركزي جمهوري اسلامي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_انتشار__اوراق_مشاركت_تو_سط_بانك_مركزي_جمهوري_اسلامي_ايران_12650750236605492243.txt
5154287b2cf2,minor,energy,Independence of provincial electricity distribution companies - restructures energy sector,2006,قانون استقلال شركتهاي توزيع نيروي برق دراستانها,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_استقلال_شركتهاي_توزيع_نيروي_برق_دراستانها_15620689772000334374.txt
a988df158fbd,minor,agriculture|banking_money,Loan program for livestock development - agricultural credit instrument,1967,قانون پرداخت وام براي توسعه و بهبود دامپروري,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_پرداخت_وام_براي_توسعه_و_بهبود_دامپروري_13235933522520666410.txt
e335e6cabaff,moderate,customs_trade,Preferential trade agreement with Pakistan - affects tariffs/trade flows,2006,قانون موافقتنامه تجارت ترجيحي بين دولت ج ... امي پاكستان و پروتكل اصلاحي برخي مواد آن,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_تجارت_ترجيحي_بين_دولت_ج_..._امي_پاكستان_و_پروتكل_اصلاحي_برخي_مواد_آن_6369881020926024337.txt
8bba1ab522a7,minor,customs_trade,Amendment to customs tariff law item,1954,اصلاح بند 19 ماده بيستم قانون تعرفه گمركي مصوب 24 ارديبهشت 1332,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اصلاح_بند_19_ماده_بيستم_قانون_تعرفه_گمركي_مصوب_24_ارديبهشت_1332_7430715906440728799.txt
de9534944f3f,minor,customs_trade|industry,Amends customs duty refund for domestic factories - trade/industry incentive,1973,قانون اصلاح ماده 6 قانون استرداد حقوق گم ... ي كارخانجات داخلي مصوب ارديبهشت ماه 1345,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_ماده_6_قانون_استرداد_حقوق_گم_..._ي_كارخانجات_داخلي_مصوب_ارديبهشت_ماه_1345_2141603093070385720.txt
401ff86380a6,minor,customs_trade,Customs duty exemption for imported goods,1982,قانون راجع به معافيت ازحقوق گمركي وسود ب ... وپدي دارو كه توسط بنياد شهيد وارد مي شود,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_به_معافيت_ازحقوق_گمركي_وسود_ب_..._وپدي_دارو_كه_توسط_بنياد_شهيد_وارد_مي_شود_17374332515131052032.txt
176bb7811a71,minor,customs_trade,Customs duty exemption for health ministry imports,1979,تصويب نامه قانوني مربوط به معافيت از پرد ... وزارت بهداري و بهزيستي وارد ايران ميشود.,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تصويب_نامه_قانوني_مربوط_به_معافيت_از_پرد_..._وزارت_بهداري_و_بهزيستي_وارد_ايران_ميشود._6330747567138627864.txt
ed2721420864,minor,customs_trade,Special customs clearance rules for vehicles in southern provinces,1983,قانون ترخيص اتومبيلهاي وارده به كشور توس ...  فارس، استان سيستان و بلوچستان و لارستان,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_ترخيص_اتومبيلهاي_وارده_به_كشور_توس_...__فارس،_استان_سيستان_و_بلوچستان_و_لارستان_6851443640566184998.txt
0d50fcfeec5c,minor,customs_trade,Amendment to exports/imports law,1988,قانون الحاق يك ماده به قانون صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_الحاق_يك_ماده_به_قانون_صادرات_و_واردات_12999905842561142066.txt
64ff091147ce,minor,agriculture,Funding for state cold storage facilities - agricultural infrastructure/price stabilization,1980,لايحه قانون راجع به تأمين اعتبار جهت تكميل و اداره سردخانه هاي دولتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانون_راجع_به_تأمين_اعتبار_جهت_تكميل_و_اداره_سردخانه_هاي_دولتي_8353149060617297426.txt
7c2a6e23e0f1,minor,housing|welfare,Housing loan facilities for war veterans - housing finance instrument,1991,قانون تسهيلات استفاده از وام مسكن آزادگان,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تسهيلات_استفاده_از_وام_مسكن_آزادگان_11424460520224607515.txt
2b491b71378e,minor,housing,Facilitation for urban water/sewage network development financing,1998,قانون ايجاد تسهيلات براي توسعه طرحهاي فاضلاب و بازسازي شبكه هاي آب شهري,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_ايجاد_تسهيلات_براي_توسعه_طرحهاي_فاضلاب_و_بازسازي_شبكه_هاي_آب_شهري_14998327747089126280.txt
45c1aa11a634,moderate,privatization,Amendment to law on transferring state assets/enterprises to veterans and workers - privatization instrument,1997,قانون اصلاح برخي از مواد قانون نحوه واگذ ... ي و متعلق به دولت به ايثارگران و كارگران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_برخي_از_مواد_قانون_نحوه_واگذ_..._ي_و_متعلق_به_دولت_به_ايثارگران_و_كارگران_9306068897028734970.txt
84c51947b887,moderate,customs_trade,"Amends import/export executive bylaw article, adjusting a trade-regulation instrument.",1986,اصلاح ماده 16 آيين نامه اجرايي قانون صادرات و واردات سال 1365,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_اصلاح_ماده_16_آيين_نامه_اجرايي_قانون_صادرات_و_واردات_سال_1365_654206419436756921.txt
5a031c89a5e8,minor,customs_trade,Amendment to import/export regulations executive bylaw.,2002,اصلاح آيين نامه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_5595724518190264504.txt
3edbc8cf5e39,minor,customs_trade,Amendment to article 12 of import/export regulations bylaw.,1998,اصلاح آئين نامه اجرايي ماده 12 قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آئين_نامه_اجرايي_ماده_12_قانون_مقررات_صادرات_و_واردات_4616109623458723461.txt
44740015cdc3,moderate,mining,"Bylaw governing private-sector mineral extraction and sale, an operating/output instrument for mining sector.",1986,آيين نامه استخراج و فروش مواد معدني توسط بخش خصوصي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_آيين_نامه_استخراج_و_فروش_مواد_معدني_توسط_بخش_خصوصي_5896133174934685934.txt
2489b7186250,minor,mining,"Bylaw on mine supervision under the Mining Law, indirectly touches extraction activity.",1983,آيين نامه نظارت بر معادن موضوع ماده 34 قانون معادن مصوب 1362 3 1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_آيين_نامه_نظارت_بر_معادن_موضوع_ماده_34_قانون_معادن_مصوب_1362_3_1_18414699368410577771.txt
4d3d16a41ea0,moderate,fx|banking_money,"Bylaw permitting foreign investment in stock exchanges/OTC markets, a capital-account/FX instrument.",2010,آيين نامه سرمايه گذاري خارجي در بورس ها و بازارهاي خارج از بورس,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_سرمايه_گذاري_خارجي_در_بورس_ها_و_بازارهاي_خارج_از_بورس_3151501696986429766.txt
6356b1273b8b,minor,housing,"Rules for establishing land and building investment funds, a housing-finance instrument.",2008,ضوابط تأسيس صندوق هاي زمين و ساختمان,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_تأسيس_صندوق_هاي_زمين_و_ساختمان_11667686631948264430.txt
f3c62f11a226,moderate,trade|industry,"Executive rules for the state opium monopoly law, a state trade monopoly instrument.",1928,نظامنامه موقتي قانون انحصار دولتي ترياك,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/نظامنامه_موقتي_قانون_انحصار_دولتي_ترياك_1968990193647542779.txt
c7e6b8995430,moderate,industry,"Court ruling annuls part of industrial facilitation/renovation regulations, altering an industrial-support instrument.",2012,رأي هيأت عمومي ديوان عدالت اداري، در مور ... بخشي از مقررات تسهيل و نوسازي صنايع كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_هيأت_عمومي_ديوان_عدالت_اداري،_در_مور_..._بخشي_از_مقررات_تسهيل_و_نوسازي_صنايع_كشور_7145699967953391765.txt
b18a87b74158,moderate,subsidies|banking_money|housing,"Court ruling disallows interest-subsidy payments on relocation facilities out of Tehran/metro areas, removing a credit subsidy instrument.",2011,عدم جواز پرداخت كمك سود متعلق به تسهيلات ... به متقاضيان انتقال از تهران و كلان شهرها,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/عدم_جواز_پرداخت_كمك_سود_متعلق_به_تسهيلات_..._به_متقاضيان_انتقال_از_تهران_و_كلان_شهرها_14650486915099113956.txt
8ed049ab9e21,moderate,taxation|industry|mining,"Court ruling on start date of Article 132 tax exemption for productive/mining units, affecting effective tax revenue.",1992,آغاز دوران معافيت مالياتي موضوع ماده 132 ... خ بهره برداري واحدهاي توليدي و معدني است,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/آغاز_دوران_معافيت_مالياتي_موضوع_ماده_132_..._خ_بهره_برداري_واحدهاي_توليدي_و_معدني_است_16803095883719817250.txt
9756331f0bb7,minor,taxation,"Ruling annuls a circular on transferring finalized tax collections to municipalities, a minor fiscal-transfer instrument.",2003,ابطال بخشنامه مورخ 28 6 1373 وزارت امور  ... يات قطعي شده از مؤديان به نفع شهرداري ها,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/ابطال_بخشنامه_مورخ_28_6_1373_وزارت_امور__..._يات_قطعي_شده_از_مؤديان_به_نفع_شهرداري_ها_5634579372282920743.txt
821101c3199d,major,privatization,"Bylaws implementing Article 44 privatization policy (اصل 44 قانون اساسي), a headline national divestiture program.",2009,تصويب آيين نامه هايي در اجراي قانون اصلا ...  اجراي سياستهاي كلي اصل  44  قانون اساسي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويب_آيين_نامه_هايي_در_اجراي_قانون_اصلا_...__اجراي_سياستهاي_كلي_اصل__44__قانون_اساسي_4440733778533673749.txt
1a1c7603ed1a,moderate,privatization,"Establishes an installment-sale system for state shares (نظام اقساطي فروش سهام), an active privatization mechanism.",2005,اصلاح ماده  5  آيين  نامه بند   هـ  ماده ... هنگي موضوع برقراري نظام اقساطي فروش سهام,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_ماده__5__آيين__نامه_بند___هـ__ماده_..._هنگي_موضوع_برقراري_نظام_اقساطي_فروش_سهام_892014981953979201.txt
26ed2826a79d,moderate,privatization,"Amends bylaw governing transfer of state-owned shares to veterans and workers, a privatization/asset-transfer instrument.",1997,اصلاح ماده ۱۹ آیین‌نامه اجرایی قانون نحوه واگذاری سهام دولتی و متعلق به دولت به ایثارگران و کارگران با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/13166824638899586903_13166824638899586903.txt
