date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,7.27,7.27
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.39,0.39
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.27,1.27
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.25,2.25
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.45,2.45
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,2.91,2.91
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,3.67,3.67
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.9,0.9
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.44,1.44
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.35,1.35
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,1.49,1.49
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.83,0.83
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.57,0.57
2024-10-15,Barinas,Barinas,Barinas,8266,8.62,-70.24,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,1.4,1.4
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.5,0.5
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.99,0.99
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.72,0.72
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.16,1.16
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.14,1.14
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.14,5.14
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.68,0.68
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.73,1.73
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,5.7,5.7
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,4.83,4.83
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,4.53,4.53
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,14.13,14.13
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,8.18,8.18
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.39,0.39
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.28,1.28
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.4,2.4
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.52,2.52
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,3.16,3.16
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,3.21,3.21
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.9,0.9
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.03,1.03
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.17,1.17
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,1.5,1.5
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,1.1,1.1
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.7,0.7
2024-10-15,Barinas,Pedraza,Ciudad Bolivia,8271,8.35,-70.57,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,1.02,1.02
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,1.07,1.07
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.69,0.69
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.51,1.51
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.24,1.24
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,6.15,6.15
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.6,0.6
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.55,1.55
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,7.34,7.34
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,4.24,4.24
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,5.43,5.43
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,16.05,16.05
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,7.11,7.11
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.32,0.32
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.45,1.45
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.42,2.42
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.25,2.25
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,3.12,3.12
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,3.7,3.7
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,1.03,1.03
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.73,1.73
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.7,1.7
2024-10-15,Delta Amacuro,Casacoima,El Triunfo,8275,8.41,-62.49,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,1.67,1.67
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.75,0.75
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,1.11,1.11
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.7,0.7
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.69,1.69
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.29,1.29
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,6,6
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.64,0.64
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,7.63,7.63
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,4.25,4.25
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,4.35,4.35
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,14.64,14.64
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,10.03,10.03
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.38,0.38
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.45,1.45
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.55,2.55
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.34,2.34
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,2.57,2.57
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,3.79,3.79
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,1.05,1.05
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.64,1.64
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.57,1.57
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,1.07,1.07
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,1.14,1.14
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.81,0.81
2024-10-15,Delta Amacuro,Tucupita,Tucupita,8277,9.06,-62.05,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,1.65,1.65
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.51,0.51
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,1.06,1.06
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.77,0.77
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.01,1.01
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.33,1.33
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,6.04,6.04
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.69,0.69
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.96,1.96
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,7.65,7.65
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,7.54,7.54
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,5.3,5.3
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,12.04,12.04
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,7.7,7.7
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.47,0.47
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.63,2.63
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,3.08,3.08
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,3.31,3.31
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,3.48,3.48
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.76,0.76
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.22,1.22
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,vegetables and fruits,Onions,173,KG,actual,Retail,USD,0.86,0.86
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,1.31,1.31
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.9,0.9
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.44,0.44
2024-10-15,Falcon,Carirubana,Punto Fijo,7519,11.71,-70.18,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,1.4,1.4
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.54,0.54
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.9,0.9
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.81,0.81
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,0.99,0.99
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.23,1.23
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.39,5.39
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.73,0.73
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.57,1.57
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,7.97,7.97
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,7.28,7.28
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,5.66,5.66
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,12.93,12.93
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.33,0.33
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.36,1.36
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.48,2.48
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.8,2.8
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,3.27,3.27
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.73,0.73
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.16,1.16
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,1.05,1.05
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.86,0.86
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.69,0.69
2024-10-15,Falcon,Falcon,Pueblo Nuevo (Falcon),7532,11.95,-69.92,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,1.74,1.74
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.57,0.57
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,1.04,1.04
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.64,0.64
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.4,1.4
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.17,1.17
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.63,5.63
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.62,0.62
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.87,1.87
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,6.88,6.88
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,7.31,7.31
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,4.41,4.41
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,12.89,12.89
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.35,0.35
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.4,1.4
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.64,2.64
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.96,2.96
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,3.12,3.12
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,2.87,2.87
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.59,0.59
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.3,1.3
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.45,1.45
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.72,0.72
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.9,0.9
2024-10-15,Falcon,Federacion,Churuguara,7511,10.81,-69.54,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,1.33,1.33
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.57,0.57
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.99,0.99
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.78,0.78
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,0.74,0.74
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.18,1.18
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.53,5.53
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.65,0.65
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.7,1.7
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,7.12,7.12
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,4.93,4.93
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,4.28,4.28
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,14.75,14.75
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,7.6,7.6
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.45,0.45
2024-10-15,Falcon,Mauroa,Mene de Mauroa,7516,10.68,-71.04,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.41,1.41
