date_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,citation
1987,1987,Trade,"Cost of Iran's oil shuttle (maintenance, charter fees, insurance)",200000000,USD/year (at least),"The cost of Iran's oil shuttle, which includes maintenance, charter fees, and insurance, is estimated at at least $200 million a year.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.10"
1987,1987,Trade,"Iran nonoil exports, 1987 projected rise",25,percent (about),Iran's nonoil exports are estimated to rise by about 25 percent in 1987 but will still account for less than 15 percent of total export revenues.,IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.10"
1987,1987,Trade,"Iran nonoil exports share of total export revenues, 1987",15,percent (less than),Nonoil exports will still account for less than 15 percent of Iran's total export revenues in 1987 despite the projected 25 percent rise.,IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.10"
recent (as of 1987),1986,Foreign exchange,Share of Iran export revenues turned over to the central bank,80,percent (about four-fifths),"About four-fifths of Iran's export revenues are turned over to the central bank, according to the regime's own data.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.10"
1987 (beginning of year),1987,Foreign exchange,"Iran readily accessible official cash reserves, start of 1987",2-2.5,USD billion,Iran began 1987 with $2-2.5 billion in readily accessible official cash reserves.,IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.11"
1987 (beginning of year),1987,Foreign exchange,"Iran gold, silver, and jewel reserves, start of 1987",2.3-2.5,USD billion,"In addition to cash reserves, Iran held $2.3-2.5 billion in gold, silver, and jewels at the start of 1987.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.11"
1987 (beginning of year),1987,Foreign exchange,"Iran claimed less-liquid assets (escrow accounts, uncollectable LDC loans)",6000000000,USD (about),"Tehran claims about $6 billion in less liquid assets, including funds frozen in escrow accounts and uncollectable loans to less developed nations.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.11"
1987,1987,Military expenditure,Iran annual foreign-exchange spending on military equipment/supplies,4000000000,USD/year (about),Iran spends about $4 billion annually in foreign exchange for military equipment and supplies.,IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.11"
1987,1987,Trade,"Iran food/medicine/agricultural-input import estimate, 1987",2.5-3,USD billion,"Slack domestic production and pressure to maintain supplies to the lower class probably will prompt Tehran to import $2.5-3 billion in food, medicines, and agricultural inputs in 1987.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.11"
1986,1986,Trade,"Iran refined petroleum product imports, 1986",500000000,USD (about),"Iran imported about $500 million in refined petroleum products in 1986, which could double in 1987 if Iraq intensifies attacks on refineries.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.11"
1987,1987,Oil production & trade,"Iran oil revenue estimate, 1987 (assuming 1.4m b/d at $15/barrel)",7700000000,USD (approximately),"Assuming oil exports of 1.4 million b/d at an average price of $15 per barrel, Iran's 1987 oil revenues will be approximately $7.7 billion -- barely enough to cover requirements for food, fuel, and military supplies.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.12"
1987,1987,Macro / National Accounts,"Iran real per-capita GNP decline, 1987 estimate",8,percent (about),"On the basis of the middle estimate of oil production and prices, Iran's real per capita GNP is estimated to decline about 8 percent in 1987, following an estimated 16-percent decline in 1986.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.12"
1986,1986,Macro / National Accounts,"Iran real per-capita GNP decline, 1986 estimate",16,"percent (about, estimated)","Iran's real per capita GNP is estimated to have declined about 16 percent in 1986, the prior-year baseline for the 1987 estimate.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.12"
1987,1987,Prices,"Iran black-market inflation estimate, 1987",20-25,percent,"Inflation on the black market is estimated at 20 to 25 percent in 1987, following a jump of at least 40 percent in 1986.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.12"
1986,1986,Prices,"Iran black-market inflation, 1986 jump",40,percent (at least),"Black-market inflation jumped at least 40 percent in 1986, the prior-year baseline for the 1987 estimate.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.12"
1987,1987,Prices,"Iran official price increase, 1987 estimate",15,percent (about),"Strong economic pressures will probably force the government to allow official prices to rise by about 15 percent in 1987, following increases of only about 10 percent the prior year.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.14"
1986,1986,Prices,"Iran official price increase, prior year (1986)",10,percent (only about),"Official prices rose only about 10 percent in 1986, the baseline against which the 1987 ~15 percent increase is measured.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.14"
1987,1987,Demographics & Population,"Tehran-area families in single-room housing, ghetto areas",66.7,percent (almost two-thirds),"The Iranian press reports almost two-thirds of the families in Tehran's sprawling outskirt ghettos live in single, small rooms.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.14"
annually (as of 1987),1987,Infrastructure & Technology,Tehran officially estimated annual fires,6000,fires/year,"The poor quality of housing helps explain Tehran's officially estimated 6,000 fires annually.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.14"
1984,1984,Balance of Payments (Net),Trade balance -- Iran,-0.9,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1984', row 'Trade balance'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1984,1984,Trade,Exports (f.o.b.) -- Iran,17.1,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1984', row 'Exports (f.o.b.)'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1984,1984,Trade,Exports -- Oil -- Iran,16.8,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1984', row 'Exports -- Oil'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1984,1984,Trade,Exports -- Nonoil -- Iran,0.3,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1984', row 'Exports -- Nonoil'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1984,1984,Trade,Imports (c.i.f.) -- Iran,18.0,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1984', row 'Imports (c.i.f.)'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1984,1984,Trade,Net services and transfers -- Iran,-3.0,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1984', row 'Net services and transfers'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1984,1984,Balance of Payments (Net),Current account balance -- Iran,-3.9,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1984', row 'Current account balance'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1985,1985,Balance of Payments (Net),Trade balance -- Iran,2.32,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1985', row 'Trade balance'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1985,1985,Trade,Exports (f.o.b.) -- Iran,15.62,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1985', row 'Exports (f.o.b.)'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1985,1985,Trade,Exports -- Oil -- Iran,15.15,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1985', row 'Exports -- Oil'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1985,1985,Trade,Exports -- Nonoil -- Iran,0.47,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1985', row 'Exports -- Nonoil'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1985,1985,Trade,Imports (c.i.f.) -- Iran,13.3,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1985', row 'Imports (c.i.f.)'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1985,1985,Trade,Net services and transfers -- Iran,-1.5,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1985', row 'Net services and transfers'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1985,1985,Balance of Payments (Net),Current account balance -- Iran,0.82,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1985', row 'Current account balance'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1986 (estimated),1986,Balance of Payments (Net),Trade balance -- Iran,-2.0,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1986 (estimated)', row 'Trade balance'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1986 (estimated),1986,Trade,Exports (f.o.b.) -- Iran,8.0,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1986 (estimated)', row 'Exports (f.o.b.)'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1986 (estimated),1986,Trade,Exports -- Oil -- Iran,7.2,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1986 (estimated)', row 'Exports -- Oil'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1986 (estimated),1986,Trade,Exports -- Nonoil -- Iran,0.8,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1986 (estimated)', row 'Exports -- Nonoil'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1986 (estimated),1986,Trade,Imports (c.i.f.) -- Iran,10.0,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1986 (estimated)', row 'Imports (c.i.f.)'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1986 (estimated),1986,Trade,Net services and transfers -- Iran,-1.2,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1986 (estimated)', row 'Net services and transfers'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1986 (estimated),1986,Balance of Payments (Net),Current account balance -- Iran,-3.2,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1986 (estimated)', row 'Current account balance'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario b ($18/bbl, 1.6m b/d)",1987,Balance of Payments (Net),Trade balance -- Iran,1.5,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario b ($18/bbl, 1.6m b/d)', row 'Trade balance'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario b ($18/bbl, 1.6m b/d)",1987,Trade,Exports (f.o.b.) -- Iran,11.5,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario b ($18/bbl, 1.6m b/d)', row 'Exports (f.o.b.)'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario b ($18/bbl, 1.6m b/d)",1987,Trade,Exports -- Oil -- Iran,10.5,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario b ($18/bbl, 1.6m b/d)', row 'Exports -- Oil'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario b ($18/bbl, 1.6m b/d)",1987,Trade,Exports -- Nonoil -- Iran,1.0,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario b ($18/bbl, 1.6m b/d)', row 'Exports -- Nonoil'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario b ($18/bbl, 1.6m b/d)",1987,Trade,Imports (c.i.f.) -- Iran,10.0,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario b ($18/bbl, 1.6m b/d)', row 'Imports (c.i.f.)'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario b ($18/bbl, 1.6m b/d)",1987,Trade,Net services and transfers -- Iran,-1.0,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario b ($18/bbl, 1.6m b/d)', row 'Net services and transfers'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario b ($18/bbl, 1.6m b/d)",1987,Balance of Payments (Net),Current account balance -- Iran,0.5,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario b ($18/bbl, 1.6m b/d)', row 'Current account balance'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario c ($15/bbl, 1.4m b/d)",1987,Balance of Payments (Net),Trade balance -- Iran,0.8,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario c ($15/bbl, 1.4m b/d)', row 'Trade balance'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario c ($15/bbl, 1.4m b/d)",1987,Trade,Exports (f.o.b.) -- Iran,8.7,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario c ($15/bbl, 1.4m b/d)', row 'Exports (f.o.b.)'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario c ($15/bbl, 1.4m b/d)",1987,Trade,Exports -- Oil -- Iran,7.7,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario c ($15/bbl, 1.4m b/d)', row 'Exports -- Oil'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario c ($15/bbl, 1.4m b/d)",1987,Trade,Exports -- Nonoil -- Iran,1.0,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario c ($15/bbl, 1.4m b/d)', row 'Exports -- Nonoil'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario c ($15/bbl, 1.4m b/d)",1987,Trade,Imports (c.i.f.) -- Iran,7.9,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario c ($15/bbl, 1.4m b/d)', row 'Imports (c.i.f.)'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario c ($15/bbl, 1.4m b/d)",1987,Trade,Net services and transfers -- Iran,-0.95,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario c ($15/bbl, 1.4m b/d)', row 'Net services and transfers'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario c ($15/bbl, 1.4m b/d)",1987,Balance of Payments (Net),Current account balance -- Iran,-0.15,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario c ($15/bbl, 1.4m b/d)', row 'Current account balance'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario d ($10/bbl, 1m b/d)",1987,Balance of Payments (Net),Trade balance -- Iran,-2.25,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario d ($10/bbl, 1m b/d)', row 'Trade balance'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario d ($10/bbl, 1m b/d)",1987,Trade,Exports (f.o.b.) -- Iran,4.65,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario d ($10/bbl, 1m b/d)', row 'Exports (f.o.b.)'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario d ($10/bbl, 1m b/d)",1987,Trade,Exports -- Oil -- Iran,3.65,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario d ($10/bbl, 1m b/d)', row 'Exports -- Oil'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario d ($10/bbl, 1m b/d)",1987,Trade,Exports -- Nonoil -- Iran,1.0,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario d ($10/bbl, 1m b/d)', row 'Exports -- Nonoil'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario d ($10/bbl, 1m b/d)",1987,Trade,Imports (c.i.f.) -- Iran,6.9,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario d ($10/bbl, 1m b/d)', row 'Imports (c.i.f.)'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario d ($10/bbl, 1m b/d)",1987,Trade,Net services and transfers -- Iran,-0.9,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario d ($10/bbl, 1m b/d)', row 'Net services and transfers'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
"1987 scenario d ($10/bbl, 1m b/d)",1987,Balance of Payments (Net),Current account balance -- Iran,-3.15,USD billion,"Table 1 'Iran: Current Account Balance, 1984-87', column '1987 scenario d ($10/bbl, 1m b/d)', row 'Current account balance'.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA NESA 87-10025, Table 1 ""Iran: Current Account Balance, 1984-87"" (billion US$), May 1987, PDF p.15"
1987,1987,Oil production & trade,"Iraq oil export revenue estimate, 1987",9600000000,USD (about),"Increased oil exports and higher prices are estimated to raise Iraq's oil export revenues in 1987 to about $9.6 billion, an increase of 35 percent from 1986.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.15"
1986-1987,1987,Oil production & trade,"Iraq oil export revenue increase, 1987 vs 1986",35,percent,The estimated $9.6 billion in 1987 Iraqi oil export revenue represents a 35 percent increase from 1986.,IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.15"
1987,1987,Oil production & trade,Assumed Iraqi oil export volume for the 1987 revenue estimate,1.7-1.8,million barrels/day,The 1987 Iraqi oil revenue estimate assumes Iraqi exports average 1.7-1.8 million barrels per day at $15 per barrel.,IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.15"
"1987 (fall, planned)",1987,Oil production & trade,Planned expansion of Iraq's 1-million-b/d Turkey pipeline,500000,barrels/day,"The boost in oil exports from 1986 will come from a 500,000 b/d expansion of Iraq's 1-million-b/d pipeline through Turkey, likely to be completed in fall 1987.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.15"
1986-11 to 1987-02,1986,Oil production & trade,"Saudi restriction on Iraqi exports through the Iraqi-Saudi Spurline, Nov 1986-Feb 1987",200000,barrels/day,"Saudi Arabia, citing technical difficulties, restricted Iraqi exports through the 500,000 b/d Iraqi-Saudi Spurline to about 200,000 b/d -- slightly less than two-thirds of the 1986 average -- between November 1986 and February 1987.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.15"
1980-1986 (since war start),1986,Foreign aid,"Arab financial aid to Iraq since war start, cumulative total",33000000000,USD (about),"Since the start of the Iran-Iraq war, total Arab financial aid to Iraq has totaled about $33 billion.",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.16"
1980-1986 (since war start),1986,Foreign aid,Saudi Arabia + Kuwait share of cumulative Arab aid to Iraq,27000000000,USD (about),About $27 billion of the ~$33 billion cumulative Arab aid to Iraq has been given by Saudi Arabia and Kuwait.,IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.16"
1986,1986,Foreign aid,"Financial aid to Iraq, 1986 total",2300000000,USD (about),Financial aid to Baghdad probably totaled about $2.3 billion in 1986.,IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.16"
1983 (agreement),1986,Oil production & trade,Saudi-Kuwaiti Neutral Zone oil sold on Iraq's behalf,240000,barrels/day (about),"Under a 1983 agreement, Saudi Arabia and Kuwait sell about 240,000 b/d of oil from the Saudi-Kuwaiti Neutral Zone and give the proceeds to Iraq monthly (though 1986 first-half sales fell below the contracted amount).",IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.16"
1986,1986,Oil production & trade,"Value of Neutral Zone oil aid to Iraq, 1986",800000000,USD (about),Neutral Zone oil sales on Iraq's behalf totaled about $800 million last year (1986).,IRN,cia-iran-iraq-gloomy-economic-prospects-1987,"CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.16"
